area,tecnologia,defecto,causa,division,proyecto,,,,,
SMD,SX1_1,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,MAL MANEJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PIN ELEVADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PIN ELEVADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,PIN ELEVADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,POLARIDAD INVERTIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,POLARIDAD INVERTIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,SET UP,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,SET UP,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,TOMBSTONE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,TOMBSTONE,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,TOMBSTONE,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,UNIDAD CAIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CANTO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE DE CABEZA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE EQUIVOCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE GIRADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,COMPONENTE GIRADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,DESPLAZADOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,DESPLAZADOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,DESPLAZADOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTA DE MATERIAL,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTA DE MATERIAL,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTA DE MATERIAL,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,MAL MANEJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PIN ELEVADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PIN ELEVADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,PIN ELEVADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,POLARIDAD INVERTIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,SET UP,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,SET UP,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,TOMBSTONE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,TOMBSTONE,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,TOMBSTONE,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_2,UNIDAD CAIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CANTO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE DE CABEZA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE DE CABEZA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE EQUIVOCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE GIRADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,COMPONENTE GIRADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,DESPLAZADOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,DESPLAZADOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,DESPLAZADOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTA DE MATERIAL,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTA DE MATERIAL,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTA DE MATERIAL,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,MAL MANEJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PIN ELEVADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PIN ELEVADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,PIN ELEVADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,POLARIDAD INVERTIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,POLARIDAD INVERTIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,SET UP,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,SET UP,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,TOMBSTONE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,TOMBSTONE,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,TOMBSTONE,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_1,UNIDAD CAIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CANTO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE DE CABEZA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE GIRADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,COMPONENTE GIRADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,DESPLAZADOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,DESPLAZADOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,DESPLAZADOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTA DE MATERIAL,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTA DE MATERIAL,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,MAL MANEJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PIN ELEVADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,PIN ELEVADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,POLARIDAD INVERTIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,SET UP,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,SET UP,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,TOMBSTONE,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,TOMBSTONE,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_2,UNIDAD CAIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX2_3,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
