area,tecnologia,defecto,causa,division,proyecto,,TIS1C127 HMC,TIS1C127 GM
BACKEND/ENSAMBLE FINAL,ROBOT DE SOLDADO,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 GM,,,
BACKEND/ENSAMBLE FINAL,CARGA Y DESCARGA CELDA BOSCH,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE SEAL,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE VALVULA,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE WASHER,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,INSERCION DE BATERIA,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,MEDICION DE ALTURA,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,PU,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,RETOQUE,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,RF MIX,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
BACKEND/ENSAMBLE FINAL,ROBOT DE SOLDADO,UNIDAD SIN LASER,MANO DE OBRA,B&S2,TIS1C127 HMC,,,
