g,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE CAIDO AL PISO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE EQUIVOCADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE GOLPEADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,COMPONENTE MAL INSERTADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,PINES DOBLADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,INSERCION MANUAL,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,COMPONENTE MAL INSERTADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,CONTAMINACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,CORTOS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,GOLDEN OBSOLETA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,INSUFICIENCIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,MAL FLUJO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,MUESTRAS FISICAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,PERLAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,PIN BOLA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,PRUEBA DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,SOLADADURA SOBRE PANEL,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD GOLPEADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,COMPONENTE MAL INSERTADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,CONTAMINACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,CORTOS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,GOLDEN OBSOLETA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,INSUFICIENCIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,MAL FLUJO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,MUESTRAS FISICAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,PERLAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,PIN BOLA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,PRUEBA DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,SOLADADURA SOBRE PANEL,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,OLA,UNIDAD GOLPEADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,COMPONENTE ARRANCADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,CONECTOR DAÑADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,CORTOS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,DAÑO POR FIXTURA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,MAL MANEJO DE MATERIAL,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,PIN DOBLADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,PRUEBA DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,SIN EVIDENCIA DE PIN,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,UNIDAD CAIDA ,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,UNIDAD GOLPEADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,PRESS FIT ,UNIDAD MAL COLOCADA EN FIXTURA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,BURBUJAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,CARCAZA DAÑADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,DESPLAZADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,EXCESO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,FALLA DE PROGRAMA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,INSUFICIENCIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,MAL MANEJO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,PRUEBAS DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,DISPENSADO DE PU,UNIDAD MAL COLOCADA EN FIXTURA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,COBRE EXPUESTO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,DEFECTO DE PROVEEDOR,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,DOBLE MARCADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,INFORMACION INCORRECTA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER DESPLAZADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER QUEMADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER TENUE,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,PRUEBAS DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,SERIAL DUPLICADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD GOLPEADA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDADES SIN LASER,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,COMPONENTE MAL COLOCADO,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,DAÑO POR FIXTURA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,EXCESO DE PRUEBAS,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,GOLDEN OBSOLETA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,MATERIAL FUERA DE ESPECIFICACION,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,PRUEBA DE INGENIERIA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,SET UP,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,SIN EVIDENCIA DE PIN,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,UNIDAD CAIDA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,UNIDAD CORRUPTA,METODO,PSAD,VW20
BACKEND/ENSAMBLE FINAL,HOT TEST,UNIDAD GOLPEADA,METODO,PSAD,VW20
