No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
426910	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83011900	NA	A2C83011900	1	3011	054	 	1342	ACU OPLA3 10 370 KH	NA	FERT	NA	263.69	PSAD_OPEL 3300_J.JOSE O	NO	
426912	3/11/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C86852400	1	3011	054	 	1342	ACU PTFSPEED10 MY13 12 UD 4DR FL	NA	FERT	NA	228.84	PS_HYUNDAI_.	NO	
426913	3/11/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C92284500	1				1095	pcb assy DAGSTAR2 ISC D_15	NA	HALB	S.Real	453.76	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426914	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83377700	NA	A2C8337770093	1				1342	pcb assy RCMT5 LR lado top	NA	HALB	S.Real	415.4	PSAD_LAND ROVER_J.JOSE	NO	4975876290
426917	3/11/2014	ZSCR	551	034-3	NA	'054	A2C82541900	NA	A2C82542000	4	3011	054	 	1343	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	958.68	PSAD_OPEL 4400_J.JOSE O	NO	
426919	3/11/2014	ZSCR	551	034-2	NA	'054	A2C86816900	NA	A2C86617300	1				1342	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO	4975876317
426925	3/11/2014	ZSCR	551	040-2	NA	'054	A2C81542300	NA	A2C81543200	1	3011	054	 	1402	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
426929	3/11/2014	ZSCR	551	040-3	NA	'054	5WK43968	NA	A2C53243156MI	1	3011	054	 	1403	MI assy C207 WITHOUT PPS / RO	NA	HALB	S.Real	340.35	PS_ARAMIS II MCG_F.FERN	NO	
426930	3/11/2014	ZSCR	551	040-2	NA	'054	5WK43967	NA	A2C53243155MI	1	3011	054	 	1402	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
426932	3/11/2014	ZSCR	551	040-2	NA	'054	A2C83377600	NA	A2C83377700	2				1402	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	933.82	PSAD_LAND ROVER_J.JOSE	NO	4975874547
426933	3/11/2014	ZSCR	551	040-1	NA	'054	5WK44630	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
426933	3/11/2014	ZSCR	551	040-1	NA	'054	5WK44630	NA	A2C32519400	1	3011	054	 	1401	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO	
426935	3/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92284500	1				1095	pcb assy DAGSTAR2 ISC D_15	NA	HALB	S.Real	453.76	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426936	3/11/2014	ZSCR	551	040-1	NA	'054	5WY88050	NA	A2C53417787	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4975874463
426937	3/11/2014	ZSCR	551	040-1	NA	'054	A2C86816801	NA	A2C86617100	1				1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	4975876467
426939	3/11/2014	ZSCR	551	040-1	NA	'054	A2C86816901	NA	A2C86617300	1	3011	054	 	1401	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO	
426940	3/11/2014	ZSCR	551	030-1	NA	'054	A2C82541900	NA	A2C82542000	1				1301	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO	4975875196
426943	3/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92284500	7				1095	pcb assy DAGSTAR2 ISC D_15	NA	HALB	S.Real	3176.32	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426944	3/11/2014	ZSCR	551	030-1	NA	'054	A2C83016700	NA	A2C83016900	1				1301	pcb assy PSAG3I 8-V CAN	NA	HALB	S.Real/AutoBF	196.13	PSAD_PSA CAN_J.JOSE ORT	NO	4975873929
426946	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44285		5WK44285	4	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	925.84	PS_VW10 LC_U.ULISES VIL	NO	
426948	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44285		5WK44285	2	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	462.92	PS_VW10 LC_U.ULISES VIL	NO	
426949	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44285		5WK44285	4	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	925.84	PS_VW10 LC_U.ULISES VIL	NO	
426950	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	5WK44508	1	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW PA-On	NA	FERT	NA	235.03	PS_VW10 LC_U.ULISES VIL	NO	
426952	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	5WK44781	2	3011	054	 	1342	ACU VW10LC NAR BOSE	NA	FERT	NA	566.4	PS_VW10 LC_U.ULISES VIL	NO	
426953	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	50	3011	054	 	1342	sticker	NA	ROH	NA	25.5	PS_VW10 LC_U.ULISES VIL	NO	4975876681
426955	3/11/2014	ZSCR	551	034-4	NA	'054	A2C91085700	NA	A2C91085700	2	3011	054	 	1344	ACU MY11 18 R SDM10+	NA	FERT	NA	855.36	PS_SDM10+_C.CAROLINA OT	NO	
426956	3/11/2014	ZSCR	551	040-2	NA	'054	5WY88050	NA	A2C53417787	1				1402	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4975874530
426957	3/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C81768407	1				1095	ACU DAGSTAR2 MY13 ISC 20 W/S/V/C205	NA	FERT	NA	499.14	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426958	3/11/2014	ZSCR	551	040-2	NA	'054	5WK43951	NA	A2C53240199	1	3011	054	 	1402	cable harness	NA	ROH	NA	16.45	OC_OCS NISSAN_A.ANA TAP	NO	
426958	3/11/2014	ZSCR	551	040-2	NA	'054	5WK44551	NA	A2C53287874	1	3011	054	 	1402	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	
426959	3/11/2014	ZSCR	551	034-2	NA	'054	5WK43951	NA	A2C53240199	1	3011	054	 	1342	cable harness	NA	ROH	NA	16.45	OC_OCS NISSAN_A.ANA TAP	NO	
426959	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287874	1				1342	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	4975876044
426960	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	16	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	77.12	PS_FIAT BRAZIL_E.EDWIN	NO	4975876694
426961	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44303	NA	A2C53108377	3	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	11.64	PS_ARAMIS III_E.EDWIN R	NO	
426961	3/11/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53108379	3	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	10.35	PS_ARAMIS III_E.EDWIN R	NO	4975876670
426961	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	2	3011	054	 	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	38.44	PS_ARAMIS III_E.EDWIN R	NO	
426961	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	150	3011	054	 	1342	certification label spool part p	NA	ROH	NA	75	PS_ARAMIS III_E.EDWIN R	NO	4975876820
426961	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53371768	1	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	2.84	PS_ARAMIS III_E.EDWIN R	NO	
426962	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53381596	5	3011	054	 	1342	cover	NA	ROH	NA	27.5	PS_HYUNDAI_.	NO	4975876709
426963	3/11/2014	ZSCR	551	040-2	NA	'054	A2C31080700	NA	A2C30202900	13	3011	054	 	1402	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	504.01	PS_CHRYSLER MY2013_E.ED	NO	
426966	3/11/2014	ZSCR	551	040-3	NA	'054	A2C83377700	NA	A2C83043800	19	3011	054	 	1403	bracket capacitor	NA	ROH	NA	56.24	PSAD_LAND ROVER_J.JOSE	NO	
426966	3/11/2014	ZSCR	551	040-3	NA	'054	A2C83377700	NA	A2C83044300	7	3011	054	 	1403	MULTI CONNECTOR 64 PIN	NA	ROH	NA	186.83	PSAD_LAND ROVER_J.JOSE	NO	
426968	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44760	NA	A2C53330105	3	3011	054	 	1342	socket	NA	ROH	NA	36.03	PS_FIAT BRAZIL_E.EDWIN	NO	
426974	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	10	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	1.8	PS_ARAMIS 2013_E.EDWIN	NO	
426974	3/11/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53331574	2	3011	054	 	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	31.5	PS_ARAMIS 2013_E.EDWIN	NO	4975876670
426975	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	5	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO	
426975	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44689	NA	A2C53397769	1	3011	054	 	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
426976	3/11/2014	ZSCR	551	034-2	NA	'054	5WY89360	NA	A2C53424009	5	3011	054	 	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	0.95	PS_CHRYSLER MY2013_E.ED	NO	
426976	3/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	2	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	4975876648
426977	3/11/2014	ZSCR	551	034-2	NA	'054	A2C38172101	NA	A2C53424040	30	3011	054	 	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	8.1	PSAD_DAIMLER STAR 2_A.A	NO	4975877062
426977	3/11/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	5	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	95.1	PSAD_DAIMLER STAR 2_A.A	NO	4975876902
426978	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1	3011	054	 	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS5_.	NO	
426978	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53397780	1	3011	054	 	1342	cover	NA	ROH	NA	3.18	PS_HONDA HRS5_.	NO	
426981	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017000	42	3011	054	 	1342	cover B	NA	ROH	NA	168.42	PSAD_PSA CAN_J.JOSE ORT	NO	
426981	3/11/2014	ZSCR	551	034-2	NA	'054	A2C73614500	NA	A2C83017100	42	3011	054	 	1342	housing assy PSAG3I prefabrica	NA	ROH	NA	2093.7	PSAD_PSA CAN_J.JOSE ORT	NO	
426981	3/11/2014	ZSCR	551	034-2	NA	'054	A2C8301690092	NA	A2C83017500	34	3011	054	 	1342	pcb 4-lay main	NA	ROH	NA	556.58	PSAD_PSA CAN_J.JOSE ORT	NO	
426983	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83016700	1	3011	054	 	1342	ACU PSAG3I 8-V CAN	NA	FERT	NA	319.14	PSAD_PSA CAN_J.JOSE ORT	NO	
426983	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017000	12	3011	054	 	1342	cover B	NA	ROH	NA	48.12	PSAD_PSA CAN_J.JOSE ORT	NO	
426983	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017100	12	3011	054	 	1342	housing assy PSAG3I prefabrica	NA	ROH	NA	598.2	PSAD_PSA CAN_J.JOSE ORT	NO	
426983	3/11/2014	ZSCR	551	034-2	NA	'054	A2C8301690092	NA	A2C83017500	10	3011	054	 	1342	pcb 4-lay main	NA	ROH	NA	163.7	PSAD_PSA CAN_J.JOSE ORT	NO	
426984	3/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83016700	1	3011	054	 	1342	ACU PSAG3I 8-V CAN	NA	FERT	NA	319.14	PSAD_PSA CAN_J.JOSE ORT	NO	
427022	3/11/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	6590160301	27	3011	054	 	1342	Housing Ford Airbags	NA	ROH	NA	471.15	PS_FORD_.	NO	
427022	3/11/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	6590160701	27	3011	054	 	1342	COVER VN127 RCM3V	NA	ROH	NA	71.82	PS_FORD_.	NO	
427022	3/11/2014	ZSCR	551	034-2	NA	'054	5WY782780	NA	A2C00013954	108	3011	054	 	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	32.4	PS_FORD_.	NO	
427050	3/12/2014	ZSCR	551	034-2	NA	'054	A2C83377700	NA	A2C83043800	16	3011	054	 	1342	bracket capacitor	NA	ROH	NA	47.36	PSAD_LAND ROVER_J.JOSE	NO	
427051	3/12/2014	ZSCR	551	034-2	NA	'054	A2C87075000	NA	A2C40000022	11	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	74.03	PS_SDM10+_C.CAROLINA OT	NO	
427052	3/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53108387	14	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	2.52	PS_ARAMIS 2012_E.EDWIN	NO	
427052	3/12/2014	ZSCR	551	034-2	NA	'054	5WK44119	NA	A2C53324560	150	3011	054	 	1342	certification label spool part p	NA	ROH	NA	75	PS_ARAMIS 2012_E.EDWIN	NO	
427053	3/12/2014	ZSCR	551	034-2	NA	'054	A2C32453902	NA	A2C53330109	1	3011	054	 	1342	socket	NA	ROH	NA	18.1	PS_HONDA HRS6_J.JUAN CH	NO	
427053	3/12/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53405650	1	3011	054	 	1342	multipoint connector 82P H 2SYS YE	NA	ROH	NA	21.13	PS_HONDA HRS6_J.JUAN CH	NO	
427054	3/12/2014	ZSCR	551	034-2	NA	'054	5WK43161	NA	6593331401	150	3011	054	 	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	39	PS_HONDA HRS6_J.JUAN CH	NO	
427055	3/12/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	4	3011	054	 	1342	cover	NA	ROH	NA	10.24	PS_VW10 LC_U.ULISES VIL	NO	
427056	3/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332366	7	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	33.74	PS_FIAT BRAZIL_E.EDWIN	NO	
427057	3/12/2014	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C31769100	30	3011	054	 	1342	pin header 50P H 2R PF 1018 13	NA	ROH	NA	397.8	PSAD_VW20_U.ULISES VILL	NO	4975876830
427057	3/12/2014	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C32519400	1	3011	054	 	1342	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO	4975876830
427058	3/12/2014	ZSCR	551	034-2	NA	'054	A2C81768401	NA	A2C83435000	1	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR 2_A.A	NO	
427059	3/12/2014	ZSCR	551	034-2	NA	'054	5WK44774	NA	A2C53371768	6	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	17.04	PS_ARAMIS III_E.EDWIN R	NO	
427060	3/12/2014	ZSCR	551	034-2	NA	'054	A2C83011900	NA	A2C82535400	12	3011	054	 	1342	cover	NA	ROH	NA	40.44	PS_LEGACY_C.CAROLINA OT	NO	
427060	3/12/2014	ZSCR	551	034-2	NA	'054	A2C83014200	NA	A2C82535500	150	3011	054	 	1342	certification label identificati	NA	ROH	NA	37.5	PS_LEGACY_C.CAROLINA OT	NO	
427060	3/12/2014	ZSCR	551	034-2	NA	'054	A2C73614500	NA	A2C83017300	150	3011	054	 	1342	certification label identificati	NA	ROH	NA	2472	PS_LEGACY_C.CAROLINA OT	NO	
427060	3/12/2014	ZSCR	551	034-2	NA	'054	A2C83046900	NA	A2C83043900	100	3011	054	 	1342	label identificati	NA	ROH	NA	113	PS_LEGACY_C.CAROLINA OT	NO	
427065	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	16				1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	1573.76	PSAD_OPEL 4400_J.JOSE O	NO	4975873831
427066	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53241828A	NA	A2C53241828B	4				1301	SMD E240 Bottom Side Ford Airbags	NA	HALB	S.Real/AutoBF	116.2	PS_FORD_.	NO	4975873442
427067	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53395078	NA	A2C53395076	14	3011	054	 	1301	pcb IEEZZDIV	NA	ROH	NA	102.76	OC_BOSE BMW_A.ANA TAPIA	NO	
427069	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53374378A	NA	A2C53374377	6	3011	054	 	1301	pcb VW ZZDIV AC	NA	ROH	NA	95.16	PS_VW10 LC_U.ULISES VIL	NO	
427070	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	1				1301	SMD B FIAT 326 V15	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO	4975873415
427070	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1				1301	SMD A FIAT 326 V15	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4975874812
427071	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	1				1301	SMD B FIAT 326 V15	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO	4975873415
427071	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1				1301	SMD A FIAT 326 V15	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4975874812
427073	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53399617A	NA	A2C53399617B	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	51.21	PS_HONDA HRS5_.	NO	4975873634
427075	3/12/2014	ZSCR	551	030-1	NA	'054	A2C81625900	NA	A2C5339961702	1				1301	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO	4975873499
427077	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53399617A	NA	A2C53399617B	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	51.21	PS_HONDA HRS5_.	NO	4975873634
427078	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1				1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4975875145
427079	3/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C86617100	1				1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	4975875644
427080	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	6				1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	486.36	PS_ARAMIS III_E.EDWIN R	NO	4975874287
427081	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427082	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427084	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427085	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427086	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427088	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427089	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427090	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427091	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427092	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427093	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427094	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427096	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427097	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427098	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427100	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427103	3/12/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1				1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	76.39	PS_ARAMIS III_E.EDWIN R	NO	4975873473
427104	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1				1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4975874855
427106	3/12/2014	ZSCR	551	030-1	NA	'054	A2C53399617A	NA	A2C53399617B	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	51.21	PS_HONDA HRS5_.	NO	4975873634
427108	3/12/2014	ZSCR	551	030-1	NA	'054	A2C85621900	NA	A2C53417787	1				1301	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4975873721
427110	3/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1				1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4975874714
427111	3/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1				1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4975874714
427113	3/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1				1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4975874714
427114	3/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1				1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4975874714
427115	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4975873914
427117	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4975873914
427119	3/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4975873914
427121	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1				1301	SMD A FIAT 326 V15	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4975874812
427122	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1				1301	SMD A FIAT 326 V15	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4975874812
427124	3/12/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1				1301	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	4975874874
