No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
141004	ZSCR	551	034-2	NA	5WK49210	NA	A2C53216755	2	3011	015		1342	housing	NA	ROH	NA	48.92	S5RXM(APROBACIONAU	4957300695
141007	ZSCR	551	034-2	NA	A2C53406357	NA	A2C53335101	1	3011	050		1342	pin header 20P H 2R PF BK	NA	ROH	NA	48.02	S5TGECU(APROBACION	4957301033
141007	ZSCR	551	034-2	NA	A2C53406357	NA	A2C53404863	1				1342	circuit board assy HONZZDIV V02	NA	HALB	S.Real/AutoBF	134.1	S5TGECU(APROBACION	4957299268
141009	MB1A	551	042-4	B30301-01495	NA	NA	A2C53328412	2				1095	circuit board assy	NA	HALB	S.Real/AutoBF	246.08	S1 DCU LUIS LIZARRAGA-T	4957298604
141017	ZSCR	551	034-2	NA	A2C53402230	NA	A2C53311707	94	3011	015		1342	housing	NA	ROH	NA	250.98	S5TG1CHONDA(APROBA	4957301014
141021	ZSCR	551	034-2	NA	S180052017	NA	A2C53319818	1				1342	wheel unit TPM 315 MHz	NA	HALB	S.Real/AutoBF	105.95	S1TG1CHYUNDAICARLOS	4957298849
141023	ZSCR	551	040-3	NA	S180052017	NA	A2C38189400	2				1403	circuit board assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	73.08	S1TG1CHYUNDAICARLOS	4957299327
141023	ZSCR	551	040-3	NA	A2C53373417	NA	A2C53278177	1	3011	015		1403	"sealing ring 2x 2,85 40"	NA	ROH	NA	0.09	S1TG1CHYUNDAICARLOS	4957301358
141023	ZSCR	551	040-3	NA	A2C53373417	NA	A2C53311707	2	3011	015		1403	housing	NA	ROH	NA	5.34	S1TG1CHYUNDAICARLOS	4957301358
141025	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	7				1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	332.78	S5TG1CHONDA(APROBA	4957298998
141034	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1TG1CDCXCARLOSMONT	4957299025
141035	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	3				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	144.93	S1TG1CDCXCARLOSMONT	4957299025
141036	ZSCR	551	034-2	NA	5WY8547	NA	A2C53348715	1				1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1TG1CDCXCARLOSMONT	4957298889
141037	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	3				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	144.93	S1TG1CDCXCARLOSMONT	4957299025
141042	ZSCR	551	034-2	NA	5WY8547	0	A2C53348715	1				1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.92	S1TG1CDCXCARLOSMONT	4957298889
141046	ZSCR	551	040-3	NA	5WY8547	NA	A2C53278177	4	3011	015		1403	"sealing ring 2x 2,85 40"	NA	ROH	NA	0.36	S1TG1CDCXCARLOSMONT	4957301352
141046	ZSCR	551	040-3	NA	5WY8547	NA	A2C53311707	4	3011	015		1403	housing	NA	ROH	NA	10.68	S1TG1CDCXCARLOSMONT	4957301352
141166	ZSCR	551	034-2	NA	A2C31231300T	NA	A2C31229200	2	3011	050		1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	125.54	S1TIPMMEDIUM(APROB	4957300999
