No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
174343	02/07/2012	ZSCR	551	034-2	NA	5WK44252	NA	A2C53355145	1	3011	054		1342	front plate	NA	ROH	NA	23.88	OC_BOSE VW_GERARDO ECHE	NO	4959356986
174345	02/07/2012	ZSCR	551	034-2	NA	5WK44288	NA	A2C00014697	100	3011	054		1342	sticker	NA	ROH	NA	51	PS_VW10 LC_GERARDO ECHE	NO	4959357940
174345	02/07/2012	ZSCR	551	034-2	NA	5WK44288	NA	A2C00014717	20	3011	054		1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	4.8	PS_VW10 LC_GERARDO ECHE	NO	4959357940
174345	02/07/2012	ZSCR	551	034-2	NA	5WK44288	NA	A2C00027390	7	3011	054		1342	COVER	NA	ROH	NA	23.8	PS_VW10 LC_GERARDO ECHE	NO	4959357940
174345	02/07/2012	ZSCR	551	034-2	NA	5WK44385	NA	A2C53163642	2	3011	054		1342	housing FIP	NA	ROH	NA	37.62	PS_VW10 LC_GERARDO ECHE	NO	
174347	02/07/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53108379	1	3011	054		1342	cover FIP T GY	NA	ROH	NA	3.32	PS_ARAMIS 2011_GERARDO	NO	4959357390
174347	02/07/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53331574	2	3011	054		1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	31.54	PS_ARAMIS 2011_GERARDO	NO	4959357390
174347	02/07/2012	ZSCR	551	034-2	NA	5WK44741	NA	A2C53371768	3	3011	054		1342	cover FIP T GY	NA	ROH	NA	10.92	PS_ARAMIS 2011_GERARDO	NO	4959357363
174349	02/07/2012	ZSCR	551	034-2	NA	5WK44689	NA	A2C53108387	21	3011	054		1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	3.99	PS_HONDA HRS5_GERARDO E	NO	4959357880
174349	02/07/2012	ZSCR	551	034-2	NA	5WK44689	NA	A2C53397769	8	3011	054		1342	housing	NA	ROH	NA	186.48	PS_HONDA HRS5_GERARDO E	NO	4959357830
174433	03/07/2012	ZSCR	551	034-2	NA	5WK44017	NA	A2C53108387	50	3011	054		1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	9.5	PS_HONDA CR-V HE_GERARD	NO	4959357750
174433	03/07/2012	ZSCR	551	034-2	NA	5WK44017	NA	A2C53142468	7	3011	054		1342	housing	NA	ROH	NA	146.72	PS_HONDA CR-V HE_GERARD	NO	4959357750
174433	03/07/2012	ZSCR	551	034-2	NA	5WK44017	NA	A2C53142470	7	3011	054		1342	COVER	NA	ROH	NA	122.15	PS_HONDA CR-V HE_GERARD	NO	4959357750
174434	03/07/2012	ZSCR	551	034-2	NA	5WK44749	NA	A2C53397769	2	3011	054		1342	housing	NA	ROH	NA	46.62	PS_HONDA HRS5_GERARDO E	NO	4959357897
174435	03/07/2012	ZSCR	551	034-2	NA	5WK44286	NA	A2C00027389	1	3011	054		1342	COVER	NA	ROH	NA	2.75	PS_VW10 LC_GERARDO ECHE	NO	4959357959
174435	03/07/2012	ZSCR	551	034-2	NA	5WK44288	NA	A2C00027390	31	3011	054		1342	COVER	NA	ROH	NA	105.4	PS_VW10 LC_GERARDO ECHE	NO	4959357940
174438	03/07/2012	ZSCR	551	034-2	NA	5WK43871	NA	A2C53108376	1	3011	054		1342	"housing FIP 175,0x 152,0"	NA	ROH	NA	21.54	PS_ARAMIS 2011_GERARDO	NO	4959357330
174438	03/07/2012	ZSCR	551	034-2	NA	5WK43871	NA	A2C53108377	10	3011	054		1342	cover FIP T GY	NA	ROH	NA	37.2	PS_ARAMIS 2011_GERARDO	NO	4959357330
174438	03/07/2012	ZSCR	551	034-2	NA	5WK44741	NA	A2C53245952	2	3011	054		1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	38.32	PS_ARAMIS 2011_GERARDO	NO	4959357363
174438	03/07/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53324560	200	3011	054		1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS 2011_GERARDO	NO	4959357390
174438	03/07/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53331574	1	3011	054		1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	15.77	PS_ARAMIS 2011_GERARDO	NO	4959357390
174478	03/07/2012	ZSCR	551	030-1	NA	A2C53108384B	NA	A2C53108389	10	3011	054		1301	pcb panel multiple 6-up main	NA	ROH	NA	249.4	PS_ARAMIS I_GERARDO ECH	NO	4959357418
174488	03/07/2012	ZSCR	551	030-1	NA	A2C53183948B	NA	A2C53108389	6	3011	054		1301	pcb panel multiple 6-up main	NA	ROH	NA	149.64	PS_ARAMIS I_GERARDO ECH	NO	4959357418
174498	03/07/2012	ZSCR	551	030-1	NA	A2C53364457A	NA	A2C53364453	3	3011	054		1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	25.74	OC_BOSE VW_GERARDO ECHE	NO	4959357012
174581	03/07/2012	ZSCR	551	034-2	NA	5WK44376	NA	A2C53239915	5	3011	054		1342	housing	NA	ROH	NA	111.95	PS_HONDA ACCORD_GERARDO	NO	4959357736
174581	03/07/2012	ZSCR	551	034-2	NA	5WK44276	NA	A2C53239918	5	3011	054		1342	COVER	NA	ROH	NA	17	PS_HONDA ACCORD_GERARDO	NO	4959357736
174582	03/07/2012	ZSCR	551	034-2	NA	5WK44748	NA	A2C53397769	6	3011	054		1342	housing	NA	ROH	NA	139.86	PS_HONDA HRS5_GERARDO E	NO	4959357897
174582	03/07/2012	ZSCR	551	034-2	NA	5WK44567	NA	A2C53397780	4	3011	054		1342	COVER	NA	ROH	NA	33.8	PS_HONDA HRS5_GERARDO E	NO	4959357801
174597	03/07/2012	ZSCR	551	034-2	NA	5WK44078	NA	A2C00016838	1556	3011	054		1342	connector pin	NA	ROH	NA	435.68	OC_OCS NISSAN_GERARDO E	NO	4959357248
174597	03/07/2012	ZSCR	551	034-2	NA	5WK43917	NA	A2C53095018	50	3011	054		1342	"label 58,00x 20,00mm white foil"	NA	ROH	NA	8	OC_OCS NISSAN_GERARDO E	NO	4959357178
174597	03/07/2012	ZSCR	551	034-2	NA	A2C53106605	NA	A2C53103670	2	3011	054		1342	cable harness	NA	ROH	NA	25.6	OC_OCS NISSAN_GERARDO E	NO	4959357296
174597	03/07/2012	ZSCR	551	034-2	NA	5WK44551	NA	A2C53287893	2	3011	054		1342	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	13.96	OC_OCS NISSAN_GERARDO E	NO	4959357258
174599	03/07/2012	ZSCR	551	034-2	NA	5WK44667	NA	A2C53330109	5	3011	054		1342	socket	NA	ROH	NA	118.85	PS_HONDA HRS5_GERARDO E	NO	4959357816
