No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
566104	16/12/2014	ZSCR	551	030-1	NA	'045	A2C8275221192	NA	A2C8275221192	14	1301	electronic assy BCU BOTTOM	NA	HALB	S.Real/AutoBF	2048.06	S2_BCM SQUARE D_R.RODRI	NO	4985224718
566116	16/12/2014	ZSCR	551	030-1	NA	'045	A2C8050340093	NA	A2C8050340093	7	1301	K2XX pcb assy TOP	NA	HALB	S.Real	177.52	S2_FOB READER_A.ANTONIO	NO	4985224682
566117	16/12/2014	ZSCR	551	030-1	NA	'045	A2C8050340093	NA	A2C8050340093	1	1301	K2XX pcb assy TOP	NA	HALB	S.Real	25.36	S2_FOB READER_A.ANTONIO	NO	4985224682
566381	17/12/2014	ZSCR	551	034-2	NA	'045	A2C32805000	NA	A2C3280500092	30	1342	circuit board assy TPM bottom	NA	HALB	S.Real	1188.6	S2_KEY FOB_A.ANTONIO AL	NO	4985224878
566501	17/12/2014	ZSCR	551	040-3	NA	'045	A2C90972200	NA	A2C53341344	2	1403	pin header 40P V 2R THP BK	NA	ROH	NA	12.12	S2_BCM SQUARE D_R.RODRI	NO	4985225002
566501	17/12/2014	ZSCR	551	040-3	NA	'045	S122736200A	NA	A2C53414277	2	1403	cover connector	NA	ROH	NA	10.08	S2_BCM SQUARE D_R.RODRI	NO	4985225022
566746	18/12/2014	ZSCR	551	030-1	NA	'045	A2C53251265	NA	A2C00043200	4	1301	"MC9S12XD384VPVR2 (D platform) maskset,1L"	NA	ROH	NA	165.04	S2_BCM_R.RODRIGO CERVAN	NO	4985224621
566932	18/12/2014	ZSCR	551	030-1	NA	'045	S122736039C	NA	A2C53251264B	2	1301	SMD Sub-assembly Nissan D BCM P32M	NA	HALB	S.Real/AutoBF	97.28	S2_BCM_R.RODRIGO CERVAN	NO	4985224727
566935	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C37302600	2	1254	pcb assy SCU	NA	HALB	S.Real/AutoBF	513.84	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566935	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C3730260093	84	1254	pcb assy SCU	NA	HALB	S.Real	18164.16	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566935	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C53367065	30	1254	pcb assy TLS_BCM_ USM	NA	HALB	S.Real	7811.7	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566935	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82752210	80	1254	electronic assy BCU	NA	HALB	S.Real	21552.8	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566935	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C8275221093	25	1254	electronic assy BCU Top	NA	HALB	S.Real	6543	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566936	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C53386111	241	1254	electronic assy USM L42A NAM	NA	HALB	S.Real	38362.38	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
566936	18/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C53387374T	108	1254	BCM L42A (NEW 2010) SMD	NA	HALB	S.Real	17325.36	S2_BCM_R.RODRIGO CERVAN	NO	4985224525
567400	19/12/2014	ZSCR	551	040-2	NA	'045	A2C33336600	NA	A2C53394918	50	1402	certification label	NA	ROH	NA	201.5	S2_NISSAN KEY FOB SQUAR	NO	4985224966
567400	19/12/2014	ZSCR	551	040-2	NA	'045	A2C33336600	NA	A2C53394918	38	1402	certification label	NA	ROH	NA	153.14	S2_NISSAN KEY FOB SQUAR	NO	4985224966
567671	20/12/2014	ZSCR	551	040-2	NA	'045	5WK48900	NA	A2C00004906	20	1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	32.8	S2_KEY FOB_A.ANTONIO AL	NO	4985224924
567671	20/12/2014	ZSCR	551	040-2	NA	'045	A2C33336600	NA	A2C30115900	18	1402	housing bottom	NA	ROH	NA	68.58	S2_KEY FOB_A.ANTONIO AL	NO	4985224943
567671	20/12/2014	ZSCR	551	040-2	NA	'045	5WK48902C	NA	A2C53358639	21	1402	contact spring	NA	ROH	NA	9.66	S2_KEY FOB_A.ANTONIO AL	NO	4985224949
567671	20/12/2014	ZSCR	551	040-2	NA	'045	5WK48901	NA	A2C53394918	82	1402	certification label	NA	ROH	NA	330.46	S2_KEY FOB_A.ANTONIO AL	NO	4985224966
567687	20/12/2014	ZSCR	551	030-1	NA	'045	S180144001	NA	A2C00017679	70	1301	Contact spring	NA	ROH	NA	57.4	S2_NISSAN KEY FOB SQUAR	NO	4985224588
567687	20/12/2014	ZSCR	551	030-1	NA	'045	S180144001	NA	A2C00046505	6	1301	"2.36mH,150mA,SMD,COIL/AIRCOIL"	NA	ROH	NA	21.72	S2_NISSAN KEY FOB SQUAR	NO	4985224631
567687	20/12/2014	ZSCR	551	030-1	NA	'045	S180144001	NA	A2C00062776	121	1301	"EM SWITCH,50mA,16V,SMD,TACT"	NA	ROH	NA	107.69	S2_NISSAN KEY FOB SQUAR	NO	4985224651
567687	20/12/2014	ZSCR	551	030-1	NA	'045	S180144101	NA	A2C00062870	5	1301	"IC OTH/PCF7953MTT/C1AC2200,TSSOP28, ASIC"	NA	ROH	NA	76.55	S2_NISSAN KEY FOB SQUAR	NO	4985224660
567787	20/12/2014	ZSCR	551	040-2	NA	'045	A2C33336600	NA	A2C53394918	68	1402	certification label	NA	ROH	NA	274.04	S2_KEY FOB_A.ANTONIO AL	NO	4985224966
567792	20/12/2014	ZSCR	551	040-2	NA	'045	A2C33336600	NA	A2C53394918	3	1402	certification label	NA	ROH	NA	12.09	S2_NISSAN KEY FOB CMF1_	NO	4985224966
568013	21/12/2014	ZSCR	551	040-2	NA	'045	5WK48906	NA	A2C00004906	5	1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	8.2	S2_NISSAN KEY FOB CMF1_	NO	4985224924
568013	21/12/2014	ZSCR	551	040-2	NA	'045	A2C53440449	NA	A2C30115900	5	1402	housing bottom	NA	ROH	NA	19.05	S2_NISSAN KEY FOB CMF1_	NO	4985224943
568013	21/12/2014	ZSCR	551	040-2	NA	'045	5WK49612C	NA	A2C53358639	5	1402	contact spring	NA	ROH	NA	2.3	S2_NISSAN KEY FOB CMF1_	NO	4985224949
568013	21/12/2014	ZSCR	551	040-2	NA	'045	5WK49608	NA	A2C53394918	12	1402	certification label	NA	ROH	NA	48.36	S2_NISSAN KEY FOB CMF1_	NO	4985224966
568013	21/12/2014	ZSCR	551	040-2	NA	'045	A2C87107200	NA	A2C53430046	2	1402	housing assy ISU L/UL/B	NA	ROH	NA	19.98	S2_NISSAN KEY FOB CMF1_	NO	4985224976
568100	21/12/2014	ZSCR	551	030-1	NA	'045	A2C53251264	NA	A2C53251264	19	1301	SMD Sub-assembly Nissan D BCM P32M	NA	HALB	S.Real	2833.85	S2_BCM_R.RODRIGO CERVAN	NO	4985224672
568195	21/12/2014	ZSCR	551	040-2	NA	'045	5WK49609	NA	A2C53394918	114	1402	certification label	NA	ROH	NA	459.42	S2_NISSAN KEY FOB CMF1_	NO	4985224966
568195	21/12/2014	ZSCR	551	040-2	NA	'045	S180144003S	NA	A2C53430046	89	1402	housing assy ISU L/UL/B	NA	ROH	NA	889.11	S2_NISSAN KEY FOB CMF1_	NO	4985224976
568196	21/12/2014	ZSCR	551	040-2	NA	'045	5WK49606	NA	A2C00004906	32	1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	52.48	S2_NISSAN KEY FOB CMF1_	NO	4985224924
568196	21/12/2014	ZSCR	551	040-2	NA	'045	A2C53440456	NA	A2C30115900	39	1402	housing bottom	NA	ROH	NA	148.59	S2_NISSAN KEY FOB CMF1_	NO	4985224943
568196	21/12/2014	ZSCR	551	040-2	NA	'045	5WK49613SC	NA	A2C53358639	50	1402	contact spring	NA	ROH	NA	23	S2_NISSAN KEY FOB CMF1_	NO	4985224949
568197	21/12/2014	ZSCR	551	034-2	NA	'045	5WK49606B	NA	A2C00004906	71	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	116.44	S2_NISSAN KEY FOB CMF1_	NO	4985224769
568197	21/12/2014	ZSCR	551	034-2	NA	'045	A2C53440454	NA	A2C30115900	71	1342	housing bottom	NA	ROH	NA	270.51	S2_NISSAN KEY FOB CMF1_	NO	4985224832
568197	21/12/2014	ZSCR	551	034-2	NA	'045	5WK49613SC	NA	A2C53358639	71	1342	contact spring	NA	ROH	NA	32.66	S2_NISSAN KEY FOB CMF1_	NO	4985224842
568198	21/12/2014	ZSCR	551	040-3	NA	'045	A2C3280500192	NA	A2C3280500192	17	1403	circuit board assy TPM SMD BOT	NA	HALB	S.Real	672.86	S2_NISSAN KEY FOB CMF1_	NO	4985225048
568199	21/12/2014	ZSCR	551	040-3	NA	'045	A2C3280500192	NA	A2C3280500192	87	1403	circuit board assy TPM SMD BOT	NA	HALB	S.Real	3443.46	S2_NISSAN KEY FOB CMF1_	NO	4985225048
568199	21/12/2014	ZSCR	551	040-3	NA	'045	5WK49608C	NA	A2C53394918	1	1403	certification label	NA	ROH	NA	4.03	S2_NISSAN KEY FOB CMF1_	NO	4985225010
568199	21/12/2014	ZSCR	551	040-3	NA	'045	A2C87106900S	NA	A2C53421842	9	1403	damping	NA	ROH	NA	12.96	S2_NISSAN KEY FOB CMF1_	NO	4985225029
568199	21/12/2014	ZSCR	551	040-3	NA	'045	A2C87107200S	NA	A2C53430046	1	1403	housing assy ISU L/UL/B	NA	ROH	NA	9.99	S2_NISSAN KEY FOB CMF1_	NO	4985225040
568338	22/12/2014	ZSCR	551	040-3	NA	'045	A2C90972200	NA	A2C87582100	1	1403	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	4985225062
568340	22/12/2014	ZSCR	551	040-3	NA	'045	A2C90972200	NA	A2C87582100	1	1403	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	4985225062
568356	22/12/2014	ZSCR	551	040-2	NA	'045	5WK49608SC	NA	A2C53394918	7	1402	certification label	NA	ROH	NA	28.21	S2_NISSAN KEY FOB CMF1_	NO	4985224966
568356	22/12/2014	ZSCR	551	040-2	NA	'045	A2C87107200S	NA	A2C53430046	7	1402	housing assy ISU L/UL/B	NA	ROH	NA	69.93	S2_NISSAN KEY FOB CMF1_	NO	4985224976
568358	22/12/2014	ZSCR	551	040-3	NA	'045	A2C3280500192	NA	A2C3280500192	2	1403	circuit board assy TPM SMD BOT	NA	HALB	S.Real	79.16	S2_NISSAN KEY FOB CMF1_	NO	4985225048
568368	22/12/2014	ZSCR	551	034-2	NA	'045	5WK48906	NA	A2C00004906	31	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	50.84	S2_NISSAN KEY FOB CMF1_	NO	4985224769
568368	22/12/2014	ZSCR	551	034-2	NA	'045	A2C53440451	NA	A2C30115900	42	1342	housing bottom	NA	ROH	NA	160.02	S2_NISSAN KEY FOB CMF1_	NO	4985224832
568368	22/12/2014	ZSCR	551	034-2	NA	'045	5WK49613C	NA	A2C53358639	42	1342	contact spring	NA	ROH	NA	19.32	S2_NISSAN KEY FOB CMF1_	NO	4985224842
568368	22/12/2014	ZSCR	551	034-2	NA	'045	5WK49608B	NA	A2C53394918	35	1342	certification label	NA	ROH	NA	141.05	S2_NISSAN KEY FOB CMF1_	NO	4985224855
568368	22/12/2014	ZSCR	551	034-2	NA	'045	A2C87107200	NA	A2C53430046	27	1342	housing assy ISU L/UL/B	NA	ROH	NA	269.73	S2_NISSAN KEY FOB CMF1_	NO	4985224868
																			
																			
