No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	A	B	C	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180092	#N/A	NA	A2C00003885	1	3011	054	 	1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"	#N/A	ROH	NA	0.09	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180092	#N/A	NA	A2C00003937	1	3011	054	 	1351	"38R3,1%,TK50,250mW,MINIMELF0204,LIN RES/"	#N/A	ROH	NA	0.09	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180092	#N/A	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180093	#N/A	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180093	#N/A	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	#N/A	ROH	NA	0.32	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180092	#N/A	NA	A2C00039665	4	3011	054	 	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"	#N/A	ROH	NA	1.16	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180093	#N/A	NA	A2C00039665	5	3011	054	 	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"	#N/A	ROH	NA	1.45	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180093	#N/A	NA	A2C00051999	1	3011	054	 	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"	#N/A	ROH	NA	7.6	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180092	#N/A	NA	A2C00055505	2	3011	054	 	1351	"1,18V,0Ohm,TQFP80,ACU (Airbag Controll U"	#N/A	ROH	NA	36.48	PSAD_DAIMLER STAR 2_L.L	NO	
669509	05/10/2015	ZSCR	551	035-1	0	'054	A2C9663180093	#N/A	NA	A2C00064279	9	3011	054	 	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"	#N/A	ROH	NA	2.88	PSAD_DAIMLER STAR 2_L.L	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9024720092	A2C90499200	NA	A2C00003851	14	3011	054	 	1351	"R LIN,56K,5%,TK200,100mW,0603"	16	ROH	NA	0.14	PS_HONDA HRS6_L.LPL AUT	NO	4994364065
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8496530092	A2C85220900	NA	A2C00003851	52	3011	054	 	1351	"R LIN,56K,5%,TK200,100mW,0603"	11	ROH	NA	0.52	PS_HONDA HRS6_L.LPL AUT	NO	4994364017
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9140860092	A2C91480400	NA	A2C00003974	22	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	5	ROH	NA	0.22	PS_HONDA HRS6_L.LPL AUT	NO	4994385072
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139010092	A2C91374200	NA	A2C00003974	36	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	28	ROH	NA	0.36	PS_HONDA HRS6_L.LPL AUT	NO	4994363133
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770092	5WK44682	NA	A2C00003974	10	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	30	ROH	NA	0.1	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9140860092	A2C91480400	NA	A2C00004268	1	3011	054	 	1351	"510R,1%,TK50,1W,MELF0207,LIN RES/MMB"	5	ROH	NA	0.26	PS_HONDA HRS6_L.LPL AUT	NO	4994385072
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139010092	A2C91374200	NA	A2C00004268	2	3011	054	 	1351	"510R,1%,TK50,1W,MELF0207,LIN RES/MMB"	28	ROH	NA	0.52	PS_HONDA HRS6_L.LPL AUT	NO	4994363133
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770092	5WK44682	NA	A2C00004268	9	3011	054	 	1351	"510R,1%,TK50,1W,MELF0207,LIN RES/MMB"	30	ROH	NA	2.34	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9024720092	A2C90499200	NA	A2C00005783	1	3011	054	 	1351	"R LIN,47R,1%,TK100,125mW,0805"	16	ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO	4994364065
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139040093	A2C91374300	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	7	ROH	NA	0.32	PS_HONDA HRS6_L.LPL AUT	NO	4994385060
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	17	ROH	NA	0.32	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800093	#N/A	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	#N/A	ROH	NA	0.32	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139040092	A2C91374300	NA	A2C00024979	2	3011	054	 	1351	"C CER,C0G,100pF,5%,100V,0603,Sn,STANDARD"	7	ROH	NA	0.06	PS_HONDA HRS6_L.LPL AUT	NO	4994385060
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800092	#N/A	NA	A2C00024979	5	3011	054	 	1351	"C CER,C0G,100pF,5%,100V,0603,Sn,STANDARD"	#N/A	ROH	NA	0.15	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9140860093	A2C91480400	NA	A2C00033919	6	3011	054	 	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"	5	ROH	NA	0.72	PS_HONDA HRS6_L.LPL AUT	NO	4994385072
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770093	5WK44682	NA	A2C00033919	1	3011	054	 	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"	30	ROH	NA	0.12	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800093	#N/A	NA	A2C00034103	1	3011	054	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"	#N/A	ROH	NA	0.06	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800093	#N/A	NA	A2C00039660	1	3011	054	 	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"	#N/A	ROH	NA	0.21	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8496530092	A2C85220900	NA	A2C00040894	3	3011	054	 	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"	11	ROH	NA	0.48	PS_HONDA HRS6_L.LPL AUT	NO	4994364017
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770092	5WK44682	NA	A2C00040894	76	3011	054	 	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"	30	ROH	NA	12.16	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9140860092	A2C91480400	NA	A2C00046692	136	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	5	ROH	NA	2.72	PS_HONDA HRS6_L.LPL AUT	NO	4994385072
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800092	#N/A	NA	A2C00046692	4	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	#N/A	ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800093	#N/A	NA	A2C00046692	5	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	#N/A	ROH	NA	0.1	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770092	5WK44682	NA	A2C00046692	82	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	30	ROH	NA	1.64	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139040093	A2C91374300	NA	A2C00057767	4	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	7	ROH	NA	70.32	PS_HONDA HRS6_L.LPL AUT	NO	4994385060
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139010093	A2C91374200	NA	A2C00057767	1	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	28	ROH	NA	17.58	PS_HONDA HRS6_L.LPL AUT	NO	4994363133
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770093	5WK44682	NA	A2C00057767	52	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	30	ROH	NA	914.16	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9140860093	A2C91480400	NA	A2C00059117	35	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	5	ROH	NA	1.75	PS_HONDA HRS6_L.LPL AUT	NO	4994385072
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9024720093	A2C90499200	NA	A2C00059117	1	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	16	ROH	NA	0.05	PS_HONDA HRS6_L.LPL AUT	NO	4994364065
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8496530093	A2C85220900	NA	A2C00059117	40	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	11	ROH	NA	2	PS_HONDA HRS6_L.LPL AUT	NO	4994364017
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139010093	A2C91374200	NA	A2C00059117	33	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	28	ROH	NA	1.65	PS_HONDA HRS6_L.LPL AUT	NO	4994363133
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C00059117	13	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	17	ROH	NA	0.65	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021770093	5WK44682	NA	A2C00059117	30	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	30	ROH	NA	1.5	PS_HONDA HRS6_L.LPL AUT	NO	4994362897
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8021800093	#N/A	NA	A2C00059117	1	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	0.05	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C00059743	2	3011	054	 	1351	"L CAN COIL/51uH,200mA,SMD CAN"	17	ROH	NA	2.76	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C8333800093	#N/A	NA	A2C00061365	7	3011	054	 	1351	"C CER,C0G,2.2nF,5%,50V,0603,Sn"	#N/A	ROH	NA	0.49	PS_HONDA HRS6_L.LPL AUT	NO	
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C00713300	41	3011	054	 	1351	"D SC/SS26S,60V,2A,SMA"	17	ROH	NA	21.32	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C00888200	12	3011	054	 	1351	"F BEAD/WECBA1806,90mOhm,1KOhm,1.5A,SMD"	17	ROH	NA	7.56	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040093	5WK44564	NA	A2C01622100	8	3011	054	 	1351	"L COIL/CDRR127NP-151MC,150uH,1.5A,SMD"	17	ROH	NA	25.44	PS_HONDA HRS6_L.LPL AUT	NO	x
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C9139010093	A2C91374200	NA	A2C40002657	8	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	28	ROH	NA	0.96	PS_HONDA HRS6_L.LPL AUT	NO	4994363133
669510	05/10/2015	ZSCR	551	035-1	0	'054	A2C3268040092	5WK44564	NA	A2C40002657	8	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	17	ROH	NA	0.96	PS_HONDA HRS6_L.LPL AUT	NO	x
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C00004555	171	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"	82	ROH	NA	1.71	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00006616	44	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	85	ROH	NA	0.44	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C00008183	11	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	82	ROH	NA	2.64	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C00019591	26	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"	82	ROH	NA	0.26	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00019591	64	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"	85	ROH	NA	0.64	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C00019591	14	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"	82	ROH	NA	0.14	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00019939	1	3011	054	 	1351	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"	85	ROH	NA	0.13	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C00023857	12	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	82	ROH	NA	3.84	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00032168	51	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"	85	ROH	NA	0.51	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C00032168	52	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"	82	ROH	NA	0.52	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C00043037	94	3011	054	 	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"	82	ROH	NA	52.64	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00052851	29	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	85	ROH	NA	0.29	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C00052851	27	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	82	ROH	NA	0.27	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C00100200	1	3011	054	 	1351	"MCZ33897CTEFR2 and TH8056KDCA, IC BUS DR"	82	ROH	NA	3.73	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C00563300	167	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"	85	ROH	NA	25.05	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C00563300	322	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"	82	ROH	NA	48.3	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C40002657	40	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	82	ROH	NA	4.8	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	NA	A2C40002657	49	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	85	ROH	NA	5.88	PS_SDM30_L.LPL AUTOMATI	NO	4994362848
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	NA	A2C40002657	96	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	82	ROH	NA	11.52	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669512	05/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	NA	A2C40005330	8	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"	82	ROH	NA	0.08	PS_SDM30_L.LPL AUTOMATI	NO	4994362815
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00000445	35	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	31	ROH	NA	2.8	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00000561	7	3011	054	 	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"	19	ROH	NA	0.56	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00006616	3	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	31	ROH	NA	0.03	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00007695	3	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"	19	ROH	NA	0.48	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00023275	3	3011	054	 	1351	"4,EQ ISO,konvex 1206,1K3,5%,63mW,NET RES"	19	ROH	NA	0.12	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00046692	65	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	31	ROH	NA	1.3	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00057767	6	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	31	ROH	NA	105.48	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00061214	2	3011	054	 	1351	"150uH,1.33A,SMD,COIL/"	31	ROH	NA	5.4	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00061365	3	3011	054	 	1351	"C CER,C0G,2.2nF,5%,50V,0603,Sn"	31	ROH	NA	0.21	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00061961	4	3011	054	 	1351	"IC SMART POW/ATIC129_8LOOP_C2,QFP80"	31	ROH	NA	111.64	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669514	05/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00644900	56	3011	054	 	1351	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"	31	ROH	NA	12.32	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
669554	05/10/2015	ZSCR	551	035-1	0	'054	A2C53287874	5WK42560	NA	A2C00006792	11	3011	054	 	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	5	ROH	NA	0.66	OC_OCS NISSAN_L.LPL AUT	NO	4994364889
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962592	5WK44470	NA	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	7	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	4994364984
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962593	5WK44470	NA	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	7	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	4994364984
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962293	#N/A	NA	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	#N/A	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962292	#N/A	NA	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	#N/A	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C53399621B	5WK44427	NA	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	4	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9449080092	A2C94504200	NA	A2C00003974	5	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	6	ROH	NA	0.05	PS_HONDA HRS5_L.LPL AUT	NO	4994385098
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9449080093	A2C94504200	NA	A2C00003974	5	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	6	ROH	NA	0.05	PS_HONDA HRS5_L.LPL AUT	NO	4994385098
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9219090092	A2C92078500	NA	A2C00003974	2	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	15	ROH	NA	0.02	PS_HONDA HRS5_L.LPL AUT	NO	4994364650
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9219090093	A2C92078500	NA	A2C00003974	3	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	15	ROH	NA	0.03	PS_HONDA HRS5_L.LPL AUT	NO	4994364650
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C53399617A	A2C91739300	NA	A2C00003974	15	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	19	ROH	NA	0.15	PS_HONDA HRS5_L.LPL AUT	NO	4994364076
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C53399617B	A2C91739300	NA	A2C00003974	12	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	19	ROH	NA	0.12	PS_HONDA HRS5_L.LPL AUT	NO	4994364076
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5343547793	5WK44592	NA	A2C00003974	3	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	11	ROH	NA	0.03	PS_HONDA HRS5_L.LPL AUT	NO	4994363618
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962292	#N/A	NA	A2C00004268	1	3011	054	 	1351	"510R,1%,TK50,1W,MELF0207,LIN RES/MMB"	#N/A	ROH	NA	0.26	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9449080092	A2C94504200	NA	A2C00004288	11	3011	054	 	1351	"R LIN,4K99,1%,TK100,125mW,0805"	6	ROH	NA	0.22	PS_HONDA HRS5_L.LPL AUT	NO	4994385098
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C9219090092	A2C92078500	NA	A2C00004288	5	3011	054	 	1351	"R LIN,4K99,1%,TK100,125mW,0805"	15	ROH	NA	0.1	PS_HONDA HRS5_L.LPL AUT	NO	4994364650
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962392	A2C92078400	NA	A2C00004288	1	3011	054	 	1351	"R LIN,4K99,1%,TK100,125mW,0805"	2	ROH	NA	0.02	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C53399617B	A2C91739300	NA	A2C00004288	16	3011	054	 	1351	"R LIN,4K99,1%,TK100,125mW,0805"	19	ROH	NA	0.32	PS_HONDA HRS5_L.LPL AUT	NO	4994364076
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962293	#N/A	NA	A2C00004500	1	3011	054	 	1351	"R LIN,56K2,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962292	#N/A	NA	A2C00033270	2	3011	054	 	1351	"2,PNP,RET,100mA,45V,R<b>=4.7k,R<e-b>=inf"	#N/A	ROH	NA	0.32	PS_HONDA HRS5_L.LPL AUT	NO	
669555	05/10/2015	ZSCR	551	035-1	0	'054	A2C5339962292	#N/A	NA	A2C00038737	2	3011	054	 	1351	"15nF,10%,100V,X7R,0603,,CER CAP/"	#N/A	ROH	NA	0.06	PS_HONDA HRS5_L.LPL AUT	NO	
