No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	A	B	C	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
667596	30/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C53338471	2	3011	054	 	1095	contact element	NA	ROH	NA	2.2	PS_SDM40_.	NO	4994305002
667596	30/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C84139100	1	3011	054	 	1095	housing WIC P BK A-B	NA	ROH	NA	54.13	PS_SDM40_.	NO	4994305002
667603	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44673	5WK44673	NA	A2C53332366	5	3011	054	 	1403	cover RAP T BK	6	ROH	NA	38.95	PS_FIAT BRAZIL_.	NO	4994365006
667606	30/09/2015	MB1A	551	025-3	K96019	'054	NA	#N/A	87AB	A2C87076704	4	3011	054	 	1095	ACU DAGS22W213 MY16 S20 36 10 1 1 0 HSA	NA	FERT	NA	2174.48	PSAD_STAR 22_.	NO	4994305002
667607	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44673	5WK44673	NA	A2C53332366	9	3011	054	 	1403	cover RAP T BK	6	ROH	NA	70.11	PS_FIAT BRAZIL_.	NO	4994365006
667610	30/09/2015	ZSCR	551	040-3	NA	'054	A2C53381624	#N/A	NA	A2C53381596	3	3011	054	 	1403	cover	#N/A	ROH	NA	17.67	PS_HYUNDAI_.	NO	
667611	30/09/2015	ZSCR	551	040-3	NA	'054	A2C37964105	A2C37964105	NA	A2C83435000	1	3011	054	 	1403	cover FIP T BK	1	ROH	NA	17.81	PSAD_DAIMLER STAR 2_A.A	NO	
667612	30/09/2015	ZSCR	551	035-1	NA	'054	5WK43001	5WK43001	NA	6593331401	40	3011	054	 	1351	ETIQUETA DE IDENTIFIC. HONDA	1	ROH	NA	10.8	PS_HONDA HRS6_J.JUAN CH	NO	
667641	30/09/2015	ZSCR	551	035-1	NA	'054	5WK43968	5WK43968	NA	A2C53324560	10	3011	054	 	1351	certification label spool part p	5	ROH	NA	5.3	PS_ARAMIS III_.	NO	4994364949
667643	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	6	3011	054	 	1403	cover	19	ROH	NA	16.98	PS_VW10 LC_.	NO	4994363474
667644	30/09/2015	ZSCR	551	040-5	NA	'054	5WK44513	5WK44513	NA	A2C53405650	1	3011	054	 	1405	multipoint connector 82P H 2SYS YE	1	ROH	NA	23.63	PS_HONDA HRS6_J.JUAN CH	NO	
667647	30/09/2015	ZSCR	551	035-1	NA	'054	5WK43952	5WK43952	NA	A2C53324560	60	3011	054	 	1351	certification label spool part p	4	ROH	NA	31.8	PS_ARAMIS III_.	NO	
667648	30/09/2015	ZSCR	551	040-3	NA	'054	A2C90925600	A2C90925600	NA	A2C40000025	4	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	1	ROH	NA	33.52	PS_SDM30_.	NO	
667648	30/09/2015	ZSCR	551	040-3	NA	'054	A2C82735600	A2C82735600	NA	A2C53338471	69	3011	054	 	1403	contact element	1	ROH	NA	75.9	PS_SDM30_.	NO	
667650	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44058	5WK44058	NA	A2C53331574	2	3011	054	 	1403	"housing FIP 157,0x 130,8"	4	ROH	NA	35.56	PS_ARAMIS 2013_.	NO	
667651	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44564	5WK44564	NA	A2C53397780	9	3011	054	 	1403	cover	17	ROH	NA	30.42	PS_HONDA HRS6_J.JUAN CH	NO	x
667652	30/09/2015	ZSCR	551	035-1	NA	'054	5WK43968	5WK43968	NA	A2C53324560	50	3011	054	 	1351	certification label spool part p	5	ROH	NA	26.5	PS_ARAMIS III_.	NO	4994364949
667654	30/09/2015	ZSCR	551	035-1	NA	'054	A2C87074500	A2C87074500	NA	A2C83145200	100	3011	054	 	1351	certification label identificati	3	ROH	NA	30	PS_SDM30_.	NO	
667656	30/09/2015	ZSCR	551	040-5	NA	'054	5WK44634	5WK44634	NA	A2C53345664	1	3011	054	 	1405	multipoint connector 96P H 2SYS A-A	3	ROH	NA	43.63	PS_ARAMIS III_.	NO	
667657	30/09/2015	ZSCR	551	040-4	NA	'054	5WY88030	5WY88030	NA	A2C53419789	1	3011	054	 	1404	PIN CONNECTOR / 50 POL. A-B	1	ROH	NA	20.57	PSAD_GM BRASIL_A.ANA TA	NO	
667661	30/09/2015	MB1A	551	010-3	95000066	'054	NA	#N/A	NA	A2C91600800	18	3011	054	 	1103	multipoint connector124/ 76P H 2SYS 1018	QN410113308	ROH	NA	930.24	410113308_DAIMLE	NO	4994304838
667663	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	3	3011	054	 	1403	cover	19	ROH	NA	8.49	PSAD_DAIMLER STAR2_ISC_	NO	4994363474
667664	30/09/2015	ZSCR	551	035-1	NA	'054	5WK43007	5WK43007	NA	6593331401	100	3011	054	 	1351	ETIQUETA DE IDENTIFIC. HONDA	1	ROH	NA	27	PS_HONDA HRS6_J.JUAN CH	NO	
667666	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44566	5WK44566	NA	A2C53397769	6	3011	054	 	1403	housing	1	ROH	NA	137.16	PS_HONDA HRS6_J.JUAN CH	NO	
667667	30/09/2015	ZSCR	551	040-5	NA	'054	A2C92704000	A2C92704000	NA	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	4	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO	
667668	30/09/2015	ZSCR	551	035-1	NA	'054	A2C87074900	A2C87074900	NA	A2C83145200	300	3011	054	 	1351	certification label identificati	2	ROH	NA	90	PS_SDM30_.	NO	
667669	30/09/2015	ZSCR	551	035-1	NA	'054	A2C83749400	A2C83749400	NA	A2C53333520	200	3011	054	 	1351	TYPE LABLE	1	ROH	NA	98	PS_SDM10+_.	NO	
667671	30/09/2015	ZSCR	551	040-3	NA	'054	A2C96810400	A2C96810400	NA	A2C40000025	1	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	85	ROH	NA	8.38	PS_SDM10+_.	NO	4994362848
667671	30/09/2015	ZSCR	551	040-3	NA	'054	A2C96810400	A2C96810400	NA	A2C53338471	2	3011	054	 	1403	contact element	85	ROH	NA	2.2	PS_SDM10+_.	NO	4994362848
667671	30/09/2015	ZSCR	551	040-3	NA	'054	A2C96810400	A2C96810400	NA	A2C53395716	1	3011	054	 	1403	housing WIC P BK A-B	85	ROH	NA	51.61	PS_SDM10+_.	NO	4994362848
667671	30/09/2015	ZSCR	551	040-3	NA	'054	A2C96810300	A2C96810300	NA	A2C92598000	2	3011	054	 	1403	cover FIP T BK Laser Weld	18	ROH	NA	5.12	PS_SDM10+_.	NO	4994364763
667672	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44675	5WK44675	NA	A2C53332366	4	3011	054	 	1403	cover RAP T BK	8	ROH	NA	31.16	PS_FIAT BRAZIL_.	NO	4994365102
667673	30/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C53338471	2500	3011	054	 	1095	contact element	NA	ROH	NA	2750	PS_SDM40_.	NO	4994305002
667674	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027016	5	3011	054	 	1403	housing	19	ROH	NA	74.55	PS_VW10 LC_.	NO	4994363474
667674	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	5	3011	054	 	1403	cover	19	ROH	NA	14.15	PS_VW10 LC_.	NO	4994363474
667675	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44285	5WK44285	NA	A2C00014697	40	3011	054	 	1351	sticker	19	ROH	NA	21.2	PS_VW10 LC_.	NO	4994363474
667676	30/09/2015	ZSCR	551	040-5	NA	'054	A2C92704000	A2C92704000	NA	A2C53330109	6	3011	054	 	1405	socket	4	ROH	NA	104.94	PSAD_DAIMLER STAR2_ISC_	NO	
667677	30/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C34599800	1	3011	054	 	1095	"holder assy PTPSS CAPAssy8,8"	NA	ROH	NA	16.52	PSAD_STAR 22_.	NO	4994305002
667678	30/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C91593100	1	3011	054	 	1095	multipoint connector124/ 69P H 2SYS 1018	NA	ROH	NA	51.93	PSAD_DAIMLER SMART_F.FE	NO	4994305002
667679	30/09/2015	ZSCR	551	034-9	NA	'054	5WK44057	5WK44057	NA	A2C53324560	70	3011	054	 	1349	certification label spool part p	4	ROH	NA	37.1	PS_ARAMIS III_.	NO	
667680	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44385	5WK44385	NA	A2C00014697	20	3011	054	 	1351	sticker	1	ROH	NA	10.6	PS_VW10 LC_.	NO	
667681	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027016	1	3011	054	 	1403	housing	19	ROH	NA	14.91	PS_VW10 LC_.	NO	4994363474
667683	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44057	5WK44057	NA	A2C53324560	85	3011	054	 	1351	certification label spool part p	4	ROH	NA	45.05	PS_ARAMIS III_.	NO	
667684	30/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C91593100	1	3011	054	 	1095	multipoint connector124/ 69P H 2SYS 1018	NA	ROH	NA	51.93	PSAD_DAIMLER SMART_F.FE	NO	4994305002
667687	30/09/2015	ZSCR	551	040-5	NA	'054	5WK44508	5WK44508	1	5WK44508	14	3011	054	 	1405	ACU VW10 MY09 M35	59	FERT	NA	3470.46	PS_VW10 LC_.	NO	
667697	30/09/2015	ZSCR	551	040-1	NA	'054	A2C30910808	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	6	HALB	S.Real	140.87	PSAD_VW20_.	NO	4994384430
667705	30/09/2015	ZSCR	551	040-2	NA	'054	A2C80612810	A2C80612810		A2C80612810	1	3011	054	 	1402	ACU RENT4X52 MY12 S15 02 00 0 0 0	50	FERT	NA	152.13	PS_RENAULT_.	NO	
667708	30/09/2015	ZSCR	551	040-1	NA	'054	5WY90360	5WY90360	NA	A2C34805100	1	3011	054	 	1401	pcb assy	1	HALB	S.Real/AutoBF	171.33	PSAD_GM BRASIL_A.ANA TA	NO	
667710	30/09/2015	ZSCR	551	040-5	NA	'054	A2C91763800	A2C91763800	2800	A2C91763800	1	3011	054	 	1405	ACU GMSDM30 MY14 S15 06 XX 0 0 0 000	17	FERT	NA	214.95	PS_SDM30_.	NO	
667723	30/09/2015	ZSCR	551	040-1	NA	'054	A2C96810400	A2C96810400	NA	A2C98410000	1	3011	054	 	1401	pcb assy GMSDM30	85	HALB	S.Real	399.51	PS_SDM30_.	NO	4994362848
667724	30/09/2015	ZSCR	551	040-5	NA	'054	A2C81542300	A2C81542300		A2C81542300	1	3011	054	 	1405	ACU CHRJC MY13 M30 22 12 0 1 0 000	28	FERT	NA	476.07	PS_ARAMIS 2013_.	NO	
667745	30/09/2015	ZSCR	551	040-1	NA	'054	5WK43769	5WK43769	NA	A2C00013374	0.001	3011	054	 	1401	protective laquer BECTRON PK4340	1	ROH	NA	0.41	PSAD_DAIMLER STAR2_ISC_	NO	
667764	30/09/2015	ZSCR	551	040-5	NA	'054	A2C30910808	A2C30910808	NA	A2C32509000	2	3011	054	 	1405	pcb assy VW20 V01	6	HALB	S.Real	281.74	PSAD_VW20_.	NO	4994384430
667766	30/09/2015	ZSCR	551	040-5	NA	'054	A2C30910808	A2C30910808	NA	A2C32509000	2	3011	054	 	1405	pcb assy VW20 V01	6	HALB	S.Real	281.74	PSAD_VW20_.	NO	4994384430
667775	30/09/2015	MB1A	551	010-3	95000066	'054	NA	#N/A	NA	A2C00013374	0.01	3011	054	 	1103	protective laquer BECTRON PK4340	QN410113308	ROH	NA	4.1	410113308_DAIMLE	NO	4994304838
667775	30/09/2015	MB1A	551	010-3	95000066	'054	NA	#N/A	06AC	A2C92704001	2	3011	054	 	1103	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	QN410113308	FERT	NA	891.74	410113308_DAIMLE	NO	4994304838
667775	30/09/2015	MB1A	551	010-3	95000066	'054	NA	#N/A	NA	A2C96631600	13	3011	054	 	1103	pcb assy DAGSTAR2 ISC with SW	QN410113308	HALB	S.Real	5343.65	410113308_DAIMLE	NO	4994304838
667776	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44057	5WK44057	NA	A2C53324560	40	3011	054	 	1351	certification label spool part p	4	ROH	NA	21.2	PS_ARAMIS III_.	NO	
667778	30/09/2015	ZSCR	551	035-1	NA	'054	5WK42988	5WK42988	NA	6593331401	85	3011	054	 	1351	ETIQUETA DE IDENTIFIC. HONDA	1	ROH	NA	22.95	PS_HONDA HRS6_J.JUAN CH	NO	
667779	30/09/2015	ZSCR	551	040-5	NA	'054	A2C32453912	A2C32453912	NA	A2C35116101	1	3011	054	 	1405	pcb assy DAGSTAR2 D_12	9	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	4994384457
667782	30/09/2015	ZSCR	551	040-1	NA	'054	A2C32453912	A2C32453912	NA	A2C35116101	1	3011	054	 	1401	pcb assy DAGSTAR2 D_12	9	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	4994384457
667784	30/09/2015	MB1A	551	040-2	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
667787	30/09/2015	ZSCR	551	040-2	NA	'054	A2C96810400	A2C96810400	1	A2C96810400	1	3011	054	 	1402	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	85	FERT	NA	473.16	PS_SDM30_.	NO	
667789	30/09/2015	ZSCR	551	040-3	NA	'054	5WK43949	5WK43949	NA	A2C00013374	0.003	3011	054	 	1403	protective laquer BECTRON PK4340	2	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	
667792	30/09/2015	ZSCR	551	040-5	NA	'054	5WK44122	5WK44122	NA	A2C53125065	8	3011	054	 	1405	multipoint connector 96P H 2SYS C-B	1	ROH	NA	331.6	PS_ARAMIS III_.	NO	
667878	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667879	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667880	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667881	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667882	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667883	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667884	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667885	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667886	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667887	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667888	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667894	01/10/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	A2C85606100	NA	A2C3268040092	1	3011	054	 	1301	pcb assy HONHRS6 V11 bottom side	5	HALB	S.Real/AutoBF	51.32	PS_HONDA HRS6_J.JUAN CH	NO	
667905	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810400	A2C96810400	NA	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	85	HALB	S.Real	395.76	PS_SDM30_.	NO	4994362848
667907	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810400	A2C96810400	NA	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	85	HALB	S.Real	395.76	PS_SDM30_.	NO	4994362848
667909	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810400	A2C96810400	NA	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	85	HALB	S.Real	395.76	PS_SDM30_.	NO	4994362848
667910	01/10/2015	ZSCR	551	030-1	NA	'054	A2C91763800	A2C91763800	NA	A2C9257200092	1	3011	054	 	1301	pcb botMAN GMSDM30 Bottom	17	HALB	S.Real/AutoBF	78.85	PS_SDM30_.	NO	
667913	01/10/2015	ZSCR	551	030-1	NA	'054	A2C30910808	A2C30910808	NA	A2C3250900092	1	3011	054	 	1301	circuit board assy bottom side VW20	6	HALB	S.Real/AutoBF	79.65	PSAD_VW20_.	NO	
667915	01/10/2015	ZSCR	551	030-1	NA	'054	A2C30910808	A2C30910808	NA	A2C3250900092	1	3011	054	 	1301	circuit board assy bottom side VW20	6	HALB	S.Real/AutoBF	79.65	PSAD_VW20_.	NO	
667933	01/10/2015	ZSCR	551	030-1	NA	'054	A2C53241828A	5WY78881	NA	A2C53241828B	1	3011	054	 	1301	SMD E240 Bottom Side Ford Airbags	#N/A	HALB	S.Real/AutoBF	30.72	PS_FORD_.	NO	
667934	01/10/2015	ZSCR	551	030-1	NA	'054	A2C53241828A	5WY78881	NA	A2C53241828B	1	3011	054	 	1301	SMD E240 Bottom Side Ford Airbags	#N/A	HALB	S.Real/AutoBF	30.72	PS_FORD_.	NO	
667935	01/10/2015	ZSCR	551	030-1	NA	'054	A2C53241828A	5WY78881	NA	A2C53241828B	1	3011	054	 	1301	SMD E240 Bottom Side Ford Airbags	#N/A	HALB	S.Real/AutoBF	30.72	PS_FORD_.	NO	
667936	01/10/2015	ZSCR	551	030-1	NA	'054	A2C53241828A	5WY78881	NA	A2C53241828B	1	3011	054	 	1301	SMD E240 Bottom Side Ford Airbags	#N/A	HALB	S.Real/AutoBF	30.72	PS_FORD_.	NO	
667947	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
667952	01/10/2015	ZSCR	551	030-1	NA	'054	A2C9257250093	A2C91764300	NA	A2C9257250092	1	3011	054	 	1301	pcb assy GMSMD30 Bottom	#N/A	HALB	S.Real/AutoBF	83.65	PS_SDM30_.	NO	
667954	01/10/2015	ZSCR	551	030-1	NA	'054	A2C9257250093	A2C91764300	NA	A2C9257250092	1	3011	054	 	1301	pcb assy GMSMD30 Bottom	#N/A	HALB	S.Real/AutoBF	83.65	PS_SDM30_.	NO	
667956	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
667989	01/10/2015	ZSCR	551	030-1	NA	'054	5WY78901	5WY78901	NA	A2C53241830	3	3011	054	 	1301	circuit board assy	1	HALB	S.Real	806.52	PS_FORD_.	NO	
668009	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668010	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668011	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668012	01/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	
668015	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970092	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real/AutoBF	82.64	PS_SDM30_.	NO	
668016	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970092	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real/AutoBF	82.64	PS_SDM30_.	NO	
668017	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970092	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real/AutoBF	82.64	PS_SDM30_.	NO	
668018	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970092	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real/AutoBF	82.64	PS_SDM30_.	NO	
668019	01/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970092	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real/AutoBF	82.64	PS_SDM30_.	NO	
668029	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
668031	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
668037	01/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
668039	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668040	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668042	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
668046	01/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	
668047	01/10/2015	ZSCR	551	030-1	NA	'054	A2C80167300	5WK44682	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	30	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4994362897
668049	01/10/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
668051	01/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	NA	A2C9663150092	12	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	97	HALB	S.Real/AutoBF	1886.4	PSAD_DAIMLER STAR2_ISC_	NO	
668055	01/10/2015	ZSCR	551	030-1	NA	'054	A2C53395078	5WK44291	NA	A2C53395076	14	3011	054	 	1301	pcb IEEZZDIV	17	ROH	NA	112.7	OC_BOSE BMW_A.ANA TAPIA	NO	4994363481
668056	01/10/2015	ZSCR	551	030-1	NA	'054	5WK44752	5WK44752	NA	A2C32679900	6	3011	054	 	1301	pcb	4	ROH	NA	116.46	PS_HONDA HRS6_J.JUAN CH	NO	
668059	01/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	NA	A2C35116101	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12	9	HALB	S.Real	394.8	PSAD_DAIMLER STAR2_ISC_	NO	4994384457
668063	01/10/2015	ZSCR	551	030-1	NA	'054	5WK43876	5WK43876	NA	A2C00013374	0.001	3011	054	 	1301	protective laquer BECTRON PK4340	2	ROH	NA	0.41	PSAD_DAIMLER STAR2_ISC_	NO	
668070	01/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	
668074	01/10/2015	ZSCR	551	030-1	NA	'054	5WK44245	5WK44245	NA	A2C53287874	1	3011	054	 	1301	pcb assy	1	HALB	S.Real	57.44	OC_OCS NISSAN_A.ANA TAP	NO	
668075	01/10/2015	ZSCR	551	030-1	NA	'054	5WK44080	5WK44080	NA	A2C53287874	1	3011	054	 	1301	pcb assy	1	HALB	S.Real	57.44	OC_OCS NISSAN_A.ANA TAP	NO	
668078	01/10/2015	ZSCR	551	030-1	NA	'054	5WK44291	5WK44291	NA	A2C53395078	1	3011	054	 	1301	pcb assy	17	HALB	S.Real	81.11	OC_BOSE BMW_A.ANA TAPIA	NO	4994363481
