No.Item	Fecha	 	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	054	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000004	59				1351	"C ELEC,AL,4.7uF,20%,25V"		ROH	NA	30.09	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000005	4				1351	"D SC/SS16HE3,60V,1A,SMA/DO214AC"		ROH	NA	1.8	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000008	25				1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.25	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000008	1				1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000008	2				1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000021	4				1351	"R LIN,510R,5%,TK200,63mW,0402"		ROH	NA	0.04	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000021	4				1351	"R LIN,510R,5%,TK200,63mW,0402"		ROH	NA	0.04	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000021	7				1351	"R LIN,510R,5%,TK200,63mW,0402"		ROH	NA	0.07	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000027	13				1351	"C CER,C0G,680pF,2%,50V,0805,Sn"		ROH	NA	1.95	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000031	1				1351	"L COIL/150uH,780mA,SMD"		ROH	NA	2.01	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000043	4				1351	"L COIL/SIMID1812-T,0H,0A,SMD"		ROH	NA	2.44	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000043	1				1351	"L COIL/SIMID1812-T,0H,0A,SMD"		ROH	NA	0.61	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C40000046	21				1351	"D REC/-,600V,1.5A,DO214AC,0s"		ROH	NA	3.36	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000046	106				1351	"D REC/-,600V,1.5A,DO214AC,0s"		ROH	NA	16.96	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40002792	5				1351	"T BIP/BCR183,SOT-23"		ROH	NA	0.45	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40002792	33				1351	"T BIP/BCR183,SOT-23"		ROH	NA	2.97	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40002792	3				1351	"T BIP/BCR183,SOT-23"		ROH	NA	0.27	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40002792	24				1351	"T BIP/BCR183,SOT-23"		ROH	NA	2.16	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C40006541	6				1351	"C CER,C0G,22pF,5%,50V,C0402,Sn"		ROH	NA	0.06	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40006675	5				1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.05	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40006675	8				1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.08	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C52003076	19				1351	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	6.08	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C52058236	7				1351	"4.3V,300mW,SOT23-C,ZENER/BZX84B4V3"		ROH	NA	0.91	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C52058236	7				1351	"4.3V,300mW,SOT23-C,ZENER/BZX84B4V3"		ROH	NA	0.91	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C53041498	1				1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.07	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C53041498	1				1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.07	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C53041498	3				1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.21	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C53369923	2				1351	MD OPLACU>6		ROH	NA	22.68	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40000019	18				1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"		ROH	NA	0.72	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40000036	2				1351	"L COIL/CD 75,150uH,580mA,SMD"		ROH	NA	2.56	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40003410	1				1351	"R LIN,28K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40003555	1				1351	"R LIN,2K74,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40004453	1				1351	"R LIN,20K,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40006560	50				1351	"C CER,X7R,470pF,10%,100V,C0805,Sn"		ROH	NA	1	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542216	30/10/2014	ZSCR	551	035-1	0	'054	A2C8300780093	NA	A2C40017006	1				1351	"IC BUS DRIV/TJA1041,14-SO"		ROH	NA	4.52	PS_SDM30_N.NORTON MARQU	NO	4983482444		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00000407	3				1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.66	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00000407	2				1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.44	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00000407	85				1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	18.7	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00003822	5				1351	"60R4,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.4	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00003952	12				1351	"6R81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.96	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00003952	6				1351	"6R81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.48	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00003952	5				1351	"6R81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.4	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00004318	2				1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00004318	2				1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00004322	2				1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00004349	24				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.24	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00004349	96				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.96	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00004349	25				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.25	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00004349	326				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	3.26	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00004349	29				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.29	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00004349	22				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.22	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00004363	1				1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00006616	14				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.14	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00006616	5				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.05	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00007695	4				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.6	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00007695	2				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.3	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00007695	3				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.45	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00007695	31				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	4.65	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00007729	13				1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.13	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00007729	74				1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.74	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00017003	1				1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00017003	1				1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00019591	2				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00019591	273				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	2.73	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00019595	163				1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	1.63	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00019595	1066				1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	10.66	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00019595	92				1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.92	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00019595	571				1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	5.71	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00019595	1				1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00019939	1				1351	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"		ROH	NA	0.12	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00022031	1				1351	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	0.05	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00022031	20				1351	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	1	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00022031	24				1351	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	1.2	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00023857	8				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.64	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00023857	7				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.31	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00023857	105				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	34.65	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00023857	1				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.33	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00023857	17				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	5.61	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00024522	322				1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	25.76	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00025363	25				1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.5	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00030414	165				1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	8.25	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00030414	299				1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	14.95	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00030414	1031				1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	51.55	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00030414	129				1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	6.45	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00032168	32				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.32	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00032168	13				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00032168	387				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	3.87	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00032168	200				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	2	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00032168	361				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	3.61	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00032168	12				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.12	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00033919	4				1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.52	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00033919	2				1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.26	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00033919	7				1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.91	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00037554	1				1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	0.49	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00037554	3				1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	1.47	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00037554	6				1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	2.94	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00037554	4				1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	1.96	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00037882	1				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00037882	4				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00037882	2				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00037882	32				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.32	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00037882	7				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.07	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00041199	1				1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00041199	4				1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.04	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00041199	10				1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.1	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00043037	8				1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	3.84	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00044245	7				1351	"40V,500mA,1,SCHOTTKY,SOD323F,RECT DIODE/"		ROH	NA	2.24	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00052851	1				1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00052867	9				1351	"ATIC129,4LOOP,QFP80_MARS"		ROH	NA	185.67	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00057767	1				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.33	PS_SDM30_N.NORTON MARQU	NO	4983484229		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00057767	3				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	51.99	PS_SDM30_N.NORTON MARQU	NO	4983484295		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00057767	70				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	1213.1	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00057767	71				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	1230.43	PS_SDM30_N.NORTON MARQU	NO	4983484314		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00057767	8				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	138.64	PS_SDM30_N.NORTON MARQU	NO	4983483485		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00059117	23				1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	1.15	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00062333	28				1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	74.48	PS_SDM30_N.NORTON MARQU	NO	4983484258		
542217	30/10/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00062333	23				1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	61.18	PS_SDM30_N.NORTON MARQU	NO	4983484314		
