No.Item	Fecha	 	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	054	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00007736	1				1351	"6R8,1%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.15	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00008010	1	3011	054	 	1351	"1,NPN,NORMAL,hFE sorting to: 420...800,"		ROH	NA	0.08	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00008010	7				1351	"1,NPN,NORMAL,hFE sorting to: 420...800,"		ROH	NA	0.56	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00008337	1				1351	"Single Wire CAN Transceiver,OTHER IC/AU5"		ROH	NA	5.15	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00008583	28	3011	054	 	1351	"3K3,1%,TK100,100mW,0603,LIN RES/ERJ ++"		ROH	NA	0.56	PSAD_EPSILON_N.NORTON M	NO	4983486295		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00010760	2				1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.2	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00018230	2				1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.32	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00018548	1				1351	"68uH,1.2A,SMD,COIL/SLN10145T"		ROH	NA	1.25	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00018819	1				1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.07	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00019439	1	3011	054	 	1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	0.19	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00019439	6				1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	1.14	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00002102	12				1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.24	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00004463	38				1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.38	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00004463	402				1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	4.02	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00004468	517				1351	"R LIN,2K4,1%,TK100,125mW,0805"		ROH	NA	5.17	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00004468	596				1351	"R LIN,2K4,1%,TK100,125mW,0805"		ROH	NA	5.96	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00006792	25				1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.75	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00025918	50				1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	6.5	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00025918	2				1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.26	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00033760	46				1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	2.76	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00038366	135				1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	13.5	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00038366	144				1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	14.4	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00039362	296				1351	"12MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	248.64	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039362	273				1351	"12MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	229.32	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	5				1351	"17V,52V,0603,VARISTOR/AVR"		ROH	NA	0.8	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00039707	9				1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	3.87	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00044201	8				1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	1.28	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00045434	2				1351	"68uF,20%,25V,SMD,SAL,ELEC CAP/"		ROH	NA	1.08	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00046806	432				1351	"1M2,1%,TK100,100mW,0603,LIN RES/"		ROH	NA	4.32	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00052860	1				1351	"R LIN,5K1,1%,TK100,100mW,0603"		ROH	NA	0.01	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00053683	31				1351	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"		ROH	NA	10.23	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00053683	27				1351	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"		ROH	NA	8.91	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00055943	42				1351	"1M2,1%,TK100,125mW,0805,LIN RES/Compact"		ROH	NA	0.42	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00057055	208				1351	"F BEAD/BLM21B,800mOhm,2.7KOhm,200mA,SMD"		ROH	NA	14.56	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C40000085	185				1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"		ROH	NA	11.1	OC_BOSE VW_N.NORTON MAR	NO	4983481634		
542199	30/10/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C40000085	251				1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"		ROH	NA	15.06	OC_BOSE VW_N.NORTON MAR	NO	4983480353		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00003818	112				1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	1.12	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	44				1351	"R LIN,5K36,1%,TK100,100mW,0603"		ROH	NA	0.44	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	194				1351	"R LIN,5K36,1%,TK100,100mW,0603"		ROH	NA	1.94	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006707	212				1351	"R LIN,365K,1%,TK100,100mW,0603"		ROH	NA	2.12	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006792	1				1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.07	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00008590	2				1351	"R LIN,226K,1%,TK100,100mW,0603"		ROH	NA	0.02	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00011700	173				1351	"22nF,10%,25V,X7R,0603,TINNED,CER CAP/"		ROH	NA	17.3	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542200	30/10/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00048396	44				1351	"18V,50V,0805,VARISTOR/ PLZT-coating+++Pl"		ROH	NA	12.76	OC_OCS NISSAN_N.NORTON	NO	4983480296		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00004025	12				1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.36	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00004500	25				1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.25	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00011220	2				1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS5_N.NORTON	NO	4983484329		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00011220	73				1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.73	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00038737	1				1351	"15nF,10%,100V,X7R,0603,,CER CAP/"		ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO	4983484329		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00038737	1				1351	"15nF,10%,100V,X7R,0603,,CER CAP/"		ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00043144	1				1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	0.24	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542201	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00059153	28				1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	6.44	PS_HONDA HRS5_N.NORTON	NO	4983481678		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00001995	1				1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.03	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00002144	78				1351	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.56	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00002208	3				1351	"C CER,X7R,1nF,10%,50V,0603,Sn,STANDARD"		ROH	NA	0.03	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00003407	1				1351	"R LIN,100R,5%,TK200,125mW,0805"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00003946	1				1351	"221R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00004211	14				1351	"R LIN,681R,1%,TK100,250mW,1206"		ROH	NA	0.28	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00004318	1				1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00004462	1				1351	"R LIN,6K81,1%,TK100,100mW,0603"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00004567	1				1351	"R LIN,51K1,1%,TK100,100mW,0603"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00004981	1				1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	0.04	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00006435	1				1351	"1R,5%,TK600,63mW,0603,LIN RES/"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00006557	6				1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	0.06	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00010324	1				1351	"10R,10%,TK300,250mW,MELF0207,LIN RES/LCM"		ROH	NA	1.25	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00010877	5				1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.05	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00018230	1				1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00022802	1				1351	"100nF,10%,50V,X7R,0603,TINNED,CER CAP/++"		ROH	NA	0.03	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00027382	1				1351	"R LIN,4R7,5%,TK600,100mW,0603"		ROH	NA	0.01	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00031355	30				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	3	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00033507	1				1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	0.23	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00034103	1				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.07	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00037625	1				1351	"12MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	1.94	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405B	NA	A2C00039384	2				1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	2.94	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00044582	2				1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	2.44	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00044583	1				1351	"100uH,600mA,SMD,COIL/"		ROH	NA	1.22	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00058660	1				1351	IC MEM/M95640-WMN3TP/PC/AT25640AN-SQ27T8		ROH	NA	2.37	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542203	30/10/2014	ZSCR	551	035-1	0	'054	A2C53214405A	NA	A2C00059363	1				1351	"MEMS Tuning Fork,SENSOR/EWTS64GF21"		ROH	NA	73.4	OES_HONDA CR-V HE_O.OSC	NO	4983480237		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00006609	451				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	4.51	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00006616	198				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	1.98	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00006616	10				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.1	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00019591	44				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.44	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00019592	1373				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	13.73	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00019592	1385				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	13.85	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00019939	43				1351	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"		ROH	NA	5.16	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00021262	7				1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.68	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00025363	543				1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	10.86	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00032469	20				1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	2.6	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00032469	95				1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	12.35	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00037882	1910				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	19.1	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00038706	18				1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	5.58	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00041199	6				1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.06	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00046692	185				1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	3.7	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00052689	66				1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.66	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00054422	89				1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"		ROH	NA	55.18	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542204	30/10/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00059546	6				1351	"1,0V,0Ohm,QFP80,GENERAL PURPOSE,Combined"		ROH	NA	212.58	PS_HYUNDAI_N.NORTON MAR	NO	4983481857		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685B	NA	A2C00004368	1				1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004368	118				1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	1.18	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00006609	642				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	6.42	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685A	NA	A2C00006609	1				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685B	NA	A2C00006609	4				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.04	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00006616	297				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	2.97	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685A	NA	A2C00007265	1				1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	0.09	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00007265	4				1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	0.36	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685A	NA	A2C00010444	2				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.02	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00010444	15				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.15	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00017564	16				1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	9.92	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685A	NA	A2C00018819	1				1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.07	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00018819	476				1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	33.32	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00022618	58				1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	13.92	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00025460	26	3011	054	 	1351	"R LIN,330R,5%,TK200,63mW,0402"		ROH	NA	0.26	PS_VW10 LC_N.NORTON MAR	NO	4983486334		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00031355	42				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	4.2	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685B	NA	A2C00034044	3				1351	"1,N_CHAN,LL,MOS,POWER,55V,15A,69mOhm,TO2"		ROH	NA	3.24	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037377	57				1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	14.25	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037378	13				1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	9.49	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53367685A	NA	A2C00071500	1				1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	0.08	PS_VW10 LC_N.NORTON MAR	NO	4983480417		
