No.Item	Fecha	Txs SAP	Mov	Código Scrap	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00045637	8	1351	"C ELEC,AL,220uF,20%,50V,SMD"		ROH	NA	9.44	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00046516	2	1351	LF antenna driver for Passive Entry - Pa		ROH	NA	39	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00046741	6	1351	"39V,500mW,SOD-123,ZENER/MMSZ5259BT1G"		ROH	NA	0.72	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00048076	247	1351	"47nF,10%,100V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	14.82	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00048924	101	1351	"34R8,1%,TK50,1W,MELF0207,LIN RES/34.8 oh"		ROH	NA	26.26	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00057975	9	1351	"8,0V,3Ohm,SO20,GENERAL PURPOSE,LOW SIDE"		ROH	NA	54	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00059932	6	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	54.18	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00059932	2	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	18.06	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00203500	14	1351	"IC SMART POW/TLE7240SL metal fix,PG-SSOP"		ROH	NA	89.18	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00203500	17	1351	"IC SMART POW/TLE7240SL metal fix,PG-SSOP"		ROH	NA	108.29	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00244000	223	1351	"C CER,C0G,8.2nF,5%,100V,1206,-"		ROH	NA	138.26	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C40004067	14	1351	"R LIN,2K32,1%,TK100,100mW,0603"		ROH	NA	0.14	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C40004067	40	1351	"R LIN,2K32,1%,TK100,100mW,0603"		ROH	NA	0.4	S2_BCM_	NO	4966304844
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40000683	3	1351	"IC MCU BLK/S9S08AW16A,A1,LQFP44,FLASH,8b"		ROH	NA	20.88	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40001242	10	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	2.8	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40001484	9	1351	"EM OTH POLY FUSE/-TBD-,16V,800mA"		ROH	NA	13.68	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40002593	9	1351	"Q QUARTZ/AT-51CD2 (Safety) 8 MHz,8MHz,1"		ROH	NA	42.84	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070092	NA	A2C40006651	6	1351	"C CER,X7R,22nF,10%,50V,C0603,Sn"		ROH	NA	0.12	S2_BCM_	NO	4966305848
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40006651	4	1351	"C CER,X7R,22nF,10%,50V,C0603,Sn"		ROH	NA	0.08	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40006675	46	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.46	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40014441	4	1351	"EX1-2U1 RELAY,TBD,SINGLE,12V"		ROH	NA	21.64	S2_BCM_	NO	4966305576
289035	11/04/2013	ZSCR	551	035-1	'045	A2C8341070093	NA	A2C40016280	5	1351	"EX2-2U1-T RELAY,TBD,TWIN,12V"		ROH	NA	45.15	S2_BCM_	NO	4966305576
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730260092	NA	A2C00000199	30	1351	"39V,300mW,SOT23,ZENER/BZX84C39LT1"		ROH	NA	3	S2_BCM_	NO	4966304758
289036	11/04/2013	ZSCR	551	035-1	'045	A2C31101000	NA	A2C00000199	53	1351	"39V,300mW,SOT23,ZENER/BZX84C39LT1"		ROH	NA	5.3	S2_BCM_	NO	4966304204
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00000199	294	1351	"39V,300mW,SOT23,ZENER/BZX84C39LT1"		ROH	NA	29.4	S2_BCM_	NO	4966304507
289036	11/04/2013	ZSCR	551	035-1	'045	A2C31101000	NA	A2C00021292	63	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	6.3	S2_BCM_	NO	4966304204
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00021292	157	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	15.7	S2_BCM_	NO	4966304507
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730260092	NA	A2C00023270	2	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.08	S2_BCM_	NO	4966304758
289036	11/04/2013	ZSCR	551	035-1	'045	A2C31101000	NA	A2C00023270	6	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.24	S2_BCM_	NO	4966304204
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730260092	NA	A2C00026673	2	1351	"R LIN,3K3,1%,TK100,63mW,0402"		ROH	NA	0.02	S2_BCM_	NO	4966304758
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00044153	10	1351	"1,PNP,RET,100mA,50V,R1=10kOhm, R2=47kOhm"		ROH	NA	0.9	S2_BCM_	NO	4966304507
289036	11/04/2013	ZSCR	551	035-1	'045	A2C31101000	NA	A2C00044348	2	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	0.16	S2_BCM_	NO	4966304204
289036	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00244000	32	1351	"C CER,C0G,8.2nF,5%,100V,1206,-"		ROH	NA	19.84	S2_BCM_	NO	4966304507
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00000389	17	1351	"35V,10A,2,SCHOTTKY,TO252/DPAK,RECT DIODE"		ROH	NA	21.76	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00002102	32	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.64	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00003465	1	1351	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.03	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00006613	1	1351	"R LIN,22K,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00010444	1	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00010737	6	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.06	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00010737	5	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.05	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00010737	5	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.05	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00010738	1	1351	"C CER,X7R,1nF,10%,50V,0402,Sn,STANDARD"		ROH	NA	0.02	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00010739	1	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.02	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00011379	1	1351	"400W,15.3V,DO214AC,SUP DIODE/TPSMA18A"		ROH	NA	0.36	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00013088	1	1351	"47pF,5%,50V,C0G,0402,TINNED,CER CAP/GRM"		ROH	NA	0.02	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00018907	1	1351	"1.5KW,33.3V,DO214AB,SUP DIODE/SM15T39CA"		ROH	NA	1.36	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00023696	12	1351	"470pF,1%,100V,C0G,0805,TINNED,CER CAP/no"		ROH	NA	3.12	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00025473	1	1351	"R LIN,2K7,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00025473	2	1351	"R LIN,2K7,5%,TK200,63mW,0402"		ROH	NA	0.02	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00031579	3	1351	"18pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.09	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00031579	5	1351	"18pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.15	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00032168	1	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00032419	52	1351	"100nF,10%,50V,X7R,0805,TINNED,CER CAP/ +"		ROH	NA	3.64	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00032419	42	1351	"100nF,10%,50V,X7R,0805,TINNED,CER CAP/ +"		ROH	NA	2.94	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00034028	2	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00034028	2	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00034028	10	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.2	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00034536	4	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	2.72	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00035287	4	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	1.96	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00039029	26	1351	"470nF,10%,16V,X7R,0603,,CER CAP/"		ROH	NA	1.56	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00045607	3	1351	"220uF,20%,50V,SMD,AL,ELEC CAP/"		ROH	NA	3.81	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00046692	4	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.12	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00049292	3	1351	"IC SMART POW/VNN1NV04PTR-E,SOT223,1,40V,"		ROH	NA	3.66	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00050636	3	1351	"IC SMART POW/VNL5160N3TR-E,SOT223,1,40V,"		ROH	NA	5.28	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00054060	1	1351	"MICRO,SINGLE,12V,RELAY/G8NB-17SR"		ROH	NA	4.12	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220393	NA	A2C00054061	8	1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"		ROH	NA	65.68	S2_BCM_	NO	4966305376
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00054061	14	1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"		ROH	NA	114.94	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00054230	6	1351	"1,MULTI,TSSOP16,LOGIC/MC74HC4851ADTR2G"		ROH	NA	7.8	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00056093	4	1351	"FILTER,433.9MHz,DCC6E,SAW/B39431B3743H11"		ROH	NA	21.6	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00057747	1	1351	"TDA5235, RECEIVER,0Hz,TSSOP 28,RF IC/ASK"		ROH	NA	13.32	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00062667	3	1351	"C ELEC,OTHER,470uF,20%,25V"		ROH	NA	4.68	S2_BCM_	NO	4966305346
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275220392	NA	A2C00414100	4	1351	"L COIL/IHLP2525CZER3R3MA1,3.3uH,13.5A,SM"		ROH	NA	11.68	S2_BCM_	NO	4966304972
289037	11/04/2013	ZSCR	551	035-1	'045	A2C8275260393	NA	A2C00449500	1	1351	"IC MCU BLK/SPC5606_FM6,1M03Y,LQFP176,FLA"		ROH	NA	27.56	S2_BCM_	NO	4966305346
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00004349	1	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C00013094	45	1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.9	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C00020090	28	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.56	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00021552	18	1351	"1R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.18	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524T	NA	A2C00024049	3	1351	"12pF,1%,50V,C0G,0402,TINNED,CER CAP/GCP"		ROH	NA	0.09	S2_KEY FOB_JORGE RAMIRE	NO	4966305240
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53359316T	NA	A2C00025083	4	1351	"50mA,16V,SMD,TACT,SWITCH/smd microswitch"		ROH	NA	4.44	S2_KEY FOB_JORGE RAMIRE	NO	4966304527
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524T	NA	A2C00025083	12	1351	"50mA,16V,SMD,TACT,SWITCH/smd microswitch"		ROH	NA	13.32	S2_KEY FOB_JORGE RAMIRE	NO	4966305240
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C00031045	29	1351	"150K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.29	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00031579	1	1351	"18pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.03	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C00031579	150	1351	"18pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	4.5	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5343019092	NA	A2C00031962	2	1351	"4.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_KEY FOB_JORGE RAMIRE	NO	4966305776
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00034028	2	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524T	NA	A2C00034028	11	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.22	S2_KEY FOB_JORGE RAMIRE	NO	4966305240
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00034525	13	1351	"2.36mH,30mA,SMD,COIL/CAS11D28 ++PLS USE"		ROH	NA	32.11	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5343019092	NA	A2C00034826	46	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	1.38	S2_KEY FOB_JORGE RAMIRE	NO	4966305776
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C00034826	46	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	1.38	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C3122130092	NA	A2C00034826	121	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	3.63	S2_KEY FOB_JORGE RAMIRE	NO	4966304354
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00039709	2	1351	"FRANTIC PCF7900NHN,TRANSMITTER,QFN16 3x"		ROH	NA	9.82	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53285996B	NA	A2C00043939	10	1351	"9.844MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	34.4	S2_KEY FOB_JORGE RAMIRE	NO	4966304462
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00046505	1	1351	"2.36mH,150mA,SMD,COIL/AIRCOIL"		ROH	NA	3.7	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53372524B	NA	A2C00047042	23	1351	"18.37MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	79.58	S2_KEY FOB_JORGE RAMIRE	NO	4966304639
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53359316B	NA	A2C00047043	5	1351	"13.08MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	17.3	S2_KEY FOB_JORGE RAMIRE	NO	4966304738
289039	11/04/2013	ZSCR	551	035-1	'045	A2C53285996T	NA	A2C52058350	69	1351	"22nF,10%,25V,X7R,0603,TINNED,CER CAP/22n"		ROH	NA	7.59	S2_KEY FOB_JORGE RAMIRE	NO	4966305254
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5343019092	NA	A2C53429115	81	1351	antenna		ROH	NA	150.66	S2_KEY FOB_JORGE RAMIRE	NO	4966305776
289039	11/04/2013	ZSCR	551	035-1	'045	A2C5340873192	NA	A2C53429115	175	1351	antenna		ROH	NA	325.5	S2_KEY FOB_JORGE RAMIRE	NO	4966305062
289039	11/04/2013	ZSCR	551	035-1	'045	A2C3122130092	NA	A2C53429115	195	1351	antenna		ROH	NA	362.7	S2_KEY FOB_JORGE RAMIRE	NO	4966304354
289040	11/04/2013	ZSCR	551	035-1	'045	A2C53212570	NA	6598740701	17	1351	MD RF SHIELD FOR SMD RX SKREE		ROH	NA	25.84	S2_RF TUNER_ANTONIO ALA	NO	4966304321
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	6575602051	9	1351	"45V,0.5A, , SOT23, PNP BIP TRA"		ROH	NA	0.81	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	6591602080	10	1351	TRANSISTOR BCR119 SOT23		ROH	NA	1	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	6594392019	1	1351	"22UF,10%,16V,SMD,TA,ELEC CAP/U"		ROH	NA	0.8	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	6596362017	2	1351	"8.2NF,10%,50V,X7R,0603,NISN,CE"		ROH	NA	0.04	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	9152217	1	1351	"4K7,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	9152217	1	1351	"4K7,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	9152226	6	1351	"10K,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.06	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	9152238	1	1351	"33K,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	9152251	4	1351	"100K,5%,TK250,63MW,0603,FIX RE"		ROH	NA	0.04	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	9152251	5	1351	"100K,5%,TK250,63MW,0603,FIX RE"		ROH	NA	0.05	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	9165705	6	1351	"110K,1%,TK100,63MW,0603,FIX RE"		ROH	NA	0.06	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	9165705	4	1351	"110K,1%,TK100,63MW,0603,FIX RE"		ROH	NA	0.04	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	A2C00000176	2	1351	"33V,500mW,MINIMELF_D,ZENER/BZT55C33GS08"		ROH	NA	0.2	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	A2C00000176	6	1351	"33V,500mW,MINIMELF_D,ZENER/BZT55C33GS08"		ROH	NA	0.6	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	A2C00000539	1	1351	"2,PNP/NPN,RET,R<b>=10k , R<BE>=10k,100mA"		ROH	NA	0.2	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	A2C00000561	7	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	0.56	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	A2C00003833	34	1351	"5K23,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	3.06	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289041	11/04/2013	ZSCR	551	035-1	'045	6598037611	NA	A2C00003833	48	1351	"5K23,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	4.32	S2_NISSAN STEPS_ANTONIO	NO	4966303257
289041	11/04/2013	ZSCR	551	035-1	'045	6598037612	NA	A2C00007722	12	1351	"2,NPN,RET,100mA,800mV,SOT363,BIP/BCR108S"		ROH	NA	2.52	S2_NISSAN STEPS_ANTONIO	NO	4966303279
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00001085	1	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	0.6	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00001085	15	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	9	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00003837	535	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	5.35	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00003838	4	1351	"R LIN,220K,5%,TK200,100mW,0603"		ROH	NA	0.04	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00004364	7	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.07	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00007716	1	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	0.91	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00007716	6	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	5.46	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00007872	75	1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	0.75	S4_PQ35_	NO	4966304937
