No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
267816	17/02/2013	ZSCR	551	040-3	NA	'045	5WG50027	NA	A2C53380883T	1	1403	NA	HALB	S.Real	99.88	S4_PQ GATEWAY_MIGUEL ZA	NO	4965036909
267821	17/02/2013	ZSCR	551	030-1	NA	'015	5WY7632	NA	6598177632	5	1301	NA	HALB	S.Real	121.55	S1_CORPORATE_ADRIAN CEB	NO	4965028521
267823	17/02/2013	ZSCR	551	040-1	NA	'045	5WG50027	NA	A2C53380883T	1	1401	NA	HALB	S.Real	99.88	S4_PQ GATEWAY_MIGUEL ZA	NO	4965036912
267824	17/02/2013	ZSCR	551	040-1	NA	'015	5WY7632	NA	6598177632	2	1401	NA	HALB	S.Real	48.62	S1_CORPORATE_ADRIAN CEB	NO	4965028529
267825	17/02/2013	ZSCR	551	030-1	NA	'015	5WY7632	NA	6598177632	2	1301	NA	HALB	S.Real	48.62	S1_CORPORATE_ADRIAN CEB	NO	4965028545
267826	17/02/2013	ZSCR	551	034-2	NA	'015	5WY7632	NA	6598177632	4	1342	NA	HALB	S.Real	97.24	S1_CORPORATE_ADRIAN CEB	NO	4965028556
267827	17/02/2013	ZSCR	551	030-1	NA	'015	5WK50228	NA	A2C3752390093	1	1301	NA	HALB	S.Real	68.31	S1_BMW_ADRIAN CEBALLOS	NO	4965028498
267829	17/02/2013	ZSCR	551	030-1	NA	'015	A2C31331900	NA	A2C53402397	2	1301	NA	HALB	S.Real	103.14	S5_HYUNDAI TPMS ECU_JOR	NO	4965028754
267830	17/02/2013	ZSCR	551	030-1	NA	'015	5WK49829	NA	A2C53335966B	3	1301	NA	HALB	S.Real	217.98	S5_SMART FOB_ENRIQUE GA	NO	4965028725
267837	17/02/2013	ZSCR	551	040-3	NA	'045	S122736202K	NA	A2C31100700	1	1403	NA	HALB	S.Real	230.81	S2_BCM SQUARE D_RODRIGO	NO	4965036648
267860	18/02/2013	ZSCR	551	034-2	NA	'015	5WK49829	NA	A2C53335966B	2	1342	NA	HALB	S.Real	145.32	S5_SMART FOB_ENRIQUE GA	NO	4965028731
267861	18/02/2013	ZSCR	551	040-2	NA	'015	5WK49524	NA	A2C53311812B	1	1402	NA	HALB	S.Real	72.91	S5_SMART FOB_ENRIQUE GA	NO	4965028717
267862	18/02/2013	ZSCR	551	030-1	NA	'015	5WK50173	NA	A2C53364288B	1	1301	NA	HALB	S.Real	71.48	S5_SMART FOB_ENRIQUE GA	NO	4965028737
267867	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53345109	NA	A2C8058490093	4	1301	NA	HALB	S.Real	122.4	S5_TG1C HONDA_MIGUEL QU	NO	4965028706
267868	18/02/2013	ZSCR	551	030-1	NA	'015	A2C31556200	NA	A2C3156350093	7	1301	NA	HALB	S.Real	214.97	S1_TG1C NISSAN_JAIME JI	NO	4965028635
267871	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53406354B	NA	A2C53406354B	1	1301	NA	HALB	S.Real/AutoBF	81.22	S5_TG ECU_JORGE AGUILAR	NO	4965036432
267872	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53404863B	NA	A2C53404863B	1	1301	NA	HALB	S.Real/AutoBF	52.43	S5_TG ECU_JORGE AGUILAR	NO	4965036393
267873	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53404863B	NA	A2C53404863B	1	1301	NA	HALB	S.Real/AutoBF	52.43	S5_TG ECU_JORGE AGUILAR	NO	4965036393
267910	18/02/2013	ZSCR	551	034-2	NA	'015	5WK49309	NA	A2C5321554092	6	1342	NA	HALB	S.Real	192.84	S5_TXK_JORGE AGUILAR (A	NO	4965028683
267912	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53402397	NA	A2C53402397	15	1342	NA	HALB	S.Real	773.55	S5_HYUNDAI TPMS ECU_JOR	NO	4965028759
267918	18/02/2013	ZSCR	551	034-2	NA	'015	S180052025	NA	A2C8058490093	6	1342	NA	HALB	S.Real	183.6	S5_TG1C HONDA_MIGUEL QU	NO	4965028710
267919	18/02/2013	ZSCR	551	040-1	NA	'015	A2C53406354	NA	A2C53406354	6	1401	NA	HALB	S.Real/AutoBF	805.56	S5_TG ECU_JORGE AGUILAR	NO	4965036400
267920	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53406354	NA	A2C53406354	3	1342	NA	HALB	S.Real/AutoBF	402.78	S5_TG ECU_JORGE AGUILAR	NO	4965036411
267921	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53406354	NA	A2C53406354	4	1342	NA	HALB	S.Real/AutoBF	537.04	S5_TG ECU_JORGE AGUILAR	NO	4965036411
267922	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53406354	NA	A2C53406354	3	1342	NA	HALB	S.Real/AutoBF	402.78	S5_TG ECU_JORGE AGUILAR	NO	4965036411
267923	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53404863	NA	A2C53404863	2	1342	NA	HALB	S.Real/AutoBF	191.64	S5_TG ECU_JORGE AGUILAR	NO	4965036372
267928	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53242673	NA	A2C53242673	3	1342	NA	HALB	S.Real/AutoBF	150.48	S5_INMMO_JORGE AGUILAR	NO	4965036454
267930	18/02/2013	ZSCR	551	034-2	NA	'015	6598177632	NA	6598177632	2	1342	NA	HALB	S.Real	48.62	S1_CORPORATE_ADRIAN CEB	NO	4965028556
267931	18/02/2013	ZSCR	551	034-2	NA	'015	6598177632	NA	6598177632	22	1342	NA	HALB	S.Real	534.82	S1_CORPORATE_ADRIAN CEB	NO	4965028556
267933	18/02/2013	ZSCR	551	034-2	NA	'015	5WK50173	NA	A2C53364288B	5	1342	NA	HALB	S.Real	357.4	S5_SMART FOB_ENRIQUE GA	NO	4965028742
267934	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53404863	NA	A2C53404863	1	1342	NA	HALB	S.Real/AutoBF	95.82	S5_TG ECU_JORGE AGUILAR	NO	4965036384
267935	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53406354	NA	A2C53406354	1	1342	NA	HALB	S.Real/AutoBF	134.26	S5_TG ECU_JORGE AGUILAR	NO	4965036411
267936	18/02/2013	ZSCR	551	040-1	NA	'015	A2C53406354	NA	A2C53406354	3	1401	NA	HALB	S.Real/AutoBF	402.78	S5_TG ECU_JORGE AGUILAR	NO	4965036400
267938	18/02/2013	ZSCR	551	034-2	NA	'015	A2C53338452	NA	A2C53338452	5	1342	NA	HALB	S.Real	298.2	S1_DCU_ADRIAN CEBALLOS	NO	4965028567
267947	18/02/2013	ZSCR	551	034-2	NA	'015	5WK47834	NA	A2C53249282	1	1342	NA	HALB	S.Real	183.66	S5_SMART ECU_ENRIQUE GA	NO	4965028744
267952	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53345109	NA	A2C8058490093	1	1301	NA	HALB	S.Real	30.6	S5_TG1C HONDA_MIGUEL QU	NO	4965028706
268047	18/02/2013	ZSCR	551	030-1	NA	'045	5WG50403	NA	A2C53419999T	1	1301	NA	HALB	S.Real	302.13	S1_PEPS_JAVIER BECERRA	NO	4965036632
268053	18/02/2013	ZSCR	551	030-1	NA	'045	5WG50403	NA	A2C53419999T	1	1301	NA	HALB	S.Real	302.13	S1_PEPS_JAVIER BECERRA	NO	4965036632
268057	18/02/2013	ZSCR	551	030-1	NA	'015	5WK47832	NA	A2C53249259	1	1301	NA	HALB	S.Real	195.77	S5_SMART ECU_ENRIQUE GA	NO	4965028750
268061	18/02/2013	ZSCR	551	030-1	NA	'045	A2C53420007	NA	A2C53420007	1	1301	NA	HALB	S.Real	317.27	S1_PEPS_JAVIER BECERRA	NO	4965036644
268064	18/02/2013	ZSCR	551	040-1	NA	'045	5WG50410	NA	A2C53420004	1	1401	NA	HALB	S.Real	328.29	S1_PEPS_JAVIER BECERRA	NO	4965036636
268065	18/02/2013	ZSCR	551	034-2	NA	'015	5WY8833	NA	A2C53338452	8	1342	NA	HALB	S.Real	477.12	S1_DCU_ADRIAN CEBALLOS	NO	4965028567
268066	18/02/2013	ZSCR	551	030-1	NA	'015	A2C53328412	NA	A2C53328412T	16	1301	NA	HALB	S.Real	1309.44	S1_DCU_ADRIAN CEBALLOS	NO	4965028611
268097	18/02/2013	ZSCR	551	040-2	NA	'015	5WK47837	NA	A2C53249285	1	1402	NA	HALB	S.Real	184.63	S5_ACURA ECU_ENRIQUE GA	NO	4965028649
268110	18/02/2013	ZSCR	551	034-2	NA	'015	5WK49308	NA	A2C53215449-B	6	1342	NA	HALB	S.Real	200.04	S5_TXK_JORGE AGUILAR (A	NO	4965028697
268118	18/02/2013	ZSCR	551	040-4	NA	'015	5WY8844	NA	A2C31231100	3	1404	NA	HALB	S.Real	687.45	S1_TIPM MEDIUM_PABLO PA	NO	4965028809
268120	18/02/2013	ZSCR	551	040-4	NA	'015	68163903AB	NA	A2C73658000	5	1404	NA	HALB	S.Real	1125.4	S1_TIPM MEDIUM_PABLO PA	NO	4965028815
268130	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C7384970393	1	1301	NA	HALB	S.Real	483.42	S1_CBC_PABLO PALMER-CAS	NO	4965028515
268131	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C7384970393	5	1301	NA	HALB	S.Real	2417.1	S1_CBC_PABLO PALMER-CAS	NO	4965028515
268132	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C7384970393	2	1301	NA	HALB	S.Real	966.84	S1_CBC_PABLO PALMER-CAS	NO	4965028515
268135	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C7384970393	2	1301	NA	HALB	S.Real	966.84	S1_CBC_PABLO PALMER-CAS	NO	4965028515
268138	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C7384970393	2	1301	NA	HALB	S.Real	966.84	S1_CBC_PABLO PALMER-CAS	NO	4965028515
268139	18/02/2013	ZSCR	551	042-4	NA	'015	A2C73801403	NA	A2C73849703	1	1424	NA	HALB	S.Real/AutoBF	488.98	S1_CBC_PABLO PALMER-CAS	NO	4965036351
268140	18/02/2013	ZSCR	551	030-1	NA	'015	A2C73801403	NA	A2C73849703	1	1301	NA	HALB	S.Real/AutoBF	488.98	S1_CBC_PABLO PALMER-CAS	NO	4965036356
268141	18/02/2013	ZSCR	551	040-4	NA	'015	A2C73601801	NA	A2C73601701	2	1404	NA	HALB	S.Real/AutoBF	973.54	S1_CBC_PABLO PALMER-CAS	NO	4965036362
268165	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268169	18/02/2013	ZSCR	551	040-4	NA	'045	5WK50331	NA	A2C53398079	1	1404	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037237
268174	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50444	NA	A2C53399258	1	1301	NA	HALB	S.Real	284.56	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037192
268175	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268176	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	2	1301	NA	HALB	S.Real	575.68	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268178	18/02/2013	ZSCR	551	034-2	NA	'045	5WK50440	NA	A2C31082800	1	1342	NA	HALB	S.Real	343.14	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037133
268180	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268183	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	2	1301	NA	HALB	S.Real	591.16	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268187	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50329	NA	A2C53396776	2	1301	NA	HALB	S.Real	552.76	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037175
268190	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	2	1301	NA	HALB	S.Real	575.68	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268194	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268198	18/02/2013	ZSCR	551	040-4	NA	'045	5WK50439	NA	A2C31082700	1	1404	NA	HALB	S.Real	348.77	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037128
268213	18/02/2013	ZSCR	551	034-2	NA	'045	40340074	NA	40340074	1	1342	NA	HALB	S.Real	114.18	S1_PEPS_JAVIER BECERRA	NO	4965036625
268229	18/02/2013	ZSCR	551	040-1	NA	'045	A2C8341070093	NA	A2C8341070093	1	1401	NA	HALB	S.Real	426.93	S1_GLOBAL A_LUIS LIZARR	NO	4965036621
268230	18/02/2013	ZSCR	551	040-1	NA	'045	A2C3471080093	NA	A2C3471080093	1	1401	NA	HALB	S.Real	428.76	S1_GLOBAL A_LUIS LIZARR	NO	4965036607
268232	18/02/2013	ZSCR	551	040-2	NA	'045	5WK50331	NA	A2C53398079	1	1402	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037233
268233	18/02/2013	ZSCR	551	040-2	NA	'045	5WK50455	NA	A2C31082700	1	1402	NA	HALB	S.Real	348.77	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037124
268234	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268235	18/02/2013	ZSCR	551	040-1	NA	'045	5WK50331	NA	A2C53398079	1	1401	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037223
268236	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268237	18/02/2013	ZSCR	551	040-4	NA	'045	5WK50244	NA	A2C53361994	1	1404	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037237
268238	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268239	18/02/2013	ZSCR	551	030-1	NA	'045	5WK50457	NA	A2C31082800	1	1301	NA	HALB	S.Real	343.14	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037139
268241	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268242	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268243	19/02/2013	ZSCR	551	040-4	NA	'045	5WK50455	NA	A2C31082700	1	1404	NA	HALB	S.Real	348.77	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037128
268244	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268245	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50455	NA	A2C31082700	1	1301	NA	HALB	S.Real	348.77	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037120
268246	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50244	NA	A2C53361994	1	1301	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037161
268248	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50331	NA	A2C53398079	1	1301	NA	HALB	S.Real	287.84	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037188
268252	19/02/2013	ZSCR	551	030-1	NA	'045	5WK50455	NA	A2C31082700	1	1301	NA	HALB	S.Real	348.77	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037120
268254	19/02/2013	ZSCR	551	040-1	NA	'045	5WK50244	NA	A2C53361994	2	1401	NA	HALB	S.Real	591.16	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037226
268273	19/02/2013	ZSCR	551	034-2	NA	'045	5WK50329	NA	A2C53396776	1	1342	NA	HALB	S.Real	276.38	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037213
268274	19/02/2013	ZSCR	551	040-2	NA	'045	5WK50244	NA	A2C53361994	1	1402	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4965037233
268297	19/02/2013	ZSCR	551	040-2	NA	'045	A2C53297306B	NA	A2C53297306B	1	1402	NA	HALB	S.Real	48.11	S2_KEY FOB_ANTONIO ALAR	NO	4965036794
268298	19/02/2013	ZSCR	551	040-2	NA	'045	A2C53285996B	NA	A2C53285996B	1	1402	NA	HALB	S.Real	47.82	S2_KEY FOB_ANTONIO ALAR	NO	4965036780
268299	19/02/2013	ZSCR	551	040-1	NA	'045	A2C53285996B	NA	A2C53285996B	9	1401	NA	HALB	S.Real	430.38	S2_KEY FOB_ANTONIO ALAR	NO	4965036775
268300	19/02/2013	ZSCR	551	040-1	NA	'045	A2C53285996B	NA	A2C53285996B	4	1401	NA	HALB	S.Real	191.28	S2_KEY FOB_ANTONIO ALAR	NO	4965036775
268347	19/02/2013	ZSCR	551	030-1	NA	'045	S180064004	NA	A2C53117474T	1	1301	NA	HALB	S.Real	26.74	S2_FOB READER_ANTONIO A	NO	4965036750
268351	19/02/2013	ZSCR	551	030-1	NA	'045	S180064004	NA	A2C53117474T	10	1301	NA	HALB	S.Real	267.4	S2_FOB READER_ANTONIO A	NO	4965036750
268362	19/02/2013	ZSCR	551	030-1	NA	'045	S180064004	NA	A2C53117474T	1	1301	NA	HALB	S.Real	26.74	S2_FOB READER_ANTONIO A	NO	4965036750
268364	19/02/2013	ZSCR	551	030-1	NA	'045	S180064004	NA	A2C53117474T	1	1301	NA	HALB	S.Real	26.74	S2_FOB READER_ANTONIO A	NO	4965036750
268365	19/02/2013	ZSCR	551	030-1	NA	'045	A2C53117474T	NA	A2C53117474T	8	1301	NA	HALB	S.Real	213.92	S2_FOB READER_ANTONIO A	NO	4965036750
268389	19/02/2013	ZSCR	551	040-2	NA	'045	S122736040E	NA	A2C53334349	2	1402	NA	HALB	S.Real	582.46	S2_BCM_RODRIGO CERVANTE	NO	4965036704
268391	19/02/2013	ZSCR	551	040-2	NA	'045	S122736040E	NA	A2C53334349	1	1402	NA	HALB	S.Real	291.23	S2_BCM_RODRIGO CERVANTE	NO	4965036704
268398	19/02/2013	ZSCR	551	034-2	NA	'045	S122736041E	NA	A2C53334353	1	1342	NA	HALB	S.Real	254.52	S2_BCM_RODRIGO CERVANTE	NO	4965036740
268438	19/02/2013	ZSCR	551	040-3	NA	'045	S122736040E	NA	A2C53334349	1	1403	NA	HALB	S.Real	291.23	S2_BCM_RODRIGO CERVANTE	NO	4965036728
268460	19/02/2013	ZSCR	551	040-2	NA	'045	S122736040E	NA	A2C53334349	2	1402	NA	HALB	S.Real	582.46	S2_BCM_RODRIGO CERVANTE	NO	4965036704
268462	19/02/2013	ZSCR	551	040-1	NA	'045	S122736038E	NA	A2C53334343	1	1401	NA	HALB	S.Real	291.23	S2_BCM_RODRIGO CERVANTE	NO	4965036683
268465	19/02/2013	ZSCR	551	040-1	NA	'045	S122736205K	NA	A2C37301800	1	1401	NA	HALB	S.Real	273.87	S2_BCM SQUARE D_RODRIGO	NO	4965036651
268632	19/02/2013	ZSCR	551	040-3	NA	'045	A2C53282678	NA	A2C53282678	2	1403	NA	HALB	S.Real	212.92	S1_ABM_MANUEL MANZANO-G	NO	4965036473
269244	21/02/2013	ZSCR	551	030-1	NA	'045	S180144018	NA	A2C5340873193	30	1301	NA	HALB	S.Real	820.2	S2_NISSAN KEY FOB SQUAR	NO	4965036889
269246	21/02/2013	ZSCR	551	030-1	NA	'045	S180144018	NA	A2C5340873193	30	1301	NA	HALB	S.Real	820.2	S2_NISSAN KEY FOB SQUAR	NO	4965036889
269248	21/02/2013	ZSCR	551	030-1	NA	'045	5WK49670C	NA	A2C53285996B	30	1301	NA	HALB	S.Real	1434.6	S2_KEY FOB_ANTONIO ALAR	NO	4965036764
269310	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269311	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269325	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1	1301	NA	HALB	S.Real	463.48	PS_ARAMIS III_FERNANDO	NO	4965028347
269326	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1	1301	NA	HALB	S.Real	463.48	PS_ARAMIS III_FERNANDO	NO	4965028347
269330	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269331	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269333	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269335	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269337	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269338	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269340	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269341	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53399617	NA	A2C53399617A	1	1301	NA	HALB	S.Real	198.07	PS_HONDA HRS5_	NO	4965028398
269342	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269347	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269348	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269349	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269350	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269353	21/02/2013	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4965028280
269354	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44756	NA	A2C8032340092	1	1301	NA	HALB	S.Real/AutoBF	49.06	PS_HONDA HRS6_JUAN CHAV	NO	4965028476
269355	21/02/2013	ZSCR	551	030-1	NA	'054	5WK44564	NA	A2C3268040092	1	1301	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_JUAN CHAV	NO	4965028476
269357	21/02/2013	ZSCR	551	030-1	NA	'054	A2C8483530093	NA	A2C8483530092	1	1301	NA	HALB	S.Real/AutoBF	39.72	PS_VW10 LC_ULISES VILLE	NO	4965028491
269363	21/02/2013	ZSCR	551	030-1	NA	'045	5WK49612C	NA	A2C53297309B	1	1301	NA	HALB	S.Real	47	S2_KEY FOB_ANTONIO ALAR	NO	4965036801
269365	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	NA	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4965028265
269366	21/02/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	NA	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4965028265
