No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Adp		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
462059	21/05/2014	ZSCR	551	040-2	NA	'045	5WY8446	NA	A2C53139537	6	3011	45		1402	Housing Top 4B	NA	ROH	NA	24.6	S1_EZKEY_L.LUIS LIZARRA	NO	
462059	21/05/2014	ZSCR	551	040-2	NA	'045	5WY8446	NA	A2C53141159	2	3011	45		1402	Spring	NA	ROH	NA	1.62	S1_EZKEY_L.LUIS LIZARRA	NO	
462060	21/05/2014	ZSCR	551	040-2	NA	'045	5WY8447	NA	A2C53310562	3	3011	45		1402	GM EZ Key Trans PCB EUR	NA	HALB	S.Real	122.73	S1_EZKEY_L.LUIS LIZARRA	NO	
462061	21/05/2014	ZSCR	551	040-3	NA	'045	5WY7141	NA	6598141952	1	3011	45		1403	HOUSING ACTIVE ANTENNA	NA	ROH	NA	3.66	S1_EZKEY_L.LUIS LIZARRA	NO	4978263037
462063	21/05/2014	ZSCR	551	040-1	NA	'045	A2C3417220093	NA	A2C3417220093	3	3011	45		1401	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	76.89	S6_KWANG JIN_J.JAVIER B	NO	
462064	21/05/2014	ZSCR	551	040-2	NA	'045	A2C34172200	NA	A2C34172200	1	3011	45		1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	51.17	S6_KWANG JIN_J.JAVIER B	NO	
462066	21/05/2014	ZSCR	551	040-2	NA	'045	A2C34172200	NA	A2C34172200	2	3011	45		1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	102.34	S6_KWANG JIN_J.JAVIER B	NO	
462072	21/05/2014	ZSCR	551	040-1	NA	'045	A2C53309877	NA	A2C53309877	3	3011	45		1401	GM EZ Key Trans PCB NAM	NA	HALB	S.Real	123.12	S1_EZKEY_L.LUIS LIZARRA	NO	
462074	21/05/2014	ZSCR	551	040-3	NA	'045	5WY7742	NA	A2C53139536	1	3011	45		1403	Housing Bottom Sub - Assy	NA	ROH	NA	5.24	S1_EZKEY_L.LUIS LIZARRA	NO	4978263164
462074	21/05/2014	ZSCR	551	040-3	NA	'045	5WY7777	NA	A2C53139538	3	3011	45		1403	housing BK	NA	ROH	NA	6.6	S1_EZKEY_L.LUIS LIZARRA	NO	4978263271
462074	21/05/2014	ZSCR	551	040-3	NA	'045	5WY7777	NA	A2C53139545	3	3011	45		1403	GM EZ Key CTS/STS 5B Keypad	NA	ROH	NA	68.19	S1_EZKEY_L.LUIS LIZARRA	NO	4978263286
462075	21/05/2014	ZSCR	551	040-3	NA	'045	5WY7742	NA	A2C53139537	3	3011	45		1403	Housing Top 4B	NA	ROH	NA	12.3	S1_EZKEY_L.LUIS LIZARRA	NO	4978263164
462075	21/05/2014	ZSCR	551	040-3	NA	'045	A2C83817601SP	NA	A2C90085200	3	3011	45		1403	keypad	NA	ROH	NA	71.28	S1_EZKEY_L.LUIS LIZARRA	NO	
462083	21/05/2014	ZSCR	551	022-2	NA	'045	A2C90899500	NA	A2C90899500	1	3011	45		1222	electronic assy	NA	HALB	S.Real/AutoBF	80.09	S1_PK MY 13 FORD_M.MANU	NO	
462083	21/05/2014	ZSCR	551	022-2	NA	'045	A2C90899900	NA	A2C90899900	6	3011	45		1222	electronic assy	NA	HALB	S.Real/AutoBF	449.04	S1_PK MY 13 FORD_M.MANU	NO	
462083	21/05/2014	ZSCR	551	022-2	NA	'045	A2C90899400	NA	A2C90899400	1	3011	45		1222	electronic assy	NA	HALB	S.Real/AutoBF	81.45	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227400	6	3011	45		1342	contact spring	NA	ROH	NA	4.5	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31578100	6	3011	45		1342	contact spring	NA	ROH	NA	4.26	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31224600	1	3011	45		1342	housing cover assy	NA	ROH	NA	44.14	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227500	6	3011	45		1342	label	NA	ROH	NA	1.44	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227300	6	3011	45		1342	housing assy	NA	ROH	NA	15.66	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31244600	NA	A2C82245800	2	3011	45		1342	housing cover assy	NA	ROH	NA	99.42	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C00045268	16	3011	45		1342	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	27.2	S1_PK MY 13 FORD_M.MANU	NO	
462086	21/05/2014	ZSCR	551	034-2	NA	'045	5WY5971	NA	A2C53405271	6	3011	45		1342	Foam cushion	NA	ROH	NA	1.98	S1_PK MY 13 FORD_M.MANU	NO	
462088	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899500	NA	A2C90899500	2	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	160.18	S1_PK MY 13 FORD_M.MANU	NO	
462088	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	6	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	488.7	S1_PK MY 13 FORD_M.MANU	NO	
462089	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	3	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	244.35	S1_PK MY 13 FORD_M.MANU	NO	
462089	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899900	NA	A2C90899900	3	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	224.52	S1_PK MY 13 FORD_M.MANU	NO	
462090	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899500	NA	A2C90899500	1	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	80.09	S1_PK MY 13 FORD_M.MANU	NO	
462090	21/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	4	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	325.8	S1_PK MY 13 FORD_M.MANU	NO	
462092	21/05/2014	ZSCR	551	040-2	NA	'045	A2C90248500	NA	A2C90249000	5	3011	45		1402	control device	NA	ROH	NA	313.75	S2_NIMOCO RECEIVER NISZ	NO	
462095	21/05/2014	ZSCR	551	030-1	NA	'045	A2C80503400	NA	A2C80503400	6	3011	45		1301	pcb assy	NA	HALB	S.Real/AutoBF	160.14	S1_FOB K2XX_L.LUIS LOPE	NO	
462100	21/05/2014	ZSCR	551	040-2	NA	'045	A2C30852700T	NA	A2C30852700T	1	3011	45		1402	pcb assy TOP	NA	HALB	S.Real	112.98	S6_WEBASTO_M.MIGUEL ZAV	NO	
462100	21/05/2014	ZSCR	551	040-2	NA	'045	A2C30852700	NA	A2C30852700	2	3011	45		1402	pcb assy	NA	HALB	S.Real	294.22	S6_WEBASTO_M.MIGUEL ZAV	NO	
462106	21/05/2014	ZSCR	551	030-1	NA	'045	A2C84808000	NA	A2C84808000	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	87.99	S4_PQ GATEWAY MY13_.	NO	
462107	21/05/2014	ZSCR	551	040-2	NA	'045	A2C84807900	NA	A2C84807900	1	3011	45		1402	pcb assy BCU	NA	HALB	S.Real/AutoBF	92.94	S4_PQ GATEWAY MY13_.	NO	
462108	21/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	3	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	278.82	S4_PQ GATEWAY MY13_.	NO	
462109	21/05/2014	ZSCR	551	030-1	NA	'045	A2C7402430192	NA	A2C7402430192	2	3011	45		1301	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	145.68	S1_BCM K2XX_L.LUIS LIZA	NO	
462114	21/05/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	1	3011	45		1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	
462115	21/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	1	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	
462116	21/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	1	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	
462117	21/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	1	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	
462118	21/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	3	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	1185.84	S1_BCM K2XX_L.LUIS LIZA	NO	
462119	21/05/2014	ZSCR	551	040-2	NA	'045	A2C34710700	NA	A2C34710900	1	3011	45		1402	"CONNECTOR 183P,GLOBAL A BCM High Content"	NA	ROH	NA	41.92	S1_BCM K2XX_L.LUIS LIZA	NO	
462120	21/05/2014	ZSCR	551	040-2	NA	'045	A2C53334349	NA	A2C53334349	1	3011	45		1402	module assy USM IKEY RHD	NA	HALB	S.Real/AutoBF	270.51	S2_BCM_R.RODRIGO CERVAN	NO	
462121	21/05/2014	ZSCR	551	040-1	NA	'045	A2C53334349	NA	A2C53334349	1	3011	45		1401	module assy USM IKEY RHD	NA	HALB	S.Real/AutoBF	270.51	S2_BCM_R.RODRIGO CERVAN	NO	
462122	21/05/2014	ZSCR	551	040-2	NA	'045	40091	NA	8800630143	4	3011	45		1402	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.24	S1_PATS_M.MANUEL MANZAN	NO	
462122	21/05/2014	ZSCR	551	040-2	NA	'045	40091	NA	A2C53119450	5	3011	45		1402	HOUSING PARA 5WY7703 (ANTENA) CLIP ON	NA	ROH	NA	45	S1_PATS_M.MANUEL MANZAN	NO	
462122	21/05/2014	ZSCR	551	040-2	NA	'045	5WY7703	NA	A2C53119451	2	3011	45		1402	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	1.88	S1_PATS_M.MANUEL MANZAN	NO	
462122	21/05/2014	ZSCR	551	040-2	NA	'045	5WY7703	NA	40091530	4	3011	45		1402	SMD ESPEJO PATS CLIP ON MY08	NA	HALB	S.Real	75.8	S1_PATS_M.MANUEL MANZAN	NO	
462122	21/05/2014	ZSCR	551	040-2	NA	'045	5WY7703	NA	8800630142	4	3011	45		1402	Etiqueta unidad Clip On	NA	ROH	NA	0.32	S1_PATS_M.MANUEL MANZAN	NO	
462125	21/05/2014	ZSCR	551	034-2	NA	'045	5WG50282	NA	A2C53213477	120	3011	45		1342	"tab 2,8x0,8"	NA	ROH	NA	22.8	S4_PQ25 LP3_. (APROBAC	NO	
462125	21/05/2014	ZSCR	551	034-2	NA	'045	5WG50282	NA	A2C53213475	660	3011	45		1342	"connector pin 0,64x0,64 L=22,5"	NA	ROH	NA	52.8	S4_PQ25 LP3_. (APROBAC	NO	
462125	21/05/2014	ZSCR	551	034-2	NA	'045	5WG50282	NA	A2C53213478	120	3011	45		1342	"tab 4,8x0,8"	NA	ROH	NA	33.6	S4_PQ25 LP3_. (APROBAC	NO	
462129	21/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C34710900	3	3011	45		1403	"CONNECTOR 183P,GLOBAL A BCM High Content"	NA	ROH	NA	125.76	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
462130	21/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	4	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	1581.12	S1_BCM K2XX_L.LUIS LIZA	NO	
462133	21/05/2014	ZSCR	551	030-1	NA	'045	A2C7402430192	NA	A2C7402430192	4	3011	45		1301	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	291.36	S1_BCM K2XX_L.LUIS LIZA	NO	
462134	21/05/2014	ZSCR	551	030-1	NA	'045	A2C7402430192	NA	A2C7402430192	2	3011	45		1301	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	145.68	S1_BCM K2XX_L.LUIS LIZA	NO	
462135	21/05/2014	ZSCR	551	030-1	NA	'045	A2C7402430192	NA	A2C7402430192	2	3011	45		1301	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	145.68	S1_BCM K2XX_L.LUIS LIZA	NO	
462140	21/05/2014	ZSCR	551	040-3	NA	'045	A2C74024300	NA	A2C74024300	2	3011	45		1403	GM GLOBAL A BCM MY14 HIGH TOP THD ASM	NA	HALB	S.Real	792.84	S1_BCM K2XX_L.LUIS LIZA	NO	
462141	21/05/2014	ZSCR	551	040-3	NA	'045	A2C74024300	NA	A2C74024300	1	3011	45		1403	GM GLOBAL A BCM MY14 HIGH TOP THD ASM	NA	HALB	S.Real	396.42	S1_BCM K2XX_L.LUIS LIZA	NO	
462141	21/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C73614301	2	3011	45		1403	TOP_HOUSING_GLOBAL A BCM	NA	ROH	NA	17.22	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
462141	21/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C73614401	4	3011	45		1403	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	22.24	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
462141	21/05/2014	ZSCR	551	040-3	NA	'045	A2C74024902	NA	A2C74024902	1	3011	45		1403	pcb topTHD BCU GM mid Global A	NA	HALB	S.Real	364.79	S1_BCM K2XX_L.LUIS LIZA	NO	
462142	21/05/2014	ZSCR	551	034-2	NA	'045	A2C87582400	NA	A2C87582400	4	3011	45		1342	pcb assy SCU	NA	HALB	S.Real	1078.68	S2_BCM SQUARE D_R.RODRI	NO	
462143	21/05/2014	ZSCR	551	034-2	NA	'045	A2C87582100	NA	A2C87582100	2	3011	45		1342	pcb assy SCU	NA	HALB	S.Real/AutoBF	527.16	S2_BCM SQUARE D_R.RODRI	NO	
462145	21/05/2014	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462158	22/05/2014	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462159	22/05/2014	ZSCR	551	040-1	NA	'045	A2C87230500	NA	A2C87230500	1	3011	45		1401	pcb assy BCU L42A NAM	NA	HALB	S.Real/AutoBF	239.74	S2_BCM_R.RODRIGO CERVAN	NO	
462163	22/05/2014	ZSCR	551	040-2	NA	'045	A2C85681100	NA	A2C85681100	6	3011	45		1402	pcb assy	NA	HALB	S.Real/AutoBF	1012.62	S1_EZKEY_L.LUIS LIZARRA	NO	
462164	22/05/2014	ZSCR	551	040-2	NA	'045	A2C53349876	NA	A2C53349876	2	3011	45		1402	GM EZ KEY ECU PCB CTS NAM/JPN	NA	HALB	S.Real	250.28	S1_EZKEY_L.LUIS LIZARRA	NO	
462171	22/05/2014	ZSCR	551	022-2	NA	'045	A2C53282679	NA	A2C53282679	5	3011	45		1222	electronic VECU	NA	HALB	S.Real	575.65	S1_ABM_M.MANUEL MANZANO	NO	
462175	22/05/2014	ZSCR	551	040-2	NA	'045	A2C30852700T	NA	A2C30852700T	9	3011	45		1402	pcb assy TOP	NA	HALB	S.Real	1016.82	S6_WEBASTO_M.MIGUEL ZAV	NO	
462175	22/05/2014	ZSCR	551	040-2	NA	'045	A2C30852000	NA	A2C00056359	18	3011	45		1402	"MICRO,TWIN,12V,RELAY/G8NB-2S"	NA	ROH	NA	138.06	S6_WEBASTO_M.MIGUEL ZAV	NO	
462175	22/05/2014	ZSCR	551	040-2	NA	'045	A2C30852000	NA	A2C30342600	1	3011	45		1402	pin header 15P H 3R THP BK	NA	ROH	NA	10.43	S6_WEBASTO_M.MIGUEL ZAV	NO	
462177	22/05/2014	ZSCR	551	040-2	NA	'045	A2C32337901	NA	A2C32337901	2	3011	45		1402	pcb assy 315	NA	HALB	S.Real/AutoBF	93.92	S1_INTERNAL RECEIVER K2	NO	
462180	22/05/2014	ZSCR	551	040-1	NA	'045	A2C53184512	NA	A2C53184512	3	3011	45		1401	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	86.16	S2_FOB READER_A.ANTONIO	NO	
462180	22/05/2014	ZSCR	551	040-1	NA	'045	5WY7700	NA	A2C53114671	3	3011	45		1401	housing	NA	ROH	NA	8.46	S2_FOB READER_A.ANTONIO	NO	
462180	22/05/2014	ZSCR	551	040-1	NA	'045	5WK11213	NA	A2C53124003	3	3011	45		1401	sticker	NA	ROH	NA	0.45	S2_FOB READER_A.ANTONIO	NO	
462181	22/05/2014	ZSCR	551	040-1	NA	'045	A2C53185525	NA	A2C53283034	1	3011	45		1401	housing	NA	ROH	NA	6.15	S2_BCM_R.RODRIGO CERVAN	NO	
462183	22/05/2014	ZSCR	551	040-2	NA	'045	5WY8166	NA	A2C53282666	1	3011	45		1402	"housing 153,0x 92,0"	NA	ROH	NA	6.69	S1_ABM_M.MANUEL MANZANO	NO	
462185	22/05/2014	ZSCR	551	040-2	NA	'045	A2C31099700	NA	A2C53414278	1	3011	45		1402	cover	NA	ROH	NA	3.13	S2_BCM_R.RODRIGO CERVAN	NO	
462185	22/05/2014	ZSCR	551	040-2	NA	'045	A2C31099700	NA	A2C53414277	10	3011	45		1402	cover connector	NA	ROH	NA	50.4	S2_BCM_R.RODRIGO CERVAN	NO	
462186	22/05/2014	ZSCR	551	034-2	NA	'045	5WG50282	NA	A2C53213477	240	3011	45		1342	"tab 2,8x0,8"	NA	ROH	NA	45.6	S4_PQ35 6ta Gen_. (APR	NO	
462187	22/05/2014	ZSCR	551	034-2	NA	'045	A2C32827700	NA	A2C53221115	3	3011	45		1342	housing BK	NA	ROH	NA	51.69	S4_PQ35 6ta Gen_. (APR	NO	
462188	22/05/2014	ZSCR	551	040-1	NA	'045	A2C82982800	NA	A2C82982800	1	3011	45		1401	pcb assy BCU	NA	HALB	S.Real	299.67	S4_PQ35 6ta Gen_.	NO	
462193	22/05/2014	ZSCR	551	040-2	NA	'045	A2C33288500	NA	A2C33288500	38	3011	45		1402	pcb assy	NA	HALB	S.Real	2103.3	S6_ESCL_M.MIGUEL ZAVALA	NO	
462195	22/05/2014	ZSCR	551	040-1	NA	'045	A2C53282679	NA	A2C53282679	3	3011	45		1401	electronic VECU	NA	HALB	S.Real	345.39	S1_ABM_M.MANUEL MANZANO	NO	
462196	22/05/2014	ZSCR	551	040-1	NA	'045	6598149024	NA	6598149024	1	3011	45		1401	Active Antenna Subassembly	NA	HALB	S.Real/AutoBF	26.05	S1_PEPS_J.JAVIER BECERR	NO	
462200	22/05/2014	ZSCR	551	040-1	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1401	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462201	22/05/2014	ZSCR	551	040-2	NA	'045	A2C87230500	NA	A2C87230500	1	3011	45		1402	pcb assy BCU L42A NAM	NA	HALB	S.Real/AutoBF	239.74	S2_BCM_R.RODRIGO CERVAN	NO	
462209	22/05/2014	ZSCR	551	040-2	NA	'045	A2C7402430192	NA	A2C7402430192	2	3011	45		1402	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	145.68	S1_BCM K2XX_L.LUIS LIZA	NO	
462211	22/05/2014	ZSCR	551	030-1	NA	'045	A2C7402490292	NA	A2C7402490292	2	3011	45		1301	pcb BOT THD BCU GM mid Global A	NA	HALB	S.Real/AutoBF	144.94	S1_BCM K2XX_L.LUIS LIZA	NO	
462231	22/05/2014	ZSCR	551	040-2	NA	'045	6598149024	NA	6598149024	6	3011	45		1402	Active Antenna Subassembly	NA	HALB	S.Real/AutoBF	156.3	S1_PEPS_J.JAVIER BECERR	NO	
462233	22/05/2014	ZSCR	551	040-3	NA	'045	A2C33288500	NA	A2C33288500	3	3011	45		1403	pcb assy	NA	HALB	S.Real	166.05	S6_ESCL_M.MIGUEL ZAVALA	NO	
462238	22/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	92.94	S4_PQ GATEWAY MY13_.	NO	
462238	22/05/2014	ZSCR	551	030-1	NA	'045	A2C84808000	NA	A2C84808000	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	87.99	S4_PQ GATEWAY MY13_.	NO	
462239	22/05/2014	ZSCR	551	030-1	NA	'045	A2C84808100	NA	A2C84808100	5	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	445	S4_PQ GATEWAY MY13_.	NO	
462302	22/05/2014	ZSCR	551	034-2	NA	'045	A2C87582100	NA	A2C87582100	2	3011	45		1342	pcb assy SCU	NA	HALB	S.Real/AutoBF	527.16	S2_BCM SQUARE D_R.RODRI	NO	
462303	22/05/2014	ZSCR	551	040-2	NA	'045	A2C87582200	NA	A2C87582200	1	3011	45		1402	pcb assy SCU	NA	HALB	S.Real	280.13	S2_BCM SQUARE D_R.RODRI	NO	
462304	22/05/2014	ZSCR	551	040-2	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1402	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462305	22/05/2014	ZSCR	551	040-1	NA	'045	A2C30852700	NA	A2C30852700	2	3011	45		1401	pcb assy	NA	HALB	S.Real	294.22	S6_WEBASTO_M.MIGUEL ZAV	NO	
462344	22/05/2014	ZSCR	551	030-1	NA	'045	A2C8758220092	NA	A2C8758220092	4	3011	45		1301	pcb assy SCU Bottom	NA	HALB	S.Real/AutoBF	231.44	S2_BCM SQUARE D_R.RODRI	NO	
462347	22/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	12	3011	45		1301	pcb assy	NA	ROH	NA	107.52	S1_INTERNAL RECEIVER K2	NO	
462349	22/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	12	3011	45		1301	pcb assy	NA	ROH	NA	107.52	S1_INTERNAL RECEIVER K2	NO	
462353	22/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	12	3011	45		1301	pcb assy	NA	ROH	NA	107.52	S1_INTERNAL RECEIVER K2	NO	
462366	22/05/2014	ZSCR	551	040-2	NA	'045	A2C74024902	NA	A2C74024902	1	3011	45		1402	pcb topTHD BCU GM mid Global A	NA	HALB	S.Real	364.79	S1_BCM K2XX_L.LUIS LIZA	NO	
462366	22/05/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	13	3011	45		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	5138.64	S1_BCM K2XX_L.LUIS LIZA	NO	
462366	22/05/2014	ZSCR	551	040-2	NA	'045	A2C74024300	NA	A2C74024300	5	3011	45		1402	GM GLOBAL A BCM MY14 HIGH TOP THD ASM	NA	HALB	S.Real	1982.1	S1_BCM K2XX_L.LUIS LIZA	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144001	NA	A2C30115900	44	3011	45		1342	housing bottom	NA	ROH	NA	167.64	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144011	NA	A2C53103663	2	3011	45		1342	certification label	NA	ROH	NA	13.66	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144004	NA	A2C53430048	3	3011	45		1342	housing assy ISU L/UL/PBD	NA	ROH	NA	31.47	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144014	NA	A2C53430066	2	3011	45		1342	housing assy DPFX_NISSAN RES/L/UL	NA	ROH	NA	27.08	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144001	NA	A2C53394918	5	3011	45		1342	certification label	NA	ROH	NA	20.15	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144001	NA	A2C53358639	44	3011	45		1342	contact spring	NA	ROH	NA	20.24	S2_NISSAN KEY FOB SQUAR	NO	
462380	22/05/2014	ZSCR	551	034-2	NA	'045	S180144001	NA	A2C00004906	50	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	82	S2_NISSAN KEY FOB SQUAR	NO	
462382	22/05/2014	ZSCR	551	040-1	NA	'045	A2C3122130092	NA	A2C3122130092	3	3011	45		1401	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	134.22	S2_NISSAN KEY FOB SQUAR	NO	
462413	22/05/2014	ZSCR	551	034-2	NA	'045	A2C53334346	NA	A2C53334346	1	3011	45		1342	module assy USM RKE LHD	NA	HALB	S.Real/AutoBF	234.74	S2_BCM_R.RODRIGO CERVAN	NO	
462417	22/05/2014	ZSCR	551	034-2	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1342	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462419	22/05/2014	ZSCR	551	040-1	NA	'045	A2C87230500	NA	A2C87230500	1	3011	45		1401	pcb assy BCU L42A NAM	NA	HALB	S.Real/AutoBF	239.74	S2_BCM_R.RODRIGO CERVAN	NO	
462420	22/05/2014	ZSCR	551	040-2	NA	'045	A2C87582100	NA	A2C87582100	1	3011	45		1402	pcb assy SCU	NA	HALB	S.Real/AutoBF	263.58	S2_BCM SQUARE D_R.RODRI	NO	
462422	22/05/2014	ZSCR	551	034-2	NA	'045	5WY8800	NA	A2C53282679	4	3011	45		1342	electronic VECU	NA	HALB	S.Real	460.52	S1_ABM_M.MANUEL MANZANO	NO	
462425	22/05/2014	ZSCR	551	034-2	NA	'045	A2C32336300	NA	A2C34525800	1	3011	45		1342	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	
462425	22/05/2014	ZSCR	551	034-2	NA	'045	A2C80503400	NA	A2C80503400	4	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	106.76	S1_FOB K2XX_L.LUIS LOPE	NO	
462425	22/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34524701	3	3011	45		1342	housing bottom assy	NA	ROH	NA	8.67	S1_FOB K2XX_L.LUIS LOPE	NO	
462425	22/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525900	4	3011	45		1342	O-ring	NA	ROH	NA	1.2	S1_FOB K2XX_L.LUIS LOPE	NO	
