No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829301	2				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	641.24	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829301	10				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	3206.2	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829500	1				1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	166.39	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829500	4				1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	665.56	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829800	4				1095	pcb assy HONHRS7 D_13	NA	HALB	S.Real/AutoBF	1420	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829800	2				1095	pcb assy HONHRS7 D_13	NA	HALB	S.Real/AutoBF	710	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829900	2				1095	pcb assy HONHRS7 D_14	NA	HALB	S.Real/AutoBF	753.76	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829900	10				1095	pcb assy HONHRS7 D_14	NA	HALB	S.Real/AutoBF	3768.8	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96830000	28				1095	pcb assy HONHRS7 D_15	NA	HALB	S.Real	7898.8	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96830000	6				1095	pcb assy HONHRS7 D_15	NA	HALB	S.Real	1692.6	PS_HONDA HRS7_. (APROB	NO	4990812726		
629948	11/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9683000093	4				1095	pcb assy HONHRS7 D_15 SMD TOP	NA	HALB	S.Real	973.52	PS_HONDA HRS7_. (APROB	NO	REV		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2	5WK44562	5				1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUT020301	FERT	NA	1090.2	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	5WK44748	3				1253	ACU HONHRS6 MY13 S15 XX XX 0 0 0	VUT020301	FERT	NA	659.7	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	69AA	A2C80276101	9				1253	ACU HONHRS6 MY13 S15 12 05 0 1 0 000	VUT020301	FERT	NA	3110.13	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	AAAB	A2C84906801	6				1253	ACU HONHRS6 MY13 S15 12 05 0 1 0 000	VUT020301	FERT	NA	2076.48	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	KAAF	A2C85220900	3				1253	ACU HONHRS6 MY15 S15 11 05 0 0 0 000	VUT020301	FERT	NA	711.87	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	604AB	A2C89731000	1				1253	ACU HONHRS6 MY14 S15 10 04 0 0 0 000	VUT020301	FERT	NA	218.49	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	604AB	A2C89731300	12				1253	ACU HONHRS6 MY14 S15 10 04 0 0 0 000	VUT020301	FERT	NA	2622.12	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	06AA	A2C90499200	16				1253	ACU HONHRS6 MY15 S15 05 02 0 0 0 000	VUT020301	FERT	NA	3316.48	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91374200	20				1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUT020301	FERT	NA	6535.4	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91374400	1				1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUT020301	FERT	NA	326.6	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91374400	6				1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUT020301	FERT	NA	1959.6	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91480400	9				1253	ACU HONHRS6 MY14 S15 12 04 0 1 0 000	VUT020301	FERT	NA	2938.59	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91480400	13				1253	ACU HONHRS6 MY14 S15 12 04 0 1 0 000	VUT020301	FERT	NA	4244.63	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C92101700	17				1253	ACU HONHRS6 MY15 S15 10 04 0 0 0 000	VUT020301	FERT	NA	3718.24	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629990	12/06/2015	MB1A	951	025-3	NA	'054	NA	77AA	A2C95772700	46				1253	ACU HONHRS6 MY15 S15 11 05 0 0 0 000	VUT020301	FERT	NA	10994.92	PS_HONDA HRS6_J.JUAN CH	NO	4990814716		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	1	5WK44424	4				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	1033.92	PS_HONDA HRS5_.	NO	4990814796		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	1	5WK44426	22				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	5637.5	PS_HONDA HRS5_.	NO	4990814796		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	1	5WK44427	2				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	512.2	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	1	5WK44428	1				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	256.1	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	5WK44689	1				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	257.12	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	5WK44689	12				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	3085.44	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	5WK44690	1				1253	ACU HONHRS5 MY12 S10 XX XX 0 0 0	VUG020301	FERT	NA	256.04	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	A2C81625900	5				1253	ACU HONHRS5 MY13 S10 09 04 0 0 0 000	VUG020301	FERT	NA	1258.35	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	A2C81625900	9				1253	ACU HONHRS5 MY13 S10 09 04 0 0 0 000	VUG020301	FERT	NA	2265.03	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	3	A2C81626100	11				1253	ACU HONHRS5 MY13 S10 09 04 0 0 0 000	VUG020301	FERT	NA	2808.08	PS_HONDA HRS5_.	NO	4990814813		
