No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	´015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
571838	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	8				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	377.28	410098771_PASE F	NO	4985697690	
571840	#########	MB1A	551	010-4	95000021	'050	NA	NA	A2C7395980193	1				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real/AutoBF	38.62	410098771_PASE F	NO	No hay stock	
571843	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	2				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	94.32	410098771_PASE F	NO	4985697690	
571845	#########	ZSCR	551	034-2	NA	'015	A2C93174401	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO	4985703624	**
571871	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	2				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	100.36	410098771_PASE F	NO	4985697690	
571875	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7441340092	1				1104	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	44.9	410098771_PASE F	NO	4985697690	
571901	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	3				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	150.72	410098771_PASE F	NO	4985697690	
571964	#########	ZSCR	551	022-2	NA	'015	A2C74493401	NA	A2C74493401	2				1222	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	833.52	S1_CBC MY15_. (APROBAC	NO	4985703479	**
571965	#########	ZSCR	551	034-2	NA	'015	A2C8216760092	NA	A2C8216760092	4				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	280.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706054	**
571966	#########	ZSCR	551	034-2	NA	'015	A2C8730220093	NA	A2C8730220093	2				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
571967	#########	ZSCR	551	034-2	NA	'015	A2C8730220093	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
571968	#########	ZSCR	551	034-2	NA	'015	A2C8016300093	NA	A2C8016300093	1				1342	pcb assy RKE 433 w/oKG Var#4 TOP	NA	HALB	S.Real	125.91	S1_RFHM CUSW_A.ADRIANA	NO	4985702907	
571969	#########	ZSCR	551	034-2	NA	'015	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702830	
571970	#########	ZSCR	551	034-2	NA	'015	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702830	
571973	#########	ZSCR	551	040-3	NA	'015	A2C33278700	NA	A2C33278700	3				1403	module assy BCU BUX LOG	NA	HALB	S.Real	682.95	S1_TIPM LOGIC_P.PABLO P	NO	4985706151	**
571974	#########	ZSCR	551	050-1	NA	'015	A2C30889600	NA	A2C30889600	1				1501	LOGIC PCB (DIESEL/BUX)	NA	HALB	S.Real	260.21	S1_TIPM LOGIC_P.PABLO P	NO	4985703011	
571975	#########	ZSCR	551	022-2	NA	'015	A2C74493301	95AA	A2C74493301	1				1222	BCU CHRDX MY15 CBC2	NA	FERT	NA	451.98	S1_CBC MY15_. (APROBAC	NO		
571976	#########	MB1A	551	010-3	B30301-00410	'015	NA	NA	A2C73637200	1				1103	"COVER, LOWER CBC"	QN410103068	ROH	NA	6.69	410103068_CBC MY	NO	4985697405	
571977	#########	ZSCR	551	040-3	NA	'015	A2C73601800	NA	A2C73637100	3	3011	015	 	1403	"HOUSING, UPPER CBC"	NA	ROH	NA	72.06	S1_CBC MY15_. (APROBAC	NO	4985765602	
571978	#########	ZSCR	551	034-2	NA	'015	A2C73658000	NA	A2C73658000	1				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	209.58	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
571979	#########	ZSCR	551	034-2	NA	'015	A2C73658000	NA	A2C73658000	1				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	209.58	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
572238	#########	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C00062952	11				1342	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	90.42	S1_TIPM MEDIUM_P.PABLO	NO		
572238	#########	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	1820				1342	CONNECTOR FEADER	NA	ROH	NA	145.6	S1_TIPM MEDIUM_P.PABLO	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00058681	8				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	225.52	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	8				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	157.04	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	9				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	144.54	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C30821600	NA	A2C40010248	14				1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	11.48	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40014082	10				1342	"IC VOLT REG/TLE7270G,TO263-5-1"	NA	ROH	NA	70.3	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	A2C30849100	NA	A2C40016793	1				1342	"IC SMART POW/L9823,SOLIC24,8,45V,1Ohm,Lo"	NA	ROH	NA	6.31	S1_TIPM LOGIC_P.PABLO P	NO		
572244	#########	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428197	1				1342	TERMINAL STRIP	NA	ROH	NA	2.13	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	A2C53428148	NA	A2C00042519	9				1342	"4,36V,160mOhm,PowerSSO-24,GENERAL PURPOS"	NA	ROH	NA	50.4	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00058681	5				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	140.95	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	5				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	80.3	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40010248	4				1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	3.28	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40016793	4				1342	"IC SMART POW/L9823,SOLIC24,8,45V,1Ohm,Lo"	NA	ROH	NA	25.24	S1_TIPM LOGIC_P.PABLO P	NO		
572247	#########	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428196	1				1342	"CONN,1 ROW,7CONT,1 ROW,MALE,7CONT,2.54MM"	NA	ROH	NA	6.37	S1_TIPM LOGIC_P.PABLO P	NO		
572250	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00042519	9				1342	"4,36V,160mOhm,PowerSSO-24,GENERAL PURPOS"	NA	ROH	NA	50.4	S1_TIPM LOGIC_P.PABLO P	NO		
572250	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00058681	4				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	112.76	S1_TIPM LOGIC_P.PABLO P	NO		
572250	#########	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	5				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	98.15	S1_TIPM LOGIC_P.PABLO P	NO		
572250	#########	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40014082	2				1342	"IC VOLT REG/TLE7270G,TO263-5-1"	NA	ROH	NA	14.06	S1_TIPM LOGIC_P.PABLO P	NO		
572250	#########	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428197	6				1342	TERMINAL STRIP	NA	ROH	NA	12.78	S1_TIPM LOGIC_P.PABLO P	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32119300	NA	A2C00046612	5				1342	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"	NA	ROH	NA	119.9	S1_SPDJB_P.PABLO PALMER	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32119400	NA	A2C00062609	3				1342	"IC SMART POW/VND5E025NAY-E,PowerSSO-36"	NA	ROH	NA	16.41	S1_SPDJB_P.PABLO PALMER	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32119400	NA	A2C40006088	4				1342	"C ELEC,AL,330uF,20%,35V"	NA	ROH	NA	3.84	S1_SPDJB_P.PABLO PALMER	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32118800	NA	A2C40007720	1				1342	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"	NA	ROH	NA	3.83	S1_SPDJB_P.PABLO PALMER	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32144600	NA	A2C53429651	8				1342	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"	NA	ROH	NA	2.72	S1_SPDJB_P.PABLO PALMER	NO		
572254	#########	ZSCR	551	034-2	NA	'050	A2C32118700	NA	A2C53429652	40				1342	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	3.2	S1_SPDJB_P.PABLO PALMER	NO		
572257	#########	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	3				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	626.52	S1_TIPM MEDIUM_P.PABLO	NO	4985703676	**
572258	#########	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	2				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	417.68	S1_TIPM MEDIUM_P.PABLO	NO	4985706374	**
572260	#########	ZSCR	551	040-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1402	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985702225	
572285	#########	ZSCR	551	030-1	NA	'015	A2C86022600	NA	A2C8730230093	2				1301	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	311.98	S1_CUSW UF RFHM_A.ADRIA	NO	4985702331	
572287	#########	ZSCR	551	040-3	NA	'015	A2C87302200	NA	A2C8730220093	1				1403	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO	4985702690	
572290	#########	ZSCR	551	030-1	NA	'015	A2C82167600	NA	A2C8216760093	2				1301	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702803	
572293	#########	ZSCR	551	030-1	NA	'050	A2C32291400	NA	A2C32464300	4				1301	pcb	NA	ROH	NA	112.32	S1_CUSW UF RFHM_A.ADRIA	NO		
572295	#########	ZSCR	551	030-1	NA	'050	A2C8730230093	NA	A2C8730230092	4				1301	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real/AutoBF	255.32	S1_CUSW UF RFHM_A.ADRIA	NO	4985703560	**
572296	#########	ZSCR	551	042-4	NA	'015	A2C33278800	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703171	
572297	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
572298	#########	ZSCR	551	022-2	NA	'015	A2C33278700	NA	A2C33278700	5				1222	module assy BCU BUX LOG	NA	HALB	S.Real	1138.25	S1_TIPM LOGIC_P.PABLO P	NO	4985703287	
572299	#########	ZSCR	551	022-2	NA	'015	A2C73658000	NA	A2C73658000	1				1222	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	209.58	S1_TIPM MEDIUM_P.PABLO	NO	4985703431	**
572301	#########	ZSCR	551	022-2	NA	'015	A2C74493401	NA	A2C74493401	1				1222	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	416.76	S1_CBC MY15_. (APROBAC	NO	4985703479	**
572309	#########	ZSCR	551	022-2	NA	'015	A2C73789705	NA	A2C73789705	4				1222	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1669.2	S1_CBC MY15_. (APROBAC	NO	4985703456	**
572322	#########	ZSCR	551	034-2	NA	'050	A2C81624400	NA	A2C89521800	36				1342	pin header 16P V 2R THP	NA	ROH	NA	302.04	S1_WK_WD RFHUB_A.ADRIAN	NO		
572322	#########	ZSCR	551	034-2	NA	'050	A2C81624400	NA	A2C89522000	42				1342	pin header 20P V 2R THP	NA	ROH	NA	399.84	S1_WK_WD RFHUB_A.ADRIAN	NO		
572324	#########	ZSCR	551	034-2	NA	'015	A2C73658000	NA	A2C73658000	1				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	209.58	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
572325	#########	ZSCR	551	034-2	NA	'015	A2C31231300	NA	A2C31231300	5				1342	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real/AutoBF	1059.6	S1_TIPM MEDIUM_P.PABLO	NO	4985703049	
572329	#########	ZSCR	551	034-2	NA	'015	A2C53428193	NA	A2C53428193	4				1342	SUB PCB TOP THD ASSY. PROD MY11 DV2_V2 I	NA	HALB	S.Real/AutoBF	832.4	S1_TIPM MEDIUM_P.PABLO	NO	4985703641	**
572344	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73752002	41				1253	transmitter CHR PASE 433 NV#06 3B	VUT019064	HALB	S.Real	3759.7	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
572347	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73752002	23				1253	transmitter CHR PASE 433 NV#06 3B	VUT019064	HALB	S.Real	2109.1	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
572356	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	3				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	244.86	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572356	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	16				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	1321.76	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572356	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	47				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	4005.81	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572380	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	12				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	602.88	410098771_PASE F	NO	4985697690	
572380	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	1				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	50.18	410098771_PASE F	NO	4985697690	
572380	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C7441340092	8				1104	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	359.2	410098771_PASE F	NO	4985697690	
572383	#########	ZSCR	551	040-3	NA	'015	A2C74094301	NA	A2C7441340092	5				1403	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	224.5	S1_PASE FOB CUSW_A.ADRI	NO	4985706173	**
572384	#########	ZSCR	551	034-2	NA	'015	A2C87408101	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO	4985703624	**
572384	#########	ZSCR	551	034-2	NA	'015	A2C74094301	NA	A2C7441340092	3				1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	134.7	S1_PASE FOB CUSW_A.ADRI	NO	4985705999	**
572526	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	3				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	1242.48	S1_CBC MY15_. (APROBAC	NO	4985701563	
572528	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	4				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	1656.64	S1_CBC MY15_. (APROBAC	NO	4985701563	
572531	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
572533	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
572536	#########	MB1A	551	010-4	B30301-00410	'050	NA	NA	A2C73599005	2				1104	pcb 4-lay ImSn Chrysler MY15 CBC	QN410094508	ROH	NA	199.28	410094508_CBC MY	NO	4985697438	
572539	#########	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C7449340193	1				1501	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985702261	
572541	#########	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	4				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	835.36	S1_TIPM MEDIUM_P.PABLO	NO	4985703676	**
572544	#########	MB1A	551	010-4	95000052	'050	NA	NA	A2C31229200	2				1104	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	QN410094714	ROH	NA	122.74	410094714_TIPM M	NO	4985697501	
572547	#########	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	4				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	590.6	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
572564	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	5				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	2083.8	S1_CBC MY15_. (APROBAC	NO	4985706020	**
572579	#########	ZSCR	551	040-3	NA	'015	A2C73601801	NA	A2C73637200	2	3011	015	 	1403	"COVER, LOWER CBC"	NA	ROH	NA	13.38	S1_CBC MY15_. (APROBAC	NO	4985765602	
572581	#########	ZSCR	551	040-3	NA	'015	A2C73601801	NA	A2C73637100	1	3011	015	 	1403	"HOUSING, UPPER CBC"	NA	ROH	NA	24.02	S1_CBC MY15_. (APROBAC	NO	4985765602	
572627	#########	ZSCR	551	034-2	NA	'050	A2C32292400	NA	A2C40000660	2				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	42.16	S1_WK_WD RFHUB_A.ADRIAN	NO		
572627	#########	ZSCR	551	034-2	NA	'050	A2C32292400	NA	A2C53331174	3				1342	antenna	NA	ROH	NA	5.07	S1_WK_WD RFHUB_A.ADRIAN	NO		
572627	#########	ZSCR	551	034-2	NA	'050	A2C32292400	NA	A2C53375403	15				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	340.8	S1_WK_WD RFHUB_A.ADRIAN	NO		
572631	#########	ZSCR	551	034-2	NA	'050	A2C32118800	NA	A2C00046612	2				1342	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"	NA	ROH	NA	47.96	S1_TIPM LOGIC_P.PABLO P	NO		
572631	#########	ZSCR	551	034-2	NA	'050	A2C30848900	NA	A2C00058681	3				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	84.57	S1_TIPM LOGIC_P.PABLO P	NO		
572631	#########	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	5				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	98.15	S1_TIPM LOGIC_P.PABLO P	NO		
572631	#########	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	4				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	64.24	S1_TIPM LOGIC_P.PABLO P	NO		
572634	#########	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	875				1342	CONNECTOR FEADER	NA	ROH	NA	70	S1_TIPM MEDIUM_P.PABLO	NO		
572699	#########	MB1A	951	025-4	NA	'015	NA	NA	A2C33101700	25				1254	MY12 SPDJB HELIX MODEL C FINAL ASM 433	NA	HALB	S.Real	5990.25	S1_SPDJB_P.PABLO PALMER	NO	No hay stock	
572715	#########	MB1A	951	025-4	NA	'015	NA	NA	A2C32146500	27				1254	MY12 SPDJB HELIX PROGRAM ASM MODEL B	NA	HALB	S.Real	6391.98	S1_SPDJB_P.PABLO PALMER	NO	No hay stock	
572719	#########	MB1A	951	025-4	NA	'015	NA	NA	A2C32119300	6				1254	MY12 SPDJB HELIX PROGRAM ASM MODEL C	NA	HALB	S.Real	1437.78	S1_SPDJB_P.PABLO PALMER	NO	No hay stock	
572724	#########	MB1A	551	93	NA	'015	NA	NA	A2C32147600	20				1093	MY12 SPDJB LOOP PROGRAM ASM MODEL A	NA	HALB	S.Real	4019	S1_SPDJB_P.PABLO PALMER	NO	4985697352	
572727	#########	MB1A	551	93	NA	'015	NA	NA	A2C32144600	12				1093	MY12 SPDJB LOOP PROGRAM ASM MODEL B	NA	HALB	S.Real	2671.8	S1_SPDJB_P.PABLO PALMER	NO	4985697352	
572727	#########	MB1A	551	93	NA	'015	NA	NA	A2C32144600	1				1093	MY12 SPDJB LOOP PROGRAM ASM MODEL B	NA	HALB	S.Real	222.65	S1_SPDJB_P.PABLO PALMER	NO	4985697352	
572729	#########	MB1A	551	93	NA	'015	NA	NA	A2C32118700	1				1093	MY12 SPDJB LOOP PROGRAM ASM MODEL C	NA	HALB	S.Real	225.54	S1_SPDJB_P.PABLO PALMER	NO	4985697352	
572734	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	66				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	5386.92	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572734	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	1				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	85.23	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572798	#########	MB1A	551	93	NA	'015	NA	NA	A2C38136400	126				1093	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS)"""	NA	HALB	S.Real/AutoBF	6361.74	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
572806	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	3				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	655.71	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
572809	#########	ZSCR	551	050-1	NA	'015	A2C31231400	NA	A2C31231400T	2				1501	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701299	
572810	#########	ZSCR	551	030-1	NA	'015	A2C31231400	NA	A2C31231400T	2				1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701207	
572814	#########	ZSCR	551	034-2	NA	'015	A2C32297200	NA	A2C3229720093	4				1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	250.92	S1_IGNM CUSW_A.ADRIANA	NO	4985701512	
572816	#########	ZSCR	551	034-2	NA	'050	A2C32118700	NA	A2C00046612	14				1342	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"	NA	ROH	NA	335.72	S1_TIPM LOGIC_P.PABLO P	NO		
572816	#########	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	10				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	196.3	S1_TIPM LOGIC_P.PABLO P	NO		
572816	#########	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C00834100	10				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	160.6	S1_TIPM LOGIC_P.PABLO P	NO		
572817	#########	ZSCR	551	034-2	NA	'050	A2C90502800	NA	A2C9113260092	4				1342	pcb assy PASE 433 Bottom	NA	HALB	S.Real/AutoBF	254.08	S1_CUSW UF RFHM_A.ADRIA	NO	4985706094	**
572818	#########	ZSCR	551	030-1	NA	'050	A2C32292100	NA	A2C32464300	4				1301	pcb	NA	ROH	NA	112.32	S1_CUSW UF RFHM_A.ADRIA	NO		
572820	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	5				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	2083.8	S1_CBC MY15_. (APROBAC	NO	4985706020	**
572821	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	2				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	833.52	S1_CBC MY15_. (APROBAC	NO	4985706020	**
572824	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	4				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	326.48	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572824	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74509800	5				1232	transmitter CHR PASE 433 GV#21 5B	NA	HALB	S.Real/AutoBF	436.85	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572824	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74509900	1				1232	transmitter CHR PASE 433 GV#22 3B	NA	HALB	S.Real/AutoBF	85.26	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572824	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	11				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	908.71	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
572826	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C86023400	35				1253	transceiver assy ULTPRS	VUT019064	HALB	S.Real/AutoBF	2983.05	S1_CUSW UF PASE_A.ADRIA	NO	No hay stock	
