No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	´015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
569690	#########	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00006606	23				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.23	S1_PASE FOB CUSW_J.JORG	NO		
569690	#########	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00021664	22				1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.44	S1_PASE FOB CUSW_J.JORG	NO		
569690	#########	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00026675	187				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	3.74	S1_PASE FOB CUSW_J.JORG	NO		
569691	#########	ZSCR	551	035-1	0	'050	A2C7441340092	NA	A2C00017679	3				1351	Contact spring		ROH	NA	2.46	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00006606	46				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.46	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00021664	22				1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.44	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	254				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	5.08	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00026675	194				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	3.88	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00040655	27				1351	"10nH,200mA,SMD,COIL/MLK1005S10NJT"		ROH	NA	1.89	S1_CUSW UF PASE_J.JORGE	NO		
569692	#########	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00057187	402				1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	8.04	S1_CUSW UF PASE_J.JORGE	NO		
569726	#########	ZSCR	551	034-2	NA	'050	A2C30849100	NA	A2C00058681	8				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	225.52	S1_TIPM LOGIC_P.PABLO P	NO		
569728	#########	ZSCR	551	034-2	NA	'050	A2C73784000	NA	A2C00184100	3				1342	IC SMART POW/BOSS PENTA T07D17 or SPLP07	NA	ROH	NA	44.1	S1_CBC MY15_. (APROBAC	NO		
569777	#########	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	250				1342	CONNECTOR FEADER	NA	ROH	NA	20	S1_TIPM MEDIUM_P.PABLO	NO		
569781	#########	ZSCR	551	040-3	NA	'015	A2C82167600	NA	A2C8216760093	4				1403	pcb assy Top	NA	HALB	S.Real	682.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702870	
569781	#########	ZSCR	551	040-3	NA	'015	A2C82167800	NA	A2C8216780093	1				1403	pcb assy TOP	NA	HALB	S.Real	162.47	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702740	
569782	#########	ZSCR	551	034-2	NA	'015	A2C87302200	NA	A2C8730220093	2				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
569786	#########	ZSCR	551	040-3	NA	'015	A2C86022600	NA	A2C8730230093	2				1403	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	311.98	S1_CUSW UF RFHM_A.ADRIA	NO	4985702441	
569788	#########	ZSCR	551	034-2	NA	'015	A2C87302200	NA	A2C8730220093	3				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	442.95	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
569886	#########	ZSCR	551	050-1	NA	'015	5WY8838	NA	A2C53428149	22				1501	TIPM 7Ci MY11 PV MED PROD INT ASSEM	NA	HALB	S.Real	4588.1	S1_TIPM MEDIUM_P.PABLO	NO	4985706422	**
569887	#########	ZSCR	551	050-1	NA	'015	68163904AB	NA	A2C73658000	5				1501	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	1047.9	S1_TIPM MEDIUM_P.PABLO	NO	4985706441	**
569888	#########	ZSCR	551	050-1	NA	'015	A2C33278600	NA	A2C31231100	15				1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	3195.45	S1_TIPM MEDIUM_P.PABLO	NO	4985703032	
569889	#########	ZSCR	551	050-1	NA	'015	5WY9041	NA	A2C30889500	27				1501	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	6613.92	S1_TIPM MEDIUM_P.PABLO	NO	4985702995	
569918	#########	ZSCR	551	034-2	NA	'015	A2C33279100	NA	A2C33278700	6				1342	module assy BCU BUX LOG	NA	HALB	S.Real	1365.9	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
569935	#########	ZSCR	551	050-5	NA	'015	A2C87408701	NA	A2C73751902	2				1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	189.46	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569935	#########	ZSCR	551	050-5	NA	'015	A2C87408901	NA	A2C73753402	2				1505	transmitter CHR PASE 433 GV#08 4B	NA	HALB	S.Real	186.98	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569935	#########	ZSCR	551	050-5	NA	'015	A2C87407901	NA	A2C73753502	2				1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	180.94	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569935	#########	ZSCR	551	050-5	NA	'015	A2C87408201	NA	A2C73937202	2				1505	transmitter CHR PASE 433 GV#11 2B	NA	HALB	S.Real	177.2	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569939	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	24				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	1958.88	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
569940	#########	ZSCR	551	050-5	NA	'015	A2C87408601	NA	A2C73752002	9				1505	transmitter CHR PASE 433 NV#06 3B	NA	HALB	S.Real	825.3	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569941	#########	ZSCR	551	050-5	NA	'015	A2C87408101	NA	A2C73753202	15				1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	1439.1	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569942	#########	ZSCR	551	050-5	NA	'015	A2C87408801	NA	A2C73752902	9				1505	transmitter CHR PASE 433 GV#01 5B	NA	HALB	S.Real	874.53	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569943	#########	ZSCR	551	050-5	NA	'015	A2C93493000	NA	A2C74101702	13				1505	transmitter CHR PASE 433 GV#15 4B	NA	HALB	S.Real/AutoBF	1108.64	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569944	#########	ZSCR	551	050-5	NA	'015	A2C74354600	NA	A2C74509900	12				1505	transmitter CHR PASE 433 GV#22 3B	NA	HALB	S.Real/AutoBF	1023.12	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569945	#########	ZSCR	551	050-5	NA	'015	A2C87408501	NA	A2C73937302	17				1505	transmitter CHR PASE 315 GV#12 3B	NA	HALB	S.Real	1547.34	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569947	#########	ZSCR	551	050-5	NA	'015	A2C74354600	NA	A2C74509800	20				1505	transmitter CHR PASE 433 GV#21 5B	NA	HALB	S.Real/AutoBF	1747.4	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569951	#########	ZSCR	551	050-5	NA	'015	A2C92629100	NA	A2C73753002	18				1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	1749.06	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569953	#########	ZSCR	551	050-5	NA	'015	A2C92629000	NA	A2C73753102	5				1505	transmitter CHR PASE 433 GV#05 4B	NA	HALB	S.Real	473.65	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
569954	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	61				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	5199.03	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
569959	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	99				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	8178.39	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
569971	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	5				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	413.05	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
569971	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	14				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	1193.22	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
569975	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C73789705	4				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1669.2	S1_CBC MY15_. (APROBAC	NO	4985705782	**
570146	#########	ZSCR	551	050-1	NA	'015	A2C86022600	NA	A2C73749500	1	3011	015	 	1501	housing cover assy CHR up 5-btn	NA	ROH	NA	11.46	S1_PASE FOB CUSW_A.ADRI	NO	Batch	
570147	#########	ZSCR	551	050-1	NA	'015	A2C74094301S	NA	A2C00004906	24	3011	015	 	1501	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	39.36	S1_PASE FOB CUSW_A.ADRI	NO	4985766483	
570148	#########	ZSCR	551	040-4	NA	'015	A2C87408900	NA	A2C86398500	54	3011	015	 	1404	housing assy	NA	ROH	NA	419.58	S1_RFHM CUSW_A.ADRIANA	NO		
570183	#########	ZSCR	551	050-3	NA	'015	A2C82167600	NA	A2C82167600	4				1503	pcb assy	NA	HALB	S.Real/AutoBF	696.48	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706824	**
570185	#########	ZSCR	551	050-3	NA	'015	A2C86023100	NA	A2C86023100	1				1503	electronic assy Var 2	NA	HALB	S.Real/AutoBF	168.85	S1_CUSW UF RFHM_A.ADRIA	NO	4985706831	**
570186	#########	ZSCR	551	050-3	NA	'015	A2C96186600	NA	A2C96186600	1				1503	"""RFHM Module Assy Sedan, PASE 433, Atx-Fi"""	NA	HALB	S.Real/AutoBF	157.6	S1_CUSW UF RFHM_A.ADRIA	NO	4985706876	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C81625000	NA	A2C81625000	1				1503	module assy 433	NA	HALB	S.Real/AutoBF	177.45	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706699	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C81625200	NA	A2C81625200	1				1503	module assy 433	NA	HALB	S.Real/AutoBF	185.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706748	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C81625300	NA	A2C81625300	2				1503	module assy 433	NA	HALB	S.Real/AutoBF	366.44	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706789	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C81625400	NA	A2C81625400	1				1503	module assy 315	NA	HALB	S.Real/AutoBF	181.04	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706819	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C87409100	NA	A2C87409100	3				1503	module assy 433 Var #2	NA	HALB	S.Real/AutoBF	556.92	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706858	**
570187	#########	ZSCR	551	050-3	NA	'015	A2C87409300	NA	A2C87409300	1				1503	module assy 315 Var #4	NA	HALB	S.Real/AutoBF	181.04	S1_WK_WD RFHUB_A.ADRIAN	NO	4985706867	**
570188	#########	ZSCR	551	050-3	NA	'015	A2C32294000	NA	A2C32294000	1				1503	module assy PASE 433 VAR#2	NA	HALB	S.Real/AutoBF	162.77	S1_RFHM CUSW_A.ADRIANA	NO	4985703202	
570188	#########	ZSCR	551	050-3	NA	'015	A2C32294900	NA	A2C32294900	4				1503	module assy RKE 433 Var#4	NA	HALB	S.Real/AutoBF	555.96	S1_RFHM CUSW_A.ADRIANA	NO	4985703224	
570188	#########	ZSCR	551	050-3	NA	'015	A2C32295100	NA	A2C32295100	2				1503	module assy PASE 433 Var#5	NA	HALB	S.Real/AutoBF	327.6	S1_RFHM CUSW_A.ADRIANA	NO	4985703231	
570188	#########	ZSCR	551	050-3	NA	'015	A2C32295200	NA	A2C32295200	1				1503	module assy PASE 433 Var#6	NA	HALB	S.Real/AutoBF	173.15	S1_RFHM CUSW_A.ADRIANA	NO	4985703249	
570188	#########	ZSCR	551	050-3	NA	'015	A2C80656500	NA	A2C80656500	2				1503	module assy RKE 433 Var#8	NA	HALB	S.Real/AutoBF	259.28	S1_RFHM CUSW_A.ADRIANA	NO	4985706525	**
570188	#########	ZSCR	551	050-3	NA	'015	A2C80656800	NA	A2C80656800	2				1503	module assy RKE 433 Var#7	NA	HALB	S.Real/AutoBF	257.22	S1_RFHM CUSW_A.ADRIANA	NO	4985706536	**
570208	#########	ZSCR	551	034-2	NA	'050	A2C31229000	NA	A2C31229200	18				1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	1104.66	S1_TIPM MEDIUM_P.PABLO	NO		
570209	#########	ZSCR	551	034-2	NA	'050	A2C7365810093	NA	A2C7365810093	1				1342	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.62	S1_TIPM MEDIUM_P.PABLO	NO	4985701367	
570210	#########	ZSCR	551	030-1	NA	'050	A2C73658100	NA	A2C73658100	1				1301	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985703516	**
570211	#########	ZSCR	551	034-2	NA	'050	A2C73658100	NA	A2C73658100	2				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	417.68	S1_TIPM MEDIUM_P.PABLO	NO	4985703676	**
570211	#########	ZSCR	551	034-2	NA	'050	A2C7365810093	NA	A2C7365810093	1				1342	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.62	S1_TIPM MEDIUM_P.PABLO	NO	4985701367	
570212	#########	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985706374	**
570213	#########	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	3				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	626.52	S1_TIPM MEDIUM_P.PABLO	NO	4985703676	**
570215	#########	ZSCR	551	040-4	NA	'015	A2C73658100	NA	A2C73658100	2				1404	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	417.68	S1_TIPM MEDIUM_P.PABLO	NO	4985706199	**
570216	#########	ZSCR	551	050-1	NA	'015	A2C73658100	NA	A2C73658100	1				1501	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985706454	**
570217	#########	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428230	1586				1342	CONNECTOR FEADER	NA	ROH	NA	126.88	S1_TIPM MEDIUM_P.PABLO	NO		
570328	#########	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	25				1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	2398.5	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
570328	#########	ZSCR	551	050-5	NA	'015	A2C73753302S	NA	A2C73753302	1				1505	transmitter CHR PASE 433 GV#07 4B	NA	HALB	S.Real	93.49	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
570328	#########	ZSCR	551	050-5	NA	'015	A2C87408401	NA	A2C73937402	7				1505	transmitter CHR PASE 315 GV#13 2B	NA	HALB	S.Real	619.99	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
570328	#########	ZSCR	551	050-5	NA	'015	A2C86022500	NA	A2C86023300	4				1505	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	330.44	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
570406	#########	ZSCR	551	034-2	NA	'015	A2C32292400	NA	A2C8016290093	2				1342	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	233.1	S1_RFHM CUSW_A.ADRIANA	NO	4985702935	
570523	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	11				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	552.64	410098771_PASE F	NO	4985697690	
570536	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	4				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	200.96	410098771_PASE F	NO	4985697690	
570547	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	9				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	452.16	410098771_PASE F	NO	4985697690	
570553	#########	ZSCR	551	034-2	NA	'015	A2C7395960192	NA	A2C7395960192	1				1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	47.16	S1_PASE FOB CUSW_A.ADRI	NO	4985705844	**
570586	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703137	
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001281	1				1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	0.07	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001842	44				1351	"R LIN,61K9,1%,TK100,125mW,0805"		ROH	NA	0.44	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002143	209				1351	"R LIN,1K5,5%,TK200,100mW,0603"		ROH	NA	2.09	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	56				1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.56	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	15				1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	0.15	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002176	6				1351	"R LIN,36K,5%,TK200,100mW,0603"		ROH	NA	0.06	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40003098	1				1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.01	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007730	983				1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	127.79	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012095	2				1351	"R LIN,825R,1%,TK100,100mW,0603"		ROH	NA	0.02	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012104	11				1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.11	S1_TIPM MEDIUM_M.MIGUEL	NO		
570619	#########	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012807	11				1351	"T FET/NTD3055L104,MOS,POWER,CASE369A"		ROH	NA	11.33	S1_TIPM MEDIUM_M.MIGUEL	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00002070	10				1351	"C CER,X7R,22nF,10%,100V,0805,Sn"		ROH	NA	0.3	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00010444	1				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00018438	16				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.16	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00018438	47				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.47	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00025914	61				1351	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"		ROH	NA	6.71	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00026746	2				1351	"5.6pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.08	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00039707	12				1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	5.16	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00042658	1				1351	"6.8uH,3.15A,SMD,COIL/b82475-A1682-01"		ROH	NA	2.26	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00048832	1				1351	"330uF,20%,35V,SMD,AL,ELEC CAP/EMVE350ADA"		ROH	NA	0.95	S1_RFHM CUSW_J.JORGE AG	NO		
570621	#########	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	26				1351	antenna		ROH	NA	43.94	S1_RFHM CUSW_J.JORGE AG	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00017250	18				1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	3.42	S1_CBC_M.MIGUEL BANUELO	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00041099	78				1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	7.8	S1_CBC_M.MIGUEL BANUELO	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00052390	26				1351	"60V,1A,1,SCHOTTKY,DO-214AC (SMA),RECT DI"		ROH	NA	12.48	S1_CBC_M.MIGUEL BANUELO	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00059932	35				1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	284.9	S1_CBC_M.MIGUEL BANUELO	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00695800	296				1351	"C CER,X7R,100nF,10%,100V,0805,Sn,FLOATIN"		ROH	NA	44.4	S1_CBC_M.MIGUEL BANUELO	NO		
570623	#########	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40006738	66				1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	1.32	S1_CBC_M.MIGUEL BANUELO	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00006606	1				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00011220	24				1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.24	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00018109	3				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.03	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	10				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.1	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00020090	262				1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	2.62	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	42				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.84	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032099	301				1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	6.02	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032102	114				1351	"15pF,1%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	2.28	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00057187	35				1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.7	S1_CUSW UF PASE_J.JORGE	NO		
570624	#########	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C40009069	5				1351	"C CER,X7R,1uF,10%,10V,C0805,-"		ROH	NA	0.4	S1_CUSW UF PASE_J.JORGE	NO		
570625	#########	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C00018438	33				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.33	S1_CUSW UF PASE_J.JORGE	NO		
570625	#########	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C00018862	4				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	4.48	S1_CUSW UF PASE_J.JORGE	NO		
570625	#########	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C40002831	11				1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	2.53	S1_CUSW UF PASE_J.JORGE	NO		
570625	#########	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C53331174	13				1351	antenna		ROH	NA	21.97	S1_CUSW UF PASE_J.JORGE	NO		
570784	#########	ZSCR	551	034-2	NA	'050	A2C86022500	NA	A2C8730220092	4				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real/AutoBF	255.32	S1_CUSW UF RFHM_A.ADRIA	NO	4985706085	**
570785	#########	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	6				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	885.9	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
