No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
677889	28/10/2015	ZSCR	551	030-1	NA	'063	A2C32804900	NA	A2C32804900	1	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	42.23	S1_NISSAN KEY FOB CMF1_	NO	4995020409
677889	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3280500092	NA	A2C3280500092	1	1301	circuit board assy TPM bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995019926
677899	28/10/2015	ZSCR	551	040-3	NA	'063	A2C3122130092	NA	A2C3122130092	1	1403	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	46.42	S1_NISSAN KEY FOB CMF1_	NO	4995021859
677899	28/10/2015	ZSCR	551	040-3	NA	'063	A2C3280420092	NA	A2C3280420092	1	1403	circuit board assy TPM Bottom	NA	HALB	S.Real	42.16	S1_NISSAN KEY FOB CMF1_	NO	4995021910
677900	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3122130092	NA	A2C3122130092	1	1301	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	46.42	S1_NISSAN KEY FOB CMF1_	NO	4995019761
677901	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3122130092	NA	A2C3122130092	1	1301	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	46.42	S1_NISSAN KEY FOB CMF1_	NO	4995019761
677902	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3280490092	NA	A2C3280490092	1	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995019775
677974	29/10/2015	ZSCR	551	040-1	NA	'045	A2C95891800	NA	A2C95891800	1	1401	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995019683
677975	29/10/2015	ZSCR	551	040-1	NA	'045	A2C95891800	NA	A2C95891800	1	1401	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995019683
677976	29/10/2015	ZSCR	551	040-2	NA	'045	A2C94619900	NA	A2C82982800	1	1402	pcb assy BCU	NA	HALB	S.Real	320.1	S4_PQ35 6ta Gen_. (APR	NO	4995021576
677977	29/10/2015	ZSCR	551	040-3	NA	'045	A2C94619900	NA	A2C82982800	2	1403	pcb assy BCU	NA	HALB	S.Real	640.2	S4_PQ35 6ta Gen_. (APR	NO	4995022028
677978	29/10/2015	ZSCR	551	050-1	NA	'045	A2C95891800	NA	A2C95891800	1	1501	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995022352
677980	29/10/2015	ZSCR	551	034-2	NA	'045	A2C95891800	NA	A2C95891800	1	1342	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995020763
678067	29/10/2015	ZSCR	551	030-1	NA	'045	A2C3826900092	NA	A2C3826900092	4	1301	pcb assy BCU P42M NAM bottom	NA	HALB	S.Real/AutoBF	137.88	S1_NISSAN BCM 5TH BUNDL	NO	4995020553
678088	29/10/2015	ZSCR	551	030-1	NA	'045	A2C96023200	NA	A2C8480800093	8	1301	pcb assy BCU Top	NA	HALB	S.Real	784.32	S4_PQ GATEWAY MY13_. (	NO	4995020123
678089	29/10/2015	ZSCR	551	030-1	NA	'045	A2C53380884	NA	A2C53287265	8	1301	pcb VW PQ35	NA	ROH	NA	104.96	S4_PQ GATEWAY MY13_. (	NO	4995019004
678092	29/10/2015	ZSCR	551	030-1	NA	'045	A2C95891600	NA	A2C9589180093	4	1301	pcb assy BCU 315 V44 SMD TOP	NA	HALB	S.Real	1094.44	S4_PQ25 LP3_. (APROBAC	NO	4995020190
678093	29/10/2015	ZSCR	551	030-1	NA	'045	A2C9978590001	NA	A2C3826890093	3	1301	pcb assy BCU L42L NAM	NA	HALB	S.Real	677.46	S1_NISSAN BCM 5TH BUNDL	NO	4995019953
678096	29/10/2015	ZSCR	551	030-1	NA	'045	A2C94792902	NA	A2C97873001	1	1301	pcb assy LCM v02 +ALM	NA	HALB	S.Real	105.77	S1_ABM_. (APROBACION A	NO	4995020343
678098	29/10/2015	ZSCR	551	030-1	NA	'045	S180192170A	NA	A2C82752211	1	1301	electronic assy BCU	NA	HALB	S.Real	267.93	S2_CMF1_. (APROBACION	NO	4995020025
678104	29/10/2015	MB1A	551	010-4	B30301-02310	'045	NA	NA	A2C95891800	1	1104	pcb assy BCU 315 V44	QN410112313	HALB	S.Real	291.83	410112313_PQ25 L	NO	4995018761
678111	29/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C82752610	1	1301	electronic assy BCU	NA	HALB	S.Real	220.01	S2_CMF1_. (APROBACION	NO	4995020053
678113	29/10/2015	ZSCR	551	030-1	NA	'045	A2C95891800	NA	A2C95891800	1	1301	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995020156
678116	29/10/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C95891800	1	1253	pcb assy BCU 315 V44	VUG102575	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995018882
678128	29/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C8275261093	2	1301	electronic assy BCU TOP	NA	HALB	S.Real	420.74	S2_CMF1_. (APROBACION	NO	4995020069
678138	29/10/2015	ZSCR	551	030-1	NA	'045	A2C96023200	NA	A2C8480800093	3	1301	pcb assy BCU Top	NA	HALB	S.Real	294.12	S4_PQ GATEWAY MY13_. (	NO	4995020123
678140	29/10/2015	ZSCR	551	030-1	NA	'045	A2C3826900093	NA	A2C3826900093	1	1301	pcb assy BCU P42M NAM Top	NA	HALB	S.Real	204.74	S1_NISSAN BCM 5TH BUNDL	NO	4995019965
678167	29/10/2015	ZSCR	551	030-1	NA	'045	A2C73843504	NA	A2C7384360293	1	1301	DCM*GM GLOBAL NEC_EX2 PCB TOP MAN. ASS.	NA	HALB	S.Real	15.93	S6_KWANG JIN_J.JAVIER B	NO	4995019979
678226	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213475	230	1342	"tab 0,62x0,62 L=15,7"	NA	ROH	NA	20.7	S4_PQ35 6ta Gen_. (APR	NO	4995019165
678226	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213476	260	1342	"tab 1,5x0,6"	NA	ROH	NA	31.2	S4_PQ35 6ta Gen_. (APR	NO	4995019190
678226	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213477	250	1342	"tab 2,8x0,8"	NA	ROH	NA	52.5	S4_PQ35 6ta Gen_. (APR	NO	4995019223
678226	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213478	246	1342	"tab 4,8x0,8"	NA	ROH	NA	76.26	S4_PQ35 6ta Gen_. (APR	NO	4995019266
678228	29/10/2015	ZSCR	551	040-2	NA	'045	A2C95891600	77AA	A2C95891600	1	1402	BCU VW PQ25 MY15 ZE 315max V44 max MID	NA	FERT	NA	307.92	S4_PQ25 LP3_. (APROBAC	NO	4995020883
678229	29/10/2015	ZSCR	551	040-2	NA	'045	A2C95891600	77AA	A2C95891600	1	1402	BCU VW PQ25 MY15 ZE 315max V44 max MID	NA	FERT	NA	307.92	S4_PQ25 LP3_. (APROBAC	NO	4995020883
678231	29/10/2015	ZSCR	551	040-2	NA	'045	A2C53350168	NA	A2C53311196	1	1402	cover LOP B BK	NA	ROH	NA	7.04	S4_PQ35 6ta Gen_. (APR	NO	4995021182
678231	29/10/2015	ZSCR	551	040-2	NA	'045	A2C53350168	NA	A2C53340509	4	1402	"housing UPP 170,0x 180,0"	NA	ROH	NA	35.32	S4_PQ35 6ta Gen_. (APR	NO	4995021229
678237	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213475	280	1342	"tab 0,62x0,62 L=15,7"	NA	ROH	NA	25.2	S4_PQ35 6ta Gen_. (APR	NO	4995019165
678237	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213477	240	1342	"tab 2,8x0,8"	NA	ROH	NA	50.4	S4_PQ35 6ta Gen_. (APR	NO	4995019223
678237	29/10/2015	ZSCR	551	034-2	NA	'045	A2C31082800	NA	A2C53213478	120	1342	"tab 4,8x0,8"	NA	ROH	NA	37.2	S4_PQ35 6ta Gen_. (APR	NO	4995019266
678239	29/10/2015	ZSCR	551	034-2	NA	'045	A2C73843508	7986	A2C73843508	2	1342	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	95.22	S6_KWANG JIN_J.JAVIER B	NO	4995019091
678251	29/10/2015	ZSCR	551	040-1	NA	'045	A2C73843508	7986	A2C73843508	1	1401	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	47.61	S6_KWANG JIN_J.JAVIER B	NO	4995019475
678262	29/10/2015	ZSCR	551	040-2	NA	'045	5WY8800	NA	A2C53282674	2	1402	male connector 26P H 2R THP GY B	NA	ROH	NA	12.92	S1_ABM_. (APROBACION A	NO	4995021029
678262	29/10/2015	ZSCR	551	040-2	NA	'045	5WY8800	NA	A2C53282675	6	1402	male connector 24P H 2R THP BK A	NA	ROH	NA	43.44	S1_ABM_. (APROBACION A	NO	4995021149
678271	29/10/2015	ZSCR	551	040-1	NA	'045	A2C9978590001	NA	A2C38268900	1	1401	pcb assy BCU	NA	HALB	S.Real	267.98	S1_NISSAN BCM 5TH BUNDL	NO	4995019557
678551	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863360110	NA	A2C9751600292	2	1301	electronic assy BCU	NA	HALB	S.Real/AutoBF	212.72	S2_CMF1_.	NO	4995020659
678554	30/10/2015	ZSCR	551	040-1	NA	'045	A2C9863350110	NA	A2C9751570293	2	1401	electronic assy BCU	NA	HALB	S.Real	580.78	S2_CMF1_.	NO	4995019702
678556	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863360110	NA	A2C9751600292	2	1301	electronic assy BCU	NA	HALB	S.Real/AutoBF	212.72	S2_CMF1_.	NO	4995020659
678558	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863360110	NA	A2C9751600292	2	1301	electronic assy BCU	NA	HALB	S.Real/AutoBF	212.72	S2_CMF1_.	NO	4995020659
678561	30/10/2015	ZSCR	551	030-1	NA	'045	A2C3910550010	NA	A2C3907020092	2	1301	electronic assy BCU	NA	HALB	S.Real/AutoBF	307.18	S2_CMF1_.	NO	4995020578
678582	30/10/2015	ZSCR	551	040-2	NA	'045	A2C8298300093	NA	A2C82979500	2	1402	pcb 4-lay 1353 main	NA	ROH	NA	100.2	S4_PQ35 6ta Gen_.	NO	4995021365
678589	30/10/2015	ZSCR	551	030-1	NA	'045	A2C8298300093	NA	A2C82979500	4	1301	pcb 4-lay 1353 main	NA	ROH	NA	200.4	S4_PQ35 6ta Gen_.	NO	4995019044
678592	30/10/2015	ZSCR	551	030-1	NA	'045	S122736403C	NA	A2C84152400	4	1301	pcb	NA	ROH	NA	128.48	S1_NISSAN BCM 5TH BUNDL	NO	4995019057
678599	30/10/2015	ZSCR	551	030-1	NA	'045	S122736400G	NA	A2C8981760092	4	1301	pcb assy BCU L42N NAM botttom	NA	HALB	S.Real/AutoBF	266.8	S1_NISSAN BCM 5TH BUNDL	NO	4995020609
678600	30/10/2015	ZSCR	551	030-1	NA	'045	A2C82982600	NA	A2C8298260093	2	1301	pcb assy BCU Top	NA	HALB	S.Real	625.7	S4_PQ35 6ta Gen_.	NO	4995020085
678617	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863350110	NA	A2C9751570293	1	1301	electronic assy BCU	NA	HALB	S.Real	290.39	S2_CMF1_.	NO	4995020227
678624	30/10/2015	ZSCR	551	040-1	NA	'045	S122736222A	NA	A2C9050880093	1	1401	pcb assy BCU P42J/K Top	NA	HALB	S.Real	235.87	S1_NISSAN BCM 5TH BUNDL	NO	4995019659
678625	30/10/2015	ZSCR	551	030-1	NA	'045	A2C94619700	NA	A2C82982600	1	1301	pcb assy BCU	NA	HALB	S.Real	328.97	S4_PQ35 6ta Gen_.	NO	4995020073
678629	30/10/2015	ZSCR	551	030-1	NA	'045	A2C96023300	NA	A2C8480810093	1	1301	pcb assy BCU Top	NA	HALB	S.Real	99.98	S4_PQ GATEWAY MY13_.	NO	4995020133
678633	30/10/2015	ZSCR	551	030-1	NA	'045	S122736221A	NA	A2C9050840093	1	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	233.12	S2_BCM SQUARE D_R.RODRI	NO	4995020145
678636	30/10/2015	ZSCR	551	030-1	NA	'045	A2C97873001	NA	A2C9787300193	3	1301	SMD lado TOP	NA	HALB	S.Real	249.75	S1_ABM_.	NO	4995020357
678640	30/10/2015	ZSCR	551	030-1	NA	'045	A2C53380884	NA	A2C53287265	16	1301	pcb VW PQ35	NA	ROH	NA	209.92	S4_PQ GATEWAY MY13_.	NO	4995019004
678655	30/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C82752610	1	1301	electronic assy BCU	NA	HALB	S.Real	220.01	S2_CMF1_.	NO	4995020053
678657	30/10/2015	ZSCR	551	030-1	NA	'045	A2C98817900	NA	A2C98818900	1	1301	pcb assy BCU 434 V29	NA	HALB	S.Real	300.93	S4_PQ25 LP3_.	NO	4995020376
678660	30/10/2015	ZSCR	551	040-2	NA	'045	A2C9978590001	NA	A2C38268900	1	1402	pcb assy BCU	NA	HALB	S.Real	267.98	S1_NISSAN BCM 5TH BUNDL	NO	4995021475
678662	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863350110	NA	A2C9751570293	1	1301	electronic assy BCU	NA	HALB	S.Real	290.39	S2_CMF1_.	NO	4995020227
678664	30/10/2015	ZSCR	551	030-1	NA	'045	A2C9863350110	NA	A2C97515702	1	1301	electronic assy BCU	NA	HALB	S.Real	292.36	S2_CMF1_.	NO	4995020211
678666	30/10/2015	ZSCR	551	030-1	NA	'045	A2C94792902	NA	A2C97873001	1	1301	pcb assy LCM v02 +ALM	NA	HALB	S.Real	105.77	S1_ABM_.	NO	4995020343
678669	30/10/2015	ZSCR	551	040-2	NA	'045	A2C3826900093	NA	A2C3826900093	1	1402	pcb assy BCU P42M NAM Top	NA	HALB	S.Real	204.74	S1_NISSAN BCM 5TH BUNDL	NO	4995021490
678673	30/10/2015	ZSCR	551	040-2	NA	'045	A2C96023300	NA	A2C8480810093	1	1402	pcb assy BCU Top	NA	HALB	S.Real	99.98	S4_PQ GATEWAY MY13_.	NO	4995021595
678676	30/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C82752610	1	1301	electronic assy BCU	NA	HALB	S.Real	220.01	S2_CMF1_.	NO	4995020053
678677	30/10/2015	ZSCR	551	030-1	NA	'045	A2C97873001	NA	A2C9787300193	1	1301	SMD lado TOP	NA	HALB	S.Real	83.25	S1_ABM_.	NO	4995020357
678679	30/10/2015	ZSCR	551	030-1	NA	'045	A2C3826900093	NA	A2C3826900093	1	1301	pcb assy BCU P42M NAM Top	NA	HALB	S.Real	204.74	S1_NISSAN BCM 5TH BUNDL	NO	4995019965
678691	30/10/2015	ZSCR	551	030-1	NA	'045	S180192185B	NA	A2C97516001	2	1301	electronic assy BCU	NA	HALB	S.Real	484.28	S2_CMF1_.	NO	4995020243
678693	30/10/2015	ZSCR	551	040-3	NA	'045	S180192175A	NA	A2C82752610	2	1403	electronic assy BCU	NA	HALB	S.Real	440.02	S2_CMF1_.	NO	4995021986
678696	30/10/2015	ZSCR	551	030-1	NA	'045	S180192185B	NA	A2C97516001	1	1301	electronic assy BCU	NA	HALB	S.Real	242.14	S2_CMF1_.	NO	4995020243
678698	30/10/2015	ZSCR	551	030-1	NA	'045	S180192180B	NA	A2C97515701	1	1301	electronic assy BCU	NA	HALB	S.Real	288.97	S2_CMF1_.	NO	4995020202
678709	30/10/2015	ZSCR	551	030-1	NA	'045	A2C96023300	NA	A2C8480810093	4	1301	pcb assy BCU Top	NA	HALB	S.Real	399.92	S4_PQ GATEWAY MY13_.	NO	4995020133
678715	30/10/2015	ZSCR	551	030-1	NA	'045	A2C96023200	NA	A2C8480800093	3	1301	pcb assy BCU Top	NA	HALB	S.Real	294.12	S4_PQ GATEWAY MY13_.	NO	4995020123
678721	30/10/2015	ZSCR	551	030-1	NA	'045	A2C96023300	NA	A2C8480810093	1	1301	pcb assy BCU Top	NA	HALB	S.Real	99.98	S4_PQ GATEWAY MY13_.	NO	4995020133
