No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	 	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00006609	4	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.04	PSAD_DAIMLER STAR 2_N.N	NO	4987640182		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00006609	28	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.28	PSAD_DAIMLER STAR 2_N.N	NO	4987639607		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00006609	14	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.14	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00006609	21	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.21	PSAD_DAIMLER STAR 2_N.N	NO	4987640344		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00006609	14	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.14	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00006609	16	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.16	PSAD_DAIMLER STAR 2_N.N	NO	4987640245		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00006616	8	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.08	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00006616	1	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00007695	1	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.16	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00018432	1	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	0.19	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00018432	1	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	0.19	PSAD_DAIMLER STAR 2_N.N	NO	4987639607		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00018432	2	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	0.38	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00018432	1	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	0.19	PSAD_DAIMLER STAR 2_N.N	NO	4987640245		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00021262	1	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	0.26	PSAD_DAIMLER STAR 2_N.N	NO	4987640245		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00023857	1	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.32	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00023857	6	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	1.92	PSAD_DAIMLER STAR 2_N.N	NO	4987640182		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00023857	33	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	10.56	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00028102	9	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	16.56	PSAD_DAIMLER STAR 2_N.N	NO	4987639645		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00031009	6	1351	"4,EQ ISO,konvex 1206,1K,1%,63mW,NET RES/"		ROH	NA	0.36	PSAD_DAIMLER STAR 2_N.N	NO	4987640245		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00032448	5	1351	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	0.5	PSAD_DAIMLER STAR 2_N.N	NO	4987640182		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00032448	1	1351	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	0.1	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00033919	7	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.84	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00033919	6	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.72	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00033919	2	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.24	PSAD_DAIMLER STAR 2_N.N	NO	4987640182		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00033919	1	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.12	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00033919	5	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.6	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00035287	57	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	29.64	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00043037	1	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.56	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00043037	1	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.56	PSAD_DAIMLER STAR 2_N.N	NO	4987640182		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00043037	36	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	20.16	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00047805	44	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	4.4	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00047805	58	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	5.8	PSAD_DAIMLER STAR 2_N.N	NO	4987639645		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00047805	2	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	0.2	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00047805	55	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	5.5	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00047805	10	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	1	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00047805	21	1351	"1nF,10%,200V,X7R,0805,Sn,CER CAP/ ++ Ope"		ROH	NA	2.1	PSAD_DAIMLER STAR 2_N.N	NO	4987640263		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00049163	3	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	0.69	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00049163	17	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	3.91	PSAD_DAIMLER STAR 2_N.N	NO	4987640226		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00049163	1	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	0.23	PSAD_DAIMLER STAR 2_N.N	NO	4987639645		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00049163	6	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	1.38	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00051989	9	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.38	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00051994	10	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	9	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00051999	1	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.6	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00051999	1	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.6	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00052851	4	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.04	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00052851	1	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO	4987640226		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00052851	1	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO	4987639645		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00052851	23	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.23	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00052851	1	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO	4987640263		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00052867	1	1351	"ATIC129,4LOOP,QFP80_MARS"		ROH	NA	22.22	PSAD_DAIMLER STAR 2_N.N	NO	4987640226		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00052919	5	1351	"1,N_CHAN,MOS,POWER,55V,30A,15mOhm,TO252/"		ROH	NA	10.65	PSAD_DAIMLER STAR 2_N.N	NO	4987640263		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C00054116	9	1351	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	4.86	PSAD_DAIMLER STAR 2_N.N	NO	STOCK		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C00060253	1	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	28.02	PSAD_DAIMLER STAR 2_N.N	NO	4987640263		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00064279	93	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	29.76	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00064279	60	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	19.2	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C00064279	25	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	8	PSAD_DAIMLER STAR 2_N.N	NO	4987640226		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00064279	19	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	6.08	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C00064279	119	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	38.08	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00064844	1	1351	"TJA1021T/20/C and ATA6663, IC BUS DRIV/L"		ROH	NA	1.74	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C40007265	3	1351	"D SUP/PESD1LIN,SOD323"		ROH	NA	1.35	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C40007265	3	1351	"D SUP/PESD1LIN,SOD323"		ROH	NA	1.35	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C40007265	4	1351	"D SUP/PESD1LIN,SOD323"		ROH	NA	1.8	PSAD_DAIMLER STAR 2_N.N	NO	4987640226		
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C40007265	1	1351	"D SUP/PESD1LIN,SOD323"		ROH	NA	0.45	PSAD_DAIMLER STAR 2_N.N	NO			
597786	10/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C40007265	17	1351	"D SUP/PESD1LIN,SOD323"		ROH	NA	7.65	PSAD_DAIMLER STAR 2_N.N	NO	4987640373		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00004364	5	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00004364	49	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.49	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00004364	2	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00004364	4	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640093	NA	A2C00004364	2	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00004364	3	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00004364	63	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.63	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00004364	5	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00006616	1	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00019591	12	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.12	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00019592	15	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.15	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8333800092	NA	A2C00019595	154	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	1.54	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00019595	27	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.27	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00019595	607	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	6.07	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00023857	5	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	1.6	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00023857	9	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.88	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00023857	45	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	14.4	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530092	NA	A2C00032168	1	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00032168	2	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00032168	10	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_HONDA HRS6_N.NORTON	NO	4987639533		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640093	NA	A2C00032168	1	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00032168	27	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.27	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00033507	5	1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	1.05	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00033919	12	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.44	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00033919	18	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	2.16	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00033919	2	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.24	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00033919	18	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	2.16	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640093	NA	A2C00033919	5	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.6	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00033919	583	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	69.96	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00035287	2	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	1.04	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00038706	3	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.93	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00038706	3	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.93	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00038706	1	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.31	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00039667	3	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.87	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00054116	698	1351	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	376.92	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8496530093	NA	A2C00057767	2	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	35.16	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00057767	4	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	70.32	PS_HONDA HRS6_N.NORTON	NO	4987639536		
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640093	NA	A2C00057767	1	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.58	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00057767	2	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	35.16	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8333800092	NA	A2C40003820	1	1351	"R LIN,10R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_N.NORTON	NO			
597787	10/03/2015	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C53041436	1	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.09	PS_HONDA HRS6_N.NORTON	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00004349	8	1095	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.08	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00006435	27	1095	"1R,5%,TK600,63mW,0603,LIN RES/"		ROH	NA	0.27	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00006609	8	1095	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.08	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00006609	1	1095	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.01	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00006616	9	1095	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.09	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00019943	3	1095	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	0.39	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00023274	1	1095	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.18	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00023274	133	1095	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	23.94	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00023857	1	1095	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.32	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00023857	2	1095	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.64	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00033919	15	1095	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.8	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00033919	38	1095	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	4.56	PSAD_DAIMLER SMART_F.FE	NO			
597798	10/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00035287	2	1095	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	1.04	PSAD_DAIMLER SMART_F.FE	NO			
