No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
443586	4/13/2014	ZSCR	551	040-2	NA	'054	A2C86329900	NA	A2C83007800	1402	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real	335.97	PSAD_ASTON MARTIN_J.JOS	NO				
443592	4/13/2014	ZSCR	551	040-1	NA	'054	5WK43967	NA	A2C53243155MI	1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO				
443593	4/13/2014	ZSCR	551	040-2	NA	'054	5WK43967	NA	A2C53243155MI	1402	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO				
443595	4/13/2014	ZSCR	551	034-2	NA	'054	A2C83972000	NA	A2C8397200093	1342	pcb topSMD Top	NA	HALB	S.Real	717.5	PS_SDM10+_C.CAROLINA OT	NO				
443596	4/13/2014	ZSCR	551	034-3	NA	'054	A2C83972000	NA	A2C8397200093	1343	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443597	4/13/2014	ZSCR	551	034-3	NA	'054	5WK44630	NA	A2C32509000	1343	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	274.66	PSAD_VW20_U.ULISES VILL	NO				
443598	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44760	NA	5WK44760	1342	AIRBAG HONDA HRS6 2GA MY13 V10	NA	FERT	NA	202.88	PS_HONDA HRS6_J.JUAN CH	NO				
443600	4/13/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84851600	1342	ACU VW10 16 NAR BOSE	NA	FERT	NA	574.42	PS_VW10 LC_U.ULISES VIL	NO				
443602	4/13/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
443603	4/13/2014	ZSCR	551	034-4	NA	'054	A2C87038500	NA	A2C5339962902	1344	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	986.34	PS_HONDA HRS5_.	NO				
443605	4/13/2014	ZSCR	551	034-4	NA	'054	A2C86329900	NA	A2C83007800	1344	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real	671.94	PSAD_ASTON MARTIN_J.JOS	NO				
443606	4/13/2014	ZSCR	551	040-3	NA	'054	A2C82535000	NA	A2C82535200	1403	pcb assy OPLA4400 XESA	NA	HALB	S.Real/AutoBF	240.57	PSAD_OPEL 4400_J.JOSE O	NO				
443608	4/13/2014	ZSCR	551	034-4	NA	'054	A2C37924700	NA	A2C37744300	1344	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO				
443609	4/13/2014	ZSCR	551	034-1	NA	'054	A2C83377600	NA	A2C83377600	1341	ACU RCMT5 MY10 Landrover	NA	FERT	NA	503.73	PSAD_LAND ROVER_J.JOSE	NO				
443612	4/13/2014	ZSCR	551	040-3	NA	'054	5WK44774	NA	A2C81533000	1403	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO				
443613	4/13/2014	ZSCR	551	040-1	NA	'054	A2C85801200	NA	A2C83972000	1401	pcb topSMD	NA	HALB	S.Real/AutoBF	723.3	PS_SDM10+_C.CAROLINA OT	NO				
443616	4/13/2014	ZSCR	551	034-4	NA	'054	A2C86852400	NA	A2C87110200	1344	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	408.4	PS_HYUNDAI_.	NO				
443618	4/13/2014	ZSCR	551	040-1	NA	'054	A2C83971700	NA	A2C83971900	1401	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_C.CAROLINA OT	NO				
443620	4/13/2014	ZSCR	551	040-2	NA	'054	A2C89730900	NA	A2C8021660002	1402	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
443624	4/13/2014	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C86852400	1403	ACU PTFSPEED10 MY13 12 UD 4DR FL	NA	FERT	NA	228.84	PS_HYUNDAI_.	NO				
443627	4/13/2014	ZSCR	551	040-1	NA	'054	5WK44748	NA	A2C80256400	1401	pcb assy HONHRS6 D_7	NA	HALB	S.Real	181.29	PS_HONDA HRS6_J.JUAN CH	NO				
443628	4/13/2014	ZSCR	551	040-2	NA	'054	A2C82540900	NA	A2C82541000	1402	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO				
443629	4/13/2014	ZSCR	551	040-3	NA	'054	A2C3268040002	NA	A2C3268040093	1403	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO				
443633	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_ARAMIS III_E.EDWIN R	NO				
443633	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	19.22	PS_ARAMIS III_E.EDWIN R	NO				
443633	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	1342	certification label spool part p	NA	ROH	NA	0.5	PS_ARAMIS III_E.EDWIN R	NO				
443633	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53371768	1342	cover FIP T GY	NA	ROH	NA	2.84	PS_ARAMIS III_E.EDWIN R	NO				
443633	4/13/2014	ZSCR	551	034-2	NA	'054	A2C86816802	NA	A2C86617100	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO				
443637	4/13/2014	ZSCR	551	034-4	NA	'054	A2C37964105	NA	A2C35116200	1344	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO				
443640	4/13/2014	ZSCR	551	034-2	NA	'054	A2C32453907	NA	A2C32453907	1342	ACU DAGSTAR2 MY12 RO 24 W/V/X222mi	NA	FERT	NA	427.76	PSAD_DAIMLER STAR 2_A.A	NO				
443646	4/13/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	1342	cover RAP T BK	NA	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO				
443649	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519400	1342	cover	NA	ROH	NA	16.74	PSAD_VW20_U.ULISES VILL	NO				
443649	4/13/2014	ZSCR	551	034-2	NA	'054	A2C38172101	NA	A2C53424040	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	5.4	PSAD_VW20_U.ULISES VILL	NO				
443652	4/13/2014	ZSCR	551	034-2	NA	'054	A2C83377700	NA	A2C83043800	1342	bracket capacitor	NA	ROH	NA	142.08	PSAD_LAND ROVER_J.JOSE	NO				
443652	4/13/2014	ZSCR	551	034-2	NA	'054	A2C83377700	NA	A2C83044300	1342	MULTI CONNECTOR 64 PIN	NA	ROH	NA	160.14	PSAD_LAND ROVER_J.JOSE	NO				
443654	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	1.8	PS_ARAMIS III_E.EDWIN R	NO				
443654	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	38.44	PS_ARAMIS III_E.EDWIN R	NO				
443654	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53371768	1342	cover FIP T GY	NA	ROH	NA	5.68	PS_ARAMIS III_E.EDWIN R	NO				
443657	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44753	NA	A2C53397769	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO				
443658	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_U.ULISES VIL	NO				
443660	4/13/2014	ZSCR	551	034-2	NA	'054	5WK43024	NA	6593331401	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	13	PS_HONDA HRS6_J.JUAN CH	NO				
443661	4/13/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53333520	1342	TYPE LABLE	NA	ROH	NA	57	PS_SDM10+_C.CAROLINA OT	NO				
443662	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	1342	certification label spool part p	NA	ROH	NA	40	PS_ARAMIS III_E.EDWIN R	NO				
443663	4/13/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53108379	1342	cover FIP T GY	NA	ROH	NA	6.9	PS_ARAMIS III_E.EDWIN R	NO				
443664	4/13/2014	ZSCR	551	040-3	NA	'054	A2C83377700	NA	A2C83043800	1403	bracket capacitor	NA	ROH	NA	79.92	PSAD_LAND ROVER_J.JOSE	NO				
443671	4/13/2014	ZSCR	551	040-3	NA	'054	A2C82542000	NA	A2C82541100	1403	PIN CONNECTOR / 56/32 POL. KOD. Y-F	NA	ROH	NA	30.98	PSAD_OPEL 4400_J.JOSE O	NO				
443671	4/13/2014	ZSCR	551	040-3	NA	'054	A2C82544900	NA	A2C83035100	1403	PIN CONNECTOR / 56/32 POL. KOD. Y-E	NA	ROH	NA	217	PSAD_OPEL 4400_J.JOSE O	NO				
443672	4/13/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C31769100	1403	pin header 50P H 2R PF 1018 13	NA	ROH	NA	79.56	PSAD_VW20_U.ULISES VILL	NO				
443673	4/13/2014	ZSCR	551	040-3	NA	'054	A2C37964111	NA	A2C53330109	1403	socket	NA	ROH	NA	18.1	PSAD_DAIMLER STAR 2_A.A	NO				
443673	4/13/2014	ZSCR	551	040-3	NA	'054	A2C37964111	NA	A2C91600900	1403	multipoint connector124/ 89P H 2SYS 1018	NA	ROH	NA	57.76	PSAD_DAIMLER STAR 2_A.A	NO				
443675	4/13/2014	ZSCR	551	040-3	NA	'054	5WK44688	NA	A2C53330107	1403	socket	NA	ROH	NA	26.38	PS_HONDA HRS6_J.JUAN CH	NO				
443678	4/13/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	80.76	PS_SDM10+_C.CAROLINA OT	NO				
443678	4/13/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	27.32	PS_SDM10+_C.CAROLINA OT	NO				
443680	4/13/2014	ZSCR	551	034-2	NA	'054	A2C83377600	NA	A2C83043600	1342	"housing 129,3x 112,6"	NA	ROH	NA	19.71	PSAD_LAND ROVER_J.JOSE	NO				
443684	4/13/2014	ZSCR	551	050-3	NA	'054	A2C81622000	NA	A2C53399629	1503	pcb assy HONHRS5 RO V13	NA	HALB	S.Real/AutoBF	657.56	PS_HONDA HRS5_.	NO				
443685	4/13/2014	ZSCR	551	034-2	NA	'054	A2C37924700		A2C37924700	1342	ACU FIA326 MY12 6 3V	NA	FERT	NA	171.4	PS_FIAT BRAZIL_E.EDWIN	NO				
443686	4/13/2014	ZSCR	551	034-2	NA	'054	A2C38070400		A2C38070400	1342	ACU FIA310 MY13 6	NA	FERT	NA	173.11	PS_FIAT BRAZIL_E.EDWIN	NO				
443687	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44675		5WK44675	1342	FIAT 326 V15 6 FL	NA	FERT	NA	170.12	PS_FIAT BRAZIL_E.EDWIN	NO				
443726	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	1342	cover RAP T BK	NA	ROH	NA	67.48	PS_FIAT BRAZIL_E.EDWIN	NO				
443727	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519400	1342	cover	NA	ROH	NA	16.74	PSAD_VW20_U.ULISES VILL	NO				
443727	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519500	1342	base plate	NA	ROH	NA	15.75	PSAD_VW20_U.ULISES VILL	NO				
443730	4/13/2014	ZSCR	551	034-2	NA	'054	5WK43950	NA	A2C53239778	1342	ACU MY08 10	NA	HALB	S.Real	2408.24	OES_HONDA ACCORD_.	NO				
443730	4/13/2014	ZSCR	551	034-2	NA	'054	5WK44276	NA	A2C53362292	1342	ACU MY11 10	NA	HALB	S.Real	2456.08	OES_HONDA ACCORD_.	NO				
443887	4/14/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	5638.8	PS_SDM10+_C.CAROLINA OT	NO				
443896	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443897	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443898	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443899	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443900	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443901	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443902	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443903	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443904	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443905	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443906	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443907	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443908	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443909	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO				
443911	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
443912	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
443914	4/14/2014	ZSCR	551	030-1	NA	'054	A2C82535000	NA	A2C8253520093	1301	pcb assy OPLA4400 XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
443915	4/14/2014	ZSCR	551	030-1	NA	'054	A2C91764200	NA	A2C9257240093	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_C.CAROLINA OTA	NO				
443916	4/14/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO				
443920	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964111	NA	A2C3511620193	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO				
443923	4/14/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443924	4/14/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C81543200	1301	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO				
443925	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO				
443926	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO				
443928	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO				
443929	4/14/2014	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32509000	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO				
443931	4/14/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO				
443932	4/14/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
443934	4/14/2014	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32509000	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO				
443935	4/14/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO				
443936	4/14/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443937	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964111	NA	A2C3511620193	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO				
443938	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
443939	4/14/2014	ZSCR	551	030-1	NA	'054	A2C32453907	NA	A2C3511610093	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO				
443941	4/14/2014	ZSCR	551	030-1	NA	'054	A2C32453907	NA	A2C35116100	1301	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
443942	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C35116200	1301	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO				
443944	4/14/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443945	4/14/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443946	4/14/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO				
443948	4/14/2014	ZSCR	551	030-1	NA	'054	5WK44774	NA	A2C8153300093	1301	pcb assy DAGARM3 V13 TOP	NA	HALB	S.Real	445.55	PS_ARAMIS III_E.EDWIN R	NO				
443951	4/14/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO				
443952	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816700	NA	A2C8681670093	1301	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	454.97	PS_ARAMIS III_E.EDWIN R	NO				
443953	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816700	NA	A2C8681670093	1301	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	454.97	PS_ARAMIS III_E.EDWIN R	NO				
443954	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816700	NA	A2C8681670093	1301	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	454.97	PS_ARAMIS III_E.EDWIN R	NO				
443955	4/14/2014	ZSCR	551	030-1	NA	'054	A2C81532800	NA	A2C8153280093	1301	pcb assy DAGARM3 V12 Top	NA	HALB	S.Real	265.7	PS_ARAMIS III_E.EDWIN R	NO				
443957	4/14/2014	ZSCR	551	030-1	NA	'054	A2C81532800	NA	A2C8153280093	1301	pcb assy DAGARM3 V12 Top	NA	HALB	S.Real	265.7	PS_ARAMIS III_E.EDWIN R	NO				
443958	4/14/2014	ZSCR	551	030-1	NA	'054	A2C86816700	NA	A2C8681670093	1301	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	454.97	PS_ARAMIS III_E.EDWIN R	NO				
443960	4/14/2014	ZSCR	551	030-1	NA	'054	A2C8681670093	NA	A2C8681670092	1301	pcb assy DAGARM3 V18EDR BOTTOM	NA	HALB	S.Real/AutoBF	89.42	PS_ARAMIS III_E.EDWIN R	NO				
443961	4/14/2014	ZSCR	551	030-1	NA	'054	A2C8681670093	NA	A2C8681670092	1301	pcb assy DAGARM3 V18EDR BOTTOM	NA	HALB	S.Real/AutoBF	89.42	PS_ARAMIS III_E.EDWIN R	NO				
443964	4/14/2014	ZSCR	551	030-1	NA	'054	A2C81532800	NA	A2C8153280093	1301	pcb assy DAGARM3 V12 Top	NA	HALB	S.Real	265.7	PS_ARAMIS III_E.EDWIN R	NO				
443987	4/14/2014	ZSCR	551	034-2	NA	'054	5WY79410	NA	6590110301	1342	Epsilon SDM Housing	NA	ROH	NA	3855.2	PSAD_EPSILON_O.OSCAR FO	NO				
443987	4/14/2014	ZSCR	551	034-2	NA	'054	5WY74130	NA	6590110701	1342	Epsilon SDM Cover	NA	ROH	NA	558.76	PSAD_EPSILON_O.OSCAR FO	NO				
443987	4/14/2014	ZSCR	551	034-2	NA	'054	5WY79410	NA	A2C00013954	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	292.8	PSAD_EPSILON_O.OSCAR FO	NO				
443987	4/14/2014	ZSCR	551	034-2	NA	'054	5WY74130	NA	A2C00022191	1342	sticker	NA	ROH	NA	3269.6	PSAD_EPSILON_O.OSCAR FO	NO				
443988	4/14/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	422.84	PS_ARAMIS III_E.EDWIN R	NO				
443989	4/14/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	6590160301	1342	Housing Ford Airbags	NA	ROH	NA	488.6	PS_FORD_.	NO				
443990	4/14/2014	ZSCR	551	040-3	NA	'054	5WK44773	NA	A2C81532800	1403	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO				
443991	4/14/2014	ZSCR	551	040-2	NA	'054	5WK44773	NA	A2C81532800	1402	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO				
443992	4/14/2014	ZSCR	551	040-2	NA	'054	5WK44773	NA	A2C81532800	1402	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO				
443993	4/14/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1401	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
443994	4/14/2014	ZSCR	551	034-2	NA	'054	A2C31080700	NA	A2C3108070093	1342	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	818.76	PS_CHRYSLER MY2013_E.ED	NO				
443995	4/14/2014	ZSCR	551	040-2	NA	'054	A2C91085700	NA	A2C91085700	1402	ACU MY11 18 R SDM10	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO				
443996	4/14/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	1403	socket	NA	ROH	NA	36.2	PS_CHRYSLER MY2013_E.ED	NO				
443997	4/14/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53330103	1342	socket	NA	ROH	NA	10.45	PS_FIAT BRAZIL_E.EDWIN	NO				
443998	4/14/2014	ZSCR	551	040-3	NA	'054	A2C84851600	NA	A2C84835300	1403	pcb assy VW10 V08	NA	HALB	S.Real	3139.8	PS_VW10 LC_U.ULISES VIL	NO				
443999	4/14/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	1228.52	PS_HONDA HRS6_J.JUAN CH	NO				
444000	4/14/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84835300	1342	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO				
444001	4/14/2014	ZSCR	551	040-3	NA	'054	A2C91085700	NA	A2C91085700	1403	ACU MY11 18 R SDM10	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO				
444003	4/14/2014	ZSCR	551	034-4	NA	'054	A2C32453907	NA	A2C35116100	1344	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
444005	4/14/2014	ZSCR	551	040-2	NA	'054	A2C82541900	NA	A2C82542000	1402	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO				
444007	4/14/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C32519400	1403	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO				
