No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
439915	4/6/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS5_.	NO				
439925	4/6/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO				
439947	4/6/2014	ZSCR	551	040-2	NA	'054	A2C83378000	NA	A2C83378100	1402	pcb assy JAGX150 RCM	NA	HALB	S.Real/AutoBF	456.55	PSAD_JAGUAR PED_J.JOSE	NO				
439952	4/6/2014	ZSCR	551	040-3	NA	'054	5WK44461	NA	A2C53404914	1403	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	653.78	PS_HONDA HRS5_.	NO				
439963	4/6/2014	ZSCR	551	040-2	NA	'054	A2C82541900	NA	A2C82542000	1402	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO				
439964	4/6/2014	ZSCR	551	034-3	NA	'054	5WK44630	NA	A2C32509000	1343	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO				
439967	4/6/2014	ZSCR	551	034-3	NA	'054	5WK44630	NA	A2C32509000	1343	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	411.99	PSAD_VW20_U.ULISES VILL	NO				
439970	4/6/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	1403	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO				
439973	4/6/2014	ZSCR	551	034-4	NA	'054	5WY89350	NA	A2C31080700	1344	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
439974	4/6/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
439976	4/6/2014	ZSCR	551	040-3	NA	'054	A2C82541900	NA	A2C82542000	1403	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO				
439979	4/6/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
439981	4/6/2014	ZSCR	551	040-1	NA	'054	A2C82544800	NA	A2C82544900	1401	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real/AutoBF	215.4	PSAD_OPEL 4400_J.JOSE O	NO				
439984	4/6/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544900	1342	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real/AutoBF	215.4	PSAD_OPEL 4400_J.JOSE O	NO				
439988	4/6/2014	ZSCR	551	040-3	NA	'054	A2C83971800	NA	A2C83972000	1403	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO				
440015	4/6/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53408763	1342	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO				
440018	4/6/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	425	PS_VW10 LC_U.ULISES VIL	NO				
440021	4/6/2014	ZSCR	551	040-1	NA	'054	A2C81625900	NA	A2C5339961702	1401	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO				
440025	4/6/2014	ZSCR	551	034-3	NA	'054	A2C87038500	NA	A2C5339962902	1343	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	986.34	PS_HONDA HRS5_.	NO				
440026	4/6/2014	ZSCR	551	034-3	NA	'054	A2C86816802	NA	A2C86617100	1343	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO				
440029	4/6/2014	ZSCR	551	040-2	NA	'054	A2C89730900	NA	A2C8021660002	1402	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440030	4/6/2014	ZSCR	551	034-3	NA	'054	A2C81542300	NA	A2C81543200	1343	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO				
440032	4/6/2014	ZSCR	551	040-3	NA	'054	5WK44461	NA	A2C53404914	1403	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	326.89	PS_HONDA HRS5_.	NO				
440035	4/6/2014	ZSCR	551	034-2	NA	'054	A2C86816802	NA	A2C86617100	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	853.14	PS_ARAMIS III_E.EDWIN R	NO				
440041	4/6/2014	ZSCR	551	034-4	NA	'054	A2C38070400	NA	A2C33209500	1344	pcb assy FIA199 V16	NA	HALB	S.Real	157.98	PS_FIAT BRAZIL_E.EDWIN	NO				
440054	4/6/2014	ZSCR	551	034-2	NA	'054	A2C53429875	NA	A2C53429875A	1342	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	953.04	PS_HYUNDAI_.	NO				
440056	4/6/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440058	4/6/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO				
440064	4/6/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32509000	1342	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO				
440086	4/6/2014	ZSCR	551	050-3	NA	'054	A2C84370400	NA	A2C84370500	1503	MRS*C3 AML-VH400 PCB TOP MAN. ASSEMBLY	NA	HALB	S.Real	669.24	PSAD_ASTON MARTIN_J.JOS	NO				
440246	4/7/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C83012100	1301	pcb assy OPLA3 370	NA	HALB	S.Real	234.53	PSAD_OPEL 3300_J.JOSE O	NO				
440247	4/7/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C53408763	1301	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO				
440250	4/7/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
440251	4/7/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
440261	4/7/2014	ZSCR	551	030-1	NA	'054	5WK44749	NA	A2C80217700	1301	pcb assy HONHRS6 D_20	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO				
440275	4/7/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_C.CAROLINA OT	NO				
440305	4/7/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO				
440306	4/7/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO				
440307	4/7/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO				
440311	4/7/2014	ZSCR	551	030-1	NA	'054	A2C53404915	NA	A2C53404915A	1301	circuit board assy	NA	HALB	S.Real	276.22	PS_HONDA HRS5_.	NO				
440371	4/7/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C83012100	1301	pcb assy OPLA3 370	NA	HALB	S.Real	469.06	PSAD_OPEL 3300_J.JOSE O	NO				
440374	4/7/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C81543200	1301	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO				
440375	4/7/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C81543200	1301	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO				
440422	4/7/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO				
440423	4/7/2014	ZSCR	551	034-4	NA	'054	A2C37964107	NA	A2C35116200	1344	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO				
440426	4/7/2014	ZSCR	551	040-3	NA	'054	A2C84851600	NA	A2C84835300	1403	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO				
440427	4/7/2014	ZSCR	551	040-2	NA	'054	5WY88040	NA	A2C53412214	1402	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO				
440428	4/7/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO				
440430	4/7/2014	ZSCR	551	040-1	NA	'054	5WY88050	NA	A2C53417787	1401	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO				
440452	4/7/2014	ZSCR	551	034-2	NA	'054	A2C83377600	NA	A2C83377700	1342	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	933.82	PSAD_LAND ROVER_J.JOSE	NO				
440459	4/7/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440460	4/7/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO				
440461	4/7/2014	ZSCR	551	040-3	NA	'054	5WK43760	NA	A2C53221384	1403	keypad assy	NA	HALB	S.Real/AutoBF	434.66	OC_OCS NISSAN_A.ANA TAP	NO				
440463	4/7/2014	ZSCR	551	034-2	NA	'054	A2C82541900	NA	A2C82542000	1342	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	1438.02	PSAD_OPEL 4400_J.JOSE O	NO				
440472	4/7/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440473	4/7/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C8021660002	1343	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440480	4/7/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440481	4/7/2014	ZSCR	551	040-3	NA	'054	A2C89730900	NA	A2C8021660002	1403	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440487	4/7/2014	ZSCR	551	040-3	NA	'054	A2C83971800	NA	A2C83972000	1403	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO				
440536	4/7/2014	ZSCR	551	034-4	NA	'054	A2C83971800	NA	A2C83972000	1344	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO				
440547	4/7/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440548	4/7/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C8021660002	1343	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
440557	4/7/2014	ZSCR	551	040-3	NA	'054	5WK42580	NA	A2C53379865	1403	keypad assy	NA	HALB	S.Real/AutoBF	457.55	OC_OCS NISSAN_A.ANA TAP	NO				
440561	4/7/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	1342	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO				
440563	4/7/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO				
440567	4/7/2014	ZSCR	551	034-2	NA	'054	5WK42580	NA	A2C53379865	1342	keypad assy	NA	HALB	S.Real/AutoBF	457.55	OC_OCS NISSAN_A.ANA TAP	NO				
440577	4/7/2014	ZSCR	551	040-3	NA	'054	5WY72620	NA	6590087628	1403		NA	HALB	S.Real/AutoBF	732.03	OES_P131_.	NO				
440584	4/7/2014	ZSCR	551	040-3	NA	'054	5WK43771	NA	A2C53142640	1403	ACU MY07 6	NA	HALB	S.Real	261.75	OES_HONDA CR-V MC_.	NO				
440586	4/7/2014	ZSCR	551	034-2	NA	'054	5WK44225	NA	A2C53347151	1342	ACU MY10 10	NA	HALB	S.Real	296.77	OES_HONDA CR-V MC_.	NO				
440591	4/7/2014	ZSCR	551	040-3	NA	'054	5WY72950	NA	6590119014	1403	Subensamble IM MY06 10L	NA	HALB	S.Real	4528.8	PSAD_EPSILON_O.OSCAR FO	NO				
440604	4/7/2014	ZSCR	551	040-3	NA	'054	5WK44051	NA	A2C53286840	1403	ACU MY08 10	NA	HALB	S.Real	604.3	OES_HONDA ACCORD_.	NO				
440604	4/7/2014	ZSCR	551	040-3	NA	'054	5WK44276	NA	A2C53362292	1403	ACU MY11 10	NA	HALB	S.Real	1535.05	OES_HONDA ACCORD_.	NO				
440609	4/7/2014	ZSCR	551	040-3	NA	'054	5WK44017	NA	A2C53279669	1403	ACU MY10 12	NA	HALB	S.Real	402.55	OES_HONDA CR-V HE_.	NO				
440615	4/7/2014	ZSCR	551	034-2	NA	'054	A2C53241828	NA	A2C53241828	1342	circuit board assy	NA	HALB	S.Real	845.96	PS_FORD_.	NO				
440619	4/7/2014	ZSCR	551	034-2	NA	'054	A2C53142628	NA	A2C53119211	1342	pcb assy	NA	HALB	S.Real	1280.94	OES_HONDA CR-V MC_.	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	5WK44760	1104	AIRBAG HONDA HRS6 2GA MY13 V10	QN410102748	FERT	NA	1420.16	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C3268040002	1104	pcb assy HONHRS6 V11B	QN410102748	HALB	S.Real/AutoBF	1540.1	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C3268040093	1104	pcb assy HONHRS6 V11 top side	QN410102748	HALB	S.Real	3460.34	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C8021660002	1104	pcb assy HONHRS6 V04	QN410102748	HALB	S.Real/AutoBF	3992.69	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C80217700	1104	pcb assy HONHRS6 D_20	QN410102748	HALB	S.Real	307.48	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C8021770002	1104	pcb assy HONHRS6 V20B	QN410102748	HALB	S.Real/AutoBF	614.96	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C8021770093	1104	pcb assy HONHRS6 V20 TOP	QN410102748	HALB	S.Real	1060.96	410102748_HONDA	NO				
440635	4/7/2014	MB1A	551	010-4	95000081	'054	NA	NA	A2C8025640093	1104	pcb assy HONHRS6 V07 TOP	QN410102748	HALB	S.Real	287.92	410102748_HONDA	NO				
440856	4/8/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO				
440857	4/8/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO				
440868	4/8/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	81.06	PS_ARAMIS III_E.EDWIN R	NO				
440954	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82541900	NA	A2C8254200093	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO				
440970	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440971	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440973	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440974	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440976	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440977	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
440978	4/8/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO				
441117	4/8/2014	ZSCR	551	034-2	NA	'054	A2C53375511	NA	A2C53375511	1342	pcb assy DAGARM3 V11	NA	HALB	S.Real	434.62	PS_ARAMIS III_E.EDWIN R	NO				
441126	4/8/2014	ZSCR	551	034-4	NA	'054	A2C32453907	NA	A2C35116100	1344	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
441135	4/8/2014	ZSCR	551	040-2	NA	'054	5WY88040	NA	A2C53412214	1402	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO				
441136	4/8/2014	ZSCR	551	040-2	NA	'054	A2C83971800	NA	A2C83972000	1402	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO				
441150	4/8/2014	ZSCR	551	034-3	NA	'054	A2C84851600	NA	A2C84835300	1343	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO				
441151	4/8/2014	ZSCR	551	040-3	NA	'054	A2C84851600	NA	A2C84835300	1403	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO				
441153	4/8/2014	ZSCR	551	034-3	NA	'054	A2C32453907	NA	A2C35116100	1343	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	766.02	PSAD_DAIMLER STAR 2_A.A	NO				
441156	4/8/2014	ZSCR	551	040-2	NA	'054	5WY88050	NA	A2C53417787	1402	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO				
441164	4/8/2014	ZSCR	551	034-3	NA	'054	5WK44771	NA	A2C81531200	1343	pcb assy DAGARM3 V14	NA	HALB	S.Real	867.7	PS_ARAMIS III_E.EDWIN R	NO				
441170	4/8/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
441171	4/8/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
441172	4/8/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO				
441331	4/9/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	1253.58	PS_VW10 LC_U.ULISES VIL	NO				
441365	4/9/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO				
441366	4/9/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO				
441370	4/9/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
441372	4/9/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C83012100	1301	pcb assy OPLA3 370	NA	HALB	S.Real	234.53	PSAD_OPEL 4400_J.JOSE O	NO				
441391	4/9/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO				
441396	4/9/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
441397	4/9/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	867.7	PS_ARAMIS III_E.EDWIN R	NO				
441418	4/9/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1301	pcb assy HONHRS5 V36 top side	NA	HALB	S.Real	179.03	PS_HONDA HRS6_J.JUAN CH	NO				
441419	4/9/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1301	pcb assy HONHRS5 V36 top side	NA	HALB	S.Real	358.06	PS_HONDA HRS5_.	NO				
441458	4/9/2014	ZSCR	551	040-3	NA	'054	A2C32453901	NA	A2C35116100	1403	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
441459	4/9/2014	ZSCR	551	040-1	NA	'054	A2C32453902	NA	A2C35116100	1401	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
441460	4/9/2014	ZSCR	551	034-4	NA	'054	A2C37964102	NA	A2C35116200	1344	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO				
441468	4/9/2014	ZSCR	551	040-3	NA	'054	A2C32453901	NA	A2C35116100	1403	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
441470	4/9/2014	ZSCR	551	040-1	NA	'054	A2C32453902	NA	A2C35116100	1401	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO				
441472	4/9/2014	ZSCR	551	034-3	NA	'054	5WY89350	NA	A2C31080700	1343	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
441473	4/9/2014	ZSCR	551	040-3	NA	'054	A2C85606300	NA	A2C3268040002	1403	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	616.04	PS_HONDA HRS5_.	NO				
441476	4/9/2014	ZSCR	551	034-3	NA	'054	A2C32453902	NA	A2C35116100	1343	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	766.02	PSAD_DAIMLER STAR 2_A.A	NO				
441487	4/9/2014	ZSCR	551	034-2	NA	'054	A2C83972000	NA	A2C8397200093	1342	pcb topSMD Top	NA	HALB	S.Real	1076.25	PS_SDM10+_C.CAROLINA OT	NO				
441489	4/9/2014	ZSCR	551	034-2	NA	'054	A2C80644600	NA	A2C81531200	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
441491	4/9/2014	ZSCR	551	034-3	NA	'054	A2C80644601	NA	A2C81531200	1343	pcb assy DAGARM3 V14	NA	HALB	S.Real	867.7	PS_ARAMIS III_E.EDWIN R	NO				
441492	4/9/2014	ZSCR	551	034-2	NA	'054	A2C83377600	NA	A2C83377700	1342	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	466.91	PSAD_LAND ROVER_J.JOSE	NO				
441493	4/9/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO				
441494	4/9/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1342	keypad assy	NA	HALB	S.Real/AutoBF	1077.86	OC_OCS SUZUKI_A.ANA TAP	NO				
441496	4/9/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO				
441501	4/9/2014	ZSCR	551	050-2	NA	'054	5WK44214	NA	A2C53342922	1502	pcb assy	NA	HALB	S.Real	1153.32	PS_VW10 LC_U.ULISES VIL	NO				
441503	4/9/2014	ZSCR	551	040-1	NA	'054	A2C83008900	NA	A2C83009000	1401	pcb assy VOLP1X P1007 P15	NA	HALB	S.Real	514.36	PSAD_VOLVO P15_J.JOSE O	NO				
441506	4/9/2014	ZSCR	551	042-4	NA	'054	A2C92114600	NA	A2C32680400	1424	pcb assy HONHRS6 D_11	NA	HALB	S.Real	308.02	PS_HONDA HRS5_.	NO				
