No.Item	Fecha	zSCR	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00046692	335	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	6.7	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00047022	12	3011	054	 	1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	20.28	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00047022	9	3011	054	 	1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	15.21	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00047022	36	3011	054	 	1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	60.84	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00053339	3	3011	054	 	1351	"Airbag Power Supply,OTHER IC/ ATIC65 APA"		ROH	NA	63.09	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00054239	1	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.27	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00059117	1	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C40000833	1	3011	054	 	1351	"IC VOLT REG/TLE4264G,SOT223-4"		ROH	NA	1.24	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C40002657	5	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	1.05	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C40002657	46	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	9.66	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C40002657	77	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	16.17	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C40002657	27	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	5.67	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C40002657	21	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	4.41	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C40002657	37	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	7.77	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C40002657	69	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	14.49	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C40002657	24	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	5.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C40002678	2	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C53041436	83	3011	054	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	7.47	PS_ARAMIS III_F.FERNAND	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00000508	3	3011	054	 	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	0.45	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00000508	8	3011	054	 	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	1.2	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00000508	25	3011	054	 	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	3.75	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00000609	1	3011	054	 	1351	"T FET/BSS138,SOT23,MOS,SMALLSIGNAL,N_CHA"		ROH	NA	0.18	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00000609	1	3011	054	 	1351	"T FET/BSS138,SOT23,MOS,SMALLSIGNAL,N_CHA"		ROH	NA	0.18	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00000609	1	3011	054	 	1351	"T FET/BSS138,SOT23,MOS,SMALLSIGNAL,N_CHA"		ROH	NA	0.18	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00002102	2	3011	054	 	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.04	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00003409	2	3011	054	 	1351	"15K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.02	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00003690	17	3011	054	 	1351	"R LIN,1M,5%,TK200,100mW,0603"		ROH	NA	0.17	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00003779	22	3011	054	 	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.22	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00003779	22	3011	054	 	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.22	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00003825	52	3011	054	 	1351	"R LIN,10R,5%,TK200,100mW,0603"		ROH	NA	0.52	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00003825	47	3011	054	 	1351	"R LIN,10R,5%,TK200,100mW,0603"		ROH	NA	0.47	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00004058	1	3011	054	 	1351	"R LIN,499R,1%,TK100,125mW,0805"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00004318	3	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004318	9	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00004318	9	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00004336	2	3011	054	 	1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00004349	1	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00004368	12	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.12	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00004443	1	3011	054	 	1351	"7R5,1%,TK200,125mW,0805,LIN RES/"		ROH	NA	0.02	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00004463	28	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.28	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00004463	24	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.24	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004463	1	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00006416	2	3011	054	 	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"		ROH	NA	0.2	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00006416	4	3011	054	 	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"		ROH	NA	0.4	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00007051	4	3011	054	 	1351	"R LIN,499R,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00007695	9	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	1.35	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00007695	12	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	1.8	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00007695	22	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	3.3	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00010465	1	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010465	5	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.05	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00010465	9	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.09	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00010549	7	3011	054	 	1351	"100R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	1.68	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00010760	1	3011	054	 	1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.1	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010918	5	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00011061	3	3011	054	 	1351	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"		ROH	NA	0.27	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00011061	3	3011	054	 	1351	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"		ROH	NA	0.27	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00011374	2	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00011374	3	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00011374	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00011374	3	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00013032	1	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/++ special"		ROH	NA	0.74	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00013032	4	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/++ special"		ROH	NA	2.96	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00018543	1	3011	054	 	1351	"22uH,1.95A,SMD,COIL/SLN10145T ++ PLS USE"		ROH	NA	1.25	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00018819	13	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.91	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00019051	3	3011	054	 	1351	"13V,500mW,SOD123,ZENER/MMSZ5243B"		ROH	NA	0.42	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00019051	2	3011	054	 	1351	"13V,500mW,SOD123,ZENER/MMSZ5243B"		ROH	NA	0.28	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00019592	3	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00019592	4	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00019592	12	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.12	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00019592	14	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.14	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00019595	13	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00019595	20	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.2	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00019938	10	3011	054	 	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	1.2	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00020046	18	3011	054	 	1351	"1,P_CHAN,MOS,POWER,100V,13A,205mOhm,TO25"		ROH	NA	38.16	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00020895	7	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.49	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00023274	8	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.36	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00023789	136	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	2.72	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00023789	343	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	6.86	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00023869	13	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	21.32	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00023869	7	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	11.48	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00023869	63	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	103.32	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00024030	1	3011	054	 	1351	"CS51414ED,0V,1.5A,NOT APPLICABLE,SO8,VOL"		ROH	NA	6.09	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00028102	1	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	1.77	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00028103	2	3011	054	 	1351	"4,OP AMP,0Hz,TSSOP14,OP-COMP/TLC2274"		ROH	NA	4.52	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00028103	1	3011	054	 	1351	"4,OP AMP,0Hz,TSSOP14,OP-COMP/TLC2274"		ROH	NA	2.26	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00028103	1	3011	054	 	1351	"4,OP AMP,0Hz,TSSOP14,OP-COMP/TLC2274"		ROH	NA	2.26	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00030665	1	3011	054	 	1351	"1,COMP,0Hz,SOT23-5,OP-COMP/MAX919"		ROH	NA	3.89	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00031924	2	3011	054	 	1351	"16uH,100mA,SMD,CAN COIL/ACT4532"		ROH	NA	3.14	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00032469	65	3011	054	 	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	8.45	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00032514	1	3011	054	 	1351	"220nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.03	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00033885	4	3011	054	 	1351	"1,NPN,NORMAL,2A,40V,SOT23,BIP/PBSS4240T"		ROH	NA	2.28	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00033885	33	3011	054	 	1351	"1,NPN,NORMAL,2A,40V,SOT23,BIP/PBSS4240T"		ROH	NA	18.81	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00033885	12	3011	054	 	1351	"1,NPN,NORMAL,2A,40V,SOT23,BIP/PBSS4240T"		ROH	NA	6.84	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00034345	1	3011	054	 	1351	"2K8,1%,TK50,1W,MELF0207,LIN RES/MMB 0207"		ROH	NA	0.24	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00034345	1	3011	054	 	1351	"2K8,1%,TK50,1W,MELF0207,LIN RES/MMB 0207"		ROH	NA	0.24	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00034345	3	3011	054	 	1351	"2K8,1%,TK50,1W,MELF0207,LIN RES/MMB 0207"		ROH	NA	0.72	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00035959	1	3011	054	 	1351	"UPD78F0512GB(A)-GAF,V3.0,LQFP44,FLASH,8b"		ROH	NA	7.58	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00037377	1	3011	054	 	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	0.25	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00037383	6	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	10.8	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00037383	16	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	28.8	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00037676	5	3011	054	 	1351	"1,P_CHAN,MOS,POWER,60V,50A,15mOhm,TO252/"		ROH	NA	19.5	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00041223	1	3011	054	 	1351	"R LIN,4K99,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00042486	4	3011	054	 	1351	"1,N_CHAN,MOS,POWER,30V,3.5A,63mOhm,SOT23"		ROH	NA	3.28	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00042782	1	3011	054	 	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	0.31	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00042782	1	3011	054	 	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	0.31	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00044583	1	3011	054	 	1351	"100uH,600mA,SMD,COIL/"		ROH	NA	1.22	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00046692	2	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.04	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53189515A	NA	A2C00052767	1	3011	054	 	1351	"100uH,1A,SMD,COIL/"		ROH	NA	2.3	PS_ARAMIS II MCG_F.FERN	NO	
433284	3/24/2014	ZSCR	551	035-1	0	'054	A2C53243155A	NA	A2C00054239	6	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	1.62	PS_ARAMIS II MCG_F.FERN	NO	
