No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP								
565139	15/12/2014	ZSCR	551	030-1	NA	'054	A2C81532800	NA	A2C8153280093	1	3011	054	 	1301	pcb assy DAGARM3 V12 Top	NA	HALB	S.Real	265.7	PS_ARAMIS III_E.EDWIN R	NO									
565140	15/12/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO									
565150	15/12/2014	ZSCR	551	030-1	NA	'054	A2C81625900	NA	A2C53399617A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	172.72	PS_HONDA HRS5_.	NO									
565154	15/12/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565155	15/12/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	16	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	150.4	OC_BOSE VW_A.ANA TAPIA-	NO									
565162	15/12/2014	ZSCR	551	030-1	NA	'054	A2C3774430093	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985065067								
565163	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565165	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565167	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565168	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565169	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565173	15/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
565175	15/12/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565177	15/12/2014	ZSCR	551	030-1	NA	'054	A2C86816902	NA	A2C86617300	1	3011	054	 	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO									
565178	15/12/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565179	15/12/2014	ZSCR	551	030-1	NA	'054	A2C86816902	NA	A2C86617300	1	3011	054	 	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO									
565180	15/12/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
565183	15/12/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985062266								
565184	15/12/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985062266								
565198	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37964112	NA	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO									
565200	15/12/2014	ZSCR	551	030-1	NA	'054	A2C37964112	NA	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO									
565203	15/12/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO									
565204	15/12/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	1	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	2.4	PS_VW10 LC_U.ULISES VIL	NO									
565204	15/12/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO									
565207	15/12/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C32508800	10	3011	054	 	1301	pcb	NA	ROH	NA	116.8	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565209	15/12/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C32508800	30	3011	054	 	1301	pcb	NA	ROH	NA	350.4	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565210	15/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
565212	15/12/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	18				1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	1459.08	PS_ARAMIS III_E.EDWIN R	NO									
565213	15/12/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO									
565213	15/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	3	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	770.85	PS_SDM30_.	NO									
565219	15/12/2014	ZSCR	551	050-1	NA	'054	A2C32453912	NA	A2C35116101	5	3011	054	 	1501	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	1914.6	PSAD_DAIMLER STAR 2_A.A	NO	4985064812								
565220	15/12/2014	ZSCR	551	050-1	NA	'054	A2C37964112	NA	A2C35116201	2	3011	054	 	1501	pcb assy DAGSTAR2 D_13	NA	HALB	S.Real	797.4	PSAD_DAIMLER STAR 2_A.A	NO									
565221	15/12/2014	ZSCR	551	040-1	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1401	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO									
565223	15/12/2014	ZSCR	551	040-3	NA	'054	A2C91763900	NA	A2C92572100	1				1403	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	250.05	PS_SDM30_.	NO									
565223	15/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C92572700	2				1403	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	774.36	PS_SDM30_.	NO									
565225	15/12/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
565226	15/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C92572700	2				1403	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	774.36	PS_SDM30_.	NO									
565228	15/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
565230	15/12/2014	ZSCR	551	040-5	NA	'054	A2C91763900	2800	A2C91763900	1				1405	ACU GMSDM30 MY14 S15 06 XX 0 0 0 000	NA	FERT	NA	299.32	PS_SDM30_.	NO	4985060759								
565231	15/12/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO									
565232	15/12/2014	ZSCR	551	040-3	NA	'054	A2C81625900	NA	A2C5339961702	1				1403	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO									
565233	15/12/2014	ZSCR	551	034-9	NA	'054	A2C89730900	NA	A2C8021660002	1				1349	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
565234	15/12/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C92572300	1				1401	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO									
565235	15/12/2014	ZSCR	551	040-5	NA	'054	A2C38171904		A2C38171904	1				1405	ACU DAGSMC453 MY13 S15 12 08 0 0 0 000	NA	FERT	NA	288.05	PSAD_DAIMLER STAR 2_A.A	NO	*								
565236	15/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
565237	15/12/2014	ZSCR	551	040-1	NA	'054	A2C81625900	NA	A2C5339961702	1				1401	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO									
565238	15/12/2014	ZSCR	551	040-1	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1401	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO									
565239	15/12/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565240	15/12/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565241	15/12/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565242	15/12/2014	ZSCR	551	040-1	NA	'054	A2C37964112	NA	A2C35116201	1	3011	054	 	1401	pcb assy DAGSTAR2 D_13	NA	HALB	S.Real	398.7	PSAD_DAIMLER STAR 2_A.A	NO									
565244	15/12/2014	ZSCR	551	040-1	NA	'054	A2C86816902	NA	A2C86617300	1	3011	054	 	1401	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO									
565245	15/12/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
565246	15/12/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1403	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985063203								
565247	15/12/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
565255	15/12/2014	ZSCR	551	040-3	NA	'054	A2C91764300	NA	A2C83145200	90	3011	054	 	1403	certification label identificati	NA	ROH	NA	29.7	PS_SDM30_.	NO									
565258	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53098572	50	3011	054	 	1403	label	NA	ROH	NA	20.5	OC_BOSE VW_A.ANA TAPIA-	NO	4985061990								
565259	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53098572	80	3011	054	 	1403	label	NA	ROH	NA	32.8	OC_BOSE VW_A.ANA TAPIA-	NO	4985061990								
565261	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44120	NA	A2C53324560	150	3011	054	 	1403	certification label spool part p	NA	ROH	NA	75	PS_ARAMIS III_E.EDWIN R	NO	4985061946								
565267	15/12/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C30202900	9	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	348.93	PS_CHRYSLER MY2013_E.ED	NO	4985064362								
565267	15/12/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	6	3011	054	 	1405	socket	NA	ROH	NA	108.6	PS_CHRYSLER MY2013_E.ED	NO	4985064362								
565269	15/12/2014	ZSCR	551	040-5	NA	'054	A2C91763900	NA	A2C40000022	3	3011	054	 	1405	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	20.19	PS_SDM30_.	NO									
565269	15/12/2014	ZSCR	551	040-5	NA	'054	A2C91764300	NA	A2C40000025	1	3011	054	 	1405	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO									
565270	15/12/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	4	3011	054	 	1405	socket	NA	ROH	NA	72.4	PS_CHRYSLER MY2013_E.ED	NO	4985064362								
565272	15/12/2014	ZSCR	551	040-5	NA	'054	A2C37744300	NA	A2C53330103	2	3011	054	 	1405	socket	NA	ROH	NA	20.9	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
565276	15/12/2014	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C40000025	1	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO									
565276	15/12/2014	ZSCR	551	040-3	NA	'054	A2C82134800	NA	A2C53338471	1	3011	054	 	1403	contact element	NA	ROH	NA	1.02	PS_SDM30_.	NO									
565276	15/12/2014	ZSCR	551	040-3	NA	'054	A2C82134800	NA	A2C53395713	1	3011	054	 	1403	housing WIC P BK A-D	NA	ROH	NA	36.47	PS_SDM30_.	NO									
565278	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027016	1	3011	054	 	1403	housing	NA	ROH	NA	16.1	PS_VW10 LC_U.ULISES VIL	NO	4985062011								
565278	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	4	3011	054	 	1403	cover	NA	ROH	NA	10.24	PS_VW10 LC_U.ULISES VIL	NO	4985062011								
565279	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	1				1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	4985059971								
565282	15/12/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C31080700	2	3011	054	 	1342	airbag	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4985063203								
565285	15/12/2014	ZSCR	551	034-9	NA	'054	A2C91764100	NA	A2C92572300	2				1349	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	520.02	PS_SDM30_.	NO									
565287	15/12/2014	ZSCR	551	034-4	NA	'054	A2C32453912	NA	A2C35116101	1	3011	054	 	1344	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	4985064812								
565289	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53108387	25	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	4.5	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565289	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53245952	5	3011	054	 	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	96.1	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565289	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53324560	5	3011	054	 	1342	certification label spool part p	NA	ROH	NA	2.5	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565289	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53371768	5	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	14.2	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565289	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C81531200	5	3011	054	 	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	2169.25	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565291	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53108387	15	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	2.7	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565291	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53245952	3	3011	054	 	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	57.66	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565291	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53324560	3	3011	054	 	1342	certification label spool part p	NA	ROH	NA	1.5	PS_ARAMIS III_E.EDWIN R	NO	4985062648								
565291	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C53371768	3	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	8.52	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565291	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C81531200	3	3011	054	 	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	1301.55	PS_ARAMIS III_E.EDWIN R	NO	4985062698								
565293	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C40000025	1	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO									
565293	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C53338471	2	3011	054	 	1342	contact element	NA	ROH	NA	2.04	PS_SDM30_.	NO									
565293	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C53395715	1	3011	054	 	1342	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM30_.	NO									
565293	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C92572300	1				1342	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO									
565294	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C40000025	1	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO									
565294	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C53338471	2	3011	054	 	1342	contact element	NA	ROH	NA	2.04	PS_SDM30_.	NO									
565294	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C53395715	1	3011	054	 	1342	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM30_.	NO									
565294	15/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C92572300	1				1342	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO									
565296	15/12/2014	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C53424040	6	3011	054	 	1403	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	1.62	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565296	15/12/2014	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C86055000	2	3011	054	 	1403	cover	NA	ROH	NA	19.82	PSAD_VW20_U.ULISES VILL	NO	4985064253								
565297	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	30	3011	054	 	1342	label	NA	ROH	NA	12.3	OC_BOSE VW_A.ANA TAPIA-	NO	4985061990								
565298	15/12/2014	ZSCR	551	034-9	NA	'054	5WK44818	NA	A2C80256400	1	3011	054	 	1349	pcb assy HONHRS6 D_7	NA	HALB	S.Real	181.29	PS_HONDA HRS6_J.JUAN CH	NO	4985062801								
565300	15/12/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1				1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
565302	15/12/2014	ZSCR	551	034-4	NA	'054	A2C32453912	NA	A2C35116101	1	3011	054	 	1344	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	4985064812								
565303	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1342	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	4985062139								
565305	15/12/2014	ZSCR	551	034-2	NA	'054	A2C53374378A	NA	A2C53374377	6	3011	054	 	1342	pcb VW ZZDIV AC	NA	ROH	NA	95.16	PS_VW10 LC_U.ULISES VIL	NO									
565306	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44042	NA	A2C53221385	1				1403	keypad assy	NA	HALB	S.Real/AutoBF	483.93	OC_OCS NISSAN_A.ANA TAP	NO									
565311	15/12/2014	ZSCR	551	034-2	NA	'054	5WK43990	NA	A2C53095018	50	3011	054	 	1342	"label 58,00x 20,00mm white foil"	NA	ROH	NA	15	OC_OCS NISSAN_A.ANA TAP	NO	4985061868								
565314	15/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	50	3011	054	 	1342	label	NA	ROH	NA	20.5	OC_OCS NISSAN_A.ANA TAP	NO	4985061990								
565344	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53332366	3	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	14.46	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
565346	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53332366	2	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	9.64	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
565346	15/12/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53332369	1	3011	054	 	1403	base plate B	NA	ROH	NA	6.96	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
565357	15/12/2014	ZSCR	551	034-2	NA	'054	5WK43025	NA	6593331401	50	3011	054	 	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	13	PS_HONDA HRS6_J.JUAN CH	NO	*								
565381	15/12/2014	ZSCR	551	040-5	NA	'054	A2C38070400	NA	A2C32802100	2	3011	054	 	1405	multipoint connector 56/ 23P H 2SYS	NA	ROH	NA	48.68	PS_FIAT BRAZIL_E.EDWIN	NO									
565381	15/12/2014	ZSCR	551	040-5	NA	'054	A2C96660500	NA	A2C95898500	1	3011	054	 	1405	multipoint connector 56/ 26P H 2SYS BE 5	NA	ROH	NA	23.87	PS_FIAT BRAZIL_E.EDWIN	NO									
565426	15/12/2014	ZSCR	551	050-3	NA	'054	5WK44288	NA	A2C53367547	1	3011	054	 	1503	ACU VW10 MY10 M35 16 06 0 0 0 000	NA	HALB	S.Real	263.07	PS_VW10 LC_U.ULISES VIL	NO	4985062105								
565651	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565652	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565653	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565654	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565655	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565656	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565657	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565658	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565659	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565660	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565662	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565663	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565664	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565665	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO									
565666	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO									
565667	16/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO									
