No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP								
563420	11/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563428	11/12/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985063203								
563435	11/12/2014	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C81543200	1	3011	054	 	1301	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_.	NO									
563448	11/12/2014	ZSCR	551	030-1	NA	'054	A2C38081602	NA	A2C5337549693	2	3011	054	 	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	473.38	PS_ARAMIS III_E.EDWIN R	NO									
563448	11/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	2	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	733.54	PS_ARAMIS III_E.EDWIN R	NO									
563449	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	2	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	529.78	PS_HONDA HRS6_J.JUAN CH	NO									
563451	11/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563452	11/12/2014	ZSCR	551	040-1	NA	'054	5WY88030	NA	A2C53417786	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	149.73	PSAD_GM BRASIL_A.ANA TA	NO									
563454	11/12/2014	ZSCR	551	034-3	NA	'054	A2C37964112	NA	A2C32523400	3	3011	054	 	1343	base plate B	NA	ROH	NA	30.6	PSAD_DAIMLER STAR 2_A.A	NO									
563454	11/12/2014	ZSCR	551	034-3	NA	'054	A2C38172003	NA	A2C83435000	18	3011	054	 	1343	cover FIP T BK	NA	ROH	NA	342.36	PSAD_DAIMLER STAR 2_A.A	NO									
563455	11/12/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	1	3011	054	 	1342	cover	NA	ROH	NA	9.91	PSAD_VW20_U.ULISES VILL	NO	4985064229								
563459	11/12/2014	ZSCR	551	034-2	NA	'054	A2C82735600	NA	A2C40000022	4	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	26.92	PS_SDM10+_.	NO									
563460	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44303	NA	A2C53108376	3	3011	054	 	1424	"housing FIP 175,0x 152,0"	NA	ROH	NA	60.06	PS_ARAMIS II MCG_F.FERN	NO	4985062183								
563460	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44303	NA	A2C53108377	4	3011	054	 	1424	cover FIP T GY	NA	ROH	NA	15.52	PS_ARAMIS II MCG_F.FERN	NO	4985062183								
563461	11/12/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C53436156	1	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	6.4	PS_CHRYSLER MY2013_E.ED	NO	4985063273								
563462	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44675	NA	A2C53332366	1	3011	054	 	1424	cover RAP T BK	NA	ROH	NA	4.82	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
563463	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44564	NA	6593831401	100	3011	054	 	1424	WARNING LABEL c/d/i HONDA	NA	ROH	NA	111	PS_HONDA HRS6_J.JUAN CH	NO	*								
563464	11/12/2014	ZSCR	551	040-1	NA	'054	5WK44040	NA	A2C53279728	1				1401	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO									
563466	11/12/2014	ZSCR	551	040-1	NA	'054	A2C5339962003	NA	A2C5339962003	1	3011	054	 	1401	pcb assy V4c	NA	HALB	S.Real	212.13	PS_HONDA HRS6_J.JUAN CH	NO									
563467	11/12/2014	ZSCR	551	040-1	NA	'054	A2C5339962003	NA	A2C5339962003	1	3011	054	 	1401	pcb assy V4c	NA	HALB	S.Real	212.13	PS_HONDA HRS6_J.JUAN CH	NO									
563468	11/12/2014	ZSCR	551	040-3	NA	'054	5WK44753	NA	A2C80218000	1	3011	054	 	1403	pcb assy HONHRS6 D_22	NA	HALB	S.Real	307.07	PS_HONDA HRS6_J.JUAN CH	NO	4985062592								
563469	11/12/2014	ZSCR	551	040-1	NA	'054	5WK44600	NA	A2C80216600	1	3011	054	 	1401	pcb assy HONHRS6 D_4	NA	HALB	S.Real	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985062406								
563470	11/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563487	11/12/2014	ZSCR	551	040-4	NA	'054	A2C83971800	NA	A2C8397200093	1	3011	054	 	1404	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563489	11/12/2014	ZSCR	551	040-3	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1403	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563490	11/12/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C8397200093	1	3011	054	 	1401	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563491	11/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	2800	A2C91764400	1				1403	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4985060593								
563493	11/12/2014	ZSCR	551	040-5	NA	'054	A2C91764400	2800	A2C91764400	1				1405	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4985060800								
563495	11/12/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO									
563496	11/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	2				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO									
563497	11/12/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985063203								
563506	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44252	NA	A2C53364457	1				1424	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO									
563509	11/12/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	1				1403	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO									
563512	11/12/2014	ZSCR	551	040-1	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1401	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563515	11/12/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	2				1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO									
563520	11/12/2014	ZSCR	551	042-4	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1424	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563521	11/12/2014	ZSCR	551	040-2	NA	'054	A2C53412214	NA	A2C53412214	1				1402	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO									
563524	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44675	NA	A2C53408763	1	3011	054	 	1424	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
563525	11/12/2014	ZSCR	551	034-3	NA	'054	5WK44252	2	5WK44252	1				1343	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	4985060115								
563528	11/12/2014	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO									
563530	11/12/2014	ZSCR	551	042-4	NA	'054	5WKHRS5	NA	A2C53330107	2	3011	054	 	1424	socket	NA	ROH	NA	26.38	PS_HONDA HRS6_J.JUAN CH	NO	4985062832								
563533	11/12/2014	ZSCR	551	042-4	NA	'054	A2C91085700	2800	A2C91085700	2				1424	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	855.36	PS_SDM10+_.	NO	4985060874								
563535	11/12/2014	ZSCR	551	042-4	NA	'054	A2C91764400	2800	A2C91764400	1				1424	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4985060979								
563536	11/12/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1				1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
563537	11/12/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1				1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
563543	11/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	1				1342	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO									
563548	11/12/2014	ZSCR	551	022-2	NA	'054	5WKHRS5	NA	A2C53295039	120	3011	054	 	1222	pcb HONDA ACU16 main	NA	ROH	NA	2010	PS_HONDA HRS6_J.JUAN CH	NO	4985062832								
563551	11/12/2014	ZSCR	551	040-1	NA	'054	A2C30910800	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563556	11/12/2014	ZSCR	551	040-5	NA	'054	A2C91085700	2800	A2C91085700	1				1405	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	427.68	PS_SDM10+_.	NO	4985060732								
563559	11/12/2014	ZSCR	551	042-4	NA	'054	A2C82735100	NA	A2C40000022	4	3011	054	 	1424	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	26.92	PS_SDM10+_.	NO									
563559	11/12/2014	ZSCR	551	042-4	NA	'054	A2C91763800	NA	A2C53338471	8	3011	054	 	1424	contact element	NA	ROH	NA	8.16	PS_SDM10+_.	NO									
563559	11/12/2014	ZSCR	551	042-4	NA	'054	A2C82735700	NA	A2C53395713	2	3011	054	 	1424	housing WIC P BK A-D	NA	ROH	NA	72.94	PS_SDM10+_.	NO									
563562	11/12/2014	ZSCR	551	040-5	NA	'054	5WK44508	1	5WK44508	1				1405	ACU VW10 MY09 M35	NA	FERT	NA	235.03	PS_VW10 LC_U.ULISES VIL	NO	4985060643								
563564	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44354	NA	A2C53381596	1	3011	054	 	1424	cover	NA	ROH	NA	5.5	PS_HYUNDAI_.	NO	4985062209								
563566	11/12/2014	ZSCR	551	042-4	NA	'054	A2C32453907	NA	A2C53330109	2	3011	054	 	1424	socket	NA	ROH	NA	36.2	PSAD_DAIMLER STAR 2_A.A	NO	4985064506								
563567	11/12/2014	ZSCR	551	042-4	NA	'054	5WK44286	NA	A2C00027389	3	3011	054	 	1424	cover	NA	ROH	NA	7.68	PS_VW10 LC_U.ULISES VIL	NO	4985062071								
563575	11/12/2014	ZSCR	551	050-1	NA	'054	A2C8213500093	NA	A2C8213500093	1	3011	054	 	1501	pcb topSMD 12 Loop TOP	NA	HALB	S.Real	249.38	PS_SDM10+_.	NO									
563576	11/12/2014	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C8213500093	1	3011	054	 	1403	pcb topSMD 12 Loop TOP	NA	HALB	S.Real	249.38	PS_SDM10+_.	NO									
563577	11/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO									
563578	11/12/2014	ZSCR	551	040-1	NA	'054	A2C81625700	NA	A2C5339961702	1				1401	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS6_J.JUAN CH	NO									
563580	11/12/2014	ZSCR	551	040-1	NA	'054	5WY90360	NA	A2C34805100	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	161.65	PSAD_GM BRASIL_A.ANA TA	NO									
563582	11/12/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO									
563589	11/12/2014	ZSCR	551	040-1	NA	'054	A2C37820700	NA	A2C53243155MI	1	3011	054	 	1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO									
563590	11/12/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	331.82	PS_ARAMIS II MCG_F.FERN	NO	4985063160								
563591	11/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563790	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563791	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563794	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563796	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563798	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563799	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563801	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563802	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563803	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563804	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563805	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO									
563806	12/12/2014	ZSCR	551	030-1	NA	'054	5WY90360	NA	A2C53412223	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4985064088								
563809	12/12/2014	ZSCR	551	030-1	NA	'054	5WK44508SP	NA	A2C53417068A	3	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	500.13	PS_VW10 LC_U.ULISES VIL	NO	4985062306								
563810	12/12/2014	ZSCR	551	030-1	NA	'054	6592827601V02	NA	A2C53287874	2	3011	054	 	1301	pcb assy	NA	HALB	S.Real	109.7	OC_OCS NISSAN_A.ANA TAP	NO	4985064122								
563811	12/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563812	12/12/2014	ZSCR	551	030-1	NA	'054	A2C37820700	NA	A2C53243155MI	1	3011	054	 	1301	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO									
563813	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS II MCG_F.FERN	NO									
563814	12/12/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C32509000	1	3011	054	 	1301	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064157								
563815	12/12/2014	ZSCR	551	030-1	NA	'054	A2C83014200	NA	A2C83014300	1	3011	054	 	1301	pcb assy OPLA3 300 AU/SN	NA	HALB	S.Real	232.82	PSAD_OPEL 4400_J.JOSE O	NO									
563816	12/12/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	4985062139								
563817	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563821	12/12/2014	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985064846								
563822	12/12/2014	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985064846								
563823	12/12/2014	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985064846								
563824	12/12/2014	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985064846								
563825	12/12/2014	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985064846								
563841	12/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563844	12/12/2014	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO									
563845	12/12/2014	ZSCR	551	030-1	NA	'054	5WK44789	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	4985062759								
563847	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8327790092	NA	A2C83277500	1	3011	054	 	1301	pcb	NA	ROH	NA	22.89	PS_SDM30_.	NO									
563847	12/12/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO									
563849	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563850	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO									
563851	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO									
563853	12/12/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO	4985064938								
563854	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO									
563855	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO									
563856	12/12/2014	ZSCR	551	030-1	NA	'054	A2C31267500	NA	A2C53342620	1	3011	054	 	1301	pcb DC main	NA	ROH	NA	18.38	PS_SDM30_.	NO	4985064411								
563858	12/12/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	4				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	324.76	PS_SDM30_.	NO									
563859	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	6				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	490.5	PS_ARAMIS III_E.EDWIN R	NO									
563860	12/12/2014	ZSCR	551	030-1	NA	'054	A2C37817202	NA	A2C53338029	12	3011	054	 	1301	pcb panel multiple 6-up main	NA	ROH	NA	256.56	PS_ARAMIS III_E.EDWIN R	NO									
563861	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230092	4				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	324.76	PS_SDM30_.	NO									
563865	12/12/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO									
563866	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563867	12/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	2	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	241.32	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563869	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
563870	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
563871	12/12/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
563872	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
563876	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563877	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563878	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563880	12/12/2014	ZSCR	551	034-3	NA	'054	5WK43025	NA	6593331401	61	3011	054	 	1343	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	15.86	PS_HONDA HRS6_J.JUAN CH	NO	*								
563880	12/12/2014	ZSCR	551	034-3	NA	'054	5WK42941	NA	6593571403	9	3011	054	 	1343	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	7.29	PS_HONDA HRS6_J.JUAN CH	NO	*								
563881	12/12/2014	ZSCR	551	042-4	NA	'054	A2C30910808	NA	A2C86055000	4	3011	054	 	1424	cover	NA	ROH	NA	39.64	PSAD_VW20_U.ULISES VILL	NO	4985064229								
563882	12/12/2014	ZSCR	551	042-4	NA	'054	5WK44286	NA	A2C00027389	4	3011	054	 	1424	cover	NA	ROH	NA	10.24	PS_VW10 LC_U.ULISES VIL	NO	4985062071								
563883	12/12/2014	ZSCR	551	034-3	NA	'054	5WK44385SP	NA	A2C00014697	40	3011	054	 	1343	sticker	NA	ROH	NA	20.4	PS_VW10 LC_U.ULISES VIL	NO	4985062249								
563884	12/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	10	3011	054	 	1342	label	NA	ROH	NA	4.1	OC_BOSE VW_A.ANA TAPIA-	NO	4985061990								
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C87074700	NA	A2C40000025	5	3011	054	 	1343	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	34.15	PS_SDM10+_.	NO									
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C91763800	NA	A2C53338471	5	3011	054	 	1343	contact element	NA	ROH	NA	5.1	PS_SDM10+_.	NO									
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C83971300	NA	A2C53395715	3	3011	054	 	1343	housing WIC P BK A-B	NA	ROH	NA	104.4	PS_SDM10+_.	NO									
563888	12/12/2014	ZSCR	551	042-4	NA	'054	A2C37744300	NA	A2C53330103	11	3011	054	 	1424	socket	NA	ROH	NA	114.95	PS_FIAT BRAZIL_E.EDWIN	NO	4985064973								
