No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	d	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
544307	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
544308	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37964110	NA	A2C35116201	1				1301	pcb assy DAGSTAR2 D_13	5	HALB	S.Real	398.7	PSAD_DAIMLER STAR 2_A.A	NO	
544309	03/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
544312	03/11/2014	ZSCR	551	030-1	NA	'054	A2C32453907	NA	A2C3511610093	1				1301	pcb assy DAGSTAR2 V02	2	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	
544316	03/11/2014	ZSCR	551	030-1	NA	'054	A2C38171903	NA	A2C8522100193	1				1301	pcb assy DAGSM D_2_ SMD TOP	3	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO	
544324	03/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1				1301	pcb assy HONHRS6 V20 TOP	3	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO	
544341	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
544342	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
544343	03/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	4				1301	pcb assy HONHRS6 V20 TOP	3	HALB	S.Real	1060.96	PS_HONDA HRS6_J.JUAN CH	NO	
544345	03/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C35116101	1				1301	pcb assy DAGSTAR2 D_12	6	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	
544346	03/11/2014	ZSCR	551	030-1	NA	'054	5WK44285	NA	A2C53367544	1				1301	ACU VW10 MY10 M35 08 04 0 0 0 000	4	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
544359	03/11/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1				1301	pcb assy OPLA4400 4401XESE lado top	1	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
544363	03/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
544365	03/11/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1				1301	Hyundai circuit board assy 12FL SMD Top	6	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
544367	03/11/2014	ZSCR	551	030-1	NA	'054	A2C38171903	NA	A2C85221001	1				1301	pcb assy DAGSM D_2	3	HALB	S.Real	246.56	PSAD_DAIMLER SMART_F.FE	NO	
544379	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C3774430093	1				1301	FIAT 326 3V SMT TOP	2	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	
544380	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544381	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544382	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544383	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544386	03/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
544386	03/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	1	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	21	ROH	NA	2.4	PS_VW10 LC_U.ULISES VIL	NO	
544388	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544389	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544391	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544392	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544393	03/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1301	FIAT 326 3V SMT TOP	10	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544404	03/11/2014	ZSCR	551	030-1	NA	'054	A2C86816700	NA	A2C8681670093	6				1301	pcb assy DAGARM3 V18EDR TOP	1	HALB	S.Real	2729.82	PS_ARAMIS III_E.EDWIN R	NO	
544408	03/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	24	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	18	ROH	NA	225.6	OC_BOSE VW_A.ANA TAPIA-	NO	4983653738
544411	03/11/2014	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C83317201	12				1301	pcb 6-lay DAGSTR2ISC	3	ROH	NA	300.12	PSAD_DAIMLER STAR 2_A.A	NO	
544414	03/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	36	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	18	ROH	NA	338.4	OC_BOSE VW_A.ANA TAPIA-	NO	4983653738
544416	03/11/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	6	3011	054	 	1301	pcb GM BRAZIL S	12	ROH	NA	85.14	PSAD_GM BRASIL_A.ANA TA	NO	4983653623
544418	03/11/2014	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C83317201	12				1301	pcb 6-lay DAGSTR2ISC	3	ROH	NA	300.12	PSAD_DAIMLER STAR 2_A.A	NO	
544424	03/11/2014	ZSCR	551	040-3	NA	'054	A2C85901111	NA	A2C87057001	1				1403	pcb assy DAGSTAR2 D_18	2	HALB	S.Real	420.33	PSAD_DAIMLER STAR 2_A.A	NO	
544425	03/11/2014	ZSCR	551	040-3	NA	'054	A2C86816802	NA	A2C86617100	1				1403	pcb assy DAGARM3 RO V17EDR	4	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
544428	03/11/2014	ZSCR	551	040-1	NA	'054	A2C32453911	NA	A2C35116101	1				1401	pcb assy DAGSTAR2 D_12	6	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	
544435	03/11/2014	ZSCR	551	040-2	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
544436	03/11/2014	ZSCR	551	040-1	NA	'054	A2C8021770003	NA	A2C8021770003	1				1401	pcb assy HONHRS6 D_20_SW	6	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
544437	03/11/2014	ZSCR	551	050-1	NA	'054	A2C8021770003	NA	A2C8021770003	1				1501	pcb assy HONHRS6 D_20_SW	6	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
544447	03/11/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	12	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544448	03/11/2014	ZSCR	551	034-2	NA	'054	A2C5340491402	NA	A2C5340491402	1				1342	pcb assy HONHRS5 V30 REV 02	6	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	
544451	03/11/2014	ZSCR	551	040-1	NA	'054	A2C8021770003	NA	A2C8021770003	1				1401	pcb assy HONHRS6 D_20_SW	6	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
544455	03/11/2014	ZSCR	551	034-3	NA	'054	5WY89350	NA	A2C53436156	1	3011	054	 	1343	cover RAP T BK	12	ROH	NA	6.4	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544466	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C53395715	1				1342	housing WIC P BK A-B	4	ROH	NA	34.8	PS_SDM30_.	NO	
544466	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C40000025	1				1342	"C ELEC,AL,6.8mF,20%,35V"	4	ROH	NA	6.83	PS_SDM30_.	NO	
544466	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C53338471	2				1342	contact element	4	ROH	NA	2.04	PS_SDM30_.	NO	
544466	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C92598000	1				1342	cover FIP T BK Laser Weld	4	ROH	NA	2.48	PS_SDM30_.	NO	
544471	03/11/2014	ZSCR	551	040-3	NA	'054	A2C37744300	NA	A2C53330103	1	3011	054	 	1301	socket	10	ROH	NA	10.45	PS_FIAT BRAZIL_E.EDWIN	NO	4983653686
544475	03/11/2014	ZSCR	551	034-2	NA	'054	5WK43242	NA	6593571403	2				1342	ETIQUETA C/ROTULO DE ADVERTENC s/d	2	ROH	NA	1.62	PS_HONDA HRS6_J.JUAN CH	NO	
544475	03/11/2014	ZSCR	551	034-2	NA	'054	5WK43025	NA	6593331401	100				1342	ETIQUETA DE IDENTIFIC. HONDA	3	ROH	NA	26	PS_HONDA HRS6_J.JUAN CH	NO	
544476	03/11/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	80				1342	sticker	3	ROH	NA	40.8	PS_VW10 LC_U.ULISES VIL	NO	
544478	03/11/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	150				1342	certification label spool part p	2	ROH	NA	75	PS_ARAMIS III_E.EDWIN R	NO	
544479	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C83145200	100	3011	054	 	1301	certification label identificati	29	ROH	NA	33	PSAD_GM BRASIL_A.ANA TA	NO	
544489	03/11/2014	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1				1401	pcb assy DAGARM3 V14	5	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
544491	03/11/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1				1401	pcb assy	4	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
544492	03/11/2014	ZSCR	551	040-1	NA	'054	A2C8021770004	NA	A2C8021770004	1				1401	pcb assy HONHRS6 D_20 REV 4	2	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
544493	03/11/2014	ZSCR	551	040-1	NA	'054	A2C90500300	NA	A2C90247200	1				1401	pcb assy HONHRS6 D_14	1	HALB	S.Real	173.22	PS_HONDA HRS6_J.JUAN CH	NO	
544502	03/11/2014	ZSCR	551	034-2	NA	'054	A2C85901111	NA	A2C87057001	2				1342	pcb assy DAGSTAR2 D_18	2	HALB	S.Real	840.66	PSAD_DAIMLER STAR 2_A.A	NO	
544505	03/11/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53408763	1				1403	pcb assy FIA326 OCS V15	4	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	
544506	03/11/2014	ZSCR	551	040-5	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1405	airbag	12	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544508	03/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1403	SMT Top Chrysler RT ORC MY13	10	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544511	03/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C30202900	1	3011	054	 	1403	multipoint connector 84P H 2SYS AFAD	10	ROH	NA	38.77	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544512	03/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	2	3011	054	 	1403	socket	10	ROH	NA	36.2	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544515	03/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	3	3011	054	 	1301	"C ELEC,AL,6.8mF,20%,35V"	29	ROH	NA	20.49	PS_SDM10+_.	NO	
544519	03/11/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	5				1342	cover	3	ROH	NA	12.8	PS_VW10 LC_U.ULISES VIL	NO	
544533	03/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C30199000	4	3011	054	 	1342	base plate	12	ROH	NA	26.6	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544533	03/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	2	3011	054	 	1342	cover RAP T BK	12	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544606	03/11/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C00016838	300				1342	connector pin	1	ROH	NA	84	OC_OCS NISSAN_A.ANA TAP	NO	
544616	03/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
544625	03/11/2014	ZSCR	551	034-2	NA	'054	5WY78881	NA	A2C53241830	1				1342	circuit board assy	1	HALB	S.Real	248.74	PS_FORD_.	NO	
544780	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4983653258
544781	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4983653258
544782	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4983653258
544783	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	3	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	361.98	PSAD_VW20_U.ULISES VILL	NO	4983653258
544785	04/11/2014	ZSCR	551	030-1	NA	'054	A2C38122200	NA	A2C3320990093	1				1301	SMD A FIAT D200 V18	4	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	
544786	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
544792	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
544810	04/11/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1				1301	pcb topSMD Top	1	HALB	S.Real	358.75	PS_SDM10+_.	NO	
544835	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
544836	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
544840	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1				1301	Hyundai circuit board assy 12FL SMD Top	6	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
544842	04/11/2014	ZSCR	551	030-1	NA	'054	A2C38172103	NA	A2C8522140193	1				1301	pcb assy DAGSM D_4 SMD TOP	2	HALB	S.Real	172.76	PSAD_DAIMLER SMART_F.FE	NO	
544918	04/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	11	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	3655.41	PS_SDM10+_.	NO	
544928	04/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
544930	04/11/2014	ZSCR	551	030-1	NA	'054	A2C86887711	NA	A2C86884501	1				1301	pcb assy DAGSTAR2 D_14	2	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO	
544931	04/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	4	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	1329.24	PS_SDM10+_.	NO	
544933	04/11/2014	ZSCR	551	030-1	NA	'054	A2C83341500	NA	A2C8334150093	1				1301	pcb topSMD TOP	1	HALB	S.Real	221.99	PS_SDM10+_.	NO	
544935	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1301	pcb assy VW20 V01	10	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4983653258
544938	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1301	pcb assy VW20 V01	10	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4983653258
544939	04/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1				1301	pcb assy DAGARM3 RO V17EDR	4	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
544941	04/11/2014	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C37744300	1				1301	pcb assy PTFSPEED15 V01	2	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO	
544947	04/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	3				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	1108.56	PS_ARAMIS III_E.EDWIN R	NO	
544948	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4983653258
544949	04/11/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	10	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4983653258
544950	04/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544951	04/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544959	04/11/2014	ZSCR	551	030-1	NA	'054	5WY90220	NA	A2C53342620	1				1301	pcb DC main	2	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	
544976	04/11/2014	ZSCR	551	030-1	NA	'054	A2C38122200	NA	A2C33209900	1				1301	pcb assy FIA199 V18	4	HALB	S.Real	157.41	PS_FIAT BRAZIL_E.EDWIN	NO	
544980	04/11/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	6				1301	pcb	1	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	
544981	04/11/2014	ZSCR	551	030-1	NA	'054	5WY90220	NA	A2C53342620	1				1301	pcb DC main	2	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	
544986	04/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	10	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4983653172
544989	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
544992	04/11/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	1	3011	054	 	1301	pcb GM BRAZIL S	12	ROH	NA	14.19	PSAD_GM BRASIL_A.ANA TA	NO	4983653623
544994	04/11/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	1	3011	054	 	1301	pcb GM BRAZIL S	12	ROH	NA	14.19	PSAD_GM BRASIL_A.ANA TA	NO	4983653623
544997	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
545001	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
545003	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1				1301	subensamble de SMD BoSe VW Top	7	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
545004	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1				1301	subensamble de SMD BoSe VW Top	7	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
545006	04/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1				1301	subensamble de SMD BoSe VW Top	7	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
545007	04/11/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1				1301	pcb assy DAGARM3 V14	5	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
545009	04/11/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1				1301	pcb assy DAGARM3 V14	5	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
545010	04/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1				1301	pcb assy DAGARM3 RO V17EDR	4	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
545012	04/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
545013	04/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
545014	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770003	NA	A2C8021770003	1				1301	pcb assy HONHRS6 D_20_SW	6	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
545015	04/11/2014	ZSCR	551	030-1	NA	'054	A2C5340491402	NA	A2C5340491402	1				1301	pcb assy HONHRS5 V30 REV 02	6	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	
545019	04/11/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1				1301	pcb assy DAGARM3 V14	5	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
545020	04/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	24	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
545021	04/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
545022	04/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
545025	04/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770004	NA	A2C8021770004	1				1301	pcb assy HONHRS6 D_20 REV 4	2	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
545027	04/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
545034	04/11/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1403	airbag	12	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545041	04/11/2014	ZSCR	551	034-4	NA	'054	5WY89350	NA	A2C31080700	2	3011	054	 	1344	airbag	12	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545045	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C53332369	2	3011	054	 	1301	base plate B	17	ROH	NA	13.92	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545045	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C53337250	5	3011	054	 	1301	"pan head screw M3 x 8,00 1242"	17	ROH	NA	0.95	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545045	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C33209500	2	3011	054	 	1301	pcb assy FIA199 V16	17	HALB	S.Real	315.96	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545046	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C53337250	4	3011	054	 	1301	"pan head screw M3 x 8,00 1242"	17	ROH	NA	0.76	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545046	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C53332369	2	3011	054	 	1301	base plate B	17	ROH	NA	13.92	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
