No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID		Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
474391	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474393	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474394	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474395	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474396	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474397	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474398	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	5	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	47	OC_BOSE VW_A.ANA TAPIA-	NO	
474399	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	2	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO	
474400	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	2	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO	
474401	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	4	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	289.72	OC_BOSE VW_A.ANA TAPIA-	NO	
474402	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474403	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474404	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474405	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474406	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474407	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474408	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474409	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474410	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474411	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474412	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474413	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474415	6/15/2014	ZSCR	551	030-1	NA	'054	A2C82544900	NA	A2C8254490093	1	1301	pcb assy OPLA4400 440XXESE lado top	NA	HALB	S.Real	164.65	PSAD_OPEL 4400_J.JOSE O	NO	
474416	6/15/2014	ZSCR	551	030-1	NA	'054	5WK44762	NA	A2C8032360093	1	1301	pcb assy HONHRS6 V19 TOP	NA	HALB	S.Real	139.84	PS_HONDA HRS6_J.JUAN CH	NO	
474417	6/15/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	1	1301	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	111.08	PS_CHRYSLER MY2013_E.ED	NO	4978989247
474418	6/15/2014	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32508800	1	1301	pcb	NA	ROH	NA	11.68	PSAD_VW20_U.ULISES VILL	NO	
474421	6/15/2014	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C37744300	1	1301	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO	
474423	6/15/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	
474424	6/15/2014	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32508800	1	1301	pcb	NA	ROH	NA	11.68	PSAD_VW20_U.ULISES VILL	NO	
474431	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474432	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474433	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474435	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474436	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	2	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO	
474438	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474439	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO	4978989287
474441	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO	4978989287
474442	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO	4978989287
474443	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO	4978989287
474444	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53412223	NA	A2C31748900	1	1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO	4978989287
474445	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190093	1	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474447	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
474448	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978989543
474449	6/15/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	
474450	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO	
474451	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190093	1	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474452	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190092	1	1095	pcb assy DAGSTAR2 ISC D_25 Bottom	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474453	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190092	1	1095	pcb assy DAGSTAR2 ISC D_25 Bottom	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474454	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257220093	1	1095	pcb assy GMSDM30 Top	NA	HALB	S.Real	150.79	PS_SDM30_C.CAROLINA OTA	NO	4978988371
474455	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257220093	1	1095	pcb assy GMSDM30 Top	NA	HALB	S.Real	150.79	PS_SDM30_C.CAROLINA OTA	NO	4978988371
474456	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4978988307
474457	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
474458	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	140.97	PS_SDM10+_C.CAROLINA OT	NO	4978989643
474459	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO	
474460	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO	
474461	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474462	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474464	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474465	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474470	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474471	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474473	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474474	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474476	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700193	1	1301	pcb assy DAGSTAR2 D_18 SMD TOP	NA	HALB	S.Real	337.84	PSAD_DAIMLER STAR 2_A.A	NO	
474477	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1	1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS5_.	NO	
474479	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	328.16	PS_ARAMIS II MCG_F.FERN	NO	
474481	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	328.16	PS_ARAMIS II MCG_F.FERN	NO	
474483	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	104.85	PS_ARAMIS II MCG_F.FERN	NO	4978989309
474484	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	104.85	PS_ARAMIS II MCG_F.FERN	NO	4978989309
474485	6/15/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	
474486	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474487	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474488	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474489	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474490	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474491	6/15/2014	ZSCR	551	030-1	NA	'054	NA	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474492	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474493	6/15/2014	ZSCR	551	030-1	NA	'054	NA	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474494	6/15/2014	ZSCR	551	030-1	NA	'054	NA	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474495	6/15/2014	ZSCR	551	030-1	NA	'054	NA	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474497	6/15/2014	ZSCR	551	030-1	NA	'054	NA	NA	A2C8705700193	1	1301	pcb assy DAGSTAR2 D_18 SMD TOP	NA	HALB	S.Real	337.84	PSAD_DAIMLER STAR 2_A.A	NO	
474499	6/15/2014	ZSCR	551	030-1	NA	'054	A2C85901111	NA	A2C8705700192	1	1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	166.42	PSAD_DAIMLER STAR 2_A.A	NO	4978989669
474509	6/15/2014	ZSCR	551	034-3	NA	'054	5WK43023	NA	6593331401	1	1343	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	0.26	PS_HONDA HRS6_J.JUAN CH	NO	
474509	6/15/2014	ZSCR	551	034-3	NA	'054	5WK43232	NA	6593571403	1	1343	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	0.81	PS_HONDA HRS6_J.JUAN CH	NO	
474509	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89731000	NA	A2C53397769	1	1343	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
474509	6/15/2014	ZSCR	551	034-3	NA	'054	A2C37821000	NA	A2C53108387	5	1343	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO	
474509	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89731000	NA	A2C8021730003	1	1343	pcb assy HONHRS6 V06	NA	HALB	S.Real/AutoBF	179.51	PS_HONDA HRS6_J.JUAN CH	NO	4978989705
474509	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89731000	NA	A2C53397780	1	1343	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	
474510	6/15/2014	ZSCR	551	040-3	NA	'054	5WK44591	NA	A2C53405650	1	1403	multipoint connector 82P H 2SYS YE	NA	ROH	NA	21.13	PS_HONDA HRS6_J.JUAN CH	NO	
474511	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	5	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO	
474511	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
474512	6/15/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	2	1342	cover FIP T BK	NA	ROH	NA	38.04	PSAD_DAIMLER STAR 2_A.A	NO	
474513	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	80	1342	sticker	NA	ROH	NA	40.8	PS_VW10 LC_U.ULISES VIL	NO	
474514	6/15/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	1	1342	cover	NA	ROH	NA	9.91	PSAD_VW20_U.ULISES VILL	NO	
474515	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C53397769	1	1343	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
474515	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C53397780	1	1343	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	
474515	6/15/2014	ZSCR	551	034-3	NA	'054	A2C82096300	NA	A2C53108387	5	1343	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO	
474515	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	6593571403	1	1343	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	0.81	PS_HONDA HRS6_J.JUAN CH	NO	
474515	6/15/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C8021660002	1	1343	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4978989713
474516	6/15/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
474521	6/15/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
474541	6/15/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4978989734
474545	6/15/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	1	1403	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	5WK43232	NA	6593571403	1	1403	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	0.81	PS_HONDA HRS6_J.JUAN CH	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	5WK44690	NA	A2C53397769	1	1403	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	5WK44592	NA	A2C53397780	1	1403	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	5WK43999	NA	A2C53108387	5	1403	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	5WK43024	NA	6593331401	1	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	0.26	PS_HONDA HRS6_J.JUAN CH	NO	
474547	6/15/2014	ZSCR	551	040-3	NA	'054	A2C89730900	NA	A2C8021660002	1	1403	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
474550	6/15/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	2	1342	cover RAP T BK	NA	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	
474554	6/15/2014	ZSCR	551	040-3	NA	'054	A2C53243155MI	NA	A2C53280351	2	1403	multipoint connector 96P H 2SYS D-A	NA	ROH	NA	66.76	PS_ARAMIS III_E.EDWIN R	NO	
474555	6/15/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C30202900	2	1403	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	77.54	PS_CHRYSLER MY2013_E.ED	NO	
474557	6/15/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53328816	1	1403	multipoint connector 56P H 2SYS 2004	NA	ROH	NA	22.87	PS_FIAT BRAZIL_E.EDWIN	NO	
474558	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	100	1342	certification label spool part p	NA	ROH	NA	50	PS_ARAMIS III_E.EDWIN R	NO	
474560	6/15/2014	ZSCR	551	034-2	NA	'054	A2C89711901	NA	A2C53408548	12	1342	"LSS*D7500CM 3,5X 10 A3K"	NA	ROH	NA	2.64	PSAD_OPEL 3300_J.JOSE O	NO	
474560	6/15/2014	ZSCR	551	034-2	NA	'054	A2C83011900	NA	A2C82535400	2	1342	cover	NA	ROH	NA	6.74	PSAD_OPEL 3300_J.JOSE O	NO	
474560	6/15/2014	ZSCR	551	034-2	NA	'054	A2C83011900	NA	A2C83012200	2	1342	housing 123.0x 128.0	NA	ROH	NA	36.2	PSAD_OPEL 3300_J.JOSE O	NO	
474563	6/15/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53331574	2	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	31.5	PS_ARAMIS 2013_E.EDWIN	NO	
474565	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS5_.	NO	
474566	6/15/2014	ZSCR	551	034-2	NA	'054	5WK43024	NA	6593331401	50	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	13	PS_HONDA HRS5_.	NO	
474567	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44288	NA	A2C00023541	10	1342	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	24	PS_ARAMIS III_E.EDWIN R	NO	
474567	6/15/2014	ZSCR	551	034-2	NA	'054	5WK44096	NA	6593757501	10	1342	Bracket Capacitor Cap Cradle	NA	ROH	NA	10.9	PS_ARAMIS III_E.EDWIN R	NO	
474570	6/15/2014	ZSCR	551	034-2	NA	'054	A2C87075100	NA	A2C53338471	4	1342	contact element	NA	ROH	NA	4.08	PS_SDM10+_C.CAROLINA OT	NO	
474570	6/15/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C53395715	2	1342	housing WIC P BK A-B	NA	ROH	NA	69.6	PS_SDM10+_C.CAROLINA OT	NO	
474570	6/15/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C92598000	2	1342	cover FIP T BK Laser Weld	NA	ROH	NA	4.96	PS_SDM10+_C.CAROLINA OT	NO	
