No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID		Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
475040	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475041	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475042	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475043	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475044	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475045	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475046	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475047	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475048	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475049	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475050	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475051	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475052	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475053	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475055	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475056	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475057	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475058	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475059	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475060	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475061	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475062	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
475063	6/16/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	3	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	229.77	PS_RENAULT_.	NO	4978988307
475066	6/16/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C8021660002	2	1343	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO	4978989713
475067	6/16/2014	ZSCR	551	040-2	NA	'054	5WK44285	NA	A2C53367544	1	1402	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
475069	6/16/2014	ZSCR	551	040-2	NA	'054	5WK44630	NA	A2C32509000	1	1402	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
475070	6/16/2014	ZSCR	551	050-3	NA	'054	5WK44630	NA	A2C32509000	1	1503	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
475072	6/16/2014	ZSCR	551	034-3	NA	'054	5WK44508	NA	A2C53416946	1	1343	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
475073	6/16/2014	ZSCR	551	040-2	NA	'054	5WY88040	NA	A2C53412214	1	1402	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
475074	6/16/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C81531200	1	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
475075	6/16/2014	ZSCR	551	034-2	NA	'054	5WY89350		5WY89350	2	1342	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
475076	6/16/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	2	1342	BoSe VW	NA	FERT	NA	208.06	OC_BOSE VW_A.ANA TAPIA-	NO	
475089	6/16/2014	ZSCR	551	040-1	NA	'054	5WK44285	NA	A2C53367544	1	1401	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
475090	6/16/2014	ZSCR	551	040-2	NA	'054	5WK44292	NA	A2C53395077	3	1402	pcb assy	NA	HALB	S.Real	200.34	OC_BOSE BMW_A.ANA TAPIA	NO	
475091	6/16/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C34815300	1	1095	pcb assy VW20 V04	NA	HALB	S.Real/AutoBF	201.97	PS_VW20 MQB_.	NO	4978988411
475092	6/16/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	1	1342	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4978989686
475093	6/16/2014	ZSCR	551	040-2	NA	'054	A2C82541900	NA	A2C82542000	1	1402	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO	
475095	6/16/2014	ZSCR	551	040-1	NA	'054	A2C82540900	NA	A2C82541000	1	1401	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
475096	6/16/2014	ZSCR	551	040-1	NA	'054	A2C83377600	NA	A2C83377700	1	1401	pcb assy RCMT5 LR	NA	HALB	S.Real	466.91	PSAD_LAND ROVER_J.JOSE	NO	
475097	6/16/2014	ZSCR	551	040-1	NA	'054	A2C83377600	NA	A2C83377700	1	1401	pcb assy RCMT5 LR	NA	HALB	S.Real	466.91	PSAD_LAND ROVER_J.JOSE	NO	
475099	6/16/2014	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	1401	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
475100	6/16/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C91764400	1	1095	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_C.CAROLINA OTA	NO	4978988371
475101	6/16/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C8466170093	8	1095	pcb assy VW20 D_4 Top	NA	HALB	S.Real	1543.36	PS_VW20 MQB_.	NO	4978988411
475102	6/16/2014	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
475103	6/16/2014	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
475105	6/16/2014	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
475106	6/16/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C32509000	1	1403	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
475107	6/16/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332369	4	1342	base plate B	NA	ROH	NA	27.84	PS_FIAT BRAZIL_E.EDWIN	NO	
475107	6/16/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53337250	11	1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	2.09	PS_FIAT BRAZIL_E.EDWIN	NO	
475107	6/16/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C37744300	4	1342	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	624.96	PS_FIAT BRAZIL_E.EDWIN	NO	
475108	6/16/2014	ZSCR	551	034-2	NA	'054	A2C84906800	NA	A2C80217700	6	1342	pcb assy HONHRS6 D_20	NA	HALB	S.Real	1844.88	PS_HONDA HRS6_J.JUAN CH	NO	
475109	6/16/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
475110	6/16/2014	ZSCR	551	040-2	NA	'054	5WK44630	NA	A2C32509000	1	1402	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
475111	6/16/2014	ZSCR	551	040-3	NA	'054	5WK44291	NA	A2C53395078	3	1403	pcb assy	NA	HALB	S.Real	223.56	OC_BOSE BMW_A.ANA TAPIA	NO	
475112	6/16/2014	ZSCR	551	040-2	NA	'054	5WK44291	NA	A2C53395078	1	1402	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	
475113	6/16/2014	MB1A	551	040-2	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4978988307
475114	6/16/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
475115	6/16/2014	ZSCR	551	040-3	NA	'054	5WY89360	NA	A2C31080700	1	1403	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
475116	6/16/2014	ZSCR	551	034-2	NA	'054	A2C82542000	NA	A2C8254200093	1	1342	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
475117	6/16/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
475118	6/16/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
475119	6/16/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
475141	6/16/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C3108070093	1	1403	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	
475142	6/16/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C3108070093	3	1403	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	818.76	PS_CHRYSLER MY2013_E.ED	NO	
475144	6/16/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475145	6/16/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475146	6/16/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4978988307
475147	6/16/2014	ZSCR	551	040-1	NA	'054	A2C84906800	NA	A2C80217700	1	1401	pcb assy HONHRS6 D_20	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
475149	6/16/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
475150	6/16/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C34815300	2	1095	pcb assy VW20 V04	NA	HALB	S.Real/AutoBF	403.94	PS_VW20 MQB_.	NO	4978988411
475153	6/16/2014	ZSCR	551	034-2	NA	'054	A2C86816802	NA	A2C53245952	1	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	19.22	PS_ARAMIS III_E.EDWIN R	NO	
475153	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30930101	NA	A2C53108387	5	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_ARAMIS III_E.EDWIN R	NO	
475153	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30930101	NA	A2C53371768	1	1342	cover FIP T GY	NA	ROH	NA	2.84	PS_ARAMIS III_E.EDWIN R	NO	
475153	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30930101	NA	A2C53324560	1	1342	certification label spool part p	NA	ROH	NA	0.5	PS_ARAMIS III_E.EDWIN R	NO	
475153	6/16/2014	ZSCR	551	034-2	NA	'054	A2C86816802	NA	A2C86617100	1	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
475157	6/16/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	13	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	87.49	PS_SDM10+_C.CAROLINA OT	NO	
475157	6/16/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	1	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM10+_C.CAROLINA OT	NO	
475158	6/16/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	2	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	38.44	PS_ARAMIS III_E.EDWIN R	NO	
475160	6/16/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	2	1403	socket	NA	ROH	NA	36.2	PS_CHRYSLER MY2013_E.ED	NO	
475162	6/16/2014	ZSCR	551	034-2	NA	'054	A2C53304311	NA	A2C53103670	1	1342	cable harness	NA	ROH	NA	12.19	OC_OCS SUZUKI_A.ANA TAP	NO	
475162	6/16/2014	ZSCR	551	034-2	NA	'054	A2C53304311	NA	A2C53290320	1	1342	pcb assy	NA	HALB	S.Real	50.53	OC_OCS SUZUKI_A.ANA TAP	NO	
475179	6/16/2014	ZSCR	551	034-2	NA	'054	5WY90360	NA	A2C53408549	63	1342	housing D= 2	NA	ROH	NA	1293.39	PSAD_GM BRASIL_A.ANA TA	NO	
475179	6/16/2014	ZSCR	551	034-2	NA	'054	A2C82735100	NA	A2C83145200	100	1342	certification label identificati	NA	ROH	NA	33	PSAD_GM BRASIL_A.ANA TA	NO	
475179	6/16/2014	ZSCR	551	034-2	NA	'054	5WY90360	NA	A2C53408690	63	1342	cover	NA	ROH	NA	250.11	PSAD_GM BRASIL_A.ANA TA	NO	
475179	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30930101	NA	A2C53108387	252	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	45.36	PSAD_GM BRASIL_A.ANA TA	NO	
475197	6/16/2014	MB1A	951	025-3	NA	'054	NA	NA	A2C32509000	14	1253	pcb assy VW20 V01	VUG017864	HALB	S.Real	1922.62	PSAD_VW20_U.ULISES VILL	NO	4978988560
475201	6/16/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C53330109	30	1095	socket	NA	ROH	NA	543	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
475201	6/16/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C91600800	10	1095	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	577.9	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
475202	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	10	1342	cover	NA	ROH	NA	99.1	PSAD_VW20_U.ULISES VILL	NO	
475202	6/16/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C53424040	40	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	10.8	PSAD_VW20_U.ULISES VILL	NO	
475204	6/16/2014	ZSCR	551	034-2	NA	'054	5WY89360	NA	A2C53436156	2	1342	cover RAP T BK	NA	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	
475204	6/16/2014	ZSCR	551	034-2	NA	'054	5WY89360	NA	A2C53424009	8	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	1.52	PS_CHRYSLER MY2013_E.ED	NO	
475205	6/16/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C30202900	2	1403	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	77.54	PS_CHRYSLER MY2013_E.ED	NO	
475205	6/16/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	23	1403	socket	NA	ROH	NA	416.3	PS_CHRYSLER MY2013_E.ED	NO	
475206	6/16/2014	ZSCR	551	040-3	NA	'054	A2C82540900	NA	A2C82541100	15	1403	PIN CONNECTOR / 56/32 POL. KOD. Y-F	NA	ROH	NA	232.35	PSAD_OPEL 4400_J.JOSE O	NO	
475208	6/16/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	15	1095	cover FIP T BK	NA	ROH	NA	285.3	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00063244	2	1351	"D SUP/PTVS12VS1UR,SOD123W"		ROH	NA	1.28	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00007054	1	1351	"R LIN,4K99,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00003818	1	1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00004322	1	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00052767	1	1351	"100uH,1A,SMD,COIL/"		ROH	NA	2.3	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00019592	1	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00036416	1	1351	"10pF,5%,50V,C0G,0603,TINNED,CER CAP/C160"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00059117	1	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00016442	4	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00004368	1	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010918	1	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00024964	1	1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019943	4	1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	0.48	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019592	3	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00003779	78	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.78	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00028102	24	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	42.48	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00019592	112	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.12	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00037383	8	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	14.4	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00037378	9	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	6.57	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00046196	25	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	16.75	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00005646	87	1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.74	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00007695	32	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	4.8	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00029909	8	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	6.72	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C40002678	16	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	1.12	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019595	1	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00004324	1347	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	13.47	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00054901	8	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	22.88	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00037383	20	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	36	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00003779	1	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00031355	59	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	5.9	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00059117	11	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.55	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00035033	1	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	1.52	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C40002657	10	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	2.1	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00050073	22	1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	7.48	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00010877	54	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.54	PS_ARAMIS III_F.FERNAND	NO	
475945	6/18/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00003613	1	1351	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	
