No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
648377	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
648378	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648379	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648381	03/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C9666050093	1	3011	054	 	1301	pcb assy FIA326 OCS V15_1 SMD TOP	NA	HALB	S.Real	125.46	PS_FIAT BRAZIL_.	NO	4992174434			
648433	03/08/2015	ZSCR	551	030-1	NA	'054	A2C85901112	NA	A2C8705700192	3				1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	518.04	PSAD_DAIMLER STAR 2_A.A	NO	4992173593			
648434	03/08/2015	ZSCR	551	030-1	NA	'054	A2C85901112	NA	A2C8705700192	1				1301	pcb assy DAGSTAR2 D_18 SMD BOT	NA	HALB	S.Real/AutoBF	172.68	PSAD_DAIMLER STAR 2_A.A	NO	4992173593			
648435	03/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	157.2	PSAD_DAIMLER STAR2_ISC_	NO	4992174095			
648436	03/08/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040092	1				1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	51.32	PS_HONDA HRS6_J.JUAN CH	NO	4992173459			
648437	03/08/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040092	1				1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	51.32	PS_HONDA HRS6_J.JUAN CH	NO	4992173459			
648449	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648451	03/08/2015	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C35116101	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	STOCK			
648454	03/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C96660500	1	3011	054	 	1301	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4992174434			
648456	03/08/2015	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992173517			
648457	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	7				1301	pcb assy	NA	HALB	S.Real/AutoBF	724.71	OC_BOSE VW_A.ANA TAPIA-	NO	4992173490			
648602	03/08/2015	ZSCR	551	040-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648606	03/08/2015	ZSCR	551	040-3	NA	'054	A2C96636001	1	A2C96636001	1				1403	ACU FIA326 MY10 S10 06 02 0 0 0 000	NA	FERT	NA	185.84	PS_FIAT BRAZIL_.	NO	4992173185			
648608	03/08/2015	ZSCR	551	040-2	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1402	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO				
648612	03/08/2015	ZSCR	551	040-2	NA	'054	A2C96636001	NA	A2C9666060093	5	3011	054	 	1402	pcb assy PTFSPEED15 V01_1 SMD TOP	NA	HALB	S.Real	627.3	PS_FIAT BRAZIL_.	NO	4992174447			
648616	03/08/2015	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53332366	2	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	15.58	PS_FIAT BRAZIL_.	NO				
648701	04/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
648703	04/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
648705	04/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648710	04/08/2015	ZSCR	551	030-1	NA	'054	A2C87038500	NA	A2C5339962902	1				1301	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	347.58	PS_HONDA HRS5_.	NO	4992173505			
648712	04/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C9666050093	3	3011	054	 	1301	pcb assy FIA326 OCS V15_1 SMD TOP	NA	HALB	S.Real	376.38	PS_FIAT BRAZIL_.	NO	4992174434			
648757	04/08/2015	ZSCR	551	030-1	NA	'054	A2C91408600	NA	A2C9140860092	12				1301	pcb assy HONHRS6 D_16 SMD BOT	NA	HALB	S.Real/AutoBF	604.32	PS_HONDA HRS6_J.JUAN CH	NO	4992174050			
648760	04/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	6	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	1055.94	PS_VW10 LC_.	NO	4992174759			
648791	04/08/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	273.67	PS_HONDA HRS6_J.JUAN CH	NO	4992174880			
648815	04/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	157.2	PSAD_DAIMLER STAR2_ISC_	NO	4992174095			
648818	04/08/2015	ZSCR	551	030-1	NA	'054	A2C53395077	NA	A2C53395076	182	3011	054	 	1301	pcb IEEZZDIV	NA	ROH	NA	1465.1	OC_BOSE BMW_A.ANA TAPIA	NO	4992174789			
648830	04/08/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040092	1				1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	51.32	PS_HONDA HRS6_J.JUAN CH	NO	4992173459			
648833	04/08/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
648839	04/08/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	79.65	PSAD_VW20_.	NO	4992173448			
648841	04/08/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	79.65	PSAD_VW20_.	NO	4992173448			
648843	04/08/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
648848	04/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
648848	04/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174554			
648850	04/08/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	2	3011	054	 	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	547.34	PS_HONDA HRS6_J.JUAN CH	NO	4992174880			
648851	04/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C9666050092	2				1301	pcb assy FIA326 OCS V15_1 SMD BOT	NA	HALB	S.Real/AutoBF	163.8	PS_HONDA HRS6_J.JUAN CH	NO	4992174118			
648859	04/08/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C96631500	2	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	1022.92	OC_BOSE VW_A.ANA TAPIA-	NO	4992174489			
