No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
647245	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	6	3011	054	 	1403	cover	NA	ROH	NA	16.98	PS_VW10 LC_. (APROBACI	NO	4992174809			
647246	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44470	NA	A2C53397780	1	3011	054	 	1403	cover	NA	ROH	NA	3.38	PS_HONDA HRS6_J.JUAN CH	NO				
647247	30/07/2015	ZSCR	551	040-5	NA	'054	A2C92704000	NA	A2C53330109	1	3011	054	 	1405	socket	NA	ROH	NA	17.49	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647247	30/07/2015	ZSCR	551	040-5	NA	'054	A2C33330515	NA	A2C91600700	1	3011	054	 	1405	multipoint connector124/ 86P H 2SYS 1018	NA	ROH	NA	57.12	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647248	30/07/2015	ZSCR	551	040-5	NA	'054	5WK44516	NA	A2C53330107	1	3011	054	 	1405	socket	NA	ROH	NA	13.76	PS_HONDA HRS6_J.JUAN CH	NO				
647269	30/07/2015	MB1A	551	034-2	K96019	'054	NA	NA	A2C53424040	380				1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	110.2	PSAD_DAIMLER SMART_F.FE	NO	4992172543			
647269	30/07/2015	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	76				1095	cover FIP T BK	NA	ROH	NA	1353.56	PSAD_DAIMLER SMART_F.FE	NO	4992172543			
647347	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647348	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647349	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647350	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647352	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647353	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647354	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647355	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647357	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647358	31/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647359	31/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647360	31/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647361	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647363	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647365	31/07/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	79.65	PSAD_VW20_. (APROBACIO	NO	4992173448			
647366	31/07/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	79.65	PSAD_VW20_. (APROBACIO	NO	4992173448			
647368	31/07/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	79.65	PSAD_VW20_. (APROBACIO	NO	4992173448			
647369	31/07/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	121.36	PSAD_VW20_. (APROBACIO	NO				
647372	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647373	31/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647374	31/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647375	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647376	31/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	157.2	PSAD_DAIMLER STAR2_ISC_	NO	4992174095			
647377	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4992174836			
647379	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647383	31/07/2015	ZSCR	551	030-1	NA	'054	A2C94504300	NA	A2C9449080093	1	3011	054	 	1301	pcb assy HONHRS5 V37 TOP	NA	HALB	S.Real	151.18	PS_HONDA HRS5_. (APROB	NO	4992174510			
647384	31/07/2015	ZSCR	551	030-1	NA	'054	A2C5339961703	NA	A2C53399617A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	178.36	PS_HONDA HRS5_. (APROB	NO	4992174776			
647385	31/07/2015	ZSCR	551	030-1	NA	'054	A2C5339961703	NA	A2C53399617A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	178.36	PS_HONDA HRS5_. (APROB	NO	4992174776			
647386	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
647393	31/07/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	121.36	PSAD_VW20_. (APROBACIO	NO				
647396	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	6	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	1055.94	PS_VW10 LC_. (APROBACI	NO	4992174752			
647400	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53374378A	NA	A2C53374377	6	3011	054	 	1301	pcb VW ZZDIV AC	NA	ROH	NA	102.6	PS_VW10 LC_. (APROBACI	NO	4992174809			
647401	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	12	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	121.8	OC_BOSE VW_A.ANA TAPIA-	NO	4992174836			
647402	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	12	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	2111.88	PS_VW10 LC_. (APROBACI	NO	4992174752			
647404	31/07/2015	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	12	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	121.8	OC_BOSE VW_A.ANA TAPIA-	NO	4992174836			
647408	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C94817900	12				1095	pcb	NA	ROH	NA	227.52	PS_HONDA HRS7_. (APROB	NO	4992172358			
647410	31/07/2015	MB1A	551	030-1	K96019	'054	A2C30910808	NA	A2C32508800	10				1095	pcb	NA	ROH	NA	121.1	PS_VW11_. (APROBACION	NO	4992172442			
647418	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9573580192	16				1095	pcb assy VW11 SMD BOT	NA	HALB	S.Real/AutoBF	2571.68	PS_VW11_. (APROBACION	NO	4992172442			
647425	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647426	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647427	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647428	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647430	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
647445	31/07/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
647447	31/07/2015	ZSCR	551	030-1	NA	'054	A2C91408600	NA	A2C9140860093	1	3011	054	 	1301	pcb assy HONHRS6 D_16 SMD TOP	NA	HALB	S.Real	250.05	PS_HONDA HRS6_J.JUAN CH	NO	4992174583			
647449	31/07/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
647451	31/07/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
647452	31/07/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	NA	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
647454	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647468	31/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647477	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_. (APROB	NO	4992172358			
647480	31/07/2015	ZSCR	551	040-3	NA	'054	5WK44004	NA	A2C00013374	0.009	3011	054	 	1403	protective laquer BECTRON PK4340	NA	ROH	NA	3.69	PSAD_DAIMLER STAR2_ISC_	NO				
647480	31/07/2015	ZSCR	551	040-3	NA	'054	A2C33330515	NA	A2C96631500	3	3011	054	 	1403	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	1534.38	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647484	31/07/2015	ZSCR	551	040-1	NA	'054	5WK43966	NA	A2C00013374	0.003	3011	054	 	1401	protective laquer BECTRON PK4340	NA	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO				
647484	31/07/2015	ZSCR	551	040-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647488	31/07/2015	ZSCR	551	040-1	NA	'054	5WK43958	NA	A2C00013374	0.006	3011	054	 	1401	protective laquer BECTRON PK4340	NA	ROH	NA	2.46	PSAD_DAIMLER STAR2_ISC_	NO				
647488	31/07/2015	ZSCR	551	040-1	NA	'054	A2C33330515	NA	A2C96631500	2	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	1022.92	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647494	31/07/2015	ZSCR	551	040-3	NA	'054	5WK43871	NA	A2C00013374	0.12	3011	054	 	1403	protective laquer BECTRON PK4340	NA	ROH	NA	49.14	PSAD_DAIMLER STAR2_ISC_	NO				
647494	31/07/2015	ZSCR	551	040-3	NA	'054	A2C33330515	NA	A2C96631500	4	3011	054	 	1403	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	2045.84	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647503	31/07/2015	ZSCR	551	034-2	NA	'054	A2C98583000	NA	A2C98583000	3	3011	054	 	1342	pcb assy VW10 V11	NA	HALB	S.Real	848.7	PS_VW10 LC_.	NO	4992174391			
647507	31/07/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	2				1342	pcb assy	NA	HALB	S.Real/AutoBF	207.06	OC_BOSE VW_A.ANA TAPIA-	NO	4992174162			
647513	31/07/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	6				1342	pcb assy	NA	HALB	S.Real/AutoBF	621.18	OC_BOSE VW_A.ANA TAPIA-	NO	4992174162			
647542	31/07/2015	ZSCR	551	040-1	NA	'054	A2C85220900	NA	A2C84965300	1	3011	054	 	1401	pcb assy HONHRS6 D_13	NA	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647545	31/07/2015	ZSCR	551	040-3	NA	'054	A2C94819900		A2C94819900	1				1403	ACU HONHRS5 MY15 S10 10 04 0 1 0 000	NA	FERT	NA	376.93	PS_HONDA HRS5_.	NO	4992173164			
647554	31/07/2015	ZSCR	551	050-5	NA	'054	5WK43915	NA	A2C53287874	147	3011	054	 	1505	pcb assy	NA	HALB	S.Real	8443.68	OC_OCS NISSAN_A.ANA TAP	NO				
647559	31/07/2015	MB1A	951	025-3	NA	'054	NA	NA	A2C5339962902	3				1253	pcb assy HONHRS5 RO V13B	VUG020301	HALB	S.Real/AutoBF	1042.74	PS_HONDA HRS5_.	NO	4992172727			
647559	31/07/2015	MB1A	951	025-3	NA	'054	NA	NA	A2C53405780	6				1253	housing	VUG020301	ROH	NA	184.74	PS_HONDA HRS5_.	NO	4992172727			
647564	31/07/2015	MB1A	951	025-3	NA	'054	NA	NA	A2C53399623	16				1253	pcb assy HONHRS5 V07	VUG020301	HALB	S.Real	3535.36	PS_HONDA HRS5_.	NO	4992172727			
647597	31/07/2015	ZSCR	551	050-5	NA	'054	5WK43772	NA	A2C53142641	2	3011	054	 	1505	ACU HONHRS3 MY07 M30 06 XX 0 0 0 000	NA	HALB	S.Real	585.7	OES_HONDA CR-V MC_.	NO				
647597	31/07/2015	ZSCR	551	050-5	NA	'054	5WK44225	NA	A2C53347151	3	3011	054	 	1505	ACU MY10 10	NA	HALB	S.Real	928.17	OES_HONDA CR-V MC_.	NO				
647601	31/07/2015	ZSCR	551	022-2	NA	'054	5WK43958	NA	A2C00049991	1	3011	054	 	1222	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	OES_HONDA ACCORD_.	NO				
647601	31/07/2015	ZSCR	551	022-2	NA	'054	5WK44837	NA	A2C3439460093	1	3011	054	 	1222	SMD ACCORD 11 TOP	NA	HALB	S.Real	270.44	OES_HONDA ACCORD_.	NO				
647611	31/07/2015	ZSCR	551	050-5	NA	'054	5WK44673	NA	A2C32999900	1	3011	054	 	1505	pcb assy	NA	HALB	S.Real	150.01	PS_FIAT BRAZIL_. (APRO	NO				
647611	31/07/2015	ZSCR	551	050-5	NA	'054	5WK44675	NA	A2C33000300	13	3011	054	 	1505	pcb assy	NA	HALB	S.Real	1630.33	PS_FIAT BRAZIL_. (APRO	NO				
647611	31/07/2015	ZSCR	551	050-5	NA	'054	A2C37924700	NA	A2C3774430093	2	3011	054	 	1505	FIAT 326 3V SMT TOP	NA	HALB	S.Real	251.12	PS_FIAT BRAZIL_. (APRO	NO	STOCK			
647612	31/07/2015	MB1A	551	040-2	K96019	'054	NA	NA	A2C95735801	1				1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4992172442			
647620	31/07/2015	ZSCR	551	040-3	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1403	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647621	31/07/2015	ZSCR	551	040-5	NA	'054	A2C37964112	NA	A2C35116201	1	3011	054	 	1405	pcb assy DAGSTAR2 D_13	NA	HALB	S.Real	410.61	PSAD_DAIMLER STAR 2_A.A	NO	STOCK			
647622	31/07/2015	ZSCR	551	040-5	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1405	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO				
647623	31/07/2015	ZSCR	551	040-1	NA	'054	A2C91480401	NA	A2C91408600	1				1401	pcb assy HONHRS6 D_16	NA	HALB	S.Real/AutoBF	294.55	PS_HONDA HRS6_J.JUAN CH	NO	4992174220			
647624	31/07/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	9				1342	pcb assy	NA	HALB	S.Real/AutoBF	931.77	OC_BOSE VW_A.ANA TAPIA-	NO	4992174162			
647628	31/07/2015	ZSCR	551	040-1	NA	'054	5WK44252	NA	A2C53364457	1				1401	pcb assy	NA	HALB	S.Real/AutoBF	103.53	OC_BOSE VW_A.ANA TAPIA-	NO	4992174192			
647630	31/07/2015	ZSCR	551	040-3	NA	'054	5WK43024	NA	6593331401	70	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	18.9	PS_HONDA HRS6_J.JUAN CH	NO				
647630	31/07/2015	ZSCR	551	040-3	NA	'054	5WK43074	NA	6593571403	20	3011	054	 	1403	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	16.8	PS_HONDA HRS6_J.JUAN CH	NO				
647632	31/07/2015	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53098572	50	3011	054	 	1403	label	NA	ROH	NA	22	OC_BOSE VW_A.ANA TAPIA-	NO				
647633	31/07/2015	ZSCR	551	040-3	NA	'054	5WK43161	NA	6593571403	80	3011	054	 	1403	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	67.2	PS_HONDA HRS6_J.JUAN CH	NO				
647635	31/07/2015	ZSCR	551	040-5	NA	'054	A2C33330515	NA	A2C91600700	1	3011	054	 	1405	multipoint connector124/ 86P H 2SYS 1018	NA	ROH	NA	57.12	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
647641	31/07/2015	ZSCR	551	040-5	NA	'054	A2C33330515	NA	A2C91600700	2	3011	054	 	1405	multipoint connector124/ 86P H 2SYS 1018	NA	ROH	NA	114.24	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
647641	31/07/2015	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	4	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	206.72	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647642	31/07/2015	ZSCR	551	040-5	NA	'054	5WK44468	NA	A2C53330107	1	3011	054	 	1405	socket	NA	ROH	NA	13.76	PS_HONDA HRS6_J.JUAN CH	NO				
647642	31/07/2015	ZSCR	551	040-5	NA	'054	5WK44788	NA	A2C53330109	3	3011	054	 	1405	socket	NA	ROH	NA	52.47	PS_HONDA HRS6_J.JUAN CH	NO				
647643	31/07/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	3	3011	054	 	1403	cover	NA	ROH	NA	8.49	PS_VW10 LC_.	NO	4992174809			
647644	31/07/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C53330109	13				1095	socket	NA	ROH	NA	227.37	PSAD_DAIMLER SMART_F.FE	NO	4992172543			
647645	31/07/2015	ZSCR	551	040-5	NA	'054	A2C81768400	NA	A2C53330109	3	3011	054	 	1405	socket	NA	ROH	NA	52.47	PSAD_DAIMLER STAR2_ISC_	NO	4992174677			
647666	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230292	3				1095	pcb assy DAGSTAR22 Bottom	NA	HALB	S.Real/AutoBF	551.73	PSAD_STAR 22_.	NO	4992172636			
647666	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	6				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	2947.62	PSAD_STAR 22_.	NO	4992172636			
647666	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	135				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	66321.45	PSAD_STAR 22_.	NO	4992172636			
647668	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230292	36				1095	pcb assy DAGSTAR22 Bottom	NA	HALB	S.Real/AutoBF	6620.76	PSAD_STAR 22_.	NO	4992172636			
647668	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	24				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	11790.48	PSAD_STAR 22_.	NO	STOCK			
647673	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C34599800	21				1095	"holder assy PTPSS CAPAssy8,8"	NA	ROH	NA	346.92	PSAD_STAR 22_.	NO	4992172636			
647673	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	21				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	10316.67	PSAD_STAR 22_.	NO	STOCK			
647673	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C95495900	21				1095	multipoint connector124/110P H 2SYS 1018	NA	ROH	NA	972.09	PSAD_STAR 22_.	NO	4992172636			
647675	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98072600	27				1095	pcb assy DAGSTAR22 ISC w SW D3-3	NA	HALB	S.Real/AutoBF	13449.51	PSAD_STAR 22_.	NO	4992172636			
647677	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98072600	17				1095	pcb assy DAGSTAR22 ISC w SW D3-3	NA	HALB	S.Real/AutoBF	8468.21	PSAD_STAR 22_.	NO	4992172636			
647680	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C34599800	7				1095	"holder assy PTPSS CAPAssy8,8"	NA	ROH	NA	115.64	PSAD_STAR 22_.	NO	4992172636			
647680	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	7				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	3438.89	PSAD_STAR 22_.	NO	4992172636			
647680	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C95495900	7				1095	multipoint connector124/110P H 2SYS 1018	NA	ROH	NA	324.03	PSAD_STAR 22_.	NO	4992172636			
647680	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98072600	5				1095	pcb assy DAGSTAR22 ISC w SW D3-3	NA	HALB	S.Real/AutoBF	2490.65	PSAD_STAR 22_.	NO	4992172636			
647682	31/07/2015	MB1A	551	022-2	K96019	'054	NA	87AB	A2C87076702	1				1095	ACU DAGS22W213 MY16 S20 36 10 1 1 0 HSA	NA	FERT	NA	590.06	PSAD_STAR 22_.	NO	4992172636			
647682	31/07/2015	MB1A	551	022-2	K96019	'054	NA	87AB	A2C87076802	8				1095	ACU DAGS22W213 MY16 S20 24 10 1 1 0 HSA	NA	FERT	NA	4232.08	PSAD_STAR 22_.	NO	4992172636			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230293	7				1095	pcb assy DAGSTAR22 Top	NA	HALB	S.Real	3438.89	PSAD_STAR 22_.	NO	STOCK			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483230392	2				1095	pcb assy DAGSTAR22 D_2-3 Bot	NA	HALB	S.Real/AutoBF	324.84	PSAD_STAR 22_.	NO	4992172636			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483240393	1				1095	pcb assy DAGSTAR22 tOP	NA	HALB	S.Real	430.23	PSAD_STAR 22_.	NO	STOCK			
