No.Item	Txs SAP	Mov	C—digo Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
121592	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	103.98	4956143853
121593	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	3	1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	152.4	4956143885
121594	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	1	1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	50.8	4956143885
121595	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	12	1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	609.6	4956143885
122452	ZSCR	551	040-3	NA	5WY7700	NA	A2C53184512	3	1403	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	117.9	4956143336
122454	ZSCR	551	030-1	NA	5WK50316C	NA	A2C53140415	30	1301	pcb NIS	NA	ROH	NA	97.5	4956143784
122455	ZSCR	551	040-1	NA	5WK49670C	NA	A2C53285996B	3	1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	152.94	4956143550
122456	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	103.98	4956143853
122458	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	3	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	155.97	4956143853
122459	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	103.98	4956143853
122461	ZSCR	551	040-2	NA	5WK49622C	NA	A2C53297306B	1	1402	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	51.99	4956143441
122485	ZSCR	551	030-1	NA	5WK50317	NA	A2C53359316B	2	1301	Subassy KOR 3B 2nd bundle BOT	NA	HALB	S.Real	101.58	4956143920
122507	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53297306B	30	1403	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	1559.7	4956143319
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C00004906	7	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	9.59	4956143194
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53319341	7	1403	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.28	4956143194
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53323911	7	1403	housing	NA	ROH	NA	7.42	4956143194
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53323916	7	1403	slide	NA	ROH	NA	5.6	4956143194
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53358639	7	1403	contact spring	NA	ROH	NA	3.92	4956143194
122511	ZSCR	551	040-3	NA	S180143002	NA	A2C53365040	7	1403	housing bottom	NA	ROH	NA	6.72	4956143284
122511	ZSCR	551	040-3	NA	5WK49612C	NA	A2C53365043	2	1403	pushbutton	NA	ROH	NA	33.3	4956143204
122511	ZSCR	551	040-3	NA	5WK49608C	NA	A2C53385463	4	1403	pushbutton	NA	ROH	NA	40.72	4956143194
122515	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53323911	1	1402	housing	NA	ROH	NA	1.06	4956143400
122515	ZSCR	551	040-2	NA	S180143002	NA	A2C53365040	1	1402	housing bottom	NA	ROH	NA	0.96	4956143433
