No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
671826	12/10/2015	ZSCR	551	030-1	NA	'054	A2C86816904	A2C86816904	#N/A	A2C9663140093	1	3011	054	 	1301	pcb assy DAGARM3 RO V16-1 SMD TOP	43	HALB	S.Real	389.68	PS_ARAMIS III_.	NO	4995018986
671828	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	01	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	30	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4995015995
671830	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	01	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	30	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4995015995
671831	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	01	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	30	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4995015995
671832	12/10/2015	ZSCR	551	030-1	NA	'054	5WK44291	5WK44291	#N/A	A2C53395078	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	81.11	OC_BOSE BMW_A.ANA TAPIA	NO	4995020330
671837	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C83317201	6	3011	054	 	1301	pcb 6-lay DAGSTR2ISC	179	ROH	NA	165.42	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671838	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C83317201	12	3011	054	 	1301	pcb 6-lay DAGSTR2ISC	179	ROH	NA	330.84	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671840	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53395078	5WK44291	#N/A	A2C53395076	28	3011	054	 	1301	pcb IEEZZDIV	13	ROH	NA	225.4	OC_BOSE BMW_A.ANA TAPIA	NO	4995020330
671841	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR2_ISC_	NO	4995016172
671842	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR2_ISC_	NO	4995016172
671843	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR2_ISC_	NO	4995016172
671845	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453907	A2C32453907	#N/A	A2C3511610093	1	3011	054	 	1301	pcb assy DAGSTAR2 V02	1	HALB	S.Real	316.61	PSAD_DAIMLER STAR 2_A.A	NO	
671847	12/10/2015	ZSCR	551	030-1	NA	'054	5WK43876	5WK43876	12	A2C00013374	0.001	3011	054	 	1301	protective laquer BECTRON PK4340	8	ROH	NA	0.41	PSAD_DAIMLER STAR2_ISC_	NO	
671847	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	179	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671849	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C35116101	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12	29	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671857	12/10/2015	ZSCR	551	030-1	NA	'054	5WK44749	5WK44749	#N/A	A2C8021770003	1	3011	054	 	1301	pcb assy HONHRS6 D_20_SW	5	HALB	S.Real	317.39	PS_HONDA HRS6_J.JUAN CH	NO	
671861	12/10/2015	ZSCR	551	030-1	NA	'054	5WK43876	5WK43876	12	A2C00013374	0.001	3011	054	 	1301	protective laquer BECTRON PK4340	8	ROH	NA	0.41	PSAD_DAIMLER STAR2_ISC_	NO	
671861	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	179	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671867	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671868	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671870	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671871	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671872	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671874	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671877	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671879	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671881	12/10/2015	ZSCR	551	030-1	NA	'054	A2C38122200	A2C38122200	01	A2C3320990093	1	3011	054	 	1301	SMD A FIAT D200 V18	17	HALB	S.Real	127.08	PS_FIAT BRAZIL_.	NO	4995020870
671887	12/10/2015	ZSCR	551	030-1	NA	'054	A2C38122200	A2C38122200	01	A2C3320990093	1	3011	054	 	1301	SMD A FIAT D200 V18	17	HALB	S.Real	127.08	PS_FIAT BRAZIL_.	NO	4995020870
671892	12/10/2015	ZSCR	551	030-1	NA	'054	A2C5339961703	A2C91739300	#N/A	A2C53399617A	1	3011	054	 	1301	circuit board assy	18	HALB	S.Real	178.36	PS_HONDA HRS5_.	NO	
671920	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671922	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671924	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671926	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671927	12/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
671929	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671930	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671945	12/10/2015	ZSCR	551	030-1	NA	'054	A2C96810300	A2C96810300	#N/A	A2C9840990093	1	3011	054	 	1301	pcb assy GMSMD30	39	HALB	S.Real	289.86	PS_SDM30_.	NO	4995019980
671946	12/10/2015	ZSCR	551	030-1	NA	'054	A2C96810300	A2C96810300	#N/A	A2C9840990093	1	3011	054	 	1301	pcb assy GMSMD30	39	HALB	S.Real	289.86	PS_SDM30_.	NO	4995019980
671951	12/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
671952	12/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
671963	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53435477	5WK44592	#N/A	A2C5343547793	1	3011	054	 	1301	pcb assy HONHRS5 V36 top side	13	HALB	S.Real	187.55	PS_HONDA HRS5_.	NO	4995020741
671964	12/10/2015	ZSCR	551	030-1	NA	'054	A2C53435477	5WK44592	#N/A	A2C5343547793	1	3011	054	 	1301	pcb assy HONHRS5 V36 top side	13	HALB	S.Real	187.55	PS_HONDA HRS5_.	NO	4995020741
671965	12/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	29	HALB	S.Real	316.77	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
671975	12/10/2015	ZSCR	551	030-1	NA	'054	A2C30910806	A2C30910806	#N/A	A2C32509000	9	3011	054	 	1301	pcb assy VW20 V01	1	HALB	S.Real	1267.83	PSAD_VW20_.	NO	
671975	12/10/2015	ZSCR	551	030-1	NA	'054	A2C30910808	A2C30910808	#N/A	A2C3250900093	70	3011	054	 	1301	circuit board assy TOP side VW20	9	HALB	S.Real	8495.2	PSAD_VW20_.	NO	
672021	12/10/2015	ZSCR	551	040-3	NA	'054	A2C33330514	A2C33330514	#N/A	A2C83435000	11	3011	054	 	1403	cover FIP T BK	2	ROH	NA	195.91	PSAD_DAIMLER STAR 2_A.A	NO	
672025	12/10/2015	ZSCR	551	040-5	NA	'054	A2C95035705	A2C95035705	#N/A	A2C92444800	2	3011	054	 	1405	pin header 100P H 4R PF 1018	2	ROH	NA	103.52	PS_VW11_.	NO	
672027	12/10/2015	ZSCR	551	040-5	NA	'054	A2C92737300	A2C92737300	#N/A	A2C87246300	3	3011	054	 	1405	"holder assy PTPSS CAPAssy5,7"	1	ROH	NA	38.67	PS_VW11_.	NO	
672029	12/10/2015	ZSCR	551	040-5	NA	'054	A2C92704001	A2C92704001	#N/A	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	179	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672032	12/10/2015	ZSCR	551	034-8	NA	'054	A2C82134800	A2C82134800	#N/A	A2C53395713	5	3011	054	 	1348	housing WIC P BK A-D	3	ROH	NA	257.7	PS_SDM30_.	NO	
672032	12/10/2015	ZSCR	551	034-8	NA	'054	A2C82134600	A2C82134600	#N/A	A2C53395714	1	3011	054	 	1348	housing WIC P BK A-A	4	ROH	NA	44.34	PS_SDM30_.	NO	
672032	12/10/2015	ZSCR	551	034-8	NA	'054	A2C82134700	A2C82134700	#N/A	A2C92598000	6	3011	054	 	1348	cover FIP T BK Laser Weld	10	ROH	NA	15.36	PS_SDM30_.	NO	4995021122
672056	12/10/2015	ZSCR	551	040-1	NA	'054	A2C96810200	A2C96810200	#N/A	A2C98409800	1	3011	054	 	1401	pcb assy GMSDM30	36	HALB	S.Real	371.05	PS_SDM30_.	NO	4995019923
672057	12/10/2015	ZSCR	551	040-1	NA	'054	A2C96810400	A2C96810400	#N/A	A2C98410000	1	3011	054	 	1401	pcb assy GMSDM30	51	HALB	S.Real	399.51	PS_SDM30_.	NO	4995020092
672072	12/10/2015	ZSCR	551	040-1	NA	'054	A2C86852400	A2C86852400	#N/A	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	99	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4995019070
672075	12/10/2015	ZSCR	551	040-5	NA	'054	A2C96590001	A2C96590001	01	A2C96660500	1	3011	054	 	1405	pcb assy FIA326 OCS V15_1	38	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4995019366
672076	12/10/2015	ZSCR	551	035-1	NA	'054	5WK44058	5WK44058	08	A2C53324560	180	3011	054	 	1351	certification label spool part p	7	ROH	NA	95.4	PS_ARAMIS III_.	NO	
672077	12/10/2015	ZSCR	551	040-5	NA	'054	A2C96660500	A2C96590001	01	A2C95898500	1	3011	054	 	1405	multipoint connector 56/ 26P H 2SYS BE 5	38	ROH	NA	23.79	PS_FIAT BRAZIL_.	NO	4995019366
672079	12/10/2015	ZSCR	551	040-3	NA	'054	A2C82735500	A2C82735500	#N/A	A2C53338471	100	3011	054	 	1403	contact element	2	ROH	NA	110	PS_SDM30_.	NO	
672080	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44465	5WK44465	#N/A	A2C53397780	10	3011	054	 	1403	cover	5	ROH	NA	33.8	PS_HONDA HRS6_J.JUAN CH	NO	
672082	12/10/2015	ZSCR	551	040-5	NA	'054	A2C92704001	A2C92704001	#N/A	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	179	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672083	12/10/2015	ZSCR	551	040-5	NA	'054	A2C38172103	A2C38172103	#N/A	A2C91593500	1	3011	054	 	1405	multipoint connector124/ 59P H 2SYS 1018	1	ROH	NA	51.68	PSAD_DAIMLER SMART_F.FE	NO	
672084	12/10/2015	ZSCR	551	035-1	NA	'054	5WK44094	5WK44094	#N/A	A2C53324560	100	3011	054	 	1351	certification label spool part p	2	ROH	NA	53	PS_ARAMIS III_.	NO	
672086	12/10/2015	ZSCR	551	035-1	NA	'054	5WK44285	5WK44285	#N/A	A2C00014697	50	3011	054	 	1351	sticker	18	ROH	NA	26.5	PS_VW10 LC_.	NO	4995020188
672087	12/10/2015	ZSCR	551	035-1	NA	'054	5WK42967	5WK42967	#N/A	6593331401	90	3011	054	 	1351	ETIQUETA DE IDENTIFIC. HONDA	1	ROH	NA	24.3	PS_HONDA HRS6_J.JUAN CH	NO	
672088	12/10/2015	ZSCR	551	040-3	NA	'054	5WK43760	5WK43760	#N/A	A2C53221373	1	3011	054	 	1403	cable harness	2	ROH	NA	21.86	OC_OCS NISSAN_A.ANA TAP	NO	
672088	12/10/2015	ZSCR	551	040-3	NA	'054	5WK43916	5WK43916	#N/A	A2C53221382	1	3011	054	 	1403	cable harness	1	ROH	NA	24	OC_OCS NISSAN_A.ANA TAP	NO	
672088	12/10/2015	ZSCR	551	040-3	NA	'054	5WK42560	5WK42560	NA	A2C53287874	3	3011	054	 	1403	pcb assy	11	HALB	S.Real	172.32	OC_OCS NISSAN_A.ANA TAP	NO	4995020110
672088	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44077	5WK44077	#N/A	A2C53300380	1	3011	054	 	1403	cable harness	1	ROH	NA	23.95	OC_OCS NISSAN_A.ANA TAP	NO	
672090	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44040	5WK44040	#N/A	A2C53181198	3	3011	054	 	1403	cable harness	2	ROH	NA	65.7	OC_OCS NISSAN_A.ANA TAP	NO	
672090	12/10/2015	ZSCR	551	040-3	NA	'054	5WK43760	5WK43760	#N/A	A2C53221373	1	3011	054	 	1403	cable harness	2	ROH	NA	21.86	OC_OCS NISSAN_A.ANA TAP	NO	
672090	12/10/2015	ZSCR	551	040-3	NA	'054	5WK42560	5WK42560	NA	A2C53240199	1	3011	054	 	1403	cable harness	11	ROH	NA	17.77	OC_OCS NISSAN_A.ANA TAP	NO	4995020110
672090	12/10/2015	ZSCR	551	040-3	NA	'054	5WK42560	5WK42560	NA	A2C53287874	5	3011	054	 	1403	pcb assy	11	HALB	S.Real	287.2	OC_OCS NISSAN_A.ANA TAP	NO	4995020110
672091	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44040	5WK44040	#N/A	A2C53181198	1	3011	054	 	1403	cable harness	2	ROH	NA	21.9	OC_OCS NISSAN_A.ANA TAP	NO	
672091	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44042	5WK44042	#N/A	A2C53284008	1	3011	054	 	1403	cable harness	1	ROH	NA	25.33	OC_OCS NISSAN_A.ANA TAP	NO	
672091	12/10/2015	ZSCR	551	040-3	NA	'054	5WK42570	5WK42570	#N/A	A2C53287874	2	3011	054	 	1403	pcb assy	1	HALB	S.Real	114.88	OC_OCS NISSAN_A.ANA TAP	NO	
672092	12/10/2015	ZSCR	551	040-3	NA	'054	5WK44366	5WK44366	#N/A	A2C53181198	3	3011	054	 	1403	cable harness	1	ROH	NA	65.7	OC_OCS NISSAN_A.ANA TAP	NO	
672092	12/10/2015	ZSCR	551	040-3	NA	'054	5WK43870	5WK43870	#N/A	A2C53287874	3	3011	054	 	1403	pcb assy	1	HALB	S.Real	172.32	OC_OCS NISSAN_A.ANA TAP	NO	
672171	12/10/2015	ZSCR	551	040-5	NA	'054	A2C37964112	A2C37964112	#N/A	A2C91600900	5	3011	054	 	1405	multipoint connector124/ 89P H 2SYS 1018	14	ROH	NA	290.9	PSAD_DAIMLER STAR 2_A.A	NO	4995020854
672171	12/10/2015	ZSCR	551	040-5	NA	'054	A2C32453912	A2C32453912	#N/A	A2C91601100	1	3011	054	 	1405	multipoint connector124/ 81P H 2SYS 1018	29	ROH	NA	55.66	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
672171	12/10/2015	ZSCR	551	040-5	NA	'054	A2C32453912	A2C32453912	#N/A	A2C91601100	2	3011	054	 	1405	multipoint connector124/ 81P H 2SYS 1018	29	ROH	NA	111.32	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
672173	12/10/2015	ZSCR	551	040-5	NA	'054	A2C92704001	A2C92704001	#N/A	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	179	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672174	12/10/2015	ZSCR	551	040-5	NA	'054	A2C92704001	A2C92704001	#N/A	A2C53330109	3	3011	054	 	1405	socket	179	ROH	NA	52.47	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672177	12/10/2015	ZSCR	551	040-5	NA	'054	A2C32453904	A2C32453904	#N/A	A2C91601100	4	3011	054	 	1405	multipoint connector124/ 81P H 2SYS 1018	1	ROH	NA	222.64	PSAD_DAIMLER STAR 2_A.A	NO	
672179	12/10/2015	ZSCR	551	040-5	NA	'054	A2C94832900	A2C95228700	#N/A	A2C53330109	6	3011	054	 	1405	socket	1	ROH	NA	104.94	PSAD_DAIMLER STAR2_ISC_	NO	
672260	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
672261	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
672263	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
672293	13/10/2015	ZSCR	551	030-1	NA	'054	A2C86329900	A2C86329900	#N/A	A2C830078009301	1	3011	054	 	1301	pcb assy VOLP1X P11P12P14 SMD HW 01	1	HALB	S.Real	280.93	PSAD_ASTON MARTIN_.	NO	
672331	13/10/2015	ZSCR	551	030-1	NA	'054	5WK43876	5WK43876	12	A2C00013374	0.003	3011	054	 	1301	protective laquer BECTRON PK4340	8	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	
672335	13/10/2015	ZSCR	551	030-1	NA	'054	5WK43877	5WK43877	#N/A	A2C00013374	0.003	3011	054	 	1301	protective laquer BECTRON PK4340	3	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	
672337	13/10/2015	ZSCR	551	030-1	NA	'054	A2C32453912	A2C32453912	#N/A	A2C35116101	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12	29	HALB	S.Real	394.8	PSAD_DAIMLER STAR 2_A.A	NO	4995016172
672343	13/10/2015	ZSCR	551	030-1	NA	'054	A2C37964112	A2C37964112	#N/A	A2C35116201	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13	14	HALB	S.Real	410.61	PSAD_DAIMLER STAR 2_A.A	NO	4995020854
672345	13/10/2015	ZSCR	551	030-1	NA	'054	A2C38070400	A2C38070400	01	A2C33209500	1	3011	054	 	1301	pcb assy FIA199 V16	31	HALB	S.Real	169.81	PS_FIAT BRAZIL_.	NO	4995016271
672349	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
672394	13/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672396	13/10/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	A2C85606100	#N/A	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	15	HALB	S.Real	273.67	PS_HONDA HRS6_J.JUAN CH	NO	4995021781
672397	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85606100	A2C85606100	#N/A	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	15	HALB	S.Real	273.67	PS_HONDA HRS6_J.JUAN CH	NO	4995021781
672398	13/10/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	#N/A	#N/A	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	#N/A	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	
672399	13/10/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	#N/A	#N/A	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	#N/A	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	
672410	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672411	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672412	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672414	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672415	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672417	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672418	13/10/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	36	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995018779
672461	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
672466	13/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	179	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672467	13/10/2015	ZSCR	551	030-1	NA	'054	5WK44291	5WK44291	#N/A	A2C53395078	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	81.11	PSAD_DAIMLER STAR2_ISC_	NO	4995020330
672472	13/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	179	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
672476	13/10/2015	ZSCR	551	030-1	NA	'054	A2C91374200	A2C91374200	#N/A	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	22	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4995019179
672477	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96636001	A2C96636001	01	A2C9666060093	1	3011	054	 	1301	pcb assy PTFSPEED15 V01_1 SMD TOP	55	HALB	S.Real	125.46	PS_FIAT BRAZIL_.	NO	4995019638
672478	13/10/2015	ZSCR	551	030-1	NA	'054	A2C96636001	A2C96636001	01	A2C9666060093	1	3011	054	 	1301	pcb assy PTFSPEED15 V01_1 SMD TOP	55	HALB	S.Real	125.46	PS_FIAT BRAZIL_.	NO	4995019638
