No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
676461	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C91408600	5	3011	054	 	1253	pcb assy HONHRS6 D_16	#N/A	HALB	S.Real/AutoBF	1472.75	PS_HONDA HRS6_J.JUAN CH	NO	
676466	26/10/2015	MB1A	551	025-3	K96019	'054	NA	#N/A	NA	A2C96829301	2	3011	054	 	1095	pcb assy HONHRS7 D_1-1	#N/A	HALB	S.Real	641.24	PS_HONDA HRS7_.	NO	
676466	26/10/2015	MB1A	551	025-3	K96019	'054	NA	#N/A	NA	A2C9682930193	11	3011	054	 	1095	pcb assy HONHRS7 D_1-1	#N/A	HALB	S.Real	3060.97	PS_HONDA HRS7_.	NO	
676468	26/10/2015	MB1A	551	022-2	K96019	'054	NA	#N/A	NA	A2C9573580193	30	3011	054	 	1095	pcb assy VW11 SMD TOP	#N/A	HALB	S.Real	7929.9	PS_VW11_.	NO	
676490	26/10/2015	MB1A	551	025-3	K96019	'054	NA	#N/A	NA	A2C96829301	26	3011	054	 	1095	pcb assy HONHRS7 D_1-1	#N/A	HALB	S.Real	8336.12	PS_HONDA HRS7_.	NO	
676502	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C3268040002	3	3011	054	 	1253	pcb assy HONHRS6 V11B	#N/A	HALB	S.Real	954.57	PS_HONDA HRS6_J.JUAN CH	NO	
676502	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C8021660002	2	3011	054	 	1253	pcb assy HONHRS6 V04	#N/A	HALB	S.Real/AutoBF	634.1	PS_HONDA HRS6_J.JUAN CH	NO	
676502	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C91390100	2	3011	054	 	1253	pcb assy HONHRS6 D_23	#N/A	HALB	S.Real	589.64	PS_HONDA HRS6_J.JUAN CH	NO	
676502	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C91390100	4	3011	054	 	1253	pcb assy HONHRS6 D_23	#N/A	HALB	S.Real	1179.28	PS_HONDA HRS6_J.JUAN CH	NO	
676505	26/10/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C5339961702	11	3011	054	 	1253	pcb assy V1B	#N/A	HALB	S.Real/AutoBF	2410.32	PS_HONDA HRS5_.	NO	
676514	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676515	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676516	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676518	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676520	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676521	26/10/2015	ZSCR	551	022-2	NA	'054	A2C33330515	A2C33330515	MAAH	A2C33330515	13	3011	054	 	1222	ACU DAGS2WS205 MY13 S15 24 09 1 1 0 HSA	56	FERT	NA	7114.9	PSAD_DAIMLER STAR2_ISC_	NO	
676523	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676534	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676536	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676538	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676540	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676543	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676545	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
676548	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM30_.	NO	4995019159
676549	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676551	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676554	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676556	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676557	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676561	26/10/2015	ZSCR	551	040-1	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	3	3011	054	 	1401	pcb assy	53	HALB	S.Real	1327.14	PS_ARAMIS 2013_.	NO	4995018474
676564	26/10/2015	ZSCR	551	050-3	NA	'054	A2C96810400	A2C96810400	#N/A	A2C98410000	1	3011	054	 	1503	pcb assy GMSDM30	51	HALB	S.Real	399.51	PS_ARAMIS 2013_.	NO	4995020092
676569	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44771	5WK44771	#N/A	A2C53338029	120	3011	054	 	1301	pcb panel multiple 6-up main	5	ROH	NA	2536.8	PS_ARAMIS III_.	NO	
676570	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	6	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	1694.28	PS_CHRYSLER MY2013_.	NO	4995016152
676571	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	6	3011	054	 	1301	circuit board assy	53	HALB	S.Real	2269.44	PS_ARAMIS 2013_.	NO	4995018474
676572	26/10/2015	ZSCR	551	030-1	NA	'054	A2C91374200	A2C91374200	#N/A	A2C91390100	1	3011	054	 	1301	pcb assy HONHRS6 D_23	22	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4995019179
676576	26/10/2015	ZSCR	551	030-1	NA	'054	A2C95772700	A2C95772700	#N/A	A2C84965300	1	3011	054	 	1301	pcb assy HONHRS6 D_13	2	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	
676579	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96636001	A2C96636001	01	A2C96660600	1	3011	054	 	1301	pcb assy PTFSPEED15 V01_1	55	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4995019638
676580	26/10/2015	ZSCR	551	030-1	NA	'054	5WK43815	5WK43815	#N/A	A2C00013374	0.003	3011	054	 	1301	protective laquer BECTRON PK4340	3	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	
676580	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	56	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676582	26/10/2015	ZSCR	551	030-1	NA	'054	A2C91374200	A2C91374200	#N/A	A2C9139010093	1	3011	054	 	1301	pcb assy HONHRS6 D_23 SMD TOP	22	HALB	S.Real	249.85	PS_HONDA HRS6_J.JUAN CH	NO	4995019179
676583	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	A2C89730900	#N/A	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	5	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	
676588	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44466	5WK44466	#N/A	A2C53295039	12	3011	054	 	1301	pcb HONDA ACU16 main	1	ROH	NA	211.2	PS_HONDA HRS5_.	NO	
676590	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44754	5WK44754	#N/A	A2C32679900	48	3011	054	 	1301	pcb	1	ROH	NA	931.68	PS_HONDA HRS6_J.JUAN CH	NO	
676591	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44774	5WK44774	#N/A	A2C53338029	6	3011	054	 	1301	pcb panel multiple 6-up main	2	ROH	NA	126.84	PS_ARAMIS III_.	NO	
676596	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676597	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676598	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676599	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676600	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676605	26/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	30	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4995017182
676606	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810200	A2C96810200	#N/A	A2C9840980093	1	3011	054	 	1301	pcb assy GMSDM30	36	HALB	S.Real	366.6	PS_SDM30_.	NO	4995019923
676607	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	#N/A	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	30	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4995016026
676608	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	01	A2C53395077	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4995020741
676640	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676641	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4995016152
676642	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	53	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4995018474
676643	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53388687	A2C81542300	01	A2C53342620	18	3011	054	 	1301	pcb DC main	53	ROH	NA	347.22	PS_ARAMIS 2013_.	NO	4995018474
676662	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44763	5WK44763	#N/A	A2C32679900	6	3011	054	 	1301	pcb	1	ROH	NA	116.46	PS_HONDA HRS6_J.JUAN CH	NO	
676663	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8522100093	A2C38171900	#N/A	A2C82768800	12	3011	054	 	1301	pcb 4-lay DAG Smart	2	ROH	NA	248.04	PSAD_DAIMLER SMART_F.FE	NO	
676665	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8397190092	A2C91085500	#N/A	A2C34638400	80	3011	054	 	1301	pcb 6-lay main	46	ROH	NA	2094.4	PS_SDM10+_O.OSCAR FONSE	NO	4995019159
676666	26/10/2015	ZSCR	551	030-1	NA	'054	A2C30910808	A2C30910808	#N/A	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	9	HALB	S.Real	121.36	PSAD_VW20_.	NO	
676667	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	01	A2C53395077	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4995020741
676668	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	01	A2C53395077	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4995020741
676669	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	01	A2C53395077	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4995020741
676670	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457A	5WK44252	01	A2C53364453	2	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	30	ROH	NA	20.3	OC_BOSE VW_A.ANA TAPIA-	NO	4995015995
676671	26/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	01	A2C53395077	1	3011	054	 	1301	pcb assy	13	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4995020741
676676	26/10/2015	ZSCR	551	042-4	NA	'054	5WY78901	5WY78901	09	A2C53241830	2	3011	054	 	1424	circuit board assy	2	HALB	S.Real	537.68	PS_FORD_.	NO	
676678	26/10/2015	ZSCR	551	040-1	NA	'054	5WY78901	5WY78901	09	A2C53241830	2	3011	054	 	1401	circuit board assy	2	HALB	S.Real	537.68	PS_FORD_.	NO	
676679	26/10/2015	ZSCR	551	040-2	NA	'054	5WY82780	5WY82780	NA	A2C53139779	1	3011	054	 	1402	circuit board assy	1	HALB	S.Real/AutoBF	423.18	PS_FORD_.	NO	
676681	26/10/2015	ZSCR	551	040-1	NA	'054	5WY75801	5WY75801	#N/A	A2C53095265	1	3011	054	 	1401	circuit board assy	1	HALB	S.Real	236.3	PS_FORD_.	NO	
676688	26/10/2015	ZSCR	551	042-4	NA	'054	A2C74675900	A2C74675900	NA	A2C83021100	1	3011	054	 	1424	pcb assy DAGARM3 3i DC Mex	#N/A	HALB	S.Real/AutoBF	349.97	PSAD_ARMIN_.	NO	
676691	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
676692	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810200	A2C96810200	#N/A	A2C9840980093	1	3011	054	 	1301	pcb assy GMSDM30	36	HALB	S.Real	366.6	PS_SDM30_.	NO	4995019923
676694	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	260.88	PS_SDM30_.	NO	4995019846
676695	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810200	A2C96810200	#N/A	A2C9840980093	1	3011	054	 	1301	pcb assy GMSDM30	36	HALB	S.Real	366.6	PS_SDM30_.	NO	4995019923
676697	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676699	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676701	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676702	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53429875	A2C86852400	#N/A	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	99	HALB	S.Real	169.81	PS_HYUNDAI_.	NO	4995019070
676703	26/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	01	A2C3108070093	6	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	83	HALB	S.Real	1694.28	PS_CHRYSLER MY2013_.	NO	4995016152
676704	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53429875B	A2C86852400	#N/A	A2C53390127	12	3011	054	 	1301	pcb DIVACU>6 main	99	ROH	NA	159.6	PS_HYUNDAI_.	NO	4995019070
676705	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53388687	A2C81542300	01	A2C53342620	6	3011	054	 	1301	pcb DC main	53	ROH	NA	115.74	PS_ARAMIS 2013_.	NO	4995018474
676706	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8327790092	A2C82735100	#N/A	A2C83277500	4	3011	054	 	1301	pcb	8	ROH	NA	96.56	PS_SDM40_.	NO	
676710	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	53	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4995018474
676711	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	53	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4995018474
676712	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	53	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4995018474
676713	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53388687	A2C81542300	01	A2C53342620	1	3011	054	 	1301	pcb DC main	53	ROH	NA	19.29	PS_ARAMIS 2013_.	NO	4995018474
676714	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	53	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4995018474
676715	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810300	A2C96810300	#N/A	A2C9840990093	1	3011	054	 	1301	pcb assy GMSMD30	39	HALB	S.Real	289.86	PS_SDM30_.	NO	4995019980
676716	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676717	26/10/2015	ZSCR	551	030-1	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1301	airbag	83	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4995016152
676722	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	56	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676723	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	56	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676724	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	56	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676727	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	#N/A	A2C00023541	1	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	30	ROH	NA	2.26	PS_VW10 LC_.	NO	4995016026
676727	26/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	#N/A	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	30	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4995016026
676730	26/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	#N/A	A2C83317201	6	3011	054	 	1301	pcb 6-lay DAGSTR2ISC	179	ROH	NA	165.42	PSAD_DAIMLER STAR2_ISC_	NO	4995019292
676731	26/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	#N/A	A2C9840970093	3	3011	054	 	1301	pcb assy GMSMD30	80	HALB	S.Real	782.64	PS_SDM30_.	NO	4995019846
676744	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676746	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676747	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676748	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676749	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676750	26/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	46	HALB	S.Real	362.42	PS_SDM10+_.	NO	4995019159
676751	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	30	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995016417
676752	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	30	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995016417
676762	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	30	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995016417
676766	26/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	30	HALB	S.Real	120.62	PS_RENAULT_.	NO	4995016417
676768	26/10/2015	ZSCR	551	030-1	NA	'054	A2C37964112	A2C37964112	#N/A	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	14	HALB	S.Real	330.06	PSAD_DAIMLER STAR 2_A.A	NO	4995020854
676770	26/10/2015	ZSCR	551	030-1	NA	'054	A2C37964112	A2C37964112	#N/A	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	14	HALB	S.Real	330.06	PSAD_DAIMLER STAR 2_A.A	NO	4995020854
676771	26/10/2015	ZSCR	551	030-1	NA	'054	A2C37964112	A2C37964112	#N/A	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	14	HALB	S.Real	330.06	PSAD_DAIMLER STAR 2_A.A	NO	4995020854
676772	26/10/2015	ZSCR	551	030-1	NA	'054	A2C33330515	A2C33330515	#N/A	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	56	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4995016271
676774	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	#N/A	NA	A2C8021770092	1	3011	054	 	1301	pcb assy HONHRS6 V20 BOTTOM	#N/A	HALB	S.Real/AutoBF	51	PS_HONDA HRS6_J.JUAN CH	NO	
676775	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	#N/A	NA	A2C8021770092	1	3011	054	 	1301	pcb assy HONHRS6 V20 BOTTOM	#N/A	HALB	S.Real/AutoBF	51	PS_HONDA HRS6_J.JUAN CH	NO	
676776	26/10/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	#N/A	#N/A	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	#N/A	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	
