No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00036971	131	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	1.31	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00037013	70	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	1.4	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00037142	203	"1K,1%,TK100,250mW,1206,LIN RES/CR1/8 100"		ROH	NA	4.06	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00041399	113	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	2.26	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00041666	4	"5K1,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.04	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00042652	16	"8MHz,50ppm,NX5032,QUARTZ CRYSTAL/"		ROH	NA	40.16	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00044062	189	"200V,1A,1,FAST,SMA/DO214AC,RECT DIODE/ES"		ROH	NA	68.04	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00046692	144	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	4.32	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00047318	20	"40V,120mA,1,,SOT323,RECT DIODE/BAS40-06W"		ROH	NA	4	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00047318	14	"40V,120mA,1,,SOT323,RECT DIODE/BAS40-06W"		ROH	NA	2.8	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00049942	3	"MPC5554,Copperhead (double layer passiva"		ROH	NA	408.24	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00052460	17	"1,COMP,0Hz,SOT23-5,OP-COMP/LMX331"		ROH	NA	27.54	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00053182	1	"680R,5%,TK100,3W,SC3,LIN RES/SMT CHIP RE"		ROH	NA	1.74	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00053182	4	"680R,5%,TK100,3W,SC3,LIN RES/SMT CHIP RE"		ROH	NA	6.96	ES_V8 V10_ALVARO MEDINA	NO	4961812756
