No.Item	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00024522	51	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	5.1	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00003426	1	3011	050		1351	"R LIN,3K,5%,TK200,125mW,0805"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00002186	486	3011	050		1351	"1nF,10%,200V,X7R,0805,TINNED,CER CAP/"		ROH	NA	43.74	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00310000	60	3011	050		1351	"R LIN,3R3,1%,TK200,125mW,0805"		ROH	NA	8.4	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00037089	311	3011	050		1351	"41K2,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	6.22	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00004336	1	3011	050		1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00037035	96	3011	050		1351	"2K2,5%,TK200,125mW,0805,LIN RES/CR1/10 2"		ROH	NA	0.96	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00033648	32	3011	050		1351	"5V,450mA,STEP DOWN,PS020,VOLT REG/ATIC17"		ROH	NA	248	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00041399	72	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.44	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00036967	170	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	1.7	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00004144	158	3011	050		1351	"7K68,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	3.16	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00008618	7	3011	050		1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	27.02	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00059944	7	3011	050		1351	"1,40V,150mOhm,SOP20,GENERAL PURPOSE,FULL"		ROH	NA	104.3	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00000472	2	3011	050		1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/BCR146-"		ROH	NA	0.2	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00011698	267	3011	050		1351	"100pF,5%,200V,C0G,0805,TINNED,CER CAP/on"		ROH	NA	32.04	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00041665	2	3011	050		1351	"16K5,1%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.02	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00022910	11	3011	050		1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.11	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00002152	1	3011	050		1351	"68nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.05	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00002186	492	3011	050		1351	"1nF,10%,200V,X7R,0805,TINNED,CER CAP/"		ROH	NA	44.28	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00010827	25	3011	050		1351	"1,N_CHAN,MOS,SMALLSIGNAL,25V,220mA,5Ohm,"		ROH	NA	5.25	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00003724	1	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C53136414	13	3011	050		1351	"1,INV,SOT353,LOGIC/Single gate inverter"		ROH	NA	5.72	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00036870	256	3011	050		1351	"330K,5%,TK300,62.5mW,0402,LIN RES/CR1/16"		ROH	NA	2.56	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00004336	25	3011	050		1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.25	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00019603	5	3011	050		1351	"51K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.05	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00017564	2	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	1.36	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00030941	60	3011	050		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	2.4	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00010416	15	3011	050		1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.3	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00052460	4	3011	050		1351	"1,COMP,0Hz,SOT23-5,OP-COMP/LMX331"		ROH	NA	6.6	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00041399	19	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.38	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00036971	36	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.36	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00031577	50	3011	050		1351	"C CER,C0G,10pF,1%,50V,0402,Sn/RF applica"		ROH	NA	1	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00052465	2	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/NCV200"		ROH	NA	4.14	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00023789	11	3011	050		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.22	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00017792	13	3011	050		1351	"1K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.13	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00017675	3	3011	050		1351	"82pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.03	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00011698	64	3011	050		1351	"100pF,5%,200V,C0G,0805,TINNED,CER CAP/on"		ROH	NA	7.68	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00049685	30	3011	050		1351	"6.8nF,10%,100V,X7R,0603,Sn,CER CAP/++ pl"		ROH	NA	2.7	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00003413	213	3011	050		1351	"R LIN,47K,5%,TK200,125mW,0805"		ROH	NA	2.13	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00036967	32	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.32	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00010124	6	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.12	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00025918	216	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	34.56	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00037013	23	3011	050		1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.46	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00006984	1	3011	050		1351	"78K7,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324983
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00036997	321	3011	050		1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	3.21	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00054690	1	3011	050		1351	"1,N_CHAN,MOS,POWER,59V,9A,90mOhm,DPACK,F"		ROH	NA	0.94	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00003403	38	3011	050		1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	0.38	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00010447	121	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	1.21	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00010733	147	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	221.97	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00022305	2	3011	050		1351	"2MHz,0.5%,CSTCC,CER RESONATOR"		ROH	NA	3.6	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00021131	3	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	5.67	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00004147	21	3011	050		1351	"40K2,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.42	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00003426	7	3011	050		1351	"R LIN,3K,5%,TK200,125mW,0805"		ROH	NA	0.07	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00023789	164	3011	050		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	3.28	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00024522	12	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.2	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00036971	11	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.11	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00310000	1	3011	050		1351	"R LIN,3R3,1%,TK200,125mW,0805"		ROH	NA	0.14	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00037089	39	3011	050		1351	"41K2,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.78	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00004336	71	3011	050		1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.71	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00037035	3	3011	050		1351	"2K2,5%,TK200,125mW,0805,LIN RES/CR1/10 2"		ROH	NA	0.03	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00033648	43	3011	050		1351	"5V,450mA,STEP DOWN,PS020,VOLT REG/ATIC17"		ROH	NA	333.25	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00041399	54	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.08	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00036967	180	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	1.8	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00053183	4	3011	050		1351	"3R3,1%,TK100,3W,SC3,LIN RES/SMT CHIP RES"		ROH	NA	7.48	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00004144	40	3011	050		1351	"7K68,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.8	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00048196	140	3011	050		1351	"1K6,5%,TK200,500mW,2010,LIN RES/"		ROH	NA	19.6	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00008618	1	3011	050		1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	3.86	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00059944	6	3011	050		1351	"1,40V,150mOhm,SOP20,GENERAL PURPOSE,FULL"		ROH	NA	89.4	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00042286	3	3011	050		1351	"L COIL/SLF12575,22uH,4A,SMD"		ROH	NA	9.96	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300T	NA	A2C00000472	1	3011	050		1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/BCR146-"		ROH	NA	0.1	ES_V8 V10_ALVARO MEDINA	NO	4964324965
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00041665	5	3011	050		1351	"16K5,1%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.05	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00003724	1	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00022910	1	3011	050		1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00002152	42	3011	050		1351	"68nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.1	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00036870	40	3011	050		1351	"330K,5%,TK300,62.5mW,0402,LIN RES/CR1/16"		ROH	NA	0.4	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00037248	79	3011	050		1351	"2K,5%,TK200,250mW,1210,LIN RES/CR1/4 202"		ROH	NA	2.37	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00017564	29	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	19.72	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00030941	26	3011	050		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.04	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00010416	1	3011	050		1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.02	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00041399	29	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.58	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00017675	5	3011	050		1351	"82pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.05	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00052465	2	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/NCV200"		ROH	NA	4.14	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00031577	5	3011	050		1351	"C CER,C0G,10pF,1%,50V,0402,Sn/RF applica"		ROH	NA	0.1	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00003413	47	3011	050		1351	"R LIN,47K,5%,TK200,125mW,0805"		ROH	NA	0.47	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00003551	1	3011	050		1351	"R LIN,10K,1%,TK50,250mW,MINIMELF0204"		ROH	NA	0.09	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00049685	5	3011	050		1351	"6.8nF,10%,100V,X7R,0603,Sn,CER CAP/++ pl"		ROH	NA	0.45	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00024522	4	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.4	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00036967	95	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.95	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00010124	1	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.02	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00025918	52	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	8.32	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624300B	NA	A2C00037013	48	3011	050		1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.96	ES_V8 V10_ALVARO MEDINA	NO	4964324927
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00010472	7	3011	050		1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.07	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00036997	74	3011	050		1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	0.74	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00054690	4	3011	050		1351	"1,N_CHAN,MOS,POWER,59V,9A,90mOhm,DPACK,F"		ROH	NA	3.76	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00003403	18	3011	050		1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	0.18	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00010733	1	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	1.51	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00053182	6	3011	050		1351	"680R,5%,TK100,3W,SC3,LIN RES/SMT CHIP RE"		ROH	NA	10.44	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00022305	1	3011	050		1351	"2MHz,0.5%,CSTCC,CER RESONATOR"		ROH	NA	1.8	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00024522	1	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.1	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00010124	1	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.02	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00036971	1	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00037089	66	3011	050		1351	"41K2,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	1.32	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00004336	6	3011	050		1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00033648	2	3011	050		1351	"5V,450mA,STEP DOWN,PS020,VOLT REG/ATIC17"		ROH	NA	15.5	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00006984	12	3011	050		1351	"78K7,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.12	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00041399	3	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.06	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00053183	9	3011	050		1351	"3R3,1%,TK100,3W,SC3,LIN RES/SMT CHIP RES"		ROH	NA	16.83	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00054017	5	3011	050		1351	"1K,5%,TK100,3W,1225,LIN RES/High Power D"		ROH	NA	8.7	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00059944	3	3011	050		1351	"1,40V,150mOhm,SOP20,GENERAL PURPOSE,FULL"		ROH	NA	44.7	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258494	ZSCR	551	035-1	0	'050	A2C31624600T	NA	A2C00041099	1	3011	050		1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	0.13	ES_V8 V10_ALVARO MEDINA	NO	4964325010
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00011372	6	3011	050		1351	"220nF,10%,10V,X7R,0603,Sn,CER CAP/CC"		ROH	NA	0.3	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010444	128	3011	050		1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	1.28	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00034028	124	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	2.48	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00046692	86	3011	050		1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	2.58	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00000414	63	3011	050		1351	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	6.93	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00026630	12	3011	050		1351	"2.2nF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.24	ES_EMS 2208_ARTURO NERI	NO	4964324587
258495	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00022909	39	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.78	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00063630	23	3011	050		1351	"ATIC94, HiQUAD64, 12V, 16fold LOW SIDE D"		ROH	NA	865.72	ES_EMS 2208_ARTURO NERI	NO	4964324619
