No.Item	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00045243	7	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"		ROH	NA	24.5	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010416	1	3011	050		1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00020090	29	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.58	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00056569	8	3011	050		1351	"1,N_CHAN,MOS,POWER,100V,35A,33mOhm,TO252"		ROH	NA	21.12	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00025918	58	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	9.28	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00006606	2	3011	050		1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00004336	6	3011	050		1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00031506	1	3011	050		1351	"74AHCT244PW, 8,BUFFER,20 PIN TSSOP,LOGIC"		ROH	NA	0.71	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003706	13	3011	050		1351	"R LIN,220R,5%,TK200,100mW,0603"		ROH	NA	0.13	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00056944	5	3011	050		1351	"INPUT/OUTPUT,SSOP28,SIGNAL CONDITIONING"		ROH	NA	51.45	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00043039	9	3011	050		1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	2.61	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00003812	22	3011	050		1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.22	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00052946	1	3011	050		1351	"100V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS2H10"		ROH	NA	0.56	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00049811	4	3011	050		1351	"65V,1A,STEP UP,-TBD-,VOLT REG/ATIC126"		ROH	NA	28.84	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00454500	41	3011	050		1351	"D REC/BAV70W,100V,175mA,SOT323_3,0s"		ROH	NA	3.28	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00031095	14	3011	050		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	1.26	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00022980	1	3011	050		1351	"47uF,20%,25V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	2.81	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00013092	1	3011	050		1351	"56pF,5%,50V,C0G,0402,TINNED,CER CAP/GRM"		ROH	NA	0.01	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00056103	5	3011	050		1351	"1,P_CHAN,MOS,POWER,40V,36A,17mOhm,TO252/"		ROH	NA	14.75	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010444	97	3011	050		1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.97	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00002217	13	3011	050		1351	"4.7nF,20%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	2.21	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00027042	4	3011	050		1351	"2K67,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.08	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00002578	55	3011	050		1351	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	47.3	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00002236	3	3011	050		1351	"82pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010738	44	3011	050		1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.88	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018590	15	3011	050		1351	"R LIN,22R,5%,TK200,63mW,0402"		ROH	NA	0.15	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00024053	4	3011	050		1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	5.72	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00044738	2	3011	050		1351	"6,60V,200mOhm,Power SO36,GENERAL PURPOSE"		ROH	NA	39.18	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00004345	8	3011	050		1351	"R JUMP,0R02,250mW,2.5A,1206+++Please use"		ROH	NA	0.24	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00006721	22	3011	050		1351	"174K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.22	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00004347	2	3011	050		1351	"82K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010902	24	3011	050		1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.24	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00005988	1	3011	050		1351	"8K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00050681	1	3011	050		1351	"200V,5A,2,,DPAK,RECT DIODE/6CWH02FNTRLPb"		ROH	NA	0.93	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010683	5	3011	050		1351	"220pF,5%,100V,C0G,0805,TINNED,CER CAP/GR"		ROH	NA	0.3	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258498	ZSCR	551	035-1	0	'050	A2C8191250093	NA	A2C00045246	2	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,75A,4.2mOhm,D2PAK"		ROH	NA	19.2	ES_SID913_HUGO LPL RUVA	NO	4964324813
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00033344	1	3011	050		1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.28	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00018819	5	3011	050		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.45	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00020895	22	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.76	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C53027346	3	3011	050		1351	"680uH,80mA,SMD,COIL/B82432T1684K"		ROH	NA	1.98	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00002299	4	3011	050		1351	"2.2nF,10%,200V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.8	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00813500	3	3011	050		1351	"IC MCU/FLASH,-,SO8,PIC12LF1822T"		ROH	NA	19.14	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00000406	1	3011	050		1351	"D REC/ES3D,200V,3A,DO214AB,0s"		ROH	NA	0.81	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00059944	6	3011	050		1351	"1,40V,150mOhm,SOP20,GENERAL PURPOSE,FULL"		ROH	NA	89.4	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00022676	3	3011	050		1351	"IC MEM/CY7C1021CV26-15ZE,A1,1MBit,SRAM,T"		ROH	NA	37.14	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00032514	1	3011	050		1351	"220nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.04	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00010683	1	3011	050		1351	"220pF,5%,100V,C0G,0805,TINNED,CER CAP/GR"		ROH	NA	0.06	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00063941	45	3011	050		1351	"IC VOLT REG/TPS71530-Power Supply EOT,SC"		ROH	NA	96.75	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C52003159	13	3011	050		1351	"22V,500mW,SOD123,ZENER/MMSZ22T1"		ROH	NA	1.82	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00004501	6	3011	050		1351	"R LIN,150K,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00025914	46	3011	050		1351	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"		ROH	NA	5.52	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00003917	1	3011	050		1351	"19K1,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C40020539	8	3011	050		1351	"R LIN,232R,1%,TK100,250mW,1206"		ROH	NA	0.16	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00003576	8	3011	050		1351	"6K81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.72	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00045248	3	3011	050		1351	"100V,20A,2,Common Cathode,SCHOTTKY,TO263"		ROH	NA	9.24	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00004519	7	3011	050		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.07	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00000463	4	3011	050		1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/BCR142"		ROH	NA	0.4	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280092	NA	A2C00024522	18	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.8	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C40012003	1	3011	050		1351	"R LIN,100R,5%,TK200,250mW,1206"		ROH	NA	0.02	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00032133	1	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,35A,70mOhm,D2PACK"		ROH	NA	2.18	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C40000543	2	3011	050		1351	"R LIN,3K3,5%,TK200,250mW,1206"		ROH	NA	0.04	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00000762	1	3011	050		1351	"2,OP AMP,2.18MHz,SO8,OP-COMP/TLC2272"		ROH	NA	1.92	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00002498	124	3011	050		1351	"10uF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	121.52	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00000242	42	3011	050		1351	"5.6V,300mW,SOT23,ZENER/BZX84C5V6/T1"		ROH	NA	4.2	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00004519	1	3011	050		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00001149	7	3011	050		1351	"4,GATE,SO14,LOGIC/MM74HC02MX"		ROH	NA	3.15	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00008321	1	3011	050		1351	"600V,1A,1,FAST,DO214AC,RECT DIODE/RS1J"		ROH	NA	0.28	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C53027346	11	3011	050		1351	"680uH,80mA,SMD,COIL/B82432T1684K"		ROH	NA	7.26	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00044134	9	3011	050		1351	"255R,1%,TK100,100mW,0603,LIN RES/D11/CRC"		ROH	NA	0.09	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00020895	2	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.16	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00063770	2	3011	050		1351	"C CER,C0G,33nF,5%,50V,0805,-"		ROH	NA	0.54	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00007010	59	3011	050		1351	"1,N_CHAN,-,SMALLSIGNAL,100V,150mA,6Ohm,S"		ROH	NA	12.98	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00034982	1	3011	050		1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	2.57	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00004361	2	3011	050		1351	"R LIN,4K32,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00024522	58	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	5.8	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00045243	26	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"		ROH	NA	91	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00043944	8	3011	050		1351	"8.2V,800mW,SOD123F,ZENER and 150W TVS/BZ"		ROH	NA	4.16	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00724400	1	3011	050		1351	"SEN/MPXHZ6115A,MPXHZ6115A"		ROH	NA	16.35	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00023789	1	3011	050		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00003576	2	3011	050		1351	"6K81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.18	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00025914	4	3011	050		1351	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"		ROH	NA	0.48	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00019575	7	3011	050		1351	"5V,10mA,STEP DOWN,SCT-595,VOLT REG/TLE42"		ROH	NA	16.59	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C40001538	98	3011	050		1351	"T BIP/BC856B,SOT23"		ROH	NA	6.86	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00060257	5	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,17mOhm,TO252/"		ROH	NA	13.25	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00058659	21	3011	050		1351	IC MEM/M95320-WMN3TP/PC/AT25320AN-SQ27T7		ROH	NA	46.83	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00049324	14	3011	050		1351	"IC VOLT REG/TLE4250-2G,SPECIAL-SMD"		ROH	NA	21.84	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00018966	52	3011	050		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	33.8	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00039610	5	3011	050		1351	"2,DECOD,SOIC16,LOGIC/MC74VHC139"		ROH	NA	4.85	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00000550	8	3011	050		1351	"1,PNP,NORMAL,200mA,40V,SOT23,BIP/MMBT390"		ROH	NA	0.64	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00019709	2	3011	050		1351	"2,OP AMP,4MHz,TSSOP8,OP-COMP/TS922"		ROH	NA	8.22	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C40002678	29	3011	050		1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	2.03	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00001994	2	3011	050		1351	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.4	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00002217	12	3011	050		1351	"4.7nF,20%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	2.04	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00041345	11	3011	050		1351	"IC MCU BLK/MPC563MZP56 , 56MHZ, GREEN OA"		ROH	NA	1588.29	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00024053	2	3011	050		1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	2.86	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00021335	9	3011	050		1351	"1.24V,30mA,NOT APPLICABLE,SOT23,VOLT REG"		ROH	NA	20.07	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00000436	2	3011	050		1351	"1,NPN,NORMAL,200mA,40V,SOT23,BIP/PMBT390"		ROH	NA	0.2	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00043941	4	3011	050		1351	"13V,800mW,SOD123F,ZENER and 150W TVS/BZD"		ROH	NA	2.08	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00000254	10	3011	050		1351	"11V,350mW,SOT23,ZENER/BZX84-C11/T1"		ROH	NA	1	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00010829	1	3011	050		1351	"R LIN,21K5,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00018819	3	3011	050		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.27	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00058882	37	3011	050		1351	"3K92,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	1.11	ES_SID913_HUGO LPL RUVA	NO	4964324859
258498	ZSCR	551	035-1	0	'050	A2C8191280093	NA	A2C00007840	89	3011	050		1351	"68uF,20%,10V,SMD,TA,ELEC CAP/B45196"		ROH	NA	91.67	ES_SID913_HUGO LPL RUVA	NO	4964324859
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429643	2	3011	050		1351	SPDJB ANTENNA		ROH	NA	30.18	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53397124	7	3011	050		1351	LOCTITE SOLDERPASTE SN62 RP15		ROH	NA	6.3	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429649	2	3011	050		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	11.62	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429652	49	3011	050		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	3.43	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429651	14	3011	050		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	4.9	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429645	2	3011	050		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	4.6	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C53429644	4	3011	050		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	21.6	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40017235	2	3011	050		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	4.56	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C00475800	2	3011	050		1351	"Q QUARTZ/NX8045GB,13.22MHz,NX8045GB"		ROH	NA	4.56	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40015930	2	3011	050		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	10.32	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40005533	35	3011	050		1351	"R NET,120K,5%,63mW,1206"		ROH	NA	1.05	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40005535	22	3011	050		1351	"R NET,200K,5%,63mW,1206"		ROH	NA	0.66	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C00010059	4	3011	050		1351	"F BEAD/BLM18A,700mOhm,1KOhm,100mA,SMD"		ROH	NA	0.24	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40005523	12	3011	050		1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.24	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
258518	ZSCR	551	035-1	0	'050	A2C8135260093	NA	A2C40005516	4	3011	050		1351	"R NET,270R,5%,63mW,1206"		ROH	NA	0.12	S1_SPDJB_CARLOS MUNOZ-V	NO	4964325047
