No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00019595	1782	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	17.82	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00037882	203	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	2.03	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00019592	815	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	8.15	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230092	NA	A2C00045810	11	3011	054	 	1351	"4.7nF,10%,50V,X7R,0402,Sn,CER CAP/C"		ROH	NA	0.11	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00018819	1	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.07	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00057767	3	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	51.99	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00019595	14	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.14	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C53419022	1	3011	054	 	1351	cover shielding		ROH	NA	1.15	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00006616	36	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.36	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00018819	1	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.07	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00019595	8	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00006609	30	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.3	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.33	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C40000864	1	3011	054	 	1351	"C CER,X7R,2.2uF,10%,50V,1206,Sn,STANDARD"		ROH	NA	0.23	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00046692	12	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.24	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00057767	19	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	329.27	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00003548	2	3011	054	 	1351	"3K01,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.16	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00003822	74	3011	054	 	1351	"60R4,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	5.92	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00010918	22	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.22	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00062333	34	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	90.44	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00006616	227	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	2.27	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00006609	68	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.68	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00023857	43	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	14.19	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C40005330	163	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00037554	20	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	9.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C53419022	52	3011	054	 	1351	cover shielding		ROH	NA	59.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00292100	36	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	460.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00007695	10	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	1.5	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00563300	17	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	2.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00006616	77	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.77	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00032168	66	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.66	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270093	NA	A2C00019595	833	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	8.33	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00030414	51	3011	054	 	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	2.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00019595	91	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.91	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00006418	1	3011	054	 	1351	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	0.17	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00004318	1	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00045810	8	3011	054	 	1351	"4.7nF,10%,50V,X7R,0402,Sn,CER CAP/C"		ROH	NA	0.08	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00062333	41	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	109.06	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00006616	1178	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	11.78	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00018819	45	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	3.15	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00057767	44	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	762.52	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00023857	39	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	12.87	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C40005330	54	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00019591	260	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	2.6	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00563300	10	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	1.5	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00006616	85	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.85	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C53041436	1	3011	054	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.09	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00019595	249	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	2.49	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00006609	59	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.59	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00037882	74	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.74	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00019595	40	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.4	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00007729	1	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00004318	1	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C40005330	53	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00030414	14	3011	054	 	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	0.7	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00037554	2	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	0.98	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00292100	3	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	38.4	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00007695	9	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	1.35	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00030414	108	3011	054	 	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	5.4	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00006616	118	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	1.18	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00022031	2	3011	054	 	1351	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	0.1	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00007695	3	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.45	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00037554	3	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	1.47	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00019595	221	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	2.21	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00292100	26	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	332.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00032168	1	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00563300	12	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	1.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00062333	2	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	5.32	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00006616	79	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.79	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00051989	1	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	0.89	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00018819	8	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.56	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00057767	1	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.33	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00000407	38	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	8.36	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00007695	81	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	12.15	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00004364	83	3011	054	 	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.83	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00563300	327	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	49.05	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00037882	81	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.81	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00041199	2	3011	054	 	1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00019595	13	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00006609	64	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.64	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00045810	2	3011	054	 	1351	"4.7nF,10%,50V,X7R,0402,Sn,CER CAP/C"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C53419022	37	3011	054	 	1351	cover shielding		ROH	NA	42.55	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00010918	67	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.67	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00023656	4	3011	054	 	1351	"1,PNP,RET,0A,0V,SOT323_3,BIP/BCR183W or"		ROH	NA	0.36	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00060253	15	3011	054	 	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	409.95	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00037554	120	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	58.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00030414	838	3011	054	 	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	41.9	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00006616	468	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	4.68	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00032168	8	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00019595	2147	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	21.47	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00292100	141	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	1804.8	PS_SDM30_N.NORTON MARQU	NO		
548549	11/11/2014	ZSCR	551	035-1	0	'054	A2C9257270092	NA	A2C00019592	176	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.76	PS_SDM30_N.NORTON MARQU	NO		
548617	12/11/2014	ZSCR	551	030-1	NA	'054	A2C8302110092	NA	A2C83021800	8	3011	054	 	1301	pcb 4-lay	NA	ROH	NA	137.04	PSAD_ARMIN_J.JOSE ORTIZ	NO	4984023876	
548618	12/11/2014	ZSCR	551	030-1	NA	'054	A2C8302110092	NA	A2C83021800	4	3011	054	 	1301	pcb 4-lay	NA	ROH	NA	68.52	PSAD_ARMIN_J.JOSE ORTIZ	NO	4984023876	
548681	12/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
548803	12/11/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
548817	12/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
548828	12/11/2014	ZSCR	551	030-1	NA	'054	A2C86887711	NA	A2C86884501	1	3011	054	 	1301	pcb assy DAGSTAR2 D_14	NA	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO		
548845	12/11/2014	ZSCR	551	030-1	NA	'054	A2C86887710	NA	A2C86884501	1	3011	054	 	1301	pcb assy DAGSTAR2 D_14	NA	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO		
548878	12/11/2014	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO		
548887	12/11/2014	ZSCR	551	034-2	NA	'054	A2C83749400	NA	A2C40000025	16	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	109.28	PS_SDM10+_.	NO		
548900	12/11/2014	ZSCR	551	034-2	NA	'054	A2C84331200	NA	A2C53405780	1	3011	054	 	1342	housing	NA	ROH	NA	26.37	PS_HONDA HRS6_J.JUAN CH	NO		
548903	12/11/2014	ZSCR	551	042-4	NA	'054	A2C91764400	2800	A2C91764400	2	3011	054	 	1424	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	883.88	PS_SDM30_.	NO		
548909	12/11/2014	ZSCR	551	040-2	NA	'054	A2C91764100	2800	A2C91764100	2	3011	054	 	1402	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	626.2	PS_SDM30_.	NO		
548927	12/11/2014	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO		
548931	12/11/2014	ZSCR	551	040-5	NA	'054	A2C32453912	3	A2C32453912	1	3011	054	 	1405	ACU DAGS2W222 MY12 S15 24 09 0 1 0 000	NA	FERT	NA	425.24	PSAD_DAIMLER STAR 2_A.A	NO		
549027	12/11/2014	ZSCR	551	034-2	NA	'054	A2C83971300	NA	A2C40000025	1	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO		
549028	12/11/2014	ZSCR	551	042-4	NA	'054	A2C91764100	2800	A2C91764100	1	3011	054	 	1424	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO		
549029	12/11/2014	ZSCR	551	040-5	NA	'054	A2C91764300	2800	A2C91764300	1	3011	054	 	1405	ACU MY14 S15 18 XX 1 0 0 XXX	NA	FERT	NA	341.95	PS_SDM30_.	NO		
549033	12/11/2014	ZSCR	551	034-2	NA	'054	A2C91763800	NA	A2C53338471	8	3011	054	 	1342	contact element	NA	ROH	NA	8.16	PS_SDM30_.	NO		
549035	12/11/2014	ZSCR	551	034-4	NA	'054	A2C94490800	NA	A2C94490800	1	3011	054	 	1344	pcb assy HONHRS5 V37	NA	HALB	S.Real	180.62	PS_HONDA HRS6_J.JUAN CH	NO		
549044	12/11/2014	ZSCR	551	040-1	NA	'054	A2C86816801	NA	A2C86617100	1	3011	054	 	1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
549054	12/11/2014	ZSCR	551	034-3	NA	'054	A2C86852400	87AB	A2C86852400	1	3011	054	 	1343	ACU HMCUD MY13 S10 12 XX 0 0 0 000	NA	FERT	NA	228.84	PS_HYUNDAI_.	NO		
549056	12/11/2014	ZSCR	551	034-3	NA	'054	5WK44508	1	5WK44508	2	3011	054	 	1343	ACU VW10 MY09 M35	NA	FERT	NA	470.06	PS_VW10 LC_U.ULISES VIL	NO		
549084	12/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO		
549273	13/11/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53338471	2	3011	054	 	1342	contact element	NA	ROH	NA	2.04	PS_SDM30_.	NO		
549274	13/11/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C83145200	300	3011	054	 	1342	certification label identificati	NA	ROH	NA	99	PS_SDM30_.	NO		
549274	13/11/2014	ZSCR	551	034-2	NA	'054	A2C83749500	NA	A2C53333520	200	3011	054	 	1342	TYPE LABLE	NA	ROH	NA	76	PS_SDM30_.	NO		
