No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00054422	1	3011	054	 	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"		ROH	NA	0.62	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00011220	18	3011	054	 	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00004555	12	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.12	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00034103	7	3011	054	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.49	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004500	42	3011	054	 	1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.42	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00055568	1	3011	054	 	1351	"TMS470PVF247BBPZ,A1,PQFP100,FLASH,32bit,"		ROH	NA	28.84	PS_HONDA HRS5_N.NORTON	NO		
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004349	98	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.98	PS_HONDA HRS5_N.NORTON	NO		
545250	04/11/2014	ZSCR	551	035-1	0	'054	A2C9666050093	NA	A2C00051994	1	3011	054	 	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.02	PS_FIAT BRAZIL_N.NORTON	NO		
545250	04/11/2014	ZSCR	551	035-1	0	'054	A2C9666050093	NA	A2C00006616	1	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_FIAT BRAZIL_N.NORTON	NO		
545250	04/11/2014	ZSCR	551	035-1	0	'054	A2C9666050093	NA	A2C00051989	4	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	3.56	PS_FIAT BRAZIL_N.NORTON	NO		
545250	04/11/2014	ZSCR	551	035-1	0	'054	A2C9666050092	NA	A2C00006616	6	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.06	PS_FIAT BRAZIL_N.NORTON	NO		
545250	04/11/2014	ZSCR	551	035-1	0	'054	A2C9666050092	NA	A2C00006946	5	3011	054	 	1351	"40V,750mA,1,SCHOTTKY,SOD323,RECT DIODE/B"		ROH	NA	1.6	PS_FIAT BRAZIL_N.NORTON	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00033760	172	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	10.32	PSAD_DAIMLER STAR 2_N.N	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C40005330	16	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PSAD_DAIMLER STAR 2_N.N	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00010444	72	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.72	PSAD_DAIMLER STAR 2_N.N	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00023857	143	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	47.19	PSAD_DAIMLER STAR 2_N.N	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00019595	496	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	4.96	PSAD_DAIMLER STAR 2_N.N	NO		
545254	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00051989	274	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	243.86	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00003447	1	3011	054	 	1351	"R LIN,4K7,5%,TK200,250mW,1206"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00000568	179	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	25.06	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00051989	5	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	4.45	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663170092	NA	A2C00006616	6	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.06	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00000568	10	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	1.4	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00051994	1	3011	054	 	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.02	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663170093	NA	A2C00051989	10	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	8.9	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663170093	NA	A2C00006616	4	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.04	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663170093	NA	A2C00000568	6	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.84	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00062333	1	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	2.66	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00051989	37	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	32.93	PSAD_DAIMLER STAR 2_N.N	NO		
545255	04/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00000568	276	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	38.64	PSAD_DAIMLER STAR 2_N.N	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010473	5	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.05	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00006952	22	3011	054	 	1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.44	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010445	526	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	5.26	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00003792	116	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	1.16	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010739	41	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.41	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00003792	11	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.11	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00002070	1	3011	054	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn"		ROH	NA	0.03	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000027	15	3011	054	 	1351	"C CER,C0G,680pF,2%,50V,0805,Sn"		ROH	NA	2.25	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010445	127	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	1.27	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010473	2	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00010473	4	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.04	PS_SDM10+_N.NORTON MARQ	NO	4984023933	
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010737	1	3011	054	 	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010739	17	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.17	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00003812	1	3011	054	 	1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4984023933	
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00003684	1	3011	054	 	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4984023933	
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40002645	8	3011	054	 	1351	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	0.08	PS_SDM10+_N.NORTON MARQ	NO	4984023933	
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00003792	67	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.67	PS_SDM10+_N.NORTON MARQ	NO	4984023933	
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003684	12	3011	054	 	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.12	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003812	7	3011	054	 	1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.07	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010473	8	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.08	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003792	379	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	3.79	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010445	3	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.03	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00017003	25	3011	054	 	1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.25	PS_SDM10+_N.NORTON MARQ	NO		
545257	04/11/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010739	35	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.35	PS_SDM10+_N.NORTON MARQ	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00004349	1	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00003952	1	3011	054	 	1351	"6R81,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00062333	4	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	10.64	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00023857	8	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.64	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00019595	209	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	2.09	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00062333	3	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	7.98	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00004555	25	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.25	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00032168	38	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.38	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257240093	NA	A2C00057767	25	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	433.25	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00019595	385	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	3.85	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00037554	343	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	168.07	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00004322	29	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.29	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00023857	161	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	53.13	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C53419022	47	3011	054	 	1351	cover shielding		ROH	NA	54.05	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00062333	36	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	95.76	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00057767	37	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	641.21	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00019595	14	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.14	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00019595	39	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.39	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257250093	NA	A2C00004363	1	3011	054	 	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00052867	1	3011	054	 	1351	"ATIC129,4LOOP,QFP80_MARS"		ROH	NA	20.63	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00000407	3	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.66	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00023857	2	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.66	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00057767	2	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	34.66	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00062333	8	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	21.28	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00019595	26	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.26	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00004322	2	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00023857	7	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.31	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00037554	26	3011	054	 	1351	"2,PNP,NORMAL,1A,45V,SOT-363,BIP/BCM857BS"		ROH	NA	12.74	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00003548	1	3011	054	 	1351	"3K01,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00000407	2	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.44	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00022910	5	3011	054	 	1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.05	PS_SDM30_N.NORTON MARQU	NO		
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00042052	1	3011	054	 	1351	"8MHz,0.1%,CSTCE,CER RESONATOR"		ROH	NA	1.43	PS_SDM30_N.NORTON MARQU	NO		
545443	05/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO		
545570	05/11/2014	ZSCR	551	034-2	NA	'054	A2C84661700	NA	A2C53330108	2	3011	054	 	1342	socket	NA	ROH	NA	36	PS_FIAT BRAZIL_E.EDWIN	NO		
545579	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83749400	NA	A2C40000025	8	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	54.64	PS_SDM10+_.	NO		
545580	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83012100	NA	A2C83015700	1	3011	054	 	1342	pin header 56/ 33P H 3R THP 6018 Y-E	NA	ROH	NA	15.49	PSAD_OPEL 4400_J.JOSE O	NO	4984023848	
545637	05/11/2014	ZSCR	551	034-2	NA	'054	A2C86832600	NA	A2C53405780	1	3011	054	 	1342	housing	NA	ROH	NA	26.37	PS_HONDA HRS6_J.JUAN CH	NO		
545656	05/11/2014	ZSCR	551	034-2	NA	'054	A2C92704000	NA	A2C91600800	1	3011	054	 	1342	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO		
545667	05/11/2014	ZSCR	551	034-9	NA	'054	A2C91764400	2800	A2C91764400	2	3011	054	 	1349	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	883.88	PS_SDM30_.	NO		
545676	05/11/2014	ZSCR	551	034-9	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1349	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
545678	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	100	3011	054	 	1342	certification label identificati	NA	ROH	NA	33	PS_SDM10+_.	NO		
545679	05/11/2014	ZSCR	551	034-4	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1344	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
545686	05/11/2014	ZSCR	551	042-4	NA	'054	A2C91764400	2800	A2C91764400	2	3011	054	 	1424	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	883.88	PS_SDM30_.	NO		
545688	05/11/2014	ZSCR	551	040-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1401	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO		
545694	05/11/2014	ZSCR	551	034-2	NA	'054	A2C37964112	4	A2C37964112	1	3011	054	 	1342	ACU DAGSTAR2 MY12 S15 28 08 0 1 0 000	NA	FERT	NA	441.02	PSAD_DAIMLER STAR 2_A.A	NO		
545695	05/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO		
545696	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	200	3011	054	 	1342	certification label identificati	NA	ROH	NA	66	PS_SDM10+_.	NO		
545696	05/11/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53333520	100	3011	054	 	1342	TYPE LABLE	NA	ROH	NA	38	PS_SDM10+_.	NO		
545698	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	2800	A2C91764400	3	3011	054	 	1342	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	1325.82	PS_SDM30_.	NO		
545703	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017000	36	3011	054	 	1342	cover B	NA	ROH	NA	144.36	PSAD_PSA CAN_J.JOSE ORT	NO	4984023858	
545703	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017100	36	3011	054	 	1342	housing assy PSAG3I prefabrica	NA	ROH	NA	1794.6	PSAD_PSA CAN_J.JOSE ORT	NO	4984023858	
545713	05/11/2014	ZSCR	551	040-5	NA	'054	A2C91085700	2800	A2C91085700	1	3011	054	 	1405	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	427.68	PS_SDM10+_.	NO		
545717	05/11/2014	ZSCR	551	040-5	NA	'054	A2C91764400	2800	A2C91764400	1	3011	054	 	1405	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO		
545726	05/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	7	5WY89350	2	3011	054	 	1342	Chrysler RTRM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO		
545744	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83046900	NA	A2C83043900	10	3011	054	 	1342	label identificati	NA	ROH	NA	11.3	PS_LEGACY_C.CAROLINA OT	NO	4984023891	
545744	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83042700	NA	A2C83017300	50	3011	054	 	1342	certification label identificati	NA	ROH	NA	824	PS_LEGACY_C.CAROLINA OT	NO	4984023884	
545759	05/11/2014	ZSCR	551	022-2	NA	'054	A2C85901110	NA	A2C87057001	15	3011	054	 	1222	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	6304.95	PSAD_DAIMLER STAR 2_A.A	NO		
546130	06/11/2014	ZSCR	551	030-1	NA	'054	A2C83021101	NA	A2C8302110193	9	3011	054	 	1301	pcb assy DAGARM3 3i DC Mex Top	NA	HALB	S.Real	2130.12	PSAD_ARMIN_J.JOSE ORTIZ	NO	4984023876	
546135	06/11/2014	ZSCR	551	035-1	0	'054	A2C83016700	NA	A2C83017300	108	3011	054	 	1351	certification label identificati		ROH	NA	1779.84	PSAD_PSA CAN_N.NORTON M	NO	4984023858	
546137	06/11/2014	ZSCR	551	035-1	0	'054	A2C89711901	NA	A2C83021500	58	3011	054	 	1351	label identificati		ROH	NA	1575.28	PSAD_ARMIN_N.NORTON MAR	NO		
546137	06/11/2014	ZSCR	551	035-1	0	'054	A2C94706000	NA	A2C83021500	58	3011	054	 	1351	label identificati		ROH	NA	1575.28	PSAD_ARMIN_N.NORTON MAR	NO		
546149	06/11/2014	ZSCR	551	034-2	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1342	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO		
546163	06/11/2014	ZSCR	551	034-2	NA	'054	5WK44252	2	5WK44252	8	3011	054	 	1342	BoSe VW	NA	FERT	NA	832.24	OC_BOSE VW_A.ANA TAPIA-	NO		
546164	06/11/2014	ZSCR	551	034-2	NA	'054	A2C30910808	3	A2C30910808	3	3011	054	 	1342	ACU VWAE MY12 S15 04 00 0 0 0 000	NA	FERT	NA	474.51	PSAD_VW20_U.ULISES VILL	NO		
