No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00000346	16	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	1.12	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00000346	44	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	3.08	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00000609	3	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	0.66	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00002014	1	"100nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.04	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00002060	6	"47pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.12	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00002578	17	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	14.11	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00002578	26	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	21.58	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00003465	2	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.06	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00003465	2	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.06	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00003492	5	"R LIN,1K5,5%,TK200,250mW,1206"		ROH	NA	0.1	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00003517	1	"R LIN,150R,5%,TK200,250mW,1206"		ROH	NA	0.02	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00003551	1	"R LIN,10K,1%,TK50,250mW,MINIMELF0204"		ROH	NA	0.08	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00003886	22	"12K1,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.76	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00004150	14	"R LIN,324K,1%,TK100,125mW,0805"		ROH	NA	0.28	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00004349	6	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.06	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00008117	55	"R LIN,1R6,5%,TK600,250mW,1206"		ROH	NA	1.65	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00010447	9	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.09	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010739	2	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.02	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010917	1	"6K8,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.01	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010918	18	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.18	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00013094	1	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00021664	3	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.09	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00021664	7	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.21	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00022930	7	"4,EQ ISO,konvex 1206,0R05,5%,63mW,NET RE"		ROH	NA	0.28	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00022930	45	"4,EQ ISO,konvex 1206,0R05,5%,63mW,NET RE"		ROH	NA	1.8	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00030963	176	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	42.24	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00030963	152	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	36.48	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00030963	365	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	87.6	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00032220	1	"10nF,20%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00032220	8	"10nF,20%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.16	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00033510	1	"Absolute pressure sensor, 15 to 115kPa,S"		ROH	NA	15.88	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00033510	1	"Absolute pressure sensor, 15 to 115kPa,S"		ROH	NA	15.88	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00034014	22	"33uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	21.78	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00034982	25	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	63	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00035217	15	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	21.15	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00035217	34	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	47.94	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00044062	1	"200V,1A,1,FAST,SMA/DO214AC,RECT DIODE/ES"		ROH	NA	0.36	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00044201	9	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	1.44	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00044201	1	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00045453	1	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	0.44	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00045453	2	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	0.88	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00046098	13	"IC MCU BLK/SAK-TC1766-192F80HL,BD,LQFP17"		ROH	NA	1443.78	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560193	NA	A2C00046692	4	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.12	ES_B299_ARTURO NERI-LOZ	NO	4963087856	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00060286	2	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	38.06	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238658	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00234900	1	"ATIC94, HiQUAD64, 12V, 16fold LOW SIDE D"		ROH	NA	43.24	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00000242	5	"5.6V,300mW,SOT23,ZENER/BZX84C5V6/T1"		ROH	NA	0.5	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00000262	16	"Dual 40W,22V,SOT23, common cathode SUP D"		ROH	NA	2.4	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00000345	3	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.21	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00000346	83	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	5.81	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00001994	110	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	20.9	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00002340	36	"1nF,2%,50V,C0G,0805,TINNED,CER CAP/"		ROH	NA	4.32	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00002578	146	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	121.18	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00002578	62	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	51.46	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00003465	19	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.57	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00003590	69	"0R001,1%,TK50,250mW,MINIMELF0204,LIN RES"		ROH	NA	5.52	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00003828	27	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.27	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00004324	6	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00006609	9	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.09	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00010416	39	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.39	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010441	27	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.27	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00010472	1	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.01	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010904	78	"R LIN,2K,5%,TK200,63mW,0402"		ROH	NA	0.78	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00010918	53	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.53	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00019601	8	"2K2,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.08	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00021336	77	"10V,3A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	30.8	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00024400	33	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	32.67	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00024400	28	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	27.72	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00025918	46	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	7.36	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00032093	156	"24K,1%,TK100,63mW,0402,LIN RES/chip Resi"		ROH	NA	1.56	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00034028	72	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.44	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00045453	38	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	16.72	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00046098	3	"IC MCU BLK/SAK-TC1766-192F80HL,BD,LQFP17"		ROH	NA	333.18	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590193	NA	A2C00047217	8	"TLE6250 3,3V,TRANSCEIVER,CAN,P-DSO-8-3,B"		ROH	NA	25.68	ES_B299_ARTURO NERI-LOZ	NO	4963087912	
238659	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286590192	NA	A2C00049244	33	"10K,1%,TK50,100mW,0603,LIN RES/M11 0603"		ROH	NA	1.65	ES_B299_ARTURO NERI-LOZ	NO	4963087880	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6544672078	1	"ATM 43,SILICON DA, SOP 20,CUSTOM"		ROH	NA	12.55	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6575202008	2	"DIODES STABILIZED / 5,1V/5%, M"		ROH	NA	0.2	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6576362099	6	"47NF,10%,50V,X7R,0805,NISN,CER"		ROH	NA	0.3	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6576362099	3	"47NF,10%,50V,X7R,0805,NISN,CER"		ROH	NA	0.15	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6576372070	1	"100OHM,7A,SMD,BEAD/BDS4.6/3/8."		ROH	NA	0.82	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6577362054	23	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	1.15	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609B	NA	6577362054	47	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	2.35	ES_CEC_NORA ANCHONDO	NO	4963087203	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610B	NA	6577362054	29	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	1.45	ES_CEC_NORA ANCHONDO	NO	4963087254	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610B	NA	6581672047	1	OTHER ICS / 65LBC031 /RECEIVE		ROH	NA	7.13	ES_CEC_NORA ANCHONDO	NO	4963087254	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	6592392046	118	"1UF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	77.88	ES_CEC_NORA ANCHONDO	NO	4963087286	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017614A	NA	6592392046	32	"1UF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	21.12	ES_CEC_NORA ANCHONDO	NO	4963087314	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6593672023	19	OP. AMPLIFIER ICS / AD22057		ROH	NA	181.45	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594312008	3	"200V,2A,SMB,DIODES RECTIFIER /"		ROH	NA	1.41	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017614A	NA	6594312008	8	"200V,2A,SMB,DIODES RECTIFIER /"		ROH	NA	3.76	ES_CEC_NORA ANCHONDO	NO	4963087314	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6594312008	4	"200V,2A,SMB,DIODES RECTIFIER /"		ROH	NA	1.88	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352003	4	"2K,1%,TK100,1W,0207_SMD_CHP,FI"		ROH	NA	5.96	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017614A	NA	6594352008	1	"10R,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4963087314	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352009	1	"47K5,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	6594352027	3	"0R1,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	4.47	ES_CEC_NORA ANCHONDO	NO	4963087286	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352027	1	"0R1,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017614A	NA	6594352027	3	"0R1,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	4.47	ES_CEC_NORA ANCHONDO	NO	4963087314	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6594352027	2	"0R1,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	2.98	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352028	6	"33K2,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	8.94	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6594352028	7	"33K2,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	10.43	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352030	4	"6K8,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	5.96	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352031	21	"1K4,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	31.29	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352032	6	"100R,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	8.94	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017614A	NA	6594352032	1	"100R,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4963087314	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6594352032	6	"100R,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	8.94	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	6594352034	3	"3R32,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	4.47	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6594352034	1	"3R32,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	6596352013	54	"2K8,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	80.46	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	6596362078	1	16V -10+20% CERAMIC CAPACITOR		ROH	NA	1.36	ES_CEC_NORA ANCHONDO	NO	4963087286	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	9151008	2	"100R,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.02	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	9151008	1	"100R,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.01	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609B	NA	9151008	4	"100R,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.04	ES_CEC_NORA ANCHONDO	NO	4963087203	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	9151134	1	"2R2,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.01	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	9156054	1	"1K1,1%,TK50,250MW,MINIMELF0204"		ROH	NA	0.08	ES_CEC_NORA ANCHONDO	NO	4963087286	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	9156718	1	"150K,1%,TK50,250MW,MINIMELF020"		ROH	NA	0.08	ES_CEC_NORA ANCHONDO	NO	4963087286	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	9156935	14	"620R,1%,TK50,250MW,MINIMELF020"		ROH	NA	1.12	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	9156935	10	"620R,1%,TK50,250MW,MINIMELF020"		ROH	NA	0.8	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	A2C00000328	43	"70V,100mA,2,serial,FAST,SOT23,RECT DIODE"		ROH	NA	3.01	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610A	NA	A2C00000328	4	"70V,100mA,2,serial,FAST,SOT23,RECT DIODE"		ROH	NA	0.28	ES_CEC_NORA ANCHONDO	NO	4963087231	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	A2C00000346	1	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	0.07	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017609A	NA	A2C00000418	3	"200V,1A,1,FAST,DO214AA,RECT DIODE/MURS12"		ROH	NA	1.17	ES_CEC_NORA ANCHONDO	NO	4963087180	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017610B	NA	A2C00000939	27	TRANCEIVER: BIDIRECTIONAL BUS T		ROH	NA	258.66	ES_CEC_NORA ANCHONDO	NO	4963087254	
238660	28/11/2012	ZSCR	551	035-1	0	'050	6521017613A	NA	A2C00001994	34	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	6.46	ES_CEC_NORA ANCHONDO	NO	4963087286	
