No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	 	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
640095	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640096	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640097	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640098	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640100	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640101	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640102	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640103	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640104	09/07/2015	ZSCR	551	030-1	NA	'054	5WY78881	5WY78881	#N/A	A2C53241830	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	268.84	PS_FORD_. (APROBACION	NO	4991582779
640107	09/07/2015	ZSCR	551	030-1	NA	'054	A2C83377700	A2C83377600	#N/A	A2C8337770093	1	3011	054	 	1301	pcb assy RCMT5 LR lado top	#N/A	HALB	S.Real	455.54	PSAD_LAND ROVER_J.JOSE	NO	
640111	09/07/2015	ZSCR	551	030-1	NA	'054	A2C86852400	A2C86852400	#N/A	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	#N/A	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4991582672
640434	11/07/2015	ZSCR	551	040-1	NA	'054	A2C81543200	A2C81542300	01	A2C81543200	1	3011	054	 	1401	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
640443	11/07/2015	ZSCR	551	034-1	NA	'054	A2C98409800	A2C96810200	#N/A	A2C98409800	1	3011	054	 	1341	pcb assy GMSDM30	#N/A	HALB	S.Real	371.05	PS_SDM30_.	NO	
640444	11/07/2015	ZSCR	551	040-3	NA	'054	A2C86852400	A2C86852400	#N/A	A2C86852400	1	3011	054	 	1403	ACU HMCUD MY13 S10 12 XX 0 0 0 000	#N/A	FERT	NA	244.18	PS_HYUNDAI_.	NO	4991581335
640500	11/07/2015	ZSCR	551	040-2	NA	'054	A2C81543200	A2C81542300	01	A2C81543200	1	3011	054	 	1402	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
640501	11/07/2015	ZSCR	551	040-2	NA	'054	A2C81543200	A2C81542300	01	A2C81543200	1	3011	054	 	1402	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
640502	11/07/2015	ZSCR	551	040-2	NA	'054	A2C87110200	A2C86852400	#N/A	A2C87110200	1	3011	054	 	1402	pcb assy PTFSPEED10 D_26	#N/A	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4991582672
640503	11/07/2015	ZSCR	551	040-2	NA	'054	A2C85621800	A2C85621800	#N/A	A2C85621800	1	3011	054	 	1402	ACU MY13 S10 04 XX 0 0 0 000	#N/A	FERT	NA	192.76	PSAD_GM BRASIL_A.ANA TA	NO	4991581006
640516	11/07/2015	ZSCR	551	040-2	NA	'054	A2C98410000	A2C96810400	#N/A	A2C98410000	1	3011	054	 	1402	pcb assy GMSDM30	#N/A	HALB	S.Real	399.51	PS_SDM30_.	NO	
640517	11/07/2015	ZSCR	551	040-2	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	1	3011	054	 	1402	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	473.16	PS_SDM30_.	NO	4991581064
640518	11/07/2015	ZSCR	551	040-1	NA	'054	A2C95923700	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1401	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
640533	11/07/2015	ZSCR	551	040-2	NA	'054	A2C98410000	A2C96810400	#N/A	A2C98410000	1	3011	054	 	1402	pcb assy GMSDM30	#N/A	HALB	S.Real	399.51	PS_SDM30_.	NO	
640598	11/07/2015	ZSCR	551	040-5	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1405	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
640599	11/07/2015	ZSCR	551	040-2	NA	'054	A2C98410000	A2C96810400	#N/A	A2C98410000	1	3011	054	 	1402	pcb assy GMSDM30	#N/A	HALB	S.Real	399.51	PS_SDM30_.	NO	
640685	12/07/2015	ZSCR	551	040-1	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	1	3011	054	 	1401	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
640686	12/07/2015	ZSCR	551	040-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1401	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
640688	12/07/2015	ZSCR	551	040-1	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	2	3011	054	 	1401	pcb assy	#N/A	HALB	S.Real	884.76	PS_ARAMIS 2013_.	NO	4991583271
640765	12/07/2015	ZSCR	551	040-1	NA	'054	A2C31080700	5WY89360	01	A2C31080700	1	3011	054	 	1401	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
640767	12/07/2015	ZSCR	551	040-2	NA	'054	A2C3108070093	5WY89360	01	A2C3108070093	1	3011	054	 	1402	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
640769	12/07/2015	ZSCR	551	040-1	NA	'054	A2C53412214	5WY88040	#N/A	A2C53412214	1	3011	054	 	1401	pcb assy	#N/A	HALB	S.Real/AutoBF	157.59	PSAD_GM BRASIL_A.ANA TA	NO	4991580785
640770	12/07/2015	ZSCR	551	042-4	NA	'054	A2C95923700	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1424	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS 2013_.	NO	4991583219
640806	13/07/2015	ZSCR	551	040-1	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	473.16	PS_SDM30_.	NO	4991580973
640807	13/07/2015	ZSCR	551	040-1	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	473.16	PS_SDM30_.	NO	4991580973
640815	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640817	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640819	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640822	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640824	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640825	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640828	13/07/2015	ZSCR	551	030-1	NA	'054	5WY89350	5WY89350	01	A2C31080700	2	3011	054	 	1301	airbag	#N/A	HALB	S.Real	688.6	PS_CHRYSLER MY2013_.	NO	4991582914
640830	13/07/2015	ZSCR	551	030-1	NA	'054	A2C86852400	A2C86852400	#N/A	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	#N/A	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4991582672
640844	13/07/2015	ZSCR	551	030-1	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1301	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
640845	13/07/2015	ZSCR	551	030-1	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1301	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
640854	13/07/2015	ZSCR	551	030-1	NA	'054	A2C86816504	A2C86816504	#N/A	A2C96630100	1	3011	054	 	1301	pcb assy DAGA3R231 V18-1	#N/A	HALB	S.Real	548.77	PS_ARAMIS III_.	NO	
640856	13/07/2015	ZSCR	551	030-1	NA	'054	A2C86816504	A2C86816504	#N/A	A2C96630100	2	3011	054	 	1301	pcb assy DAGA3R231 V18-1	#N/A	HALB	S.Real	1097.54	PS_ARAMIS III_.	NO	
640858	13/07/2015	ZSCR	551	030-1	NA	'054	5WK43968	5WK43968	06	A2C53243156MI	1	3011	054	 	1301	MI assy C207 WITHOUT PPS / RO	#N/A	HALB	S.Real	362.38	PS_ARAMIS II MCG_F.FERN	NO	4991582526
640860	13/07/2015	ZSCR	551	030-1	NA	'054	5WK43968	5WK43968	06	A2C53243156MI	1	3011	054	 	1301	MI assy C207 WITHOUT PPS / RO	#N/A	HALB	S.Real	362.38	PS_ARAMIS II MCG_F.FERN	NO	4991582526
640902	13/07/2015	ZSCR	551	030-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	#N/A	HALB	S.Real	260.88	PS_SDM30_.	NO	
640904	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
640906	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
640909	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
640912	13/07/2015	ZSCR	551	030-1	NA	'054	A2C53429875	5WK44354	#N/A	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	#N/A	HALB	S.Real	169.81	PS_HYUNDAI_.	NO	4991582672
640914	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000192	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) BOT	#N/A	HALB	S.Real/AutoBF	79.32	PS_RENAULT_.	NO	4991580537
640938	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
640969	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	#N/A	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	4991580432
640970	13/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
641015	13/07/2015	ZSCR	551	030-1	NA	'054	A2C53429875	5WK44354	#N/A	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	#N/A	HALB	S.Real	169.81	PS_HYUNDAI_.	NO	4991582672
641016	13/07/2015	ZSCR	551	030-1	NA	'054	A2C53429875A	5WK44354	#N/A	A2C53429875B	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Bot	#N/A	HALB	S.Real/AutoBF	82.65	PS_HYUNDAI_.	NO	4991580523
641017	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	
641018	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	
641020	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641021	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641023	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641024	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641044	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C8145580001	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02)	#N/A	HALB	S.Real	134.1	PS_RENAULT_.	NO	
641045	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C8145580001	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02)	#N/A	HALB	S.Real	134.1	PS_RENAULT_.	NO	
641046	13/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C8145580001	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02)	#N/A	HALB	S.Real	134.1	PS_RENAULT_.	NO	
641047	13/07/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	#N/A	HALB	S.Real	362.42	PS_SDM10+_.	NO	
641048	13/07/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	#N/A	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	#N/A	HALB	S.Real	362.42	PS_SDM10+_.	NO	
641049	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641050	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641051	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641052	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641053	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641054	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641055	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641056	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641057	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641058	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641059	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000092	A2C96810400	#N/A	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	4991580638
641060	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641061	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641062	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641101	13/07/2015	ZSCR	551	030-1	NA	'054	A2C9841000093	A2C96810400	#N/A	A2C9841000093	1	3011	054	 	1301	pcb assy GMSDM30	#N/A	HALB	S.Real	395.76	PS_SDM30_.	NO	
641102	13/07/2015	ZSCR	551	030-1	NA	'054	A2C53429875	5WK44354	#N/A	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	#N/A	HALB	S.Real	169.81	PS_HYUNDAI_.	NO	4991582672
641126	13/07/2015	ZSCR	551	034-8	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	2	3011	054	 	1348	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	946.32	PS_SDM30_.	NO	4991580708
641132	13/07/2015	ZSCR	551	040-3	NA	'054	A2C95268300	A2C95268300	#N/A	A2C95268300	1	3011	054	 	1403	ACU M20 04	#N/A	FERT	NA	322.63	PS_FORD_.	NO	4991581389
641133	13/07/2015	ZSCR	551	040-4	NA	'054	A2C83711000	A2C83711000	#N/A	A2C84661700	2	3011	054	 	1404	pcb assy VW20 D_4	#N/A	HALB	S.Real	537.88	PS_VW20 MQB_.	NO	
641134	13/07/2015	ZSCR	551	040-1	NA	'054	A2C98409700	A2C96810100	#N/A	A2C98409700	1	3011	054	 	1401	pcb assy GMSMD30	#N/A	HALB	S.Real	264.05	PS_SDM30_.	NO	
641135	13/07/2015	ZSCR	551	040-1	NA	'054	A2C98409700	A2C96810100	#N/A	A2C98409700	1	3011	054	 	1401	pcb assy GMSMD30	#N/A	HALB	S.Real	264.05	PS_SDM30_.	NO	
641136	13/07/2015	ZSCR	551	040-3	NA	'054	A2C83711000	A2C83711000	#N/A	A2C83711000	1	3011	054	 	1403	ACU VW20 MY14 S15 20 08 0 0 0 000	#N/A	FERT	NA	288.43	PS_VW20 MQB_.	NO	4991581253
641152	13/07/2015	ZSCR	551	040-3	NA	'054	A2C85841502	A2C85841502	#N/A	A2C53409092	2	3011	054	 	1403	cover	#N/A	ROH	NA	9.82	PS_RENAULT_.	NO	
641154	13/07/2015	ZSCR	551	040-3	NA	'054	5WY86940	5WY86940	01	A2C53108379	2	3011	054	 	1403	cover FIP T GY	#N/A	ROH	NA	7.46	PS_ARAMIS 2013_.	NO	4991582766
641154	13/07/2015	ZSCR	551	040-3	NA	'054	5WY86940	5WY86940	01	A2C53331574	1	3011	054	 	1403	"housing FIP 157,0x 130,8"	#N/A	ROH	NA	17.78	PS_ARAMIS 2013_.	NO	4991582766
641180	13/07/2015	MB1A	551	023-2	K96019	'054	NA	#N/A	#N/A	A2C40000025	60	3011	054	 	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	502.8	PS_SDM40_.	NO	4991580100
641180	13/07/2015	MB1A	551	023-2	K96019	'054	NA	#N/A	#N/A	A2C84139100	60	3011	054	 	1095	housing WIC P BK A-B	NA	ROH	NA	3247.8	PS_SDM40_.	NO	4991580100
641180	13/07/2015	MB1A	551	023-2	K96019	'054	NA	#N/A	#N/A	A2C90292900	60	3011	054	 	1095	cover FIP T BK Laser Weld	NA	ROH	NA	274.2	PS_SDM40_.	NO	4991580100
641180	13/07/2015	MB1A	551	023-2	K96019	'054	NA	#N/A	#N/A	A2C90474000	120	3011	054	 	1095	contact element PF/fork	NA	ROH	NA	117.6	PS_SDM40_.	NO	4991580100
641180	13/07/2015	MB1A	551	023-2	K96019	'054	NA	#N/A	#N/A	A2C9296130093	60	3011	054	 	1095	pcb assy GMSDM40 Top	NA	HALB	S.Real	27256.2	PS_SDM40_.	NO	4991580100
641186	13/07/2015	ZSCR	551	040-3	NA	'054	5WY89350	5WY89350	01	A2C53436156	2	3011	054	 	1403	cover RAP T BK	#N/A	ROH	NA	16.4	PS_CHRYSLER MY2013_.	NO	4991582914
641187	13/07/2015	ZSCR	551	040-3	NA	'054	A2C82134600	A2C82134600	#N/A	A2C40000022	5	3011	054	 	1403	"C ELEC,AL,4.7mF,20%,35V"	#N/A	ROH	NA	39.3	PS_SDM30_.	NO	4991583291
641187	13/07/2015	ZSCR	551	040-3	NA	'054	A2C82134700	A2C82134700	#N/A	A2C40000025	4	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	#N/A	ROH	NA	33.52	PS_SDM30_.	NO	4991583311
641187	13/07/2015	ZSCR	551	040-3	NA	'054	A2C82134600	A2C82134600	#N/A	A2C53338471	29	3011	054	 	1403	contact element	#N/A	ROH	NA	31.9	PS_SDM30_.	NO	4991583291
641192	13/07/2015	ZSCR	551	040-3	NA	'054	5WK43610	5WK43610	18	A2C53324560	90	3011	054	 	1403	certification label spool part p	#N/A	ROH	NA	47.7	PS_ARAMIS III_.	NO	4991582224
641194	13/07/2015	ZSCR	551	040-3	NA	'054	5WK44057	5WK44057	08	A2C53324560	100	3011	054	 	1403	certification label spool part p	#N/A	ROH	NA	53	PS_ARAMIS III_.	NO	4991582545
641195	13/07/2015	ZSCR	551	040-3	NA	'054	5WK43610	5WK43610	18	A2C53331574	1	3011	054	 	1403	"housing FIP 157,0x 130,8"	#N/A	ROH	NA	17.78	PS_ARAMIS 2013_.	NO	4991582224
641197	13/07/2015	ZSCR	551	040-3	NA	'054	5WK43952	5WK43952	#N/A	A2C53371768	1	3011	054	 	1403	cover FIP T GY	#N/A	ROH	NA	3.01	PS_ARAMIS III_.	NO	4991582250
641211	13/07/2015	ZSCR	551	040-3	NA	'054	5WY89360	5WY89360	01	A2C53436156	7	3011	054	 	1403	cover RAP T BK	#N/A	ROH	NA	57.4	PS_CHRYSLER MY2013_.	NO	4991582914
641215	13/07/2015	ZSCR	551	040-3	NA	'054	5WY86940	5WY86940	01	A2C53108379	1	3011	054	 	1403	cover FIP T GY	#N/A	ROH	NA	3.73	PS_ARAMIS 2013_.	NO	4991582766
641216	13/07/2015	ZSCR	551	040-3	NA	'054	5WY89350	5WY89350	01	A2C53436156	1	3011	054	 	1403	cover RAP T BK	#N/A	ROH	NA	8.2	PS_CHRYSLER MY2013_.	NO	4991582914
641217	13/07/2015	ZSCR	551	040-3	NA	'054	A2C85841502	A2C85841502	#N/A	A2C53409092	1	3011	054	 	1403	cover	#N/A	ROH	NA	4.91	PS_RENAULT_.	NO	
641218	13/07/2015	ZSCR	551	040-5	NA	'054	5WK44773	5WK44773	#N/A	A2C53345691	1	3011	054	 	1405	multipoint connector 96P H 2SYS E-A	#N/A	ROH	NA	43.63	PS_ARAMIS III_.	NO	4991582701
641225	13/07/2015	ZSCR	551	034-2	NA	'054	A2C96810200	A2C96810200	#N/A	A2C96810200	3	3011	054	 	1342	ACU MY14 S15 12 XX 0 1 0 000	#N/A	FERT	NA	1327.35	PS_SDM30_.	NO	4991580693
641233	13/07/2015	ZSCR	551	040-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1401	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
641243	13/07/2015	ZSCR	551	040-5	NA	'054	A2C31080700	5WY89360	01	A2C30202900	2	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	#N/A	ROH	NA	83.72	PS_CHRYSLER MY2013_.	NO	4991582914
641243	13/07/2015	ZSCR	551	040-5	NA	'054	A2C31080700	5WY89360	01	A2C53330109	4	3011	054	 	1405	socket	#N/A	ROH	NA	69.96	PS_CHRYSLER MY2013_.	NO	4991582914
641245	13/07/2015	ZSCR	551	040-3	NA	'054	5WK44057	5WK44057	08	A2C53324560	50	3011	054	 	1403	certification label spool part p	#N/A	ROH	NA	26.5	PS_ARAMIS III_.	NO	4991582545
