No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00000345	28	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	1.96	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00044973	2	1351	"8,BUFFER,TSSOP20,LOGIC/74AHCT244PW"		ROH	NA	1.42	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00000522	4	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	0.28	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00050686	7	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	34.86	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00002211	1	1351	"47nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00004349	23	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.23	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00055646	1	1351	"POWER,SINGLE,6.5V,RELAY/EM1-2U1-W"		ROH	NA	5.28	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00047806	1	1351	"10nF,10%,200V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	0.03	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00048062	1	1351	"TLE8262E,SBC,CAN/LIN,DSO36-EP,BUS DRIVER"		ROH	NA	13.49	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00044201	1	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00050347	2	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	7.9	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00000345	10	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.7	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396778T	NA	A2C00019938	1	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	0.13	S4_PQ25_MIGUEL ZAVALA-M	4963259944
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00044973	3	1351	"8,BUFFER,TSSOP20,LOGIC/74AHCT244PW"		ROH	NA	2.13	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00000522	51	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	3.57	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00050686	1	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	4.98	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00003823	3	1351	"68R,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.03	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00004349	329	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	3.29	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00054190	1	1351	"VND5E025LKTR-E/2,41V,25mOhm,PowerSSO-24,"		ROH	NA	7.28	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00055646	14	1351	"POWER,SINGLE,6.5V,RELAY/EM1-2U1-W"		ROH	NA	73.92	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00030419	6	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.54	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00018971	2	1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.48	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00050347	7	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	27.65	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53361994T	NA	A2C00000345	50	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	3.5	S4_PQ25_MIGUEL ZAVALA-M	4963259394
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00033344	13	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	3.64	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00000522	43	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	3.01	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00034536	1	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	0.68	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00003828	43	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.43	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00011393	1	1351	"1,NPN,NORMAL,500mA,1V,SOT23,BIP/BCR 523"		ROH	NA	0.22	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00050347	9	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	35.55	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082800B	NA	A2C00000345	107	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	7.49	S4_PQ25_MIGUEL ZAVALA-M	4963256783
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00000522	16	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	1.12	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00004349	128	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	1.28	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00047806	8	1351	"10nF,10%,200V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	0.24	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C53252204	3	1351	receiver		ROH	NA	108.21	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00030419	16	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	1.44	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00046464	1	1351	"Switch Monitor Interface,PC33972AEWR2 re"		ROH	NA	11.23	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53396776T	NA	A2C00000345	89	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	6.23	S4_PQ25_MIGUEL ZAVALA-M	4963259928
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00050686	11	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	54.78	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00025724	99	1351	"82nH,250mA,SMD,COIL/LQW18A"		ROH	NA	38.61	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00000522	235	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	16.45	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00054190	1	1351	"VND5E025LKTR-E/2,41V,25mOhm,PowerSSO-24,"		ROH	NA	7.28	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00004349	1327	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	13.27	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00000537	11	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"		ROH	NA	3.41	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00000345	670	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	46.9	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00050347	24	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	94.8	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53398079T	NA	A2C00017750	7	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	1.12	S4_PQ25_MIGUEL ZAVALA-M	4963259956
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700T	NA	A2C00048508	18	1351	"10uF,10%,6.3V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	9.9	S6_WEBASTO_MIGUEL ZAVAL	4963256672
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700T	NA	A2C00017660	1	1351	"42V,34mOhm,TO252/DPAK,GENERAL PURPOSE,LO"		ROH	NA	5.27	S6_WEBASTO_MIGUEL ZAVAL	4963256672
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700T	NA	A2C53011243	45	1351	"4,EQ ISO,X7R,3,2-1,6-0,8,16V,100nF,20%,2"		ROH	NA	11.25	S6_WEBASTO_MIGUEL ZAVAL	4963256672
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700T	NA	A2C00023012	119	1351	"F BEAD/2744051447,0Ohm,200Ohm,12A,SMD"		ROH	NA	412.93	S6_WEBASTO_MIGUEL ZAVAL	4963256672
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700B	NA	A2C00000269	1	1351	"7.5V,300mW,SOT23,ZENER/BZX84C7V5LT1"		ROH	NA	0.09	S6_WEBASTO_MIGUEL ZAVAL	4963256628
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700B	NA	A2C00101900	16	1351	"T FET/N-Channel MOSFET,MOS,POWER,TSOP-6,"		ROH	NA	23.68	S6_WEBASTO_MIGUEL ZAVAL	4963256628
239804	01/12/2012	ZSCR	551	035-1	0	'045	A2C30852700B	NA	A2C40009650	7	1351	"D ZEN/BAV99NMA,20V,225mW,SOT23"		ROH	NA	0.7	S6_WEBASTO_MIGUEL ZAVAL	4963256628
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40016280	109	1351	"EX2-2U1-T RELAY,TBD,TWIN,12V"		ROH	NA	829.49	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40014441	22	1351	"EX1-2U1 RELAY,TBD,SINGLE,12V"		ROH	NA	206.14	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40006675	39	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.39	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40005908	70	1351	"C ELEC,TA,4.7uF,20%,10V"		ROH	NA	30.8	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40001104	6	1351	IC MCU BLK/UPD70F3469M2GM(A1) (V850/E1-F		ROH	NA	327.18	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40003364	13	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.26	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40000683	5	1351	"IC MCU BLK/S9S08AW16A,A1,LQFP44,FLASH,8b"		ROH	NA	34.95	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40014618	29	1351	"L COIL/ACT4532-102,0H,100mA,SMD +++ use"		ROH	NA	51.04	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40002593	22	1351	"Q QUARTZ/AT-51CD2 (Safety) 8 MHz,8MHz,1"		ROH	NA	96.14	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40007228	117	1351	"D SC/BAS40LT1G,SOT23"		ROH	NA	12.87	S1_GLOBAL A_LUIS LIZARR	4963257365
239805	01/12/2012	ZSCR	551	035-1	0	'045	A2C3471080093	NA	A2C40001484	22	1351	"EM OTH POLY FUSE/-TBD-,16V,800mA"		ROH	NA	40.92	S1_GLOBAL A_LUIS LIZARR	4963257365
239806	01/12/2012	ZSCR	551	035-1	0	'045	A2C3328850092	NA	A2C00052423	37	1351	"R LIN,6K49,1%,TK100,100mW,0603"		ROH	NA	0.37	S6_ESCL_MIGUEL ZAVALA-M	4963257109
239806	01/12/2012	ZSCR	551	035-1	0	'045	A2C3328850092	NA	A2C00018642	5	1351	"47uH,340mA,SMD,COIL/B82442-A1473-K"		ROH	NA	5.55	S6_ESCL_MIGUEL ZAVALA-M	4963257109
239806	01/12/2012	ZSCR	551	035-1	0	'045	A2C3328850093	NA	A2C00000563	38	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-4"		ROH	NA	3.42	S6_ESCL_MIGUEL ZAVALA-M	4963257147
239942	02/12/2012	ZSCR	551	040-2	NA	'045	5WG50402	NA	A2C53311196	1	1402	cover LOP B BK	NA	ROH	NA	5.75	S4_PQ35 5TA GEN_MIGUEL	4963256411
240427	03/12/2012	ZSCR	551	030-1	NA	'045	S122736098C	NA	A2C53371606	3	1301	pcb TLS_BCM_201	NA	ROH	NA	110.61	S2_BCM_RODRIGO CERVANTE	4963260999
240560	03/12/2012	ZSCR	551	030-1	NA	'045	5WG50408	NA	A2C53420006T	2	1301	pcb assy VW PQ35 ZE	NA	HALB	S.Real	645	S4_PQ35 5TA GEN_MIGUEL	4963261547
