No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	 	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
162328	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C31080700	1	1095	IM Chrysler RT ORC MY13	NA	HALB	S.Real	385.91	PS_CHRYSLER MY2013_GERA	NO	
162332	6/1/2012	MB1A	551	034-2	B30301-00295	NA	NA	A2C31080700	1	1095	IM Chrysler RT ORC MY13	NA	HALB	S.Real	385.91	PS_FIAT BRAZIL_GERARDO	NO	
162334	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000200	1	1095	SMD B FIAT 326 V15	NA	HALB	S.Real/AutoBF	85.41	PS_FIAT BRAZIL_GERARDO	NO	
162335	6/1/2012	MB1A	551	042-4	B30301-00295	NA	NA	A2C53412213	1	1095	pcb assy	NA	HALB	S.Real	183.16	PSAD_GM BRASIL_GERARDO	NO	
162336	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000300	1	1095	SMD A FIAT 326 V15	NA	HALB	S.Real	131.6	PS_FIAT BRAZIL_GERARDO	NO	
162337	6/1/2012	MB1A	551	040-2	B30301-00295	NA	NA	A2C53412221	1	1095	pcb GM BRAZIL S	NA	ROH	NA	13.84	PSAD_GM BRASIL_GERARDO	NO	
162338	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000300	1	1095	SMD A FIAT 326 V15	NA	HALB	S.Real	131.6	PS_FIAT BRAZIL_GERARDO	NO	
162340	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000300	1	1095	SMD A FIAT 326 V15	NA	HALB	S.Real	131.6	PS_FIAT BRAZIL_GERARDO	NO	
162343	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000300	1	1095	SMD A FIAT 326 V15	NA	HALB	S.Real	131.6	PS_FIAT BRAZIL_GERARDO	NO	
162345	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C33000300	1	1095	SMD A FIAT 326 V15	NA	HALB	S.Real	131.6	PS_FIAT BRAZIL_GERARDO	NO	
162362	6/1/2012	MB1A	551	034-2	B30301-00295	NA	NA	A2C53408763	1	1095	pcb assy	NA	HALB	S.Real	166.55	PS_FIAT BRAZIL_GERARDO	NO	
162372	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C53412223	1	1095	GMB SMT Top side	NA	HALB	S.Real	142.46	PSAD_GM BRASIL_GERARDO	NO	
162374	6/1/2012	MB1A	551	040-1	B30301-00295	NA	NA	A2C32509000	1	1095	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	160.36	PSAD_VW20_GERARDO ECHEA	NO	
162376	6/1/2012	MB1A	551	034-2	B30301-00295	NA	NA	A2C32509000	1	1095	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	160.36	PSAD_VW20_GERARDO ECHEA	NO	
162377	6/1/2012	MB1A	551	034-2	B30301-00295	NA	NA	A2C32509000	1	1095	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	160.36	PSAD_VW20_GERARDO ECHEA	NO	
162378	6/1/2012	MB1A	551	040-1	B30301-00295	NA	NA	A2C32509000	1	1095	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	160.36	PSAD_VW20_GERARDO ECHEA	NO	
162385	6/1/2012	MB1A	551	030-1	B30301-00295	A2C53412213	NA	A2C53412223	1	1095	GMB SMT Top side	NA	HALB	S.Real	142.46	PSAD_GM BRASIL_GERARDO	NO	
162386	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C53412223	1	1095	GMB SMT Top side	NA	HALB	S.Real	142.46	PSAD_GM BRASIL_GERARDO	NO	
162387	6/1/2012	MB1A	551	034-4	B30301-00295	NA	NA	A2C53408763	2	1095	pcb assy	NA	HALB	S.Real	333.1	PS_FIAT BRAZIL_GERARDO	NO	
162389	6/1/2012	MB1A	551	042-4	B30301-00295	NA	NA	A2C53412213	1	1095	pcb assy	NA	HALB	S.Real	183.16	PSAD_GM BRASIL_GERARDO	NO	
162395	6/1/2012	MB1A	551	030-1	B30301-00295	NA	NA	A2C53387067	16	1095	pcb FIAT ACU MA	NA	ROH	NA	190.4	PS_FIAT BRAZIL_GERARDO	NO	
162406	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53193004	5	1098	keypad assy	NA	HALB	S.Real/AutoBF	2407.3	OC_OCS NISSAN_GERARDO E	NO	
162408	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53279728	1	1098	keypad assy	NA	HALB	S.Real/AutoBF	497.74	OC_OCS NISSAN_GERARDO E	NO	
162410	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53279728	2	1098	keypad assy	NA	HALB	S.Real/AutoBF	995.48	OC_OCS NISSAN_GERARDO E	NO	
162417	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53106606	1	1098	keypad seat	NA	ROH	NA	491.47	OC_OCS SUZUKI_GERARDO E	NO	
162435	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53116493	3	1098	cable harness	NA	ROH	NA	72.6	OC_OCS NISSAN_GERARDO E	NO	
162435	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53287874	3	1098	pcb assy	NA	HALB	S.Real	173.97	OC_OCS NISSAN_GERARDO E	NO	
162436	6/1/2012	MB1A	551	022-2	B30301-02598	NA	NA	A2C53279728	2	1098	keypad assy	NA	HALB	S.Real/AutoBF	995.48	OC_OCS NISSAN_GERARDO E	NO	
162472	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405103MI	3	1104	circuit board assy	QN410072404	HALB	S.Real	1239.12	PS_ARAMIS 2011_GERARDO	NO	
162472	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405104MI	20	1104	circuit board assy	QN410072404	HALB	S.Real	8779.4	PS_ARAMIS 2011_GERARDO	NO	
162472	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405105MI	1	1104	circuit board assy	QN410072404	HALB	S.Real	413.04	PS_ARAMIS 2011_GERARDO	NO	
162472	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53437942MI	1	1104	circuit board assy	QN410072404	HALB	S.Real	290.65	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C31267400MI	3	1104	circuit board assy Aramis 2012 MI	QN410072404	HALB	S.Real	1207.65	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C31267500MI	8	1104	circuit board assy Aramis 2012 MI	QN410072404	HALB	S.Real	3511.76	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C34527100	4	1104	pcb assy	QN410072404	HALB	S.Real	1744.8	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C34527200	2	1104	pcb mechanical assy Aramis 2012 v26	QN410072404	HALB	S.Real	902.26	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53334920	1	1104	circuit board assy	QN410072404	HALB	S.Real	412.52	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53388685MI	57	1104	circuit board assy	QN410072404	HALB	S.Real	25021.29	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53388686MI	2	1104	circuit board assy	QN410072404	HALB	S.Real	574.62	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405100MI	7	1104	circuit board assy	QN410072404	HALB	S.Real	3147.62	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405101MI	22	1104	circuit board assy	QN410072404	HALB	S.Real	9657.34	PS_ARAMIS 2011_GERARDO	NO	
162474	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405102MI	7	1104	circuit board assy	QN410072404	HALB	S.Real	2025.03	PS_ARAMIS 2011_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C31267500MI	4	1104	circuit board assy Aramis 2012 MI	QN410053114	HALB	S.Real	1755.88	PS_ARAMIS 2012_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C31267600MI	1	1104	circuit board assy Aramis 2012 MI	QN410053114	HALB	S.Real	438.97	PS_ARAMIS 2012_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C34527200	1	1104	pcb mechanical assy Aramis 2012 v26	QN410053114	HALB	S.Real	451.13	PS_ARAMIS 2012_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53388685MI	4	1104	circuit board assy	QN410053114	HALB	S.Real	1755.88	PS_ARAMIS 2012_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53405101MI	1	1104	circuit board assy	QN410053114	HALB	S.Real	438.97	PS_ARAMIS 2012_GERARDO	NO	
162477	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53437942MI	2	1104	circuit board assy	QN410053114	HALB	S.Real	581.3	PS_ARAMIS 2012_GERARDO	NO	
162479	6/1/2012	MB1A	551	010-4	B30301-00210	NA	NA	A2C53108385MI	5	1104	Manual insertion assy for CCG	QN410053114	HALB	S.Real	2226.2	PS_ARAMIS I_GERARDO ECH	NO	
162869	6/2/2012	MB1A	551	010-4	95000080	NA	NA	A2C5343547693	1	1104	pcb assy HONHRS5 V35 top side	QN410083232	HALB	S.Real	192.36	PS_HONDA HRS5_GERARDO E	NO	
163451	6/3/2012	MB1A	951	025-3	NA	NA	NA	A2C53375496MI2	1	1253	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	VUG014969	HALB	S.Real	309.88	PS_ARAMIS III_GERARDO E	NO	
163573	6/4/2012	MB1A	551	010-3	B30301-02510	NA	NA	A2C53364457	66	1103	pcb assy	QN410081340	HALB	S.Real	6953.1	OC_BOSE VW_GERARDO ECHE	NO	
163707	6/4/2012	ZSCR	551	030-1	NA	5WK44073	NA	A2C53298665MI	1	1301	Manual insertion assy A207 WITH PPS / RO	NA	HALB	S.Real	655.3	PS_ARAMIS II MCG_GERARD	NO	4958790030
164400	6/6/2012	ZSCR	551	034-2	NA	A2C53367544	NA	A2C53367544	3	1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	678	PS_VW10 LC_GERARDO ECHE	NO	4958790079
164403	6/6/2012	ZSCR	551	034-2	NA	5WY89340	NA	A2C32682200	4	1342	airbag control elect	NA	HALB	S.Real	1456.36	PSAD_EPSILON_GERARDO EC	NO	4958789541
164408	6/6/2012	ZSCR	551	034-2	NA	A2C32682200	NA	A2C32682200	1	1342	airbag control elect	NA	HALB	S.Real	364.09	PSAD_EPSILON_GERARDO EC	NO	4958789541
164412	6/6/2012	ZSCR	551	034-2	NA	5WK44366	NA	A2C53279728	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	497.74	OC_OCS NISSAN_GERARDO E	NO	4958789295
164413	6/6/2012	ZSCR	551	030-1	NA	A2C53399617	NA	A2C53399617A	1	1301	circuit board assy	NA	HALB	S.Real	187.26	PS_HONDA HRS5_GERARDO E	NO	4958790439
164451	6/6/2012	ZSCR	551	040-5	NA	5WK44385	NA	A2C53390474	1	1405	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_GERARDO ECHE	NO	4958790397
164452	6/6/2012	ZSCR	551	030-1	NA	5WK44276	NA	A2C53362292	2	1301	ACU MY11 10	NA	HALB	S.Real	604.72	PS_HONDA ACCORD_GERARDO	NO	4958790048
164457	6/6/2012	ZSCR	551	040-1	NA	5WK44276	NA	A2C53362292	1	1401	ACU MY11 10	NA	HALB	S.Real	302.36	PS_HONDA ACCORD_GERARDO	NO	4958790053
164459	6/6/2012	ZSCR	551	042-4	NA	5WK44252		5WK44252	1	1424	BoSe VW311	NA	FERT	NA	125.9	OC_BOSE VW_GERARDO ECHE	NO	
164468	6/6/2012	ZSCR	551	040-1	NA	5WY89340	NA	A2C32682200	1	1401	airbag control elect	NA	HALB	S.Real	364.09	PSAD_EPSILON_GERARDO EC	NO	4958789549
164487	6/6/2012	ZSCR	551	040-1	NA	5WK44514	NA	A2C53399620	1	1401	pcb assy	NA	HALB	S.Real	232.64	PS_HONDA HRS5_GERARDO E	NO	4958790458
164488	6/6/2012	ZSCR	551	030-1	NA	5WK44276	NA	A2C53362292	1	1301	ACU MY11 10	NA	HALB	S.Real	302.36	PS_HONDA ACCORD_GERARDO	NO	4958790048
164489	6/6/2012	ZSCR	551	030-1	NA	5WK44551	NA	A2C53287874	1	1301	pcb assy	NA	HALB	S.Real	57.99	OC_OCS NISSAN_GERARDO E	NO	4958790018
164490	6/6/2012	ZSCR	551	030-1	NA	5WY89340	NA	A2C32682200	1	1301	airbag control elect	NA	HALB	S.Real	364.09	PSAD_EPSILON_GERARDO EC	NO	4958789501
164491	6/6/2012	ZSCR	551	034-2	NA	A2C53106457	NA	6590160301	50	1342	Housing Ford Airbags	NA	ROH	NA	848	PS_FORD_GERARDO ECHEAGA	NO	
164491	6/6/2012	ZSCR	551	034-2	NA	A2C53106455	NA	6590160701	50	1342	COVER VN127 RCM3V	NA	ROH	NA	128.5	PS_FORD_GERARDO ECHEAGA	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C53334920MI	NA	A2C00023738	24	1342	"47UF,20%,50V,HOL,AL,ELEC CAP/"	NA	ROH	NA	7.92	PS_ARAMIS I_GERARDO ECH	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C53108384MI	NA	A2C00049991	25	1342	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	29.5	PS_ARAMIS I_GERARDO ECH	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C53183948MI	NA	A2C53125028	246	1342	pcb DC 70 LP PRO NU	NA	ROH	NA	341.94	PS_ARAMIS I_GERARDO ECH	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C53108380MI	NA	A2C53125063	1	1342	multipoint connector 96P H 2SYS B-B	NA	ROH	NA	21.84	PS_ARAMIS I_GERARDO ECH	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C53367457MI	NA	A2C53125066	1	1342	multipoint connector 96P H 2SYS E-B	NA	ROH	NA	21.59	PS_ARAMIS I_GERARDO ECH	NO	
164517	6/6/2012	ZSCR	551	034-2	NA	A2C30930101	NA	A2C53345664	1	1342	multipoint connector 96P H 2SYS A-A	NA	ROH	NA	33.16	PS_ARAMIS I_GERARDO ECH	NO	
164558	6/6/2012	ZSCR	551	034-2	NA	5WK43611	NA	A2C53108379	3	1342	cover FIP T GY	NA	ROH	NA	9.96	PS_ARAMIS 2011_GERARDO	NO	4958790781
164561	6/6/2012	ZSCR	551	034-2	NA	5WY70340	NA	6593810302	53	1342	CARCASA ECS_1 TIPO I	NA	ROH	NA	1671.62	PSAD_EPSILON_GERARDO EC	NO	
164764	6/7/2012	ZSCR	551	034-4	NA	5WK44354	NA	A2C53412057	6	1344	multipoint connector 66P H 2SYS 7036	NA	ROH	NA	161.34	PSAD_GM BRASIL_GERARDO	NO	
164786	6/7/2012	ZSCR	551	030-1	NA	A2C53388685MI	NA	A2C53388685	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790300
164787	6/7/2012	ZSCR	551	030-1	NA	A2C53388685MI	NA	A2C53388685	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790300
164788	6/7/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
164789	6/7/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
164829	6/7/2012	ZSCR	551	030-1	NA	A2C53374378	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PSAD_VW20_GERARDO ECHEA	NO	4958790180
164831	6/7/2012	ZSCR	551	030-1	NA	A2C53374378	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PS_VW10 LC_GERARDO ECHE	NO	4958790180
164832	6/7/2012	ZSCR	551	030-1	NA	5WK44591	NA	A2C5343547693	1	1301	pcb assy HONHRS5 V35 top side	NA	HALB	S.Real	192.36	PS_VW10 LC_GERARDO ECHE	NO	4958790613
164834	6/7/2012	ZSCR	551	030-1	NA	5WK44591	NA	A2C5343547693	1	1301	pcb assy HONHRS5 V35 top side	NA	HALB	S.Real	192.36	PS_VW10 LC_GERARDO ECHE	NO	4958790613
164848	6/7/2012	ZSCR	551	030-1	NA	A2C53405100MI	NA	A2C53405100	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790562
164850	6/7/2012	ZSCR	551	030-1	NA	A2C53405100MI	NA	A2C53405100	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790562
164851	6/7/2012	ZSCR	551	030-1	NA	A2C53405100MI	NA	A2C53405100	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790562
164852	6/7/2012	ZSCR	551	030-1	NA	A2C53405100MI	NA	A2C53405100	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790562
164854	6/7/2012	ZSCR	551	030-1	NA	A2C53388685MI	NA	A2C53388685	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790300
164855	6/7/2012	ZSCR	551	030-1	NA	A2C53405100MI	NA	A2C53405100	1	1301	pcb assy	NA	HALB	S.Real	394.72	PS_ARAMIS 2011_GERARDO	NO	4958790562
