d	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
407178	1/30/2014	ZSCR	551	034-9	NA	'054	A2C89731300	NA	A2C8032340002	5	1349	pcb assy HONHRS6 V08	NA	HALB	S.Real/AutoBF	897.7	PS_HONDA HRS6_J.JUAN CH	NO	4974578264
407182	1/30/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764100	2	1095	ACU MY14 12 SDM30.12.I	NA	FERT	NA	626.2	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407185	1/30/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C83016700	28	1095	ACU PSAG3I 8-V CAN	NA	FERT	NA	8935.92	PSAD_PSA CAN_J.JOSE ORT	NO	4974577952
407188	1/30/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	2	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4974578280
407189	1/30/2014	ZSCR	551	030-1	NA	'054	A2C85621800	NA	A2C53412214	1	1301	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	4974578227
407191	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407192	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407194	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407196	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407197	1/30/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	4974578463
407200	1/30/2014	ZSCR	551	030-1	NA	'054	A2C37818501	NA	A2C53375511	1	1301	pcb assy DAGARM3 V11	NA	HALB	S.Real	434.62	PS_ARAMIS III_E.EDWIN R	NO	4974578359
407204	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C35116100	2	1095	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	766.02	PSAD_DAIMLER STAR2_ISC_	NO	4974577803
407205	1/30/2014	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C80216600	1	1301	pcb assy HONHRS6 D_4	NA	HALB	S.Real	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4974578436
407207	1/30/2014	ZSCR	551	030-1	NA	'054	A2C37818501	NA	A2C53375511	1	1301	pcb assy DAGARM3 V11	NA	HALB	S.Real	434.62	PS_ARAMIS III_E.EDWIN R	NO	4974578359
407209	1/30/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4974578280
407210	1/30/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4974578280
407213	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C82544900	1	1095	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real/AutoBF	215.4	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407215	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407216	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407217	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407218	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	4974577494
407220	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200092	1	1095	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407222	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407223	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407224	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407226	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8301210093	1	1095	pcb assy OPLA3 370 lado TOP	NA	HALB	S.Real	184.09	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407227	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254100092	1	1095	pcb assy OPLA4400 4401XESA lado bottom	NA	HALB	S.Real/AutoBF	99.12	PSAD_OPEL 4400_J.JOSE O	NO	4974577940
407228	1/30/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	1	1301	subensamble de SMD Nissan OCE07 BOT	NA	HALB	S.Real/AutoBF	27.63	OC_OCS NISSAN_A.ANA TAP	NO	4974578093
407230	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C3511610093	1	1095	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4974577791
407231	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9228450093	1	1095	pcb assy DAGSTAR2 ISC D_15 SMD TOP	NA	HALB	S.Real	371.27	PSAD_DAIMLER STAR 2_A.A	NO	4974577791
407233	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C3511620092	1	1095	pcb assy DAGSTAR2 V03	NA	HALB	S.Real/AutoBF	147.49	PSAD_DAIMLER STAR 2_A.A	NO	4974577791
407235	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9228450093	1	1095	pcb assy DAGSTAR2 ISC D_15 SMD TOP	NA	HALB	S.Real	371.27	PSAD_DAIMLER STAR 2_A.A	NO	4974577791
407236	1/30/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9228450092	1	1095	pcb assy DAGSTAR2 ISC D_15 SMD BOT	NA	HALB	S.Real/AutoBF	169.57	PSAD_DAIMLER STAR 2_A.A	NO	4974577791
407360	1/31/2014	ZSCR	551	034-2	NA	'054	A2C85801100	NA	A2C53333520	200	1342	TYPE LABLE	NA	ROH	NA	76	PSAD_GM BRASIL_A.ANA TA	NO	
407360	1/31/2014	ZSCR	551	034-2	NA	'054	5WY88050	NA	A2C53408691	200	1342	label	NA	ROH	NA	94	PSAD_GM BRASIL_A.ANA TA	NO	
407361	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	150	1342	sticker	NA	ROH	NA	76.5	PS_VW10 LC_U.ULISES VIL	NO	
407361	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	7	1342	cover	NA	ROH	NA	17.92	PS_VW10 LC_U.ULISES VIL	NO	
407363	1/31/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C83145200	200	1342	certification label identificati	NA	ROH	NA	66	PS_SDM10+_C.CAROLINA OT	NO	
407364	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	1	1342	cover RAP T BK	NA	ROH	NA	4.82	PS_FIAT BRAZIL_E.EDWIN	NO	
407366	1/31/2014	ZSCR	551	034-2	NA	'054	5WK43081	NA	6593331401	200	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	52	PS_HONDA HRS6_J.JUAN CH	NO	
407366	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53397780	3	1342	cover	NA	ROH	NA	9.54	PS_HONDA HRS6_J.JUAN CH	NO	
407368	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44073	NA	A2C53108376	1	1342	"housing FIP 175,0x 152,0"	NA	ROH	NA	20.02	PS_ARAMIS III_E.EDWIN R	NO	
407368	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44774	NA	A2C53245952	5	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	96.1	PS_ARAMIS III_E.EDWIN R	NO	
407368	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	100	1342	certification label spool part p	NA	ROH	NA	50	PS_ARAMIS III_E.EDWIN R	NO	
407368	1/31/2014	ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53331574	3	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	47.25	PS_ARAMIS III_E.EDWIN R	NO	
407371	1/31/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C30202900	2	1342	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	77.54	PS_CHRYSLER MY2013_E.ED	NO	
407371	1/31/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53330109	3	1342	socket	NA	ROH	NA	54.3	PS_CHRYSLER MY2013_E.ED	NO	
407371	1/31/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53424009	6	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	1.14	PS_CHRYSLER MY2013_E.ED	NO	
407371	1/31/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	6	1342	cover RAP T BK	NA	ROH	NA	38.4	PS_CHRYSLER MY2013_E.ED	NO	
407373	1/31/2014	ZSCR	551	034-2	NA	'054	A2C82134800	NA	A2C40000022	19	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	127.87	PS_SDM10+_C.CAROLINA OT	NO	
407373	1/31/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C40000025	1	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM10+_C.CAROLINA OT	NO	
407373	1/31/2014	ZSCR	551	034-2	NA	'054	A2C87075100	NA	A2C53338471	28	1342	contact element	NA	ROH	NA	28.56	PS_SDM10+_C.CAROLINA OT	NO	
407373	1/31/2014	ZSCR	551	034-2	NA	'054	A2C82735600	NA	A2C53395713	8	1342	housing WIC P BK A-D	NA	ROH	NA	291.76	PS_SDM10+_C.CAROLINA OT	NO	
407373	1/31/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C53395715	1	1342	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM10+_C.CAROLINA OT	NO	
407374	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53328816	3	1342	multipoint connector 56P H 2SYS 2004	NA	ROH	NA	68.61	PS_FIAT BRAZIL_E.EDWIN	NO	
407374	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53330103	7	1342	socket	NA	ROH	NA	73.15	PS_FIAT BRAZIL_E.EDWIN	NO	
407374	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	2	1342	cover RAP T BK	NA	ROH	NA	9.64	PS_FIAT BRAZIL_E.EDWIN	NO	
407375	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519400	1	1342	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO	
407375	1/31/2014	ZSCR	551	034-2	NA	'054	A2C38172003	NA	A2C53424040	16	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	4.32	PSAD_VW20_U.ULISES VILL	NO	
407376	1/31/2014	ZSCR	551	034-2	NA	'054	5WK43023	NA	6593331401	30	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	7.8	PS_HONDA HRS6_J.JUAN CH	NO	
407377	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53334853	150	1342	certification label identi spool part p	NA	ROH	NA	75	PS_HYUNDAI_.	NO	
407378	1/31/2014	ZSCR	551	034-2	NA	'054	5WK43967	NA	A2C53108377	2	1342	cover FIP T GY	NA	ROH	NA	7.76	PS_ARAMIS II MCG_F.FERN	NO	
407379	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C00027389	3	1342	cover	NA	ROH	NA	7.68	PS_VW10 LC_U.ULISES VIL	NO	
407381	1/31/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	2	1342	cover RAP T BK	NA	ROH	NA	9.64	PS_FIAT BRAZIL_E.EDWIN	NO	
407382	1/31/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	2	1342	keypad assy	NA	HALB	S.Real/AutoBF	1077.86	OC_OCS SUZUKI_A.ANA TAP	NO	4974578093
407384	1/31/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	4974578093
407385	1/31/2014	ZSCR	551	030-1	NA	'054	A2C3320950092	NA	A2C53387067	48	1301	pcb FIAT ACU MA	NA	ROH	NA	549.6	PS_FIAT BRAZIL_E.EDWIN	NO	
407387	1/31/2014	ZSCR	551	030-1	NA	'054	A2C83971800	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	4974578463
407388	1/31/2014	ZSCR	551	030-1	NA	'054	A2C53405012	NA	A2C53404914A	1	1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS6_J.JUAN CH	NO	4974578400
407389	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44288SP	NA	A2C53372300A	1	1301	VW10G circuit board assy 16FL SMD Top	NA	HALB	S.Real	208.13	PS_VW10 LC_U.ULISES VIL	NO	4974578325
407391	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	1	1301	subensamble de SMD Nissan OCE07 BOT	NA	HALB	S.Real/AutoBF	27.63	OC_OCS NISSAN_A.ANA TAP	NO	4974578093
407393	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1	1301	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	4974578314
407395	1/31/2014	ZSCR	551	030-1	NA	'054	A2C38081602	NA	A2C5337549693	1	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4974578337
407397	1/31/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_E.EDWIN	NO	4974578343
407398	1/31/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	2	1301	circuit board assy	NA	HALB	S.Real	718.64	PS_ARAMIS 2012_E.EDWIN	NO	4974578343
407398	1/31/2014	ZSCR	551	030-1	NA	'054	A2C81542400	NA	A2C53388688	3	1301	circuit board assy	NA	HALB	S.Real	660.06	PS_ARAMIS 2012_E.EDWIN	NO	4974578367
407399	1/31/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_E.EDWIN	NO	4974578343
407401	1/31/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_E.EDWIN	NO	4974578343
407402	1/31/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	6	1301	pcb GM BRAZIL S	NA	ROH	NA	85.14	PSAD_GM BRASIL_A.ANA TA	NO	
407408	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	14	1301	pcb assy	NA	HALB	S.Real	934.92	OC_BOSE VW_A.ANA TAPIA-	NO	4974578376
407409	1/31/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	12	1301	pcb DC main	NA	ROH	NA	220.56	PS_ARAMIS 2012_E.EDWIN	NO	
407409	1/31/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	6	1301	circuit board assy	NA	HALB	S.Real	2155.92	PS_ARAMIS 2012_E.EDWIN	NO	4974578343
407410	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	24	1301	subensamble de SMD Nissan OCE07 BOT	NA	HALB	S.Real/AutoBF	663.12	OC_OCS NISSAN_A.ANA TAP	NO	4974578093
407411	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395076	14	1301	pcb IEEZZDIV	NA	ROH	NA	102.76	OC_BOSE BMW_A.ANA TAPIA	NO	
407413	1/31/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900092	10	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	778.9	PSAD_VW20_U.ULISES VILL	NO	4974578073
407414	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5337549893	NA	A2C5337549892	12	1301	pcb assy DAGARM3 V08 Bottom	NA	HALB	S.Real/AutoBF	969.12	PS_ARAMIS III_E.EDWIN R	NO	4974578169
407415	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	6	1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	458.34	PS_ARAMIS III_E.EDWIN R	NO	4974578145
407416	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	12	1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	916.68	PS_ARAMIS III_E.EDWIN R	NO	4974578145
407417	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5337549993	NA	A2C00034350	1	1301	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	NA	ROH	NA	7.1	PS_ARAMIS III_E.EDWIN R	NO	
407417	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5337549993	NA	A2C53338029	12	1301	pcb panel multiple 6-up main	NA	ROH	NA	256.56	PS_ARAMIS III_E.EDWIN R	NO	
407418	1/31/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	4974578463
407419	1/31/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	4974578463
407420	1/31/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	4974578463
407421	1/31/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4974578414
407422	1/31/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4974578291
407425	1/31/2014	ZSCR	551	030-1	NA	'054	A2C5339962993	NA	A2C5339962992	1	1301	pcb assy HONHRS5 RO V13 BOTTOM	NA	HALB	S.Real/AutoBF	57.26	PS_HONDA HRS5_.	NO	4974578197
407426	1/31/2014	ZSCR	551	030-1	NA	'054	A2C81622000	NA	A2C5339962993	1	1301	pcb assy HONHRS5 RO V13 TOP	NA	HALB	S.Real	278.67	PS_HONDA HRS5_.	NO	4974578385
407434	1/31/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900092	3	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	233.67	PSAD_VW20_U.ULISES VILL	NO	4974578073
407437	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	1	1301	SMD B FIAT 326 V15	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO	4974578086
407439	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	3	1301	SMD B FIAT 326 V15	NA	HALB	S.Real/AutoBF	230.19	PS_FIAT BRAZIL_E.EDWIN	NO	4974578086
407440	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	2	1301	SMD A FIAT 326 V15	NA	HALB	S.Real	236.3	PS_FIAT BRAZIL_E.EDWIN	NO	4974578305
407442	1/31/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	4974578423
407443	1/31/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	236.69	PS_ARAMIS III_E.EDWIN R	NO	4974578337
407445	1/31/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4974578444
407447	1/31/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4974578444
407448	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44748	NA	A2C8025640092	1	1301	pcb assy HONHRS6 V07 BOTTOM	NA	HALB	S.Real/AutoBF	47.46	PS_HONDA HRS6_J.JUAN CH	NO	4974578252
407449	1/31/2014	ZSCR	551	030-1	NA	'054	A2C81622000	NA	A2C5339962993	1	1301	pcb assy HONHRS5 RO V13 TOP	NA	HALB	S.Real	278.67	PS_HONDA HRS6_J.JUAN CH	NO	4974578385
407451	1/31/2014	ZSCR	551	030-1	NA	'054	A2C81622000	NA	A2C53399629	1	1301	pcb assy HONHRS5 RO V13	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS6_J.JUAN CH	NO	4974578182
407452	1/31/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4974578299
407453	1/31/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4974578295
407454	1/31/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C53408763	1	1301	pcb assy	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	4974578395
407455	1/31/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4974578467
										1									
