No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Esp	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
662254	11/09/2015	ZSCR	551	040-5	NA	'015	A2C73658100	NA	A2C73658100	1				1405	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632919
662255	11/09/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C7501700093	1				1104	pcb topTHD BCU CHRDX CBC2 TOP	QN410109421	HALB	S.Real	387.52	410109421_CBC MY	NO	4993629403
662262	11/09/2015	ZSCR	551	050-1	NA	'015	A2C7501700093	NA	A2C7501700093	1				1501	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993632543
662263	11/09/2015	ZSCR	551	050-1	NA	'015	A2C7501700093	NA	A2C7501700093	2				1501	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.04	S1_CBC MY15_. (APROBAC	NO	4993632543
662331	11/09/2015	ZSCR	551	040-5	NA	'015	A2C3813640092	NA	A2C3813640092	2				1405	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	102	S1_PASE FOB CUSW_. (AP	NO	4993632480
662394	12/09/2015	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	1				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632604
662395	12/09/2015	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	2				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	425.08	S1_TIPM MEDIUM_P.PABLO	NO	4993632604
662396	12/09/2015	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632941
662397	12/09/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4993630706
662398	12/09/2015	ZSCR	551	034-2	NA	'015	A2C80836700	NA	A2C80836700	1				1342	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	237.67	S1_SPDJB_P.PABLO PALMER	NO	4993632744
662399	12/09/2015	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	1				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632604
662400	12/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	2				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	481.2	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
662401	12/09/2015	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	1				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632604
662403	12/09/2015	ZSCR	551	040-2	NA	'015	A2C7365810093	NA	A2C7365810093	2				1402	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	409.94	S1_TIPM MEDIUM_P.PABLO	NO	4993632409
662406	12/09/2015	ZSCR	551	040-4	NA	'015	A2C31231400	NA	A2C31231400T	1				1404	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993632474
662407	12/09/2015	ZSCR	551	040-1	NA	'015	A2C31231400	NA	A2C31231400T	2				1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632174
662449	12/09/2015	ZSCR	551	034-1	NA	'050	A2C7467860193	NA	A2C7467860193	1				1341	pcb top PF BCU CHR high WK/WD MY	NA	HALB	S.Real	428.84	S1_CBC MY15_P.PABLO PAL	NO	9
662460	13/09/2015	ZSCR	551	030-1	NA	'050	A2C31231400T	NA	A2C31231400T	4				1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	930.08	S1_TIPM LOGIC_P.PABLO P	NO	4993630409
662461	13/09/2015	ZSCR	551	030-1	NA	'050	A2C7365810093	NA	A2C7365810093	1				1301	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_SPDJB_P.PABLO PALMER	NO	4993630411
662464	13/09/2015	MB1A	551	010-4	B30301-00410	'050	NA	NA	A2C7395960192	8				1104	pcb topSMD CHR UF 4-BTN bottom	QN410110110	HALB	S.Real	387.92	410110110_CUSW U	NO	4993629445
662464	13/09/2015	MB1A	551	010-4	B30301-00410	'050	NA	NA	A2C8393040092	8				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) T"""	QN410110110	HALB	S.Real/AutoBF	274.24	410110110_CUSW U	NO	4993629445
662471	13/09/2015	ZSCR	551	042-4	NA	'050	A2C31231400T	NA	A2C31231400T	1				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993632524
662472	13/09/2015	ZSCR	551	034-2	NA	'050	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
662473	13/09/2015	ZSCR	551	030-1	NA	'050	A2C8082790093	NA	A2C8082790093	1				1301	MY12 SPDJB LOOP MODEL C TMI TOP	NA	HALB	S.Real	235.87	S1_SPDJB_P.PABLO PALMER	NO	4993630442
662474	13/09/2015	ZSCR	551	030-1	NA	'050	A2C7501700093	NA	A2C7501700093	1				1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630431
662480	13/09/2015	ZSCR	551	030-1	NA	'050	A2C8086340093	NA	A2C8086340093	2				1301	MY12 SPDJB LOOP MODEL A TMI TOP	NA	HALB	S.Real	419.38	S1_SPDJB_P.PABLO PALMER	NO	4993630453
662497	13/09/2015	ZSCR	551	034-2	NA	'015	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
662511	13/09/2015	ZSCR	551	030-1	NA	'015	A2C32118700	NA	A2C8082790093	1				1301	MY12 SPDJB LOOP MODEL C TMI TOP	NA	HALB	S.Real	235.87	S1_SPDJB_P.PABLO PALMER	NO	4993630442
662512	13/09/2015	ZSCR	551	030-1	NA	'015	A2C32144600	NA	A2C8083670093	1				1301	MY12 SPDJB LOOP MODEL B TMI TOP	NA	HALB	S.Real	232.21	S1_SPDJB_P.PABLO PALMER	NO	4993630448
662513	13/09/2015	ZSCR	551	040-1	NA	'015	A2C32118700	NA	A2C8082790093	1				1401	MY12 SPDJB LOOP MODEL C TMI TOP	NA	HALB	S.Real	235.87	S1_SPDJB_P.PABLO PALMER	NO	4993632193
662526	13/09/2015	ZSCR	551	030-1	NA	'050	A2C32296000	NA	A2C32464300	4				1301	pcb	NA	ROH	NA	116.68	S1_RFHM CUSW_. (APROBA	NO	
662529	13/09/2015	ZSCR	551	030-1	NA	'050	A2C31228500T	NA	A2C53428225	4				1301	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	213.72	S1_TIPM LOGIC_P.PABLO P	NO	
662530	13/09/2015	MB1A	551	010-4	95000018	'050	NA	NA	A2C32118900	6				1104	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	QN410095321	ROH	NA	273.36	410095321_SPDJB_	NO	4993629305
662556	13/09/2015	ZSCR	551	040-3	NA	'015	A2C31231400T	NA	A2C31231400T	2				1403	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632450
662601	13/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
662620	14/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	2				1342	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_.	NO	4993630763
662621	14/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_.	NO	4993630763
662622	14/09/2015	ZSCR	551	034-2	NA	'050	A2C8730220093	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	151.54	S1_CUSW UF RFHM_.	NO	4993630826
662623	14/09/2015	ZSCR	551	034-2	NA	'050	A2C8730220093	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	151.54	S1_CUSW UF RFHM_.	NO	4993630826
662624	14/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
662625	14/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
662627	14/09/2015	ZSCR	551	034-2	NA	'050	A2C8393040092	NA	A2C8393040092	5				1342	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	230.6	S1_CUSW UF PASE_.	NO	4993630814
662835	14/09/2015	ZSCR	551	030-1	NA	'015	A2C8730230093	NA	A2C8730230093	2				1301	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	320.86	S1_CUSW UF RFHM_.	NO	4993630463
662862	14/09/2015	ZSCR	551	040-1	NA	'015	A2C33279700	NA	A2C31231400T	3				1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	697.56	S1_TIPM LOGIC_P.PABLO P	NO	4993632174
662879	14/09/2015	MB1A	551	010-4	95000052	'015	NA	NA	A2C7365810093	1				1104	SUB PCB TOP THD ASSY. PROD MY13	QN410097714	HALB	S.Real	204.97	410097714_TIPM M	NO	4993629386
662882	14/09/2015	ZSCR	551	030-1	NA	'015	A2C74533100	NA	A2C73658100	1				1301	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632563
662882	14/09/2015	ZSCR	551	030-1	NA	'015	A2C74527100	NA	A2C7365810093	1				1301	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_TIPM MEDIUM_P.PABLO	NO	4993630411
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C00019139	2				1351	"TA CAP,TA,47uF,10%,16V,SMD"		ROH	NA	3.04	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C00030945	60				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.4	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C00030945	56				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.24	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C00030945	17				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.68	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C00030945	15				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.6	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C00039225	7				1351	"1,36V,16mOhm,PowerSSO-12,GENERAL PURPOSE"		ROH	NA	32.76	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C00057184	1				1351	"L COIL/Wire wound Chip Inductor,23nH,0A,"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40007573	3				1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	0.81	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40007573	6				1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	1.62	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C40010597	4				1351	"T BIP/-,SOT23"		ROH	NA	0.4	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40011996	2				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.14	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40011996	3				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.21	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40011996	1				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.07	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C40011996	1				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.07	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015015	1				1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	0.35	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C40015025	1				1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40015034	1				1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015034	1				1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
662945	14/09/2015	ZSCR	551	035-1	0	'050	A2C8083500093	NA	A2C40015034	1				1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
662948	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001281	40				1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	2.8	S1_TIPM MEDIUM_A.ARTURO	NO	
662948	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001463	12485				1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	624.25	S1_TIPM MEDIUM_A.ARTURO	NO	
662948	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002067	63				1351	"R LIN,1K8,5%,TK200,125mW,0805"		ROH	NA	0.63	S1_TIPM MEDIUM_A.ARTURO	NO	
662948	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012033	770				1351	"R LIN,3K74,1%,TK100,250mW,R1206"		ROH	NA	15.4	S1_TIPM MEDIUM_A.ARTURO	NO	
662948	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012095	39				1351	"R LIN,825R,1%,TK100,100mW,0603"		ROH	NA	0.39	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C00061949	35				1351	IC BUS DRIV/High Speed CAN Transceiver w		ROH	NA	73.15	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001176	99				1351	"D SUP/SMBJ30C,5.59*3.81*2.26"		ROH	NA	56.43	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40001463	94				1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	4.7	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40002000	307				1351	"R LIN,100R,5%,TK200,750mW,2010"		ROH	NA	24.56	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002151	53				1351	"R LIN,20K,5%,TK200,100mW,0603"		ROH	NA	0.53	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40002204	24				1351	"R LIN,1R5,5%,TK400,100mW,0603"		ROH	NA	0.24	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	11				1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.33	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007536	10				1351	"D REC/BAV99,70V,100mA,SOT-23,15ns"		ROH	NA	0.8	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40010561	72				1351	"C CER,X7R,1uF,10%,25V,0805,-"		ROH	NA	5.76	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012015	8				1351	"R LIN,4K7,5%,TK200,250mW,1206"		ROH	NA	0.16	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012032	119				1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	2.38	S1_TIPM MEDIUM_A.ARTURO	NO	
662949	14/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40013733	4				1351	"C CER,X7R,220nF,10%,50V,C0805,"		ROH	NA	0.28	S1_TIPM MEDIUM_A.ARTURO	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00003837	1				1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00003837	13				1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.13	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00017677	2				1351	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00018862	1				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	1.28	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	26				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	33.28	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00018862	26				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	33.28	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00026823	115				1351	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"		ROH	NA	13.8	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C00026823	5				1351	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"		ROH	NA	0.6	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00026823	3				1351	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"		ROH	NA	0.36	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00032514	1				1351	"220nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.03	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00033460	7				1351	"TA CAP,TA,3.3uF,10%,25V,SMD"		ROH	NA	4.48	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00039138	96				1351	"T BIP/BCM846S with hFE matching,SOT363"		ROH	NA	39.36	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C00040024	1				1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	0.52	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00043743	2				1351	"5V,30mA,STEP DOWN,SCT-595,VOLT REG/TLE42"		ROH	NA	4.92	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40005330	3				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.03	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C53331174	2				1351	antenna		ROH	NA	3.62	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	12				1351	antenna		ROH	NA	21.72	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	24				1351	antenna		ROH	NA	43.44	S1_RFHM CUSW_J.JORGE AG	NO	
662953	14/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	46				1351	antenna		ROH	NA	83.26	S1_RFHM CUSW_J.JORGE AG	NO	
662954	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00040667	13				1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	1.04	S1_RKE FOB CUSW_J.JORGE	NO	
662954	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00059075	1				1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	1.8	S1_RKE FOB CUSW_J.JORGE	NO	
662955	14/09/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00002102	1				1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.02	S1_IGNM CUSW_J.JORGE AG	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00022797	20				1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.8	S1_CBC_A.ARTURO ARRIETA	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00059932	1				1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	8.8	S1_CBC_A.ARTURO ARRIETA	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00059932	22				1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	193.6	S1_CBC_A.ARTURO ARRIETA	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00102500	69				1351	"D REC/1N4448WS-V,75V,250mA,SOD323,0s"		ROH	NA	4.83	S1_CBC_A.ARTURO ARRIETA	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00102500	2098				1351	"D REC/1N4448WS-V,75V,250mA,SOD323,0s"		ROH	NA	146.86	S1_CBC_A.ARTURO ARRIETA	NO	
662957	14/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40007624	5				1351	"D SUP/SMBJ26CA,SMB"		ROH	NA	2.85	S1_CBC_A.ARTURO ARRIETA	NO	
662958	14/09/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	13				1351	antenna		ROH	NA	23.53	S1_WK_WD RFHUB_J.JORGE	NO	
662960	14/09/2015	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00006606	224				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	2.24	S1_CUSW UF PASE_J.JORGE	NO	
662960	14/09/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00006606	198				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.98	S1_CUSW UF PASE_J.JORGE	NO	
662960	14/09/2015	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00018109	8				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.08	S1_CUSW UF PASE_J.JORGE	NO	
662960	14/09/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00019748	6				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	
662960	14/09/2015	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00034028	3				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	
662988	14/09/2015	ZSCR	551	042-4	NA	'015	5WY7211	NA	A2C00004906	1	3011	015	 	1424	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.63	S1_PASE FOB CUSW_.	NO	4993633391
662988	14/09/2015	ZSCR	551	042-4	NA	'015	A2C73753101	NA	A2C73749700	1	3011	015	 	1424	housing cover assy up 4-btn	NA	ROH	NA	12.34	S1_PASE FOB CUSW_.	NO	
662988	14/09/2015	ZSCR	551	042-4	NA	'015	A2C86022501	NA	A2C73750400	1	3011	015	 	1424	housing bottom assy CHR	NA	ROH	NA	8.41	S1_PASE FOB CUSW_.	NO	
662988	14/09/2015	ZSCR	551	042-4	NA	'015	A2C86022501	NA	A2C73750700	1	3011	015	 	1424	pad Jewel	NA	ROH	NA	5.6	S1_PASE FOB CUSW_.	NO	
