No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
30255	7/20/2011	ZSCR	551	040-3	NA	5WY7181	NA	6577362040	3170	1403	"4.7NF,5%,50V,X7R,0805,NISN,CER"	NA	ROH	NA	126.8	ES_IDM_NORA ANCHONDO	SI	
54381	9/4/2011	ZSCR	551	035-1	0	A2C32273100T	NA	6594672048	35	1351	CUSTOM IC'S / ATM41_______PLCC		ROH	NA	830.2	ES_CEC_NORA ANCHONDO	SI	
54398	9/4/2011	ZSCR	551	035-1	0	A2C53351437	NA	A2C00063096	26	1351	"SEN/AS5134C,Magnetic rotary encoder"		ROH	NA	553.28	TR_GETRAG_ENRIQUE GARCI	SI	
57131	9/9/2011	ZSCR	551	035-1	0	A2C32273100T	NA	6594672048	24	1351	CUSTOM IC'S / ATM41_______PLCC		ROH	NA	569.28	ES_CEC_NORA ANCHONDO	SI	
61094	9/16/2011	ZSCR	551	035-1	0	A2C53351437	NA	A2C00063096	5	1351	"SEN/AS5134C,Magnetic rotary encoder"		ROH	NA	106.4	TR_GETRAG_ENRIQUE GARCI	SI	
62370	9/18/2011	ZSCR	551	022-2	NA	A2C53350221SMD	NA	A2C53350220	12	1222	pcb VW FLEX FUE	NA	ROH	NA	77.28	S&A_FFS II_ARTURO NERI-	SI	
69425	9/29/2011	ZSCR	551	035-1	0	A2C32273100T	NA	6594672048	58	1351	CUSTOM IC'S / ATM41_______PLCC		ROH	NA	1375.76	ES_CEC_NORA ANCHONDO	SI	
73236	10/7/2011	ZSCR	551	035-1	0	A2C32273100T	NA	6594672048	23	1351	CUSTOM IC'S / ATM41_______PLCC		ROH	NA	545.56	ES_CEC_NORA ANCHONDO	SI	
76336	10/16/2011	ZSCR	551	030-1	NA	A2C53350221SMD	NA	A2C53350220	24	1301	pcb VW FLEX FUE	NA	ROH	NA	154.56	S&A_FFS II_ARTURO NERI-	SI	
76338	10/16/2011	ZSCR	551	030-1	NA	6521017611A	NA	A2C00013414	2	1301	pcb CONSOLIDATE	NA	ROH	NA	91.02	ES_CEC_NORA ANCHONDO	SI	
78188	10/20/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00049140	75	1351	"9uH,22A,SMD,COIL/"		ROH	NA	708	ES_SID908_HERIBERTO SAN	SI	
80701	10/28/2011	ZSCR	551	035-1	0	6578527602A	NA	6581362055	8	1351	560pF 100V 5% ELECTROLYTIC CAPACITOR		ROH	NA	0.56	ES_IDM_NORA ANCHONDO	SI	
80701	10/28/2011	ZSCR	551	035-1	0	6578527602A	NA	9151160	3	1351	"24R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.03	ES_IDM_NORA ANCHONDO	SI	
83694	11/5/2011	ZSCR	551	035-1	0	A2C31734300B	NA	A2C00040620	19	1351	"ATIC81, Single Source TI, TSSOP16, Monit"		ROH	NA	128.82	ES_EMS 2208_SAMUEL MEND	SI	
85691	11/10/2011	ZSCR	551	035-1	0	6578527602A	NA	9151160	12	1351	"24R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.12	ES_IDM_NORA ANCHONDO	SI	
85693	11/10/2011	ZSCR	551	035-1	0	A2C53211240A	NA	A2C00005654	19	1351	"33nF,10%,16V,X7R,0603,TINNED,CER CAP/ ++"		ROH	NA	0.38	ES_SID903_HERIBERTO SAN	SI	
85703	11/10/2011	ZSCR	551	035-1	0	A2C53351437	NA	A2C00063096	3	1351	"SEN/AS5134C,Magnetic rotary encoder"		ROH	NA	63.84	TR_GETRAG_ENRIQUE GARCI	SI	
88408	11/17/2011	ZSCR	551	035-1	0	A2C53331467A	NA	A2C53331514	112	1351	"bushing 5,00x 9,00x14,50mm 11SMnPb3"		ROH	NA	359.52	ES_SID908_HERIBERTO SAN	SI	
88418	11/18/2011	ZSCR	551	035-1	0	A2C53259382A	NA	9151160	5	1351	"24R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.05	ES_ECM_NORA ANCHONDO	SI	
89679	11/21/2011	ZSCR	551	035-1	0	6578567615A	NA	6596362013	5	1351	"33PF,1%,50V,NPO,0603,NISN,CER"		ROH	NA	0.25	ES_ECM_NORA ANCHONDO	SI	
91186	11/24/2011	ZSCR	551	035-1	0	A2C53211240A	NA	A2C00005654	56	1351	"33nF,10%,16V,X7R,0603,TINNED,CER CAP/ ++"		ROH	NA	1.12	ES_SID903_HERIBERTO SAN	SI	
94599	12/2/2011	ZSCR	551	035-1	0	6578527602A	NA	9151160	1	1351	"24R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.01	ES_IDM_NORA ANCHONDO	SI	
94599	12/2/2011	ZSCR	551	035-1	0	6521037632A	NA	9151258	6	1351	"200K,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.06	ES_IDM_NORA ANCHONDO	SI	
94599	12/2/2011	ZSCR	551	035-1	0	6521037632A	NA	9166685	1	1351	"LT0.25W,1/8W THICK FILMRESISTO"		ROH	NA	0.02	ES_IDM_NORA ANCHONDO	SI	
94601	12/2/2011	ZSCR	551	035-1	0	A2C53344552B	NA	A2C00004199	3	1351	"365R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.21	ES_SID904_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331467A	NA	A2C00021177	34	1351	"100uF,30%,35V,SMD,AL,ELEC CAP/"		ROH	NA	96.9	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468B	NA	A2C00034550	1	1351	"2R7,1%,TK200,100mW,0603,LIN RES/ERJ3R"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468B	NA	A2C00041293	30	1351	"1,N_CHAN,MOS,POWER,250V,20A,350mOhm,TO-2"		ROH	NA	75.3	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00043293	6	1351	"100uF,20%,50V,SMD,AL,ELEC CAP/"		ROH	NA	24.96	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00044005	16	1351	"Differential current transformer,TRAFO/"		ROH	NA	98.56	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00049140	26	1351	"9uH,22A,SMD,COIL/"		ROH	NA	245.44	ES_SID908_HERIBERTO SAN	SI	
94602	12/2/2011	ZSCR	551	035-1	0	A2C53331468B	NA	A2C00049230	371	1351	"3K9,1%,TK100,100mW,0603,LIN RES/D11/CRCW"		ROH	NA	3.71	ES_SID908_HERIBERTO SAN	SI	
94611	12/2/2011	ZSCR	551	035-1	0	A2C53259382A	NA	9151160	4	1351	"24R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.04	ES_ECM_NORA ANCHONDO	SI	
97402	12/9/2011	ZSCR	551	035-1	0	A2C53331467A	NA	A2C00021177	24	1351	"100uF,30%,35V,SMD,AL,ELEC CAP/"		ROH	NA	68.4	ES_SID908_HERIBERTO SAN	SI	
97402	12/9/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00044005	2	1351	"Differential current transformer,TRAFO/"		ROH	NA	12.32	ES_SID908_HERIBERTO SAN	SI	
97402	12/9/2011	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00049140	16	1351	"9uH,22A,SMD,COIL/"		ROH	NA	151.04	ES_SID908_HERIBERTO SAN	SI	
103030	12/23/2011	ZSCR	551	035-1	0	A2C53211240A	NA	A2C00005654	26	1351	"33nF,10%,16V,X7R,0603,TINNED,CER CAP/ ++"		ROH	NA	0.52	ES_SID903_HERIBERTO SAN	SI	
125134	2/24/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00020866	2	1351	"10nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.06	ES_IDM_NORA ANCHONDO	SI	
125139	2/24/2012	ZSCR	551	035-1	0	A2C53331467A	NA	A2C00004543	1	1351	"31K6,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	SI	
125139	2/24/2012	ZSCR	551	035-1	0	A2C53331467A	NA	A2C00005699	15	1351	"4K42,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.15	ES_SID908_HERIBERTO SAN	SI	
130835	3/9/2012	ZSCR	551	035-1	0	6578527602A	NA	6581362055	1	1351	560pF 100V 5% ELECTROLYTIC CAPACITOR		ROH	NA	0.07	ES_IDM_NORA ANCHONDO	SI	
130835	3/9/2012	ZSCR	551	035-1	0	6578527602A	NA	9166630	3	1351	"20K,1%,TK100,125MW,0805,FIX RE"		ROH	NA	0.06	ES_IDM_NORA ANCHONDO	SI	
130836	3/9/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00020866	1	1351	"10nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.03	ES_IDM_NORA ANCHONDO	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351437	NA	A2C00029318	7	1351	"1,P_CHAN,MOS,POWER,60V,2.2A,220mOhm,TSOP"		ROH	NA	7.98	TR_GETRAG_ENRIQUE GARCI	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351437	NA	A2C00039779	554	1351	"2,NPN,RET,R<b>=47k,R<e-b>=47k,70mA,1.5V,"		ROH	NA	94.18	TR_GETRAG_ENRIQUE GARCI	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351437	NA	A2C00046617	14	1351	"1,COMP,0Hz,SOT23-5,OP-COMP/LMX331AUK+T"		ROH	NA	26.88	TR_GETRAG_ENRIQUE GARCI	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351431	NA	A2C00051872	201	1351	"1,N_CHAN,MOS,POWER,40V,80A,3.7mOhm,D2PAC"		ROH	NA	1222.08	TR_GETRAG_ENRIQUE GARCI	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351431	NA	A2C00053469	34	1351	"1,N_CHAN,MOS,POWER,40V,90A,5.2mOhm,TO252"		ROH	NA	120.7	TR_GETRAG_ENRIQUE GARCI	SI	
133714	3/16/2012	ZSCR	551	035-1	0	A2C53351437	NA	A2C00412500	241	1351	"SEN/AS5134D,Magnetic rotary encoder"		ROH	NA	4916.4	TR_GETRAG_ENRIQUE GARCI	SI	
137277	3/25/2012	ZSCR	551	040-3	NA	A2C53354071-A	NA	A2C53354071-A	1	1403	Opel TOP SIDE	NA	HALB	S.Real	61.66	S&A_OPEL_ARTURO NERI-LO	SI	
137874	3/26/2012	ZSCR	551	040-3	NA	5WY7128	NA	8800652006	1	1403	PASTA PARA SOLDAR TARRO TIJERA	NA	ROH	NA	924.94	S&A_FFS II_ARTURO NERI-	SI	
138190	3/27/2012	ZSCR	551	050-2	NA	A2C31239700	NA	A2C00030703	5604	1502	"221K,1%,TK100,63mW,0402,LIN RES/"	NA	ROH	NA	168.12	OES_OTIS SID 902_OSCAR	SI	
138218	3/27/2012	ZSCR	551	050-2	NA	5WY7181	NA	9151016	6788	1502	"100K,5%,TK250,125MW,0805,FIX R"	NA	ROH	NA	67.88	ES_CEC_NORA ANCHONDO	SI	
138235	3/27/2012	ZSCR	551	050-3	NA	A2C53350221	NA	A2C53350220	12	1503	pcb VW FLEX FUE	NA	ROH	NA	77.28	S&A_FFS II_ARTURO NERI-	SI	
138237	3/27/2012	ZSCR	551	050-3	NA	A2C53354071	NA	A2C53354072	12	1503	laminated PCB MHU SMART GPA	NA	ROH	NA	66.6	S&A_OPEL_ARTURO NERI-LO	SI	
138545	3/28/2012	ZSCR	551	050-2	NA	5WK9203	NA	9151160	1117	1502	"24R,5%,TK250,125MW,0805,FIX RE"	NA	ROH	NA	11.17	ES_CEC_NORA ANCHONDO	SI	
139049	3/30/2012	ZSCR	551	035-1	0	6521037631A	NA	9152215	9	1351	"1/16 THICK FILM RESISTOR 5%, 3"		ROH	NA	0.09	ES_IDM_NORA ANCHONDO	SI	
139181	3/30/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00005699	2	1351	"4K42,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	SI	
139182	3/30/2012	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00003852	20	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.2	ES_V8 V10_ALVARO MEDINA	SI	
141614	4/5/2012	ZSCR	551	035-1	0	6521037631A	NA	6594362087	2	1351	CAPACITOR 100P 100V 5% 0805		ROH	NA	0.12	ES_IDM_NORA ANCHONDO	SI	
141614	4/5/2012	ZSCR	551	035-1	0	6521037631A	NA	9152215	10	1351	"1/16 THICK FILM RESISTOR 5%, 3"		ROH	NA	0.1	ES_IDM_NORA ANCHONDO	SI	
142162	4/9/2012	ZSCR	551	050-3	NA	A2C53310951B	NA	A2C53310951B	1	1503	HARD.M3C.PCB circuit board assy BOT	NA	HALB	S.Real	222.58	ES_M3C_ARTURO NERI-LOZA	SI	
144045	4/14/2012	ZSCR	551	035-1	0	6521017610A	NA	9151005	1	1351	"1K,5%,TK250,125MW,0805,FIX RES"		ROH	NA	0.01	ES_CEC_NORA ANCHONDO	SI	
144045	4/14/2012	ZSCR	551	035-1	0	6521017610A	NA	9156033	1	1351	"64K9,1%,TK50,250MW,MINIMELF020"		ROH	NA	0.09	ES_CEC_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	6594362087	1	1351	CAPACITOR 100P 100V 5% 0805		ROH	NA	0.06	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	9152215	13	1351	"1/16 THICK FILM RESISTOR 5%, 3"		ROH	NA	0.13	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	9152217	1	1351	"4K7,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00020866	1	1351	"10nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.03	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00023914	2	1351	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"		ROH	NA	5.58	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00026233	6	1351	"150pF,5%,100V,C0G,0805,TINNED,CER CAP/GC"		ROH	NA	0.36	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00030437	4	1351	"200V,2A,1,FAST,SMB,RECT DIODE/2 Amp 200V"		ROH	NA	2	ES_IDM_NORA ANCHONDO	SI	
144046	4/14/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00034460	10	1351	"1,N_CHAN,MOS,POWER,75V,30A,21.5mOhm,NL,"		ROH	NA	31.2	ES_IDM_NORA ANCHONDO	SI	
144047	4/14/2012	ZSCR	551	035-1	0	A2C53389534T	NA	A2C00003852	10	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.1	ES_M3C_ARTURO NERI-LOZA	SI	
144047	4/14/2012	ZSCR	551	035-1	0	A2C53389534B	NA	A2C00003852	4	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.04	ES_M3C_ARTURO NERI-LOZA	SI	
144048	4/14/2012	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00002296	1	1351	"27nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.05	ES_SID904_HERIBERTO SAN	SI	
144048	4/14/2012	ZSCR	551	035-1	0	A2C53344552B	NA	A2C00002299	4	1351	"2.2nF,10%,200V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.72	ES_SID904_HERIBERTO SAN	SI	
144050	4/14/2012	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00003852	1	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	SI	
144052	4/14/2012	ZSCR	551	035-1	0	A2C31624600T	NA	A2C00003852	1	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250093	NA	A2C00010229	2	1351	"27K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250092	NA	A2C00011293	3	1351	"680K,1%,TK100,63mW,0603,LIN RES/ERJ"		ROH	NA	0.03	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250093	NA	A2C00042403	16	1351	"33uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	12.48	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250093	NA	A2C00044452	1	1351	"L COIL/-,10uH,1.81A,SMD"		ROH	NA	1.53	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250092	NA	A2C00052896	8	1351	"33K,0.5%,TK50,125mW,0805,LIN RES/M12 50"		ROH	NA	1.52	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250092	NA	A2C00054116	1	1351	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	1.21	ES_SIMOS 12.2_SAMUEL ME	SI	
144054	4/14/2012	ZSCR	551	035-1	0	A2C3278250093	NA	A2C00054116	2	1351	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	2.42	ES_SIMOS 12.2_SAMUEL ME	SI	
144640	4/16/2012	ZSCR	551	030-1	NA	5WY8769	NA	A2C53324698	3	1301	pcb panel multiple 3-up	NA	ROH	NA	104.43	ES_B299_ARTURO NERI-LOZ	SI	
144988	4/17/2012	ZSCR	551	030-1	NA	5WY8769	NA	A2C53324698	6	1301	pcb panel multiple 3-up	NA	ROH	NA	208.86	ES_B299_ARTURO NERI-LOZ	SI	
146057	4/20/2012	ZSCR	551	040-3	NA	A2C31624400T	NA	A2C31624400T	1	1403	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	877.13	ES_V8 V10_ALVARO MEDINA	NO	
146102	4/20/2012	ZSCR	551	030-1	NA	5WY8769	NA	A2C00048819	152	1301	"1,N_CHAN,IGBT,POWER,400V,14A,0Ohm,TO263A"	NA	ROH	NA	682.48	ES_B299_ARTURO NERI-LOZ	SI	
146797	4/22/2012	ZSCR	551	035-1	0	6521017610A	NA	6594352028	21	1351	"33K2,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	25.41	ES_CEC_NORA ANCHONDO	SI	
146797	4/22/2012	ZSCR	551	035-1	0	6521017610A	NA	9156033	1	1351	"64K9,1%,TK50,250MW,MINIMELF020"		ROH	NA	0.09	ES_CEC_NORA ANCHONDO	SI	
146798	4/22/2012	ZSCR	551	035-1	0	A2C53352296T	NA	A2C00003852	1	1351	"39K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_M3C_ARTURO NERI-LOZA	SI	
146799	4/22/2012	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00000471	41	1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/BCR133-"		ROH	NA	4.1	ES_SID904_HERIBERTO SAN	SI	
146800	4/22/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00002209	1	1351	"220nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.06	ES_SID908_HERIBERTO SAN	SI	
146800	4/22/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00005699	2	1351	"4K42,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	SI	
146800	4/22/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00010229	1	1351	"27K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	SI	
146800	4/22/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00031473	1	1351	"330nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.09	ES_SID908_HERIBERTO SAN	SI	
146800	4/22/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00031741	4	1351	"120K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.04	ES_SID908_HERIBERTO SAN	SI	
147206	4/23/2012	ZSCR	551	040-5	NA	5WY8769	NA	A2C53324698	6	1405	pcb panel multiple 3-up	NA	ROH	NA	208.86	ES_B299_ARTURO NERI-LOZ	SI	
147736	4/24/2012	MB1A	551	030-1	B30301-02495	A2C31734300T	NA	A2C31734300T	4	1095	circuit board assy TLS_EMS2208	NA	HALB	S.Real	1347.32	ES_EMS 2208_SAMUEL MEND	NO	
148136	4/25/2012	MB1A	551	030-1	B30301-02495	A2C31734300T	NA	A2C31734300T	1	1095	circuit board assy TLS_EMS2208	NA	HALB	S.Real	336.83	ES_EMS 2208_SAMUEL MEND	NO	
148414	4/26/2012	ZSCR	551	050-3	NA	A2C53259382A	NA	A2C53259382A	2	1503	SUBENSAMBLE SMD GENESIS	NA	HALB	S.Real	783.54	ES_ECM_NORA ANCHONDO	SI	
148770	4/27/2012	ZSCR	551	022-2	NA	5WY8768	NA	A2C53324698	2	1222	pcb panel multiple 3-up	NA	ROH	NA	66.18	ES_B299_ARTURO NERI-LOZ	NO	
148771	4/27/2012	ZSCR	551	030-1	NA	A2C53344555B	NA	A2C53288874	2	1301	pcb ITEZZDIFECU power	NA	ROH	NA	106.94	ES_SID904_HERIBERTO SAN	NO	
148776	4/27/2012	MB1A	551	030-1	B30301-02495	NA	NA	A2C81963801	1	1095	ECU EMS2214	NA	FERT	NA	503.71	ES_EMS 2214_SAMUEL MEND	NO	
149333	4/28/2012	ZSCR	551	035-1	0	6521017614A	NA	9151192	1	1351	"470R,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.01	ES_CEC_NORA ANCHONDO	SI	
149333	4/28/2012	ZSCR	551	035-1	0	6521017614A	NA	9156020	1	1351	"4K7,1%,TK50,250MW,MINIMELF0204"		ROH	NA	0.08	ES_CEC_NORA ANCHONDO	SI	
149333	4/28/2012	ZSCR	551	035-1	0	6521017609A	NA	9156380	1	1351	"66R5,1%,TK50,250MW,MINIMELF020"		ROH	NA	0.08	ES_CEC_NORA ANCHONDO	SI	
149334	4/28/2012	ZSCR	551	035-1	0	6578527602A	NA	6581362055	2	1351	560pF 100V 5% ELECTROLYTIC CAPACITOR		ROH	NA	0.16	ES_IDM_NORA ANCHONDO	SI	
149336	4/28/2012	ZSCR	551	035-1	0	A2C53344552B	NA	A2C00002299	40	1351	"2.2nF,10%,200V,X7R,1206,TINNED,CER CAP/"		ROH	NA	7.6	ES_SID904_HERIBERTO SAN	SI	
149336	4/28/2012	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00007122	474	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	4.74	ES_SID904_HERIBERTO SAN	SI	
149336	4/28/2012	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00007122	136	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	1.36	ES_SID904_HERIBERTO SAN	SI	
149337	4/28/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00004543	1	1351	"31K6,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	SI	
149337	4/28/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00031741	3	1351	"120K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.03	ES_SID908_HERIBERTO SAN	SI	
149337	4/28/2012	ZSCR	551	035-1	0	A2C53331467A	NA	A2C00031741	12	1351	"120K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.12	ES_SID908_HERIBERTO SAN	SI	
149337	4/28/2012	ZSCR	551	035-1	0	A2C53331468A	NA	A2C00049140	45	1351	"9uH,22A,SMD,COIL/"		ROH	NA	445.95	ES_SID908_HERIBERTO SAN	SI	
