No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00010442	50	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.5	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00046692	30	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.9	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00004349	40	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.4	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00019592	122	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.22	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00004337	4	1351	"4K12,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.04	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00003779	25	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.25	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00046692	267	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	8.01	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00023274	19	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	3.42	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375499B2	NA	A2C00016442	7	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.14	PS_ARAMIS III_FERNANDO	NO	4962326389		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00010442	43	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.43	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00032469	84	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	13.44	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00016442	5	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00004337	19	1351	"4K12,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.19	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00010918	1	1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.01	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00019592	94	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.94	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00007265	43	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	4.3	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375498B2	NA	A2C00019595	41	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.41	PS_ARAMIS III_FERNANDO	NO	4962326381		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00029072	7	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.14	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00010442	49	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.49	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00004349	7	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.07	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00054239	139	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	40.31	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00019592	187	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.87	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00035033	14	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	21.14	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00023274	18	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	3.24	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375497B2	NA	A2C00016442	5	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_ARAMIS III_FERNANDO	NO	4962326364		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00010442	64	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.64	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00007265	64	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	6.4	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00047022	23	1351	"100uF,20%,16V,SMD,TA,ELEC CAP/B45197A310"		ROH	NA	53.59	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00020895	18	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.62	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00046692	176	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	5.28	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00019592	329	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	3.29	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00004337	29	1351	"4K12,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.29	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00004324	270	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	2.7	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00003779	330	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	3.3	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00016442	77	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	1.54	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375496B2	NA	A2C00023274	54	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	9.72	PS_ARAMIS III_FERNANDO	NO	4962326351		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00010442	9	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.09	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00046692	988	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	29.64	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00010877	9	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00028102	3	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	6.18	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00019592	21	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.21	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00004324	131	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	1.31	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00003779	241	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	2.41	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00035033	55	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	83.05	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00046692	70	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	2.1	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511A	NA	A2C00016442	18	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.36	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00010877	11	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.11	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00010442	17	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.17	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00004324	138	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	1.38	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00016442	6	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.12	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00032469	1	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	0.16	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00004337	11	1351	"4K12,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.11	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00039665	9	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	4.5	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00010918	10	1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.1	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00023274	31	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	5.58	PS_ARAMIS III_FERNANDO	NO	4962326395		
225066	29/10/2012		ZSCR	551	035-1	0	'054	A2C53375511B	NA	A2C00019592	47	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.47	PS_ARAMIS III_FERNANDO	NO	4962326395		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00011423	4	1351	"470uH,120mA,SMD,COIL/Simid05"		ROH	NA	4.44	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00052767	3	1351	"100uH,1A,SMD,COIL/"		ROH	NA	8.49	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00055574	1	1351	"IC MCU BLK/TMS470PVF349BBPZ,B,PQFP100,FL"		ROH	NA	37.85	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00019134	3	1351	"33uF,20%,16V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	4.17	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00025363	511	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	10.22	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00037377	11	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	3.08	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00032408	4	1351	"ATIC51_S2,D5 3.3V,Multiple Airbag Restra"		ROH	NA	121.76	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00023789	84	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	1.68	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00034350	1	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.67	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00034982	1	1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	2.52	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00003980	153	1351	"82R5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	12.24	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00003778	31	1351	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.31	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550093	NA	A2C00019591	2	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS II MCG_FERNAN	NO	4962326268		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00025363	2114	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	42.28	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00004368	49	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.49	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00037378	53	1351	"47uF,10%,6.3V,SMD,TA,ELEC CAP/Tantalum C"		ROH	NA	40.81	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00004318	16	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.16	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00023274	4	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.72	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00003596	62	1351	"17R8,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	4.96	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00023869	8	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	12.96	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00024522	21	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.1	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C3797550092	NA	A2C00019591	16	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.16	PS_ARAMIS II MCG_FERNAN	NO	4962326238		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00018819	11	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.99	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00050073	9	1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	3.15	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00029072	33	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.66	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00011061	7	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.7	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00006416	32	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"		ROH	NA	2.88	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00010465	1	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00007049	307	1351	"340R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	3.07	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00037377	49	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	13.72	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C53041436	10	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.9	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00023789	6	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.12	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00023274	3	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.54	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00004318	7	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00021084	13	1351	"2K55,1%,TK100,63mW,0402,LIN RES/Thick fi"		ROH	NA	0.13	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00031924	1	1351	"16uH,100mA,SMD,CAN COIL/ACT4532"		ROH	NA	1.75	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00041425	13	1351	"36K5,0.1%,TK25,100mW,0603,LIN RES/RT"		ROH	NA	4.29	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243155B	NA	A2C00019591	60	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.6	PS_ARAMIS II MCG_FERNAN	NO	4962326314		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00034350	23	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	176.41	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00025363	22	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.44	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00037377	13	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	3.64	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00019591	8	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00023869	1	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"		ROH	NA	1.62	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00052767	1	1351	"100uH,1A,SMD,COIL/"		ROH	NA	2.83	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00037383	12	1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	22.2	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00055574	3	1351	"IC MCU BLK/TMS470PVF349BBPZ,B,PQFP100,FL"		ROH	NA	113.55	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00010760	4	1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.4	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00002102	4	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.08	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00018819	2	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.18	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00023789	108	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	2.16	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00025363	246	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	4.92	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00019591	18	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00037378	4	1351	"47uF,10%,6.3V,SMD,TA,ELEC CAP/Tantalum C"		ROH	NA	3.08	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00003778	31	1351	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.31	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53243156B	NA	A2C00003778	1	1351	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.01	PS_ARAMIS II MCG_FERNAN	NO	4962326321		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00018819	14	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	1.26	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00010442	14	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.14	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00011061	5	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.5	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00006416	16	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"		ROH	NA	1.44	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
225067	29/10/2012		ZSCR	551	035-1	0	'054	A2C53189515B	NA	A2C00004368	47	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.47	PS_ARAMIS II MCG_FERNAN	NO	4962326287		
