No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00010902	23	1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.23	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00004364	1	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00064727	5	1351	"C CER,X7R,220nF,10%,25V,0603,Sn"		ROH	NA	0.3	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C40003345	18	1351	"R LIN,3R9,5%,TK400,250mW,1206"		ROH	NA	0.36	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00064727	2	1351	"C CER,X7R,220nF,10%,25V,0603,Sn"		ROH	NA	0.12	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C52003076	1	1351	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.59	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00037882	52	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.52	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00039660	3	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	1.08	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00019595	46	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.46	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00004364	18	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.18	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00019591	9	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.09	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00052689	3	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00037882	41	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.41	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00024979	1	1351	"100pF,5%,100V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.04	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00057767	4	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	85.52	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00004364	22	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.22	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00052765	2	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	3	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00020588	4	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00059117	54	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	2.7	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00019591	44	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.44	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00004349	7	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.07	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00034550	19	1351	"2R7,1%,TK200,100mW,0603,LIN RES/ERJ3R"		ROH	NA	0.38	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00019592	64	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.64	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00023857	63	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	24.57	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00037882	156	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	1.56	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00039660	8	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	2.88	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00033919	1	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.18	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00061961	6	1351	"IC SMART POW/ATIC129_8LOOP_C2,QFP80"		ROH	NA	196.86	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40006675	2	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.02	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000037	4	1351	"SEN/COLOSSUS,ACC, Z, 3g"		ROH	NA	93.32	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000032	2	1351	"L COIL/WE-PD2,470uH,360mA,SMD"		ROH	NA	2.56	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010473	60	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.6	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000031	47	1351	"L COIL/WE-PD2,150uH,780mA,SMD"		ROH	NA	90.71	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00018593	9	1351	"470R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.09	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00013094	16	1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.32	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00056341	4	1351	"S9S12XEG384VALR (same die as S12XEQ512),"		ROH	NA	103.52	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00047807	27	1351	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	0.81	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00008470	8	1351	"30V,300mA,1,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	1.44	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00006609	5	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.05	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40000015	47	1351	"F BEAD/FHF*BLM11B182S,0Ohm,1.8KOhm,0A,SM"		ROH	NA	1.88	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010465	25	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.25	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010442	2	1351	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40000019	10	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"		ROH	NA	0.4	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00011743	44	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	3.96	PS_SDM10+_GERARDO ECHEA	NO	4962328088		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000032	48	1351	"L COIL/WE-PD2,470uH,360mA,SMD"		ROH	NA	61.44	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000031	145	1351	"L COIL/WE-PD2,150uH,780mA,SMD"		ROH	NA	279.85	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40002678	9	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.72	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00018593	70	1351	"470R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.7	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40006675	25	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.25	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00010445	431	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	4.31	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00010903	1	1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00013029	58	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/UUX1V101MN"		ROH	NA	47.56	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00010465	131	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	1.31	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000034	9	1351	"C ELEC,TA,33uF,20%,16V"		ROH	NA	7.92	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000008	86	1351	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.86	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00013094	11	1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.22	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00008470	1	1351	"30V,300mA,1,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	0.18	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00017677	26	1351	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.26	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40000019	54	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"		ROH	NA	2.16	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40002608	6	1351	"C CER,X7R,220nF,10%,16V,0603,Sn"		ROH	NA	0.36	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00047807	44	1351	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	1.32	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40000015	122	1351	"F BEAD/FHF*BLM11B182S,0Ohm,1.8KOhm,0A,SM"		ROH	NA	4.88	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00010445	432	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	4.32	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00017677	95	1351	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.95	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00004463	3	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00000346	5	1351	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	0.35	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225079	29/10/2012		ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C40002678	122	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	9.76	PS_SDM10+_GERARDO ECHEA	NO	4962328021		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40002645	217	1351	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	2.17	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40006376	64	1351	"C CER,X7R,100nF,10%,50V,C0805,Sn"		ROH	NA	2.56	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40004248	1	1351	"R LIN,150R,1%,TK50,250mW,MELF0204"		ROH	NA	0.08	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40010609	255	1351	"L COIL/22U,22uH,1.11A,SMD"		ROH	NA	300.9	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40006381	3	1351	"C CER,C0G,1nF,5%,50V,C0805,-"		ROH	NA	0.12	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40000031	20	1351	"L COIL/WE-PD2,150uH,780mA,SMD"		ROH	NA	38.6	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40013318	29	1351	"Q RESON,8MHz,0.15%,RES_CSTCEX"		ROH	NA	43.79	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40000032	2	1351	"L COIL/WE-PD2,470uH,360mA,SMD"		ROH	NA	2.56	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40002672	1	1351	"D SC/BAT54,SOT23"		ROH	NA	0.12	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40006641	67	1351	"C CER,X7R,68nF,10%,16V,C0603,Sn"		ROH	NA	1.34	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40017006	1	1351	"IC BUS DRIV/TJA1041,14-SO"		ROH	NA	4.96	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40003836	13	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.13	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40006642	3	1351	"C CER,X7R,100nF,5%,16V,C0603,Sn"		ROH	NA	0.06	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40003555	37	1351	"R LIN,2K74,1%,TK100,100mW,0603"		ROH	NA	0.37	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40006644	11	1351	"C CER,X7R,330nF,10%,16V,C0805,Sn"		ROH	NA	0.77	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40002657	28	1351	"D SUP/MMBZ27VDA (3k reel),SOT23-MOTOROLA"		ROH	NA	6.44	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770093	NA	A2C40003431	13	1351	"R LIN,6K81,1%,TK100,100mW,0603"		ROH	NA	0.13	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225080	29/10/2012		ZSCR	551	035-1	0	'054	A2C8337770092	NA	A2C40006376	81	1351	"C CER,X7R,100nF,10%,50V,C0805,Sn"		ROH	NA	3.24	PSAD_LAND ROVER_GERARDO	NO	4962328514		
225162	30/10/2012		ZSCR	551	034-1	NA	'054	5WY88030	NA	A2C53408549	8	1341	housing D= 2	NA	ROH	NA	127.52	PSAD_GM BRASIL_ANA TAPI	NO	4962328500		
225163	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44287	NA	A2C00014697	100	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_ULISES VILLE	NO	4962328221		
225163	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	4	1342	COVER	NA	ROH	NA	11	PS_VW10 LC_ULISES VILLE	NO	4962328194		
225163	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44288	NA	A2C00027390	33	1342	COVER	NA	ROH	NA	112.2	PS_VW10 LC_ULISES VILLE	NO	4962328266		
225163	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44288	NA	A2C53163642	1	1342	housing FIP	NA	ROH	NA	18.81	PS_VW10 LC_ULISES VILLE	NO	4962328266		
225165	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44749	NA	A2C53108387	50	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	9.5	PS_HONDA HRS5_	NO	4962326492		
225165	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44749	NA	6593331401	100	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	29	PS_HONDA HRS5_	NO	4962326492		
225167	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44742	NA	A2C53371768	1	1342	cover FIP T GY	NA	ROH	NA	3.64	PS_ARAMIS III_FERNANDO	NO	4962326199		
225167	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44742	NA	A2C53245952	1	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	19.16	PS_ARAMIS III_FERNANDO	NO	4962326199		
225167	30/10/2012		ZSCR	551	034-2	NA	'054	5WK43871	NA	A2C53108377	3	1342	cover FIP T GY	NA	ROH	NA	11.16	PS_ARAMIS III_FERNANDO	NO	4962326006		
225167	30/10/2012		ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53108379	2	1342	cover FIP T GY	NA	ROH	NA	6.64	PS_ARAMIS III_FERNANDO	NO	4962326220		
225168	30/10/2012		ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53324560	250	1342	certification label spool part p	NA	ROH	NA	125	PS_ARAMIS 2012_EDWIN RO	NO	4962325381		
225171	30/10/2012		ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53324560	250	1342	certification label spool part p	NA	ROH	NA	125	PS_ARAMIS 2012_EDWIN RO	NO	4962325381		
225173	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44288	NA	A2C00027390	26	1342	COVER	NA	ROH	NA	88.4	PS_VW10 LC_ULISES VILLE	NO	4962328266		
225173	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	1	1342	COVER	NA	ROH	NA	2.75	PS_VW10 LC_ULISES VILLE	NO	4962328194		
225173	30/10/2012		ZSCR	551	034-2	NA	'054	5WK44385	NA	A2C00014697	100	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_ULISES VILLE	NO	4962328287		
225178	30/10/2012		ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	3	1342	pcb assy	NA	HALB	S.Real	1305.09	PS_ARAMIS 2012_EDWIN RO	NO			
225180	30/10/2012		ZSCR	551	040-3	NA	'054	A2C81542600	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	435.03	PS_ARAMIS 2012_EDWIN RO	NO			
225197	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	3	1301	pcb assy	NA	HALB	S.Real	173.97	OC_OCS NISSAN_ANA TAPIA	NO			
225198	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225200	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225201	30/10/2012		ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.78	PS_ARAMIS 2012_EDWIN RO	NO			
225205	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225206	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225207	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_EDWIN RODRI	NO			
225208	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225209	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225210	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225212	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225213	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225214	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225216	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53108384MI	NA	A2C53108384	1	1301	circuit board assy	NA	HALB	S.Real	243.68	PS_ARAMIS I_EDWIN RODRI	NO			
225218	30/10/2012		ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	1	1301	pcb assy	NA	HALB	S.Real	105.35	OC_BOSE VW_ANA TAPIA-VI	NO			
225231	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53367544	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PS_VW10 LC_ULISES VILLE	NO			
225232	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53189515MI	NA	A2C53189515A	1	1301	SMD assy W/S 212 WITH PPS/RO side A	NA	HALB	S.Real	473.77	PS_ARAMIS II MCG_FERNAN	NO			
225241	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
225242	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_FERNANDO	NO			
225243	30/10/2012		ZSCR	551	030-1	NA	'054	A2C53375498MI2	NA	A2C53375498A2	1	1301	SMD Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	400.27	PS_ARAMIS III_FERNANDO	NO			
