0	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
514780	02/09/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
514781	02/09/2014	ZSCR	551	034-2	NA	'054	5WK42570	NA	A2C53328548	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
514783	02/09/2014	ZSCR	551	050-1	NA	'054	5WY78891	NA	5WY78891	9	1501	MODUL CONTROL FOR AIRBAG E240	NA	FERT	NA	2620.98	PS_FORD_.	NO	
514786	02/09/2014	ZSCR	551	040-4	NA	'054	5WY88050	NA	5WY88050	1	1404	Celta HB GM Brazil Finish Product	NA	FERT	NA	176.51	PSAD_GM BRASIL_A.ANA TA	NO	
514786	02/09/2014	ZSCR	551	040-4	NA	'054	5WY88040	NA	5WY88040	6	1404	Classic SW GM Brazil Finish Product	NA	FERT	NA	1066.68	PSAD_GM BRASIL_A.ANA TA	NO	
514794	02/09/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C92704000	1	1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	487.16	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514794	02/09/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C92704000	42	1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	20460.72	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514794	02/09/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C33330514	2	1095	ACU DAGS2WS205 MY13 S15 24 09 1 1 0 HSA	NA	FERT	NA	1162.84	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515015	03/09/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
515024	03/09/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	
515029	03/09/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO	
515030	03/09/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO	
515031	03/09/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO	
515032	03/09/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
515034	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515035	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515036	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515037	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515038	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515039	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515040	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515041	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515042	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515043	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515044	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515045	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515046	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515047	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515048	03/09/2014	ZSCR	551	030-1	NA	'054	A2C82538700	NA	A2C8253870093	1	1301	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
515049	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515050	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515051	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515052	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515053	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	1	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	98.36	PSAD_OPEL 4400_J.JOSE O	NO	
515077	03/09/2014	ZSCR	551	030-1	NA	'054	A2C30930102	NA	A2C5334566992	1	1301	pcb assy DAGARM3 V03 Bottom	NA	HALB	S.Real/AutoBF	81.08	PS_ARAMIS III_E.EDWIN R	NO	
515099	03/09/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	
515109	03/09/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	6	1301	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	
515111	03/09/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	6	1301	pcb GM BRAZIL S	NA	ROH	NA	85.14	PSAD_GM BRASIL_A.ANA TA	NO	
515112	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270092	2	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	164.88	PS_SDM30_.	NO	4981598924
515113	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4981598924
515114	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO	4981598924
515115	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4981598924
515116	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_.	NO	4981598924
515117	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4981598924
515118	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4981598924
515119	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	4981598924
515120	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	4981598924
515121	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	4981598924
515122	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	4981598924
515123	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	4981598924
515125	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4981598742
515126	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4981598742
515127	03/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4981598742
515133	03/09/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C32509000	1	1342	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
515137	03/09/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C81531200	4	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	1735.4	PS_ARAMIS III_E.EDWIN R	NO	
515139	03/09/2014	ZSCR	551	022-2	NA	'054	A2C85901111	NA	A2C87057001	3	1222	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	1260.99	PSAD_DAIMLER STAR 2_A.A	NO	
515143	03/09/2014	ZSCR	551	040-1	NA	'054	A2C32453907	NA	A2C35116100	1	1401	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	
515145	03/09/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	2	1342	keypad assy	NA	HALB	S.Real/AutoBF	898.06	OC_OCS NISSAN_A.ANA TAP	NO	
515146	03/09/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	2	1342	keypad assy	NA	HALB	S.Real/AutoBF	898.06	OC_OCS NISSAN_A.ANA TAP	NO	
515148	03/09/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544900	6	1342	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	1292.4	PSAD_OPEL 4400_J.JOSE O	NO	
515149	03/09/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1	1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
515150	03/09/2014	ZSCR	551	034-2	NA	'054	A2C5340491402	NA	A2C5340491402	1	1342	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS6_J.JUAN CH	NO	
515153	03/09/2014	ZSCR	551	040-3	NA	'054	5WY89360	NA	A2C31080700	1	1403	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
515157	03/09/2014	ZSCR	551	040-2	NA	'054	A2C37964107	NA	A2C37964107	1	1402	ACU DAGSTAR2 MY12 S15 28 XX 0 1 0 000	NA	FERT	NA	443.7	PSAD_DAIMLER STAR 2_A.A	NO	
515160	03/09/2014	ZSCR	551	040-3	NA	'054	5WK44689	NA	A2C53330107	1	1403	socket	NA	ROH	NA	13.19	PS_HYUNDAI_.	NO	
515182	03/09/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4981598742
515183	03/09/2014	MB1A	551	034-8	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515185	03/09/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515187	03/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53409092	2	1095	cover	NA	ROH	NA	6.88	PS_RENAULT_.	NO	4981598742
515189	03/09/2014	MB1A	551	040-4	K96019	'054	NA	NA	A2C83435000	1	1095	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515189	03/09/2014	MB1A	551	040-4	K96019	'054	NA	NA	A2C83435000	1	1095	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515190	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C40000025	1	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO	4981598924
515190	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C53338471	2	1095	contact element	NA	ROH	NA	2.04	PS_SDM30_.	NO	4981598924
515190	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C53395713	1	1095	housing WIC P BK A-D	NA	ROH	NA	36.47	PS_SDM30_.	NO	4981598924
515190	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C92572700	1	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4981598924
515193	03/09/2014	ZSCR	551	034-2	NA	'054	5WY89130	NA	A2C53331574	1	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	15.75	PS_ARAMIS 2013_E.EDWIN	NO	
515194	03/09/2014	ZSCR	551	040-3	NA	'054	A2C30910800	NA	A2C31769100	1	1403	pin header 50P H 2R PF 1018 13	NA	ROH	NA	13.26	PSAD_VW20_U.ULISES VILL	NO	
515194	03/09/2014	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C31769100	1	1403	pin header 50P H 2R PF 1018 13	NA	ROH	NA	13.26	PSAD_VW20_U.ULISES VILL	NO	
515196	03/09/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	5	1342	cover	NA	ROH	NA	49.55	PSAD_VW20_U.ULISES VILL	NO	
515197	03/09/2014	ZSCR	551	034-2	NA	'054	A2C85841501	NA	A2C53409092	3	1342	cover	NA	ROH	NA	10.32	PS_RENAULT_.	NO	
515198	03/09/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4981598742
515199	03/09/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
515200	03/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764400	1	1095	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4981598924
515202	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C83711000	1	1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	265.77	PS_VW20 MQB_.	NO	4981598971
515204	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C91600800	1	1095	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
515205	03/09/2014	ZSCR	551	040-1	NA	'054	A2C8021770003	NA	A2C8021770003	2	1401	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	614.96	PS_HONDA HRS6_J.JUAN CH	NO	
515206	03/09/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
515207	03/09/2014	ZSCR	551	040-1	NA	'054	5WK44675	NA	A2C53408763	1	1401	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	
515210	03/09/2014	MB1A	551	050-3	K96019	'054	NA	NA	A2C84661700	2	1095	pcb assy VW20 D_4	NA	HALB	S.Real	497.6	PS_VW20 MQB_.	NO	4981598971
515211	03/09/2014	ZSCR	551	040-1	NA	'054	A2C37964107	NA	A2C35116200	1	1401	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO	
515213	03/09/2014	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C32509000	3	1403	pcb assy VW20 V01	NA	HALB	S.Real	411.99	PSAD_VW20_U.ULISES VILL	NO	
515214	03/09/2014	ZSCR	551	040-1	NA	'054	A2C38171903	NA	A2C85221001	1	1401	pcb assy DAGSM D_2	NA	HALB	S.Real	246.56	PSAD_DAIMLER SMART_F.FE	NO	
515216	03/09/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
515217	03/09/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
515218	03/09/2014	ZSCR	551	040-1	NA	'054	A2C84835400	NA	A2C84835400	1	1401	pcb assy VW10 V09	NA	HALB	S.Real	256.43	PS_VW10 LC_U.ULISES VIL	NO	
515219	03/09/2014	ZSCR	551	040-1	NA	'054	A2C84835400	NA	A2C84835400	1	1401	pcb assy VW10 V09	NA	HALB	S.Real	256.43	PS_VW10 LC_U.ULISES VIL	NO	
515220	03/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92572700	1	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4981598924
515221	03/09/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C34815300	1	1095	pcb assy VW20 D_4	NA	HALB	S.Real	201.97	PS_VW20 MQB_.	NO	4981598971
515234	03/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
515235	03/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
515236	03/09/2014	ZSCR	551	040-3	NA	'054	5WK43521	NA	A2C53106605	1	1403	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
515237	03/09/2014	ZSCR	551	040-1	NA	'054	5WK44040	NA	A2C53279728	1	1401	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO	
515238	03/09/2014	ZSCR	551	040-3	NA	'054	5WK42560	NA	A2C53328548	1	1403	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
515240	03/09/2014	ZSCR	551	034-2	NA	'054	A2C82134800	NA	A2C53395713	4	1342	housing WIC P BK A-D	NA	ROH	NA	145.88	PS_SDM10+_.	NO	
515240	03/09/2014	ZSCR	551	034-2	NA	'054	A2C82134700	NA	A2C53395715	1	1342	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM10+_.	NO	
515242	03/09/2014	ZSCR	551	050-3	NA	'054	A2C37964107	NA	A2C37964107	2	1503	ACU DAGSTAR2 MY12 S15 28 XX 0 1 0 000	NA	FERT	NA	887.4	PSAD_DAIMLER STAR 2_A.A	NO	
515243	03/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C83711000	1	1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	265.77	PS_VW20 MQB_.	NO	4981598971
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00047022	5	1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	8.45	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00011374	79	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.79	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00042782	21	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	6.51	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00019590	1	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004318	6	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004324	740	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	7.4	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00037383	22	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	39.6	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00059117	49	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	2.45	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004322	7	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00035033	3	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	4.56	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00035033	6	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	9.12	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00047538	1	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00028102	27	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	47.79	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	103	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	69.01	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00059117	81	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	4.05	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00011374	34	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.34	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C40002678	21	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	1.47	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C53041436	87	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	7.83	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00034350	7	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	49.7	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019595	13	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019592	40	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00047022	1	1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.69	PS_ARAMIS III_F.FERNAND	NO	
515316	03/09/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010760	20	1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	2	PS_ARAMIS III_F.FERNAND	NO	
