0	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
513084	30/08/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00023541	21	1342	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	50.4	PS_ARAMIS 2012_.	NO	
513084	30/08/2014	ZSCR	551	034-2	NA	'054	5WY78170	NA	6593757501	21	1342	Bracket Capacitor Cap Cradle	NA	ROH	NA	22.89	PS_ARAMIS 2012_.	NO	
513084	30/08/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00049991	43	1342	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	39.99	PS_ARAMIS 2012_.	NO	
513085	30/08/2014	ZSCR	551	034-2	NA	'054	A2C83971300	NA	A2C40000025	4	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	27.32	PS_SDM10+_.	NO	
513088	30/08/2014	ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53331574	1	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	15.75	PS_ARAMIS 2012_.	NO	
513088	30/08/2014	ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53324560	150	1342	certification label spool part p	NA	ROH	NA	75	PS_ARAMIS 2012_.	NO	
513088	30/08/2014	ZSCR	551	034-2	NA	'054	A2C53375511	NA	A2C53345691	2	1342	multipoint connector 96P H 2SYS E-A	NA	ROH	NA	80.8	PS_ARAMIS 2012_.	NO	
513089	30/08/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53424009	20	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	3.8	PS_CHRYSLER MY2013_E.ED	NO	
513089	30/08/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	5	1342	cover RAP T BK	NA	ROH	NA	32	PS_CHRYSLER MY2013_E.ED	NO	
513090	30/08/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	1	1342	cover RAP T BK	NA	ROH	NA	6.4	PS_CHRYSLER MY2013_E.ED	NO	
513090	30/08/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C30202900	2	1342	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	77.54	PS_CHRYSLER MY2013_E.ED	NO	
513091	30/08/2014	ZSCR	551	034-2	NA	'054	A2C33330502	NA	A2C53424040	7	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	1.89	PSAD_DAIMLER STAR 2_A.A	NO	
513091	30/08/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	9	1342	cover FIP T BK	NA	ROH	NA	171.18	PSAD_DAIMLER STAR 2_A.A	NO	
513092	30/08/2014	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C31769100	2	1342	pin header 50P H 2R PF 1018 13	NA	ROH	NA	26.52	PSAD_VW20_U.ULISES VILL	NO	
513093	30/08/2014	ZSCR	551	034-2	NA	'054	A2C85801000	NA	A2C40000025	4	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	27.32	PS_SDM10+_.	NO	
513094	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	2	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	425	PS_VW10 LC_U.ULISES VIL	NO	
513095	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
513096	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
513097	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
513103	30/08/2014	ZSCR	551	030-1	NA	'054	A2C81625700	NA	A2C5339961702	2	1301	pcb assy V1B	NA	HALB	S.Real/AutoBF	419.28	PS_HONDA HRS5_.	NO	
513104	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44687	NA	A2C53399620	1	1301	pcb assy HONHRS5 V04	NA	HALB	S.Real/AutoBF	212.13	PS_HONDA HRS5_.	NO	
513106	30/08/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513109	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8253870092	NA	A2C82538800	4	1301	pcb 4-lay Series	NA	ROH	NA	98.76	PSAD_OPEL 4400_J.JOSE O	NO	
513117	30/08/2014	ZSCR	551	030-1	NA	'054	A2C82538700	NA	A2C8253870093	1	1301	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
513119	30/08/2014	ZSCR	551	030-1	NA	'054	A2C82538700	NA	A2C8253870093	1	1301	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
513122	30/08/2014	ZSCR	551	030-1	NA	'054	A2C82538600	NA	A2C8253870093	1	1301	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
513123	30/08/2014	ZSCR	551	030-1	NA	'054	A2C82538700	NA	A2C8253870093	1	1301	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
513135	30/08/2014	ZSCR	551	030-1	NA	'054	A2C53395077	NA	A2C53395076	42	1301	pcb IEEZZDIV	NA	ROH	NA	308.28	OC_BOSE BMW_A.ANA TAPIA	NO	
513138	30/08/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
513139	30/08/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
513141	30/08/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
513142	30/08/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900092	2	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	155.78	PSAD_VW20_U.ULISES VILL	NO	
513143	30/08/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
513144	30/08/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C32509000	1	1301	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
513146	30/08/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513147	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	
513152	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	
513153	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	
513155	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	
513162	30/08/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	12	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	112.8	OC_BOSE VW_A.ANA TAPIA-	NO	
513174	30/08/2014	ZSCR	551	030-1	NA	'054	A2C31267500MI	NA	A2C53342620	1	1301	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2012_.	NO	
513189	30/08/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92704000	1	1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	487.16	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
513190	30/08/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	1403	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
513192	30/08/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C30910808	1	1342	ACU VWAE MY12 S15 04 00 0 0 0 000	NA	FERT	NA	158.17	PSAD_VW20_U.ULISES VILL	NO	
513195	30/08/2014	ZSCR	551	040-3	NA	'054	A2C83011900	NA	A2C83012100	6	1403	pcb assy OPLA3 370	NA	HALB	S.Real	1407.18	PSAD_OPEL 4400_J.JOSE O	NO	
513196	30/08/2014	MB1A	551	042-4	K96019	'054	NA	NA	A2C83711000	12	1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	3189.24	PS_VW20 MQB_.	NO	4981598971
513201	30/08/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	2	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO	
513205	30/08/2014	ZSCR	551	050-3	NA	'054	A2C82540900	NA	A2C82541000	1	1503	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
513211	30/08/2014	ZSCR	551	034-2	NA	'054	5WK44252	2	5WK44252	1	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
513212	30/08/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	1	1342	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
513213	30/08/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513214	30/08/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513215	30/08/2014	ZSCR	551	034-2	NA	'054	A2C80644602	NA	A2C80644602	1	1342	ACU DAGARM3 MY12 M35 24 XX 0 1 0 000	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO	
513217	30/08/2014	ZSCR	551	040-1	NA	'054	5WK44252	NA	A2C53364457	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
513220	30/08/2014	ZSCR	551	040-3	NA	'054	A2C82540900	NA	A2C82540900	1	1403	ACU OPL4401 MY11 G40 12 XX 0 0 0 000	NA	FERT	NA	275.08	PSAD_OPEL 4400_J.JOSE O	NO	
513221	30/08/2014	ZSCR	551	040-3	NA	'054	A2C82541900	NA	A2C82541900	1	1403	ACU OPL4401 MY11 G40 12 XX 0 0 0 000	NA	FERT	NA	274.18	PSAD_OPEL 4400_J.JOSE O	NO	
513222	30/08/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83016700	4	1342	ACU PSAG3ICAN MY04 G30 XX XX 0 0 0 000	NA	FERT	NA	1276.56	PSAD_PSA CAN_J.JOSE ORT	NO	
513223	30/08/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83016700	3	1342	ACU PSAG3ICAN MY04 G30 XX XX 0 0 0 000	NA	FERT	NA	957.42	PSAD_PSA CAN_J.JOSE ORT	NO	
513226	30/08/2014	ZSCR	551	042-4	NA	'054	A2C37820700	NA	A2C53243155MI	1	1424	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
513227	30/08/2014	ZSCR	551	034-2	NA	'054	A2C37820700	NA	A2C53243155MI	1	1342	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
513230	30/08/2014	ZSCR	551	040-1	NA	'054	A2C82540900	NA	A2C82541000	1	1401	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
513235	30/08/2014	ZSCR	551	034-2	NA	'054	A2C86329900	NA	A2C86329900	1	1342	ACU AMVH310 MY13 G30 13 XX 0 0 0 000	NA	FERT	NA	372.24	PSAD_ASTON MARTIN_J.JOS	NO	
513249	30/08/2014	ZSCR	551	034-3	NA	'054	A2C89730900	NA	A2C8021660002	1	1343	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513258	30/08/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513260	30/08/2014	ZSCR	551	040-1	NA	'054	A2C32453902	NA	A2C35116100	1	1401	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	
513264	30/08/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544900	1	1342	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	215.4	PSAD_OPEL 4400_J.JOSE O	NO	
513268	30/08/2014	ZSCR	551	042-4	NA	'054	A2C85621800	NA	A2C53412214	1	1424	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
513271	30/08/2014	ZSCR	551	040-3	NA	'054	5WK44077	NA	A2C53340359	1	1403	keypad assy	NA	HALB	S.Real/AutoBF	522.2	OC_OCS NISSAN_A.ANA TAP	NO	
513274	30/08/2014	ZSCR	551	040-1	NA	'054	5WK42560	NA	A2C53328548	1	1401	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
513276	30/08/2014	ZSCR	551	040-3	NA	'054	5WK44042	NA	A2C53221385	1	1403	keypad assy	NA	HALB	S.Real/AutoBF	483.93	OC_OCS NISSAN_A.ANA TAP	NO	
513277	30/08/2014	ZSCR	551	034-2	NA	'054	5WK43758	NA	A2C53193004	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	436.21	OC_OCS NISSAN_A.ANA TAP	NO	
513279	30/08/2014	ZSCR	551	034-2	NA	'054	5WK43758	NA	A2C53193004	2	1342	keypad assy	NA	HALB	S.Real/AutoBF	872.42	OC_OCS NISSAN_A.ANA TAP	NO	
513282	30/08/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS SUZUKI_A.ANA TAP	NO	
513319	30/08/2014	ZSCR	551	030-1	NA	'054	A2C8253870093	NA	A2C82538800	4	1301	pcb 4-lay Series	NA	ROH	NA	98.76	PSAD_OPEL 4400_J.JOSE O	NO	
513329	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
513330	30/08/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
513331	30/08/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
513335	30/08/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
513338	30/08/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513341	30/08/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
513585	31/08/2014	ZSCR	551	030-1	NA	'054	A2C8021730003	NA	A2C8021730093	1	1301	pcb assy HONHRS6 V06 TOP	NA	HALB	S.Real	142.19	PS_HONDA HRS6_J.JUAN CH	NO	
513596	31/08/2014	MB1A	551	030-1	K96019	'054	A2C92704000	NA	A2C9271190093	1	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
513697	31/08/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	6	1301	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	
513704	31/08/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
513716	31/08/2014	ZSCR	551	040-1	NA	'054	A2C83011900	NA	A2C83012100	2	1401	pcb assy OPLA3 370	NA	HALB	S.Real	469.06	PSAD_OPEL 3300_.	NO	
513737	31/08/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	150	1342	sticker	NA	ROH	NA	76.5	PS_VW10 LC_U.ULISES VIL	NO	
513738	31/08/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	1	1342	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR 2_A.A	NO	
513754	31/08/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
513755	31/08/2014	ZSCR	551	040-3	NA	'054	A2C82541900	NA	A2C82542000	2	1403	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	479.34	PSAD_OPEL 4400_J.JOSE O	NO	
513756	31/08/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
513759	31/08/2014	ZSCR	551	040-1	NA	'054	A2C32453907	NA	A2C35116100	1	1401	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	
513774	31/08/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	300	1342	sticker	NA	ROH	NA	153	PS_VW10 LC_U.ULISES VIL	NO	
513990	01/09/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO	
513993	01/09/2014	ZSCR	551	030-1	NA	'054	A2C8304280093	NA	A2C8304280092	1	1301	pcb assy MGNT75 bottom	NA	HALB	S.Real/AutoBF	71.76	PSAD_PSA MAGNA_J.JOSE O	NO	
514010	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	12	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	112.8	OC_BOSE VW_A.ANA TAPIA-	NO	
514013	01/09/2014	ZSCR	551	030-1	NA	'054	5WK44774	NA	A2C53338029	6	1301	pcb panel multiple 6-up main	NA	ROH	NA	128.28	PS_ARAMIS III_E.EDWIN R	NO	
