No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007759	4		1351	"D SUP/TPSMC43A/57T,DO-214AB"		ROH	NA	3.8	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009862	13		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	1.17	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40009862	2		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.18	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40009862	3		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.27	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009862	5		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.45	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40009862	6		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.54	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40009862	3		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.27	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40009862	4		1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.36	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009981	13		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	1.69	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40009981	2		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40009981	3		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.39	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40009981	5		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.65	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40009981	6		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.78	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40009981	3		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.39	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40009981	4		1351	"D ZEN/SZMMSZ4690T3,0V,500mW,SOD123"		ROH	NA	0.52	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010577	38		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	2.66	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010577	7		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.49	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010577	8		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.56	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010577	14		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.98	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010577	19		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	1.33	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010577	8		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.56	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010577	12		1351	"D REC/-,80V,200mA,SOT23-MOTOROLA,0s"		ROH	NA	0.84	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010597	38		1351	"T BIP/-,SOT23"		ROH	NA	3.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010597	9		1351	"T BIP/-,SOT23"		ROH	NA	0.9	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010597	8		1351	"T BIP/-,SOT23"		ROH	NA	0.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010597	14		1351	"T BIP/-,SOT23"		ROH	NA	1.4	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010597	25		1351	"T BIP/-,SOT23"		ROH	NA	2.5	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010597	8		1351	"T BIP/-,SOT23"		ROH	NA	0.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010597	16		1351	"T BIP/-,SOT23"		ROH	NA	1.6	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010805	2		1351	"T BIP/BCP53T1,TBD"		ROH	NA	0.62	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010805	6		1351	"T BIP/BCP53T1,TBD"		ROH	NA	1.86	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010805	4		1351	"T BIP/BCP53T1,TBD"		ROH	NA	1.24	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010832	38		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	3.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010832	7		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	0.7	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010832	8		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	0.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40010832	14		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.4	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40010832	19		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.9	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40010832	8		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	0.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40010832	12		1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.2	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40011996	13		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	1.04	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40011996	2		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40011996	3		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.24	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40011996	5		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.4	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40011996	6		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.48	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40011996	3		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.24	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40011996	4		1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.32	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012011	25		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012011	5		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012011	5		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012011	9		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.18	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012011	13		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012011	6		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.12	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012011	8		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012025	25		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012025	5		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012025	5		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012025	9		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.18	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012025	13		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012025	6		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.12	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012025	8		1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012032	101		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	2.02	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012032	18		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.36	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012032	20		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.4	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012032	38		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.76	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012032	51		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	1.02	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012032	23		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.46	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012032	36		1351	"R LIN,1K,1%,TK100,250mW,1206"		ROH	NA	0.72	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012034	8		1351	"R LIN,3K92,1%,TK100,250mW,1206"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012049	291		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	14.55	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012049	71		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	3.55	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012049	58		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	2.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012049	108		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	5.4	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012049	196		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	9.8	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012049	65		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	3.25	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012049	124		1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	6.2	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012081	13		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.13	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012081	7		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.07	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012081	3		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.03	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012081	5		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.05	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012081	19		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.19	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012081	3		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.03	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012081	12		1351	"R LIN,13R,1%,TK100,100mW,0603"		ROH	NA	0.12	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012106	16		1351	"R LIN,3K92,1%,TK100,100mW,0603"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012149	51		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.51	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012149	9		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.09	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012149	10		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.1	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012149	19		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.19	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012149	25		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.25	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012149	11		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.11	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012149	16		1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012166	51		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.51	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012166	9		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.09	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012166	10		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.1	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012166	19		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.19	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012166	25		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.25	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012166	11		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.11	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012166	16		1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012693	51		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	33.66	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012693	9		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	5.94	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012693	10		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	6.6	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012693	19		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	12.54	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012693	25		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	16.5	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012693	11		1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	7.26	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012828	13		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	15.99	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012828	5		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	6.15	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012828	3		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	3.69	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012828	5		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	6.15	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012828	13		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	15.99	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012828	3		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	3.69	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012828	8		1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	9.84	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013010	25		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	1.75	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013010	5		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.35	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013010	5		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.35	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013010	9		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.63	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013010	13		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.91	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013010	6		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.42	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40013010	8		1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.56	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013017	13		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	2.73	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013017	2		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.42	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013017	3		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.63	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013017	5		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	1.05	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013017	6		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	1.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013017	3		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.63	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40013017	4		1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.84	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013523	126		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	1.26	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013523	25		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.25	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013523	25		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.25	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013523	47		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.47	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013523	70		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.7	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013523	28		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.28	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40013523	44		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.44	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014024	13		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	37.83	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014024	2		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	5.82	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014024	3		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	8.73	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014024	5		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	14.55	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014024	6		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	17.46	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014024	3		1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	8.73	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014130	13		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	12.87	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014130	2		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	1.98	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014130	3		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	2.97	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014130	5		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	4.95	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014130	6		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	5.94	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014130	3		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	2.97	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40014130	4		1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	3.96	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015015	13		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	4.42	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015015	2		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	0.68	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015015	3		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.02	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015015	5		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.7	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015015	6		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	2.04	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015015	3		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.02	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015015	4		1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.36	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015025	13		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	4.68	S1_SPDJB_	4957985347
