No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015025	2		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	0.72	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015025	3		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015025	5		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015025	6		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	2.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015025	3		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015025	4		1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.44	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015034	13		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	4.68	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015034	2		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.72	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015034	3		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015034	5		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015034	6		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	2.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015034	3		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015034	4		1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.44	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015930	13		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	61.23	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015930	2		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	9.42	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015930	3		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	14.13	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015930	5		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	23.55	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015930	6		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	28.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015930	3		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	14.13	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015930	4		1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	18.84	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015931	13		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	47.45	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015931	2		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	7.3	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015931	3		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	10.95	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015931	5		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	18.25	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015931	6		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	21.9	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015931	3		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	10.95	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015931	4		1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	14.6	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016614	63		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	43.47	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016614	14		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	9.66	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016614	13		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	8.97	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016614	23		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	15.87	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016614	38		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	26.22	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016614	14		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	9.66	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016614	24		1351	"IC LOGIC/MC14021BD,SOIC16"		ROH	NA	16.56	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016773	13		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	61.49	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016773	2		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	9.46	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016773	3		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	14.19	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016773	5		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	23.65	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016773	6		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	28.38	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016773	3		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	14.19	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016773	4		1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	18.92	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016778	4		1351	"IC SMART POW/BTS6142D,6.73 X 10.40 / 2.2"		ROH	NA	25.48	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016829	13		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	159.9	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016829	2		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	24.6	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016829	3		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	36.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016829	5		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	61.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016829	6		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	73.8	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016829	3		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	36.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016829	4		1351	"IC OTH/MAX1471ATJ, ASK/FSK Receiver 315/"		ROH	NA	49.2	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017073	13		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	42.9	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017073	2		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	6.6	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017073	3		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	9.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017073	5		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	16.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017073	6		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	19.8	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017073	3		1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	9.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40017075	4		1351	"IC BUS DRIV/AMI42665,SOIC8"		ROH	NA	12	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017235	13		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	29.77	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017235	2		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	4.58	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017235	3		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	6.87	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017235	5		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	11.45	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017235	6		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	13.74	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017235	3		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	6.87	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40017235	4		1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	9.16	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017458	13		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	30.68	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017458	2		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	4.72	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017458	3		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	7.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017458	5		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	11.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017458	6		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	14.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017458	3		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	7.08	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40017458	4		1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	9.44	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40018394	404		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	4.04	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40018394	74		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	0.74	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018394	80		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	0.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40018394	150		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	1.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40018394	203		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	2.03	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018394	90		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	0.9	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40018394	80		1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	0.8	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40018397	114		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	1.14	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40018397	21		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.21	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018397	23		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.23	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40018397	42		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.42	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40018397	57		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.57	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018397	25		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.25	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40018397	32		1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.32	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40020185	25		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.5	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40020185	5		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40020185	5		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40020185	9		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.18	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40020185	13		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.26	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40020185	6		1351	"R LIN,3K24,1%,TK100,250mW,1206"		ROH	NA	0.12	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53041498	2		1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53041498	6		1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.48	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53041498	28		1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	2.24	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429643	2		1351	SPDJB ANTENNA		ROH	NA	32.86	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429643	3		1351	SPDJB ANTENNA		ROH	NA	49.29	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429643	6		1351	SPDJB ANTENNA		ROH	NA	98.58	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429643	3		1351	SPDJB ANTENNA		ROH	NA	49.29	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429644	25		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	126.75	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429644	5		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	25.35	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429644	5		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	25.35	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429644	9		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	45.63	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429644	13		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	65.91	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429644	6		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	30.42	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53429644	8		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	40.56	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429645	13		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	28.08	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429645	2		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	4.32	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429645	3		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	6.48	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429645	5		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	10.8	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429645	6		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	12.96	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429645	3		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	6.48	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53429645	4		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	8.64	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429649	13		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	73.06	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429649	2		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	11.24	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429649	3		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	16.86	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429649	5		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	28.1	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429649	6		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	33.72	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429649	3		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	16.86	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53429649	4		1351	"TERM,CONN,F,6CONT,CONNECTORS, FORK"		ROH	NA	22.48	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429651	88		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	29.92	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429651	16		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	5.44	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429651	18		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	6.12	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429651	33		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	11.22	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429651	44		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	14.96	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429651	20		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	6.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53429651	28		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"		ROH	NA	9.52	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429652	303		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	24.24	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429652	55		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	4.4	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429652	60		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	4.8	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53429652	113		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	9.04	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53429652	152		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	12.16	S1_SPDJB_	4957985144
151522	ZSCR	551	035-1	0	A2C8083440093	NA	A2C53429652	68		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	5.44	S1_SPDJB_	4957985039
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53429652	96		1351	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"		ROH	NA	7.68	S1_SPDJB_	4957984868
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53430028	13		1351	"ANTENNA SYSTEM,MISC,PDM"		ROH	NA	29.12	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C8083670093	NA	A2C53430028	5		1351	"ANTENNA SYSTEM,MISC,PDM"		ROH	NA	11.2	S1_SPDJB_	4957985347
151522	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53430028	4		1351	"ANTENNA SYSTEM,MISC,PDM"		ROH	NA	8.96	S1_SPDJB_	4957984868
