area,tecnologia,linea,division,proyecto
SMD,PROGRAMACION,Linea O,B&S 2,TIS 1D MMC
SMD,SIPLACE,Linea O,B&S 2,TIS 1D MMC
SMD,UNIVERSAL,Linea I,B&S 2,TIS 1D MMC
SMD,UNIVERSAL,Linea O,B&S 2,TIS 1D MMC
WHSE,002,BIN DETENIDOS,B&S 2,TIS 1D MMC
WHSE,002,BIN EMBARQUE,B&S 2,TIS 1D MMC
WHSE,014,BIN TIENDA,B&S 2,TIS 1D MMC
WHSE,014,BIN TIENDITA,B&S 2,TIS 1D MMC
WHSE,015,BIN TIENDA,B&S 2,TIS 1D MMC
WHSE,015,BIN TIENDOTA,B&S 2,TIS 1D MMC
