area,tecnologia,defecto,causa,division,proyecto,,,,,,
WHSE,015,CADUCO,METODO,PE,SIMOS,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SIMOS,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,DAÑADO,METODO,PE,SIMOS,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SIMOS,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,DERRAME,METODO,PE,SIMOS,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SIMOS,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SIMOS,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SIMOS,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SIMOS,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,MOJADO,METODO,PE,SIMOS,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SIMOS,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SIMOS,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,CADUCO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,DAÑADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,MOJADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,CADUCO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,DAÑADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,MOJADO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SIMOS 12.2,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SIMOS 12.2,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SIMOS 12.2,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,CADUCO,METODO,PE,V8 V10,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,V8 V10,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,DAÑADO,METODO,PE,V8 V10,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,V8 V10,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,DERRAME,METODO,PE,V8 V10,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,V8 V10,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,GOLPEADO,METODO,PE,V8 V10,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,V8 V10,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,V8 V10,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,MOJADO,METODO,PE,V8 V10,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,014,OBSOLETO,METODO,PE,V8 V10,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,V8 V10,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,CADUCO,METODO,PE,V8 V10,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,V8 V10,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,DAÑADO,METODO,PE,V8 V10,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,V8 V10,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,DERRAME,METODO,PE,V8 V10,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,V8 V10,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,GOLPEADO,METODO,PE,V8 V10,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,V8 V10,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,V8 V10,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,MOJADO,METODO,PE,V8 V10,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,V8 V10,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,V8 V10,,,,,,
WHSE,015,OBSOLETO,METODO,PE,V8 V10,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,V8 V10,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,CADUCO,METODO,PE,EMS ECM,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,EMS ECM,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,DAÑADO,METODO,PE,EMS ECM,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,EMS ECM,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,DERRAME,METODO,PE,EMS ECM,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,EMS ECM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,GOLPEADO,METODO,PE,EMS ECM,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,EMS ECM,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,EMS ECM,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,MOJADO,METODO,PE,EMS ECM,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,014,OBSOLETO,METODO,PE,EMS ECM,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,EMS ECM,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,CADUCO,METODO,PE,EMS ECM,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,EMS ECM,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,DAÑADO,METODO,PE,EMS ECM,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,EMS ECM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,DERRAME,METODO,PE,EMS ECM,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,EMS ECM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,GOLPEADO,METODO,PE,EMS ECM,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,EMS ECM,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,EMS ECM,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,MOJADO,METODO,PE,EMS ECM,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,EMS ECM,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,EMS ECM,,,,,,
WHSE,015,OBSOLETO,METODO,PE,EMS ECM,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,EMS ECM,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,CADUCO,METODO,PE,ESTC,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,ESTC,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,DAÑADO,METODO,PE,ESTC,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,ESTC,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,DERRAME,METODO,PE,ESTC,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,ESTC,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,GOLPEADO,METODO,PE,ESTC,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,ESTC,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,ESTC,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,MOJADO,METODO,PE,ESTC,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,014,OBSOLETO,METODO,PE,ESTC,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,ESTC,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,CADUCO,METODO,PE,ESTC,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,ESTC,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,DAÑADO,METODO,PE,ESTC,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,ESTC,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,DERRAME,METODO,PE,ESTC,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,ESTC,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,GOLPEADO,METODO,PE,ESTC,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,ESTC,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,ESTC,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,MOJADO,METODO,PE,ESTC,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,ESTC,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,ESTC,,,,,,
WHSE,015,OBSOLETO,METODO,PE,ESTC,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,ESTC,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,CADUCO,METODO,PE,ETM,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,ETM,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,DAÑADO,METODO,PE,ETM,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,ETM,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,DERRAME,METODO,PE,ETM,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,ETM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,GOLPEADO,METODO,PE,ETM,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,ETM,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,ETM,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,MOJADO,METODO,PE,ETM,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,014,OBSOLETO,METODO,PE,ETM,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,ETM,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,CADUCO,METODO,PE,ETM,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,ETM,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,DAÑADO,METODO,PE,ETM,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,ETM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,DERRAME,METODO,PE,ETM,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,ETM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,GOLPEADO,METODO,PE,ETM,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,ETM,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,ETM,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,MOJADO,METODO,PE,ETM,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,ETM,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,ETM,,,,,,
WHSE,015,OBSOLETO,METODO,PE,ETM,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,ETM,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,CADUCO,METODO,PE,FFS,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,FFS,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,DAÑADO,METODO,PE,FFS,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,FFS,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,DERRAME,METODO,PE,FFS,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,FFS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,GOLPEADO,METODO,PE,FFS,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,FFS,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,FFS,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,MOJADO,METODO,PE,FFS,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,FFS,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,014,OBSOLETO,METODO,PE,FFS,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,FFS,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,FFS,,,,,,
WHSE,015,CADUCO,METODO,PE,FFS,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,FFS,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,FFS,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,FFS,,,,,,
