No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00037384	1900				1253	"T FET/2N7002LT1G,MOS,SMALLSIGNAL,N_CHAN,"	VUT019636	ROH	NA	266	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00038706	380				1253	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("	VUT019636	ROH	NA	117.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00039707	380				1253	"24V,0W,SOD323,ZENER/PESD1LIN"	VUT019636	ROH	NA	171	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00042049	228				1253	"33nH,420mA,SMD,COIL/LQW18AN33NG00"	VUT019636	ROH	NA	63.84	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00042168	380				1253	"16MHz,50ppm,NX8045GB,QUARTZ CRYSTAL/NX80"	VUT019636	ROH	NA	687.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00043753	152				1253	"27nH,440mA,SMD,COIL/LQW18"	VUT019636	ROH	NA	42.56	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00044210	380				1253	"51uH,200mA,SMD,COIL/ACT45B ++PLS USE A2C"	VUT019636	ROH	NA	509.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00046274	380				1253	"220uF,20%,35V,SMD,AL,105C,Standardtype,R"	VUT019636	ROH	NA	281.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00046692	2660				1253	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	VUT019636	ROH	NA	53.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00047807	3040				1253	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"	VUT019636	ROH	NA	152	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00048062	380				1253	"TLE8262E,SBC,CAN/LIN,DSO36-EP,BUS DRIVER"	VUT019636	ROH	NA	4229.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00048832	380				1253	"330uF,20%,35V,SMD,AL,ELEC CAP/EMVE350ADA"	VUT019636	ROH	NA	296.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00049324	152				1253	"IC VOLT REG/TLE4250-2G,SPECIAL-SMD"	VUT019636	ROH	NA	243.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00050659	380				1253	"IC SMART POW/VN5E160S-E,SO8,1,28V,160mOh"	VUT019636	ROH	NA	760	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00052852	3420				1253	"R LIN,30K,1%,TK100,100mW,0603"	VUT019636	ROH	NA	34.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00057522	380				1253	"C CER,C0G,1.8nF,5%,50V,0603,-"	VUT019636	ROH	NA	26.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00060691	1140				1253	"T BIP/BCR35PN or PUMD9,SOT363"	VUT019636	ROH	NA	182.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00428900	380				1253	"ATIC164 D2, IC RF/-,TRANSMITTER,125KHz,T"	VUT019636	ROH	NA	9636.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00776400	1900				1253	"C CER,C0G,10nF,5%,100V,1206,-,STANDARD"	VUT019636	ROH	NA	893	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00783800	1900				1253	"C CER,C0G,5.6nF,2%,100V,1206,-,STANDARD"	VUT019636	ROH	NA	1425	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00999500	380				1253	"IC MEM/SPI,B3,64KBit,EEPROM,SO8"	VUT019636	ROH	NA	938.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C32464300	380				1253	pcb	VUT019636	ROH	NA	11084.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40000660	380				1253	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	VUT019636	ROH	NA	8227	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40001444	4104				1253	"C CER,X7R,22nF,10%,100V,0805,Sn++ Open M"	VUT019636	ROH	NA	164.16	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40002653	380				1253	"C CER,X7R,47nF,10%,50V,0805,Sn"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40002757	2128				1253	"R JUMP,0R05,0W,1A,0603"	VUT019636	ROH	NA	21.28	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40002765	380				1253	"C CER,X7R,1uF,10%,16V,0603,Sn"	VUT019636	ROH	NA	19	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40002831	1140				1253	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"	VUT019636	ROH	NA	239.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40003528	380				1253	"R LIN,1M,5%,TK200,63mW,0402"	VUT019636	ROH	NA	0	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40003916	1900				1253	"R LIN,10K,5%,TK200,100mW,0603"	VUT019636	ROH	NA	19	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40004216	6460				1253	"R LIN,10K,5%,TK200,63mW,0402"	VUT019636	ROH	NA	0	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40005330	532				1253	"R JUMP,0R05,63mW,1A,0402"	VUT019636	ROH	NA	5.32	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40012005	152				1253	"R LIN,330R,5%,TK200,250mW,1206"	VUT019636	ROH	NA	3.04	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40018381	1140				1253	"R JUMP,0R05,250mW,2A,1206"	VUT019636	ROH	NA	22.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40020524	8360				1253	"R LIN,15R,1%,TK100,250mW,1206"	VUT019636	ROH	NA	167.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C52001096	1292				1253	"R LIN,1K,5%,TK200,100mW,0603"	VUT019636	ROH	NA	12.92	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484661	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C53331174	228				1253	antenna	VUT019636	ROH	NA	412.68	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C53375403	380				1253	receiver DIVZZDIV RXI-35-4	VUT019636	ROH	NA	8284	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484680	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C82135300	380				1253	pcb 4-lay FR-4 ImSn	VUT019636	ROH	NA	11077	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484680	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C89521800	380				1253	pin header 16P V 2R THP	VUT019636	ROH	NA	3351.6	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C89522000	380				1253	pin header 20P V 2R THP	VUT019636	ROH	NA	3807.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484680	
614917	29/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C35130200	152				1253	"RF-JACK FOR RS, KEY-H"	VUT019636	ROH	NA	1216	S1_WK_WD RFHUB_A.ADRIAN	NO	4989483253	4
614926	29/04/2015	ZSCR	551	040-4	NA	'015	A2C7375350200	NA	A2C00004906	30	3011	015	 	1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	48.9	S1_RKE FOB CUSW_A.ADRIA	NO	4989485807	
614926	29/04/2015	ZSCR	551	040-4	NA	'015	5WY7211	NA	A2C00004906	25	3011	015	 	1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	40.75	S1_RKE FOB CUSW_A.ADRIA	NO	4989485807	
614926	29/04/2015	ZSCR	551	040-4	NA	'015	A2C85886800S	NA	A2C85519500	4	3011	015	 	1404	keypad	NA	ROH	NA	30.4	S1_RKE FOB CUSW_A.ADRIA	NO	4989486424	
614926	29/04/2015	ZSCR	551	040-4	NA	'015	A2C85886700S	NA	A2C85519600	6	3011	015	 	1404	keypad	NA	ROH	NA	45.96	S1_RKE FOB CUSW_A.ADRIA	NO	4989486414	
614928	29/04/2015	ZSCR	551	034-2	NA	'015	A2C73752901	NA	A2C73751400	2	3011	015	 	1342	pad Vent	NA	ROH	NA	2.56	S1_RKE FOB CUSW_A.ADRIA	NO	4989486073	
614928	29/04/2015	ZSCR	551	034-2	NA	'015	A2C89861400	NA	A2C85520000	20	3011	015	 	1342	housing bottom LWR HSG	NA	ROH	NA	54.2	S1_RKE FOB CUSW_A.ADRIA	NO	4989486652	
614928	29/04/2015	ZSCR	551	034-2	NA	'015	A2C85886700S	NA	A2C85520100	2	3011	015	 	1342	sticker Dodge Jwl	NA	ROH	NA	12.64	S1_RKE FOB CUSW_A.ADRIA	NO	4989486414	
614931	29/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C00004906	2				1253	"EM OTH BATTERY/CR2032,220mAh,3V"	VUT019664	ROH	NA	3.26	S1_PASE FOB CUSW_A.ADRI	NO	4989483037	1
614931	29/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750700	4				1253	pad Jewel	VUT019664	ROH	NA	22.4	S1_PASE FOB CUSW_A.ADRI	NO	4989483037	
614931	29/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73959601	3				1253	pcb topSMD CHR UF 4-BTN	VUT019664	HALB	S.Real/AutoBF	146.58	S1_PASE FOB CUSW_A.ADRI	NO	4989483037	
614931	29/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73959801	1				1253	pcb topSMD CHR UF 5-BTN	VUT019664	HALB	S.Real/AutoBF	51.46	S1_PASE FOB CUSW_A.ADRI	NO	4989483037	
614934	29/04/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4989486158	
614953	29/04/2015	ZSCR	551	034-2	NA	'050	A2C3229590093	NA	A2C32464300	4	3011	050	 	1342	pcb	NA	ROH	NA	116.68	S1_RFHM CUSW_A.ADRIANA	NO	4989487393	
614959	29/04/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	6	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	2325.3	S1_CBC MY15_. (APROBAC	NO	4989486221	
615025	30/04/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486290	
615077	30/04/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4989486041	
615079	30/04/2015	ZSCR	551	034-2	NA	'015	A2C73789706	NA	A2C73789706	5	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1931.3	S1_CBC MY15_. (APROBAC	NO	4989486764	
615146	30/04/2015	ZSCR	551	050-3	NA	'015	A2C32297200	3	A2C32297200	1	3011	015	 	1503	pcb assy IMMO IGNM AT	NA	FERT	NA	75.44	S1_IGNM CUSW_A.ADRIANA	NO	4989485234	
615148	30/04/2015	ZSCR	551	050-3	NA	'015	A2C32291400	NA	A2C80656800	1	3011	015	 	1503	module assy RKE 433 Var#7	NA	HALB	S.Real/AutoBF	131.23	S1_RFHM CUSW_A.ADRIANA	NO	4989486880	
615151	30/04/2015	ZSCR	551	040-4	NA	'015	08AF	NA	A2C86398501	21	3011	015	 	1404	housing assy	NA	ROH	NA	165.48	S1_RFHM CUSW_A.ADRIANA	NO	4989486501	
615364	30/04/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	7				1253	housing assy	VUT019664	ROH	NA	55.16	S1_RFHM CUSW_A.ADRIANA	NO	4989483062	2
615370	30/04/2015	ZSCR	551	050-1	NA	'015	68163903AB	NA	A2C73658000	3	3011	015	 	1501	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	639.66	S1_TIPM MEDIUM_P.PABLO	NO	4989485103	
615385	30/04/2015	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C74493401	1	3011	015	 	1501	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4989486844	
615388	30/04/2015	ZSCR	551	050-1	NA	'015	A2C73789706	NA	A2C73789706	1	3011	015	 	1501	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4989486859	
615685	02/05/2015	ZSCR	551	034-2	NA	'015	A2C93493000	NA	A2C7393640092	1	3011	015	 	1342	pcb bot SMD CHR PASE 433 w KG U L T LU	NA	HALB	S.Real	48.56	S1_PASE FOB CUSW_A.ADRI	NO	No stock	
615685	02/05/2015	ZSCR	551	034-2	NA	'015	A2C86023300	NA	A2C7395960192	1	3011	015	 	1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	48.49	S1_PASE FOB CUSW_A.ADRI	NO	4989486545	
615686	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32293500	NA	A2C3813640092	4	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	204	S1_PASE FOB CUSW_A.ADRI	NO	4989485959	
615691	02/05/2015	ZSCR	551	035-1	NA	'050	A2C32292200	NA	A2C40000660	3	3011	050	 	1351	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	64.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4989487352	
615691	02/05/2015	ZSCR	551	035-1	NA	'050	A2C81624400	NA	A2C89521800	2	3011	050	 	1351	pin header 16P V 2R THP	NA	ROH	NA	17.64	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
615696	02/05/2015	ZSCR	551	035-1	NA	'050	A2C73784100	NA	A2C00062486	2	3011	050	 	1351	"IC SMART POW/VN5E006ASP-E,Power SO-10"	NA	ROH	NA	16.66	S1_CBC MY15_. (APROBAC	NO	4989487596	
615696	02/05/2015	ZSCR	551	035-1	NA	'050	A2C73784100	NA	A2C00184100	17	3011	050	 	1351	IC SMART POW/BOSS PENTA T07D17 or SPLP07	NA	ROH	NA	246.67	S1_CBC MY15_. (APROBAC	NO	4989487596	
615696	02/05/2015	ZSCR	551	035-1	NA	'050	A2C73784000	NA	A2C00278300	1	3011	050	 	1351	"IC MCU BLK/MPC5605BVLUR,1M03Y and 0N69H,"	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO	4989487587	
615698	02/05/2015	ZSCR	551	035-1	NA	'050	A2C32293000	NA	A2C40000660	4	3011	050	 	1351	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	86.6	S1_RFHM CUSW_A.ADRIANA	NO	4989487370	
615710	02/05/2015	ZSCR	551	034-8	NA	'050	A2C31231300	NA	A2C31229200	4	3011	050	 	1348	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	253.92	S1_TIPM MEDIUM_P.PABLO	NO	4989487295	
615710	02/05/2015	ZSCR	551	034-8	NA	'050	A2C33279800	NA	A2C53428227	8	3011	050	 	1348	PIN	NA	ROH	NA	2.32	S1_TIPM MEDIUM_P.PABLO	NO	**	
615710	02/05/2015	ZSCR	551	034-8	NA	'050	A2C33279800	NA	A2C53428228	84	3011	050	 	1348	PIN	NA	ROH	NA	22.68	S1_TIPM MEDIUM_P.PABLO	NO	**	
615711	02/05/2015	ZSCR	551	040-2	NA	'015	A2C7378970693	NA	A2C7378970693	1	3011	015	 	1402	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4989486158	
615712	02/05/2015	ZSCR	551	040-4	NA	'015	A2C7378970693	NA	A2C7378970693	1	3011	015	 	1404	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4989486158	
615713	02/05/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4989486158	
615714	02/05/2015	MB1A	551	010-4	B30301-00410	'015	A2C7378970693	NA	A2C7378970693	2				1104	pcb topTHD BCU CHR Wx CBC2	QN410110746	HALB	S.Real	766.64	410110746_CBC MY	NO	4989482960	
615716	02/05/2015	MB1A	551	010-4	B30301-00410	'050	NA	NA	A2C73599005	2				1104	pcb 4-lay ImSn Chrysler MY15 CBC	QN410094714	ROH	NA	159.58	410094714_CBC MY	NO	4989482647	
615728	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32293100	NA	A2C3229710093	2	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	49.62	S1_RKE FOB CUSW_A.ADRIA	NO	4989485948	
615729	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32292100	NA	A2C3229710093	1	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	24.81	S1_RKE FOB CUSW_A.ADRIA	NO	4989485891	
615752	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32293000	NA	A2C8016290093	1	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	118.14	S1_RFHM CUSW_A.ADRIANA	NO	4989485941	
615753	02/05/2015	ZSCR	551	040-1	NA	'015	A2C80836700	NA	A2C80836700	1	3011	015	 	1401	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	237.67	S1_SPDJB_P.PABLO PALMER	NO	4989485152	
615755	02/05/2015	ZSCR	551	042-4	NA	'015	A2C80863400	NA	A2C80863400	1	3011	015	 	1424	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	215.14	S1_SPDJB_P.PABLO PALMER	NO	4989485158	
615758	02/05/2015	ZSCR	551	035-1	NA	'050	A2C37574400	NA	A2C00048064	5	3011	050	 	1351	"TLE8264E,SBC,CAN/3LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	71.8	S1_CBC MY15_. (APROBAC	NO	4989487498	
615758	02/05/2015	ZSCR	551	035-1	NA	'050	A2C37574400	NA	A2C00063691	1	3011	050	 	1351	"IC MCU BLK/SPC5515,M22M,LQFP-144,FLASH,0"	NA	ROH	NA	43.4	S1_CBC MY15_. (APROBAC	NO	4989487498	
615758	02/05/2015	ZSCR	551	035-1	NA	'050	A2C73784000	NA	A2C00184100	1	3011	050	 	1351	IC SMART POW/BOSS PENTA T07D17 or SPLP07	NA	ROH	NA	14.51	S1_CBC MY15_. (APROBAC	NO	4989487587	
615758	02/05/2015	ZSCR	551	035-1	NA	'050	A2C73784000	NA	A2C00278300	1	3011	050	 	1351	"IC MCU BLK/MPC5605BVLUR,1M03Y and 0N69H,"	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO	4989487587	
615765	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32297100	NA	A2C3229710093	1	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	24.81	S1_RKE FOB CUSW_A.ADRIA	NO	4989485980	
615767	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32293500	NA	A2C3813640092	1	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	51	S1_PASE FOB CUSW_A.ADRI	NO	4989485959	
615767	02/05/2015	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C7395980192	1	3011	015	 	1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real	51.08	S1_PASE FOB CUSW_A.ADRI	NO	4989486501	
615771	02/05/2015	ZSCR	551	034-2	NA	'015	A2C82167700	NA	A2C8216770093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486348	
615772	02/05/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	4	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	682.92	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486290	
615773	02/05/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	3	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	512.19	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486290	
615774	02/05/2015	ZSCR	551	040-1	NA	'015	A2C82167600	NA	A2C8216760093	1	3011	015	 	1401	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486290	
615774	02/05/2015	ZSCR	551	040-1	NA	'015	A2C82167700	NA	A2C8216770093	1	3011	015	 	1401	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486348	
615774	02/05/2015	ZSCR	551	040-1	NA	'015	A2C82167800	NA	A2C8216780093	1	3011	015	 	1401	pcb assy TOP	NA	HALB	S.Real	162.04	S1_WK_WD RFHUB_A.ADRIAN	NO	4989486359	
615782	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32296000	NA	A2C3229600093	1	3011	015	 	1342	CUSW PCB ASSY 433 BOT	NA	HALB	S.Real	164.52	S1_RFHM CUSW_A.ADRIANA	NO	4989485968	
615783	02/05/2015	ZSCR	551	030-1	NA	'015	A2C86022900S	NA	A2C8730220093	1	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	151.54	S1_CUSW UF RFHM_A.ADRIA	NO	4989486534	
615784	02/05/2015	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C8730230093	1	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	160.43	S1_CUSW UF RFHM_A.ADRIA	NO	4989486501	
615791	02/05/2015	ZSCR	551	035-1	NA	'050	A2C53428272T	NA	A2C00833800	4	3011	050	 	1351	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	83.96	S1_TIPM LOGIC_P.PABLO P	NO	4989487548	
615792	02/05/2015	ZSCR	551	034-2	NA	'050	A2C30821700	NA	A2C40015254	4	3011	050	 	1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	72.08	S1_TIPM MEDIUM_P.PABLO	NO	**	
615793	02/05/2015	ZSCR	551	035-1	NA	'050	A2C32292300	NA	A2C40000660	3	3011	050	 	1351	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	64.95	S1_CUSW UF RFHM_A.ADRIA	NO	4989487356	
615793	02/05/2015	ZSCR	551	035-1	NA	'050	A2C81624400	NA	A2C89522000	2	3011	050	 	1351	pin header 20P V 2R THP	NA	ROH	NA	20.04	S1_CUSW UF RFHM_A.ADRIA	NO	4989487750	
615794	02/05/2015	ZSCR	551	030-1	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4989487606	
615797	02/05/2015	ZSCR	551	040-1	NA	'015	A2C31231400	NA	A2C31231400T	2	3011	015	 	1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4989484889	
615798	02/05/2015	ZSCR	551	040-1	NA	'015	A2C31231400	NA	A2C31231400T	3	3011	015	 	1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	697.56	S1_TIPM LOGIC_P.PABLO P	NO	4989484889	
615810	02/05/2015	ZSCR	551	034-4	NA	'015	A2C32292400	NA	A2C8016290093	1	3011	015	 	1344	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	118.14	S1_RFHM CUSW_A.ADRIANA	NO	4989485930	
615811	02/05/2015	ZSCR	551	040-1	NA	'015	A2C87302200	NA	A2C8730220093	1	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	151.54	S1_CUSW UF RFHM_A.ADRIA	NO	4989486561	
615813	02/05/2015	ZSCR	551	034-2	NA	'015	A2C32297100	NA	A2C3229710093	1	3011	015	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	24.81	S1_RKE FOB CUSW_A.ADRIA	NO	4989485992	
