No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
567177	19/12/2014	ZSCR	551	030-1	NA	'054	A2C82544800	#N/A	A2C8254490093	1	pcb assy OPLA4400 440XXESE lado top	NA	HALB	S.Real	 $164.65 	PSAD_OPEL 4400_J.JOSE O	NO				
567207	19/12/2014	ZSCR	551	042-4	NA	'054	5WK44592	#N/A	A2C53405650	1	multipoint connector 82P H 2SYS YE	NA	ROH	NA	21.13	PS_HONDA HRS6_J.JUAN CH	NO	4985269698			
567211	19/12/2014	ZSCR	551	042-4	NA	'054	A2C32453910	#N/A	A2C53330109	6	socket	NA	ROH	NA	108.6	PS_HONDA HRS6_J.JUAN CH	NO	4985269741			
567223	19/12/2014	ZSCR	551	022-2	NA	'054	A2C33275900	#N/A	A2C53142470	1	cover	NA	ROH	NA	18.86	OES_HONDA CR-V HE_. (A	NO	4985269745			
567223	19/12/2014	ZSCR	551	022-2	NA	'054	5WK44685	#N/A	A2C53142469	1	housing	NA	ROH	NA	19.08	OES_HONDA CR-V HE_. (A	NO	4985269705			
567223	19/12/2014	ZSCR	551	022-2	NA	'054	A2C33275900	#N/A	A2C53142468	1	housing	NA	ROH	NA	22.66	OES_HONDA CR-V HE_. (A	NO	4985269745			
567223	19/12/2014	ZSCR	551	022-2	NA	'054	5WK44684	#N/A	A2C53142471	1	cover	NA	ROH	NA	21.29	OES_HONDA CR-V HE_. (A	NO	4985269704			
567235	19/12/2014	ZSCR	551	050-3	NA	'054	A2C32453912	#N/A	A2C35116101	36	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	13785.12	PSAD_DAIMLER STAR 2_A.A	NO	4985269742			
567235	19/12/2014	ZSCR	551	050-3	NA	'054	A2C32453907	#N/A	A2C35116100	14	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	5362.14	PSAD_DAIMLER STAR 2_A.A	NO	4985269740			
567236	19/12/2014	MB1A	551	050-3	B30301-00295	'054	NA	NA	A2C94832300	13	pcb assy DAGSTAR22 D_2	NA	HALB	S.Real	" $8,370.96 "	PSAD_STAR 22_A.ANA TAPI	NO	4985269466			
567236	19/12/2014	MB1A	551	050-3	B30301-00295	'054	NA	NA	A2C94832301	8	pcb assy DAGSTAR22 D_2-1	NA	HALB	S.Real	" $4,778.08 "	PSAD_STAR 22_A.ANA TAPI	NO	4985269466			
567237	19/12/2014	ZSCR	551	050-3	NA	'054	A2C85606100	KAAF	A2C94832301	2	ACU HONHRS6 MY14 S15 09 05 0 1 0 000	NA	FERT	NA	692.22	PS_HONDA HRS6_J.JUAN CH	NO	4985269643			
567237	19/12/2014	ZSCR	551	050-3	NA	'054	A2C3268040002	NA	A2C3268040092	1	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	51.76	PS_HONDA HRS6_J.JUAN CH	NO	4985269558			
567237	19/12/2014	ZSCR	551	050-3	NA	'054	A2C89730900	604AB	A2C89730900	4	ACU HONHRS6 MY14 S15 10 05 0 1 0 000	NA	FERT	NA	1357.24	PS_HONDA HRS6_J.JUAN CH	NO	4985269636			
567237	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44749	#N/A	A2C8021770003	2	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	614.96	PS_HONDA HRS6_J.JUAN CH	NO	4985269710			
567237	19/12/2014	ZSCR	551	050-3	NA	'054	A2C89730900	NA	A2C8021660002	4	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	1228.52	PS_HONDA HRS6_J.JUAN CH	NO	4985269568			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	A2C86816802	#N/A	A2C86617100	1	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	 $426.57 	PS_ARAMIS III_E.EDWIN R	NO				
567238	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44808	NA	A2C81540700	4	pcb assy DAGARM3 RO V15	NA	HALB	S.Real	2055	PS_ARAMIS III_E.EDWIN R	NO	4985269674			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	A2C86816802	87AB	A2C86816802	1	ACU DAGARM3 MY10 M35 18 XX 0 1 0 000	NA	FERT	NA	453.99	PS_ARAMIS III_E.EDWIN R	NO	4985269632			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44771	3	5WK44771	6	ACU DAGARM3 MY10 M35 24 XX 0 1 0	NA	FERT	NA	2776.86	PS_ARAMIS III_E.EDWIN R	NO	4985269609			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44773	3	5WK44773	2	ACU DAGARM3 MY10 M35 20 XX 0 0 0	NA	FERT	NA	716.86	PS_ARAMIS III_E.EDWIN R	NO	4985269619			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44771	NA	A2C81531200	4	pcb assy DAGARM3 V14	NA	HALB	S.Real	1735.4	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
567238	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44808	3	5WK44808	4	ACU DAGARM3 MY10 M35 20 XX 0 1 0	NA	FERT	NA	2170.88	PS_ARAMIS III_E.EDWIN R	NO	4985269623			
567240	19/12/2014	ZSCR	551	050-3	NA	'054	A2C81542300	4	A2C81542300	7	ACU CHRJC MY13 M30 13 10 0 1 0 000	NA	FERT	NA	3130.54	PS_ARAMIS 2013_. (APRO	NO	4985269630			
567240	19/12/2014	ZSCR	551	050-3	NA	'054	A2C81542400	NA	A2C81543500	2	pcb assy	NA	HALB	S.Real/AutoBF	528.76	PS_ARAMIS 2013_. (APRO	NO	4985269572			
567240	19/12/2014	ZSCR	551	050-3	NA	'054	A2C81542300	NA	A2C81543200	3	pcb assy	NA	HALB	S.Real	1245.6	PS_ARAMIS 2013_. (APRO	NO	4985269659			
567241	19/12/2014	ZSCR	551	98	NA	'054	A2C81542300	NA	A2C81543200	15	pcb assy	NA	HALB	S.Real	6228	PS_ARAMIS 2012_. (APRO	NO	4985269659			
567241	19/12/2014	ZSCR	551	98	NA	'054	A2C81543200	NA	A2C53388687	1	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_. (APRO	NO	4985269659			
567243	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44252	NA	A2C53364457	2	pcb assy	NA	HALB	S.Real/AutoBF	192.5	OC_BOSE VW_A.ANA TAPIA-	NO	4985269560			
567243	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44252	2	5WK44252	1	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	4985269599			
567244	19/12/2014	ZSCR	551	050-3	NA	'054	5WY89350	6	5WY89350	2	Chrysler RTRM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	4985269628			
567244	19/12/2014	ZSCR	551	050-3	NA	'054	5WY89360	NA	A2C31080700	8	airbag	NA	HALB	S.Real	2654.56	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
567244	19/12/2014	ZSCR	551	050-3	NA	'054	A2C31080700	NA	A2C3108070093	1	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44675	5	5WK44675	2	ACU FIA326 MY10 S10 06 02 0 0 0	NA	FERT	NA	340.24	PS_FIAT BRAZIL_E.EDWIN	NO	4985269605			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44674	05	A2C53437923	2	pcb assy	NA	HALB	S.Real	451.88	PS_FIAT BRAZIL_E.EDWIN	NO	4985269699			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44675	06	A2C53408763	4	pcb assy FIA326 OCS V15	NA	HALB	S.Real	619.84	PS_FIAT BRAZIL_E.EDWIN	NO	4985269701			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	A2C96660500	#N/A	A2C96660500	4	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	 $624.16 	PS_FIAT BRAZIL_E.EDWIN	NO				
567246	19/12/2014	ZSCR	551	050-3	NA	'054	A2C96636001	1	A2C96636001	1	ACU FIA326 MY10 S10 06 02 0 0 0 000	NA	FERT	NA	171.2	PS_FIAT BRAZIL_E.EDWIN	NO	4985269649			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	A2C96590001	1	A2C96590001	2	ACU FIA326 MY10 S10 06 02 0 0 0 000	NA	FERT	NA	342.4	PS_FIAT BRAZIL_E.EDWIN	NO	4985269647			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44731	3	5WK44731	1	FIAT 326 3V V01 6 FL	NA	FERT	NA	0	PS_FIAT BRAZIL_E.EDWIN	NO	x			
567246	19/12/2014	ZSCR	551	050-3	NA	'054	A2C37924700	05	A2C37744300	2	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	 $312.48 	PS_FIAT BRAZIL_E.EDWIN	NO				
567251	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44354	#N/A	A2C53429875	1	pcb assy PTFSPEED10 V10	NA	HALB	S.Real	203.13	PS_HYUNDAI_. (APROBACI	NO	4985269689			
567251	19/12/2014	ZSCR	551	050-3	NA	'054	A2C86852400	87AB	A2C86852400	10	ACU HMCUD MY13 S10 12 XX 0 0 0 000	NA	FERT	NA	2288.4	PS_HYUNDAI_. (APROBACI	NO	4985269634			
567251	19/12/2014	ZSCR	551	050-3	NA	'054	A2C86852400	#N/A	A2C87110200	3	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	 $612.60 	PS_HYUNDAI_. (APROBACI	NO				
567252	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44374	NA	A2C53295038	1	cable harness	NA	ROH	NA	18.31	OC_OCS NISSAN_A.ANA TAP	NO	4985269657			
567252	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44551	NA	A2C53287874	1	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	4985269657			
567255	19/12/2014	ZSCR	551	050-3	NA	'054	5WK43967	7	5WK43967	3	ACU DAGARM2 MY08 M30 xx xx 0 0 0	NA	FERT	NA	1398.03	PS_ARAMIS II MCG_J.JOSE	NO	4985269597			
567255	19/12/2014	ZSCR	551	050-3	NA	'054	5WK43871	06	A2C53189515MI	1	Manual insertion assy W/S 212 WITH PPS/R	NA	HALB	S.Real	536.02	PS_ARAMIS II MCG_J.JOSE	NO	4985269676			
567258	19/12/2014	MB1A	551	050-3	K96019	'054	NA	NA	A2C81455800	15	pcb assy RENT4 V01	NA	HALB	S.Real	" $1,984.50 "	PS_RENAULT_. (APROBACI	NO	4985269466			
567263	19/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	2800	A2C91764400	19	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	8396.86	PS_SDM30_. (APROBACION	NO	4985269593			
567263	19/12/2014	ZSCR	551	040-3	NA	'054	A2C91764100	2800	A2C91764400	9	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	2817.9	PS_SDM30_. (APROBACION	NO	4985269595			
567266	19/12/2014	ZSCR	551	034-2	NA	'054	A2C91764100	2800	A2C91764100	2	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	626.2	PS_SDM30_. (APROBACION	NO	4985269591			
567266	19/12/2014	ZSCR	551	034-2	NA	'054	A2C91764000	2800	A2C91764000	1	ACU MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	206.17	PS_SDM30_. (APROBACION	NO	4985269589			
567266	19/12/2014	ZSCR	551	034-2	NA	'054	A2C91763900	2800	A2C91763900	1	ACU GMSDM30 MY14 S15 06 XX 0 0 0 000	NA	FERT	NA	299.32	PS_SDM30_. (APROBACION	NO	4985269587			
567266	19/12/2014	ZSCR	551	034-2	NA	'054	A2C91763800	2800	A2C91763800	2	ACU MY14 S15 06 XX 0 0 0 000	NA	FERT	NA	384.78	PS_SDM30_. (APROBACION	NO	4985269585			
567269	19/12/2014	ZSCR	551	040-1	NA	'054	A2C91764000	#N/A	A2C9257220093	1	pcb assy GMSDM30 Top	NA	HALB	S.Real	 $150.79 	PS_SDM30_. (APROBACION	NO				
567269	19/12/2014	ZSCR	551	040-1	NA	'054	A2C91764100	#N/A	A2C9257230093	7	pcb assy GMSMD30 Top	NA	HALB	S.Real	" $1,798.65 "	PS_SDM30_. (APROBACION	NO	4985269753			
567269	19/12/2014	ZSCR	551	040-1	NA	'054	A2C91763800	#N/A	A2C9257200093	1	pcb botMAN GMSDM30 Top	NA	HALB	S.Real	 $140.84 	PS_SDM30_. (APROBACION	NO				
567269	19/12/2014	ZSCR	551	040-1	NA	'054	A2C91764400	#N/A	A2C9257270093	4	pcb assy GMSMD30 Top	NA	HALB	S.Real	" $1,536.48 "	PS_SDM30_. (APROBACION	NO	4985269754			
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83971900	#N/A	A2C8397190093	5	pcb topSMD top	NA	HALB	S.Real	" $1,661.55 "	PS_SDM10+_. (APROBACIO	NO	4985269766			
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83341500	#N/A	A2C8334150093	4	pcb topSMD TOP	NA	HALB	S.Real	 $887.96 	PS_SDM10+_. (APROBACIO	NO	4985269770			
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83972000	#N/A	A2C8397200093	4	pcb topSMD Top	NA	HALB	S.Real	" $1,435.00 "	PS_SDM10+_. (APROBACIO	NO	4985269773			
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83971400	#N/A	A2C8397160093	2	pcb topSMD Top	NA	HALB	S.Real	 $771.70 	PS_SDM10+_. (APROBACIO	NO	4985269772			
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83341500	#N/A	A2C8334150093	3	pcb topSMD TOP	NA	HALB	S.Real	 $665.97 	PS_SDM10+_. (APROBACIO	NO				
567274	19/12/2014	ZSCR	551	040-1	NA	'054	A2C83341400	#N/A	A2C8334140093	2	pcb topSMD TOP	NA	HALB	S.Real	 $389.32 	PS_SDM10+_. (APROBACIO	NO				
567276	19/12/2014	ZSCR	551	050-3	NA	'054	5WY78891	FE	5WY78891	5	MODUL CONTROL FOR AIRBAG E240	NA	FERT	NA	1456.1	PS_FORD_. (APROBACION	NO	4985269626			
567277	19/12/2014	ZSCR	551	050-3	NA	'054	A2C91085700	2800	A2C91085700	6	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	2566.08	PS_SDM10+_. (APROBACIO	NO	4985269645			
567277	19/12/2014	ZSCR	551	050-3	NA	'054	A2C91085400	2800	A2C91085400	2	ACU MY11 G40 12 XX 0 0 0 000	NA	FERT	NA	559.62	PS_SDM10+_. (APROBACIO	NO	4985269639			
567277	19/12/2014	ZSCR	551	050-3	NA	'054	A2C91085500	2800	A2C91085500	1	ACU MY11 G40 12 XX 0 1 0 000	NA	FERT	NA	390.9	PS_SDM10+_. (APROBACIO	NO	4985269641			
567278	19/12/2014	ZSCR	551	050-3	NA	'054	A2C91764400	#N/A	A2C9257270093	19	pcb assy GMSMD30 Top	NA	HALB	S.Real	" $7,298.28 "	PS_SDM30_. (APROBACION	NO	4985269754			
567280	19/12/2014	MB1A	551	050-3	K96019	'054	NA	NA	A2C85221001	8	pcb assy DAGSM D_2	NA	HALB	S.Real	" $1,972.48 "	PSAD_DAIMLER SMART_A.AN	NO	4985269466			
567280	19/12/2014	MB1A	551	050-3	K96019	'054	NA	1	A2C38172104	6	ACU DAGSMW453 MY13 S15 12 08 0 1 0 000	NA	FERT	NA	" $1,744.20 "	PSAD_DAIMLER SMART_A.AN	NO	4985269466			
567280	19/12/2014	MB1A	551	050-3	K96019	'054	NA	1	A2C38172105	1	ACU DAGSMW453 MY13 S15 12 08 0 0 0 000	NA	FERT	NA	 $290.70 	PSAD_DAIMLER SMART_A.AN	NO	4985269466			
567282	19/12/2014	MB1A	551	034-3	K96019	'054	NA	NA	A2C96631600	7	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	" $2,873.22 "	PSAD_DAIMLER STAR2_ISC_	NO	4985269466			
567282	19/12/2014	MB1A	551	034-3	K96019	'054	NA	NA	A2C83378601	3	pcb assy DAGSTAR2 V06 ISC	NA	HALB	S.Real	" $1,508.88 "	PSAD_DAIMLER STAR2_ISC_	NO	4985269466			
567282	19/12/2014	MB1A	551	034-3	K96019	'054	NA	NA	A2C92711900	5	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	" $2,052.30 "	PSAD_DAIMLER STAR2_ISC_	NO	4985269466			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44508	1	5WK44508	2	ACU VW10 MY09 M35	NA	FERT	NA	470.06	PS_VW10 LC_U.ULISES VIL	NO	4985269603			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44285	3	5WK44285	1	ACU VW10 MY09 M35	NA	FERT	NA	231.46	PS_VW10 LC_U.ULISES VIL	NO	4985269601			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44781	NA	A2C80954100	4	pcb assy VW10 V07	NA	HALB	S.Real/AutoBF	1033.64	PS_VW10 LC_U.ULISES VIL	NO	4985269570			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	A2C84851600	#N/A	A2C84835300	2	pcb assy VW10 V08	NA	HALB	S.Real	 $523.30 	PS_VW10 LC_U.ULISES VIL	NO				
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44285	02	A2C53367544	4	ACU VW10 MY10 M35 08 04 0 0 0 000	NA	HALB	S.Real	835.72	PS_VW10 LC_U.ULISES VIL	NO	4985269684			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44781	3	5WK44781	1	ACU VW10 MY09 M35	NA	FERT	NA	283.2	PS_VW10 LC_U.ULISES VIL	NO	4985269621			
567286	19/12/2014	ZSCR	551	050-3	NA	'054	5WK44385	#N/A	A2C53390474	2	ACU VW10 MY10 M35 12 NAR BOSE	NA	HALB	S.Real	495.12	PS_VW10 LC_U.ULISES VIL	NO	4985269694			
567287	19/12/2014	ZSCR	551	050-3	NA	'054	A2C30910808	NA	A2C32509000	10	pcb assy VW20 V01	NA	HALB	S.Real	1373.3	PSAD_VW20_U.ULISES VILL	NO	4985269655			
567512	20/12/2014	ZSCR	551	050-3	NA	'054	5WK44285SP	03	A2C53374378A	6	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	998.4	PS_VW10 LC_U.ULISES VIL	NO	4985269684			
567561	20/12/2014	ZSCR	551	030-1	NA	'054	A2C8253520093	#N/A	A2C82535900	4	pcb 4-lay sample	NA	ROH	NA	 $101.76 	PSAD_OPEL 4400_J.JOSE O	NO				
567563	20/12/2014	ZSCR	551	030-1	NA	'054	A2C8301690093	#N/A	A2C83017500	4	pcb 4-lay main	NA	ROH	NA	 $65.48 	OES_PSA_. (APROBACION	NO				
567565	20/12/2014	ZSCR	551	030-1	NA	'054	A2C3511610092	#N/A	A2C35115900	6	pcb 6-lay FR-4 main	NA	ROH	NA	151.32	PSAD_DAIMLER STAR 2_A.A	NO	4985269748			
567582	20/12/2014	ZSCR	551	030-1	NA	'054	5WK44822	#N/A	A2C32679900	18	pcb	NA	ROH	NA	352.8	PS_HONDA HRS6_J.JUAN CH	NO	4985269716			
567627	20/12/2014	ZSCR	551	040-2	NA	'054	5WK44508	#N/A	A2C53416946	1	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985269692			
567979	21/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	240	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	" $18,381.60 "	PS_RENAULT_. (APROBACI	NO	4985269466			
567980	21/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	12	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	" $1,422.96 "	PS_RENAULT_.	NO	4985269466			
567985	21/12/2014	ZSCR	551	030-1	NA	'054	A2C53374378A	#N/A	A2C53374377	6	pcb VW ZZDIV AC	NA	ROH	NA	 $95.16 	PS_VW10 LC_U.ULISES VIL	NO				
567991	21/12/2014	ZSCR	551	030-1	NA	'054	5WY77076	#N/A	A2C53096706	12	circuit board	NA	ROH	NA	334.56	PSAD_EPSILON_O.OSCAR FO	NO	4985269736			
568006	21/12/2014	ZSCR	551	030-1	NA	'054	5WK44749	#N/A	A2C8021770003	1	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4985269710			
568043	21/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	 $76.59 	PS_RENAULT_.	NO	4985269466			
568121	21/12/2014	ZSCR	551	040-1	NA	'054	5WK44508	#N/A	A2C53416946	1	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985269692			
568153	21/12/2014	MB1A	551	040-5	K96019	'054	NA	NA	A2C81455800	1	pcb assy RENT4 V01	NA	HALB	S.Real	 $132.30 	PS_RENAULT_.	NO	4985269466			
568181	21/12/2014	ZSCR	551	040-3	NA	'054	5WK44781	#N/A	A2C00014697	200	sticker	NA	ROH	NA	102	PS_VW10 LC_U.ULISES VIL	NO	4985269715			
568210	21/12/2014	ZSCR	551	98	NA	'054	A2C91764400	#N/A	A2C53338471	20	contact element	NA	ROH	NA	 $20.40 	PS_SDM30_. (APROBACION	NO	4985269754			
568210	21/12/2014	ZSCR	551	98	NA	'054	A2C91764400	#N/A	A2C40000025	10	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	 $68.30 	PS_SDM30_. (APROBACION	NO	4985269754			
568210	21/12/2014	ZSCR	551	98	NA	'054	A2C91764200	#N/A	A2C53395715	8	housing WIC P BK A-B	NA	ROH	NA	 $278.40 	PS_SDM30_. (APROBACION	NO				
568210	21/12/2014	ZSCR	551	98	NA	'054	A2C91764300	#N/A	A2C53395713	2	housing WIC P BK A-D	NA	ROH	NA	 $72.94 	PS_SDM30_. (APROBACION	NO				
568210	21/12/2014	ZSCR	551	98	NA	'054	A2C91764400	#N/A	A2C92598000	3	cover FIP T BK Laser Weld	NA	ROH	NA	 $7.44 	PS_SDM30_. (APROBACION	NO	4985269754			
568225	21/12/2014	ZSCR	551	030-1	NA	'054	A2C53416946	#N/A	A2C00023541	1	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	 $2.40 	PS_VW10 LC_U.ULISES VIL	NO				
568226	21/12/2014	ZSCR	551	030-1	NA	'054	A2C53416946	#N/A	A2C00023541	1	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	 $2.40 	PS_VW10 LC_U.ULISES VIL	NO				
568420	22/12/2014	ZSCR	551	030-1	NA	'054	5WK44822	#N/A	A2C32679900	6	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	4985269716			
568456	22/12/2014	ZSCR	551	040-1	NA	'054	5WK44508	#N/A	A2C53416946	1	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985269692			
568462	22/12/2014	ZSCR	551	040-5	NA	'054	A2C37924700	05	A2C53337250	12	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	 $2.28 	PS_FIAT BRAZIL_E.EDWIN	NO				
568462	22/12/2014	ZSCR	551	040-5	NA	'054	A2C37924700	05	A2C53332369	3	base plate B	NA	ROH	NA	 $20.88 	PS_FIAT BRAZIL_E.EDWIN	NO				
568463	22/12/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C81455800	1	pcb assy RENT4 V01	NA	HALB	S.Real	 $132.30 	PS_RENAULT_.	NO	4985269466			
568465	22/12/2014	ZSCR	551	040-3	NA	'054	A2C96636001	#N/A	A2C96660600	1	pcb assy PTFSPEED15 V01_1	NA	HALB	S.Real	 $156.04 	PS_FIAT BRAZIL_E.EDWIN	NO				
568496	22/12/2014	ZSCR	551	040-5	NA	'054	5WK44762	#N/A	A2C80323600	1	pcb assy HONHRS6 D_19	NA	HALB	S.Real	177.16	PS_HONDA HRS6_J.JUAN CH	NO	4985269713			
568511	22/12/2014	ZSCR	551	040-3	NA	'054	5WK44285	02	A2C00027389	10	cover	NA	ROH	NA	25.6	PS_VW10 LC_U.ULISES VIL	NO	4985269684			
568511	22/12/2014	ZSCR	551	040-3	NA	'054	5WK44285	02	A2C00027016	7	housing	NA	ROH	NA	112.7	PS_VW10 LC_U.ULISES VIL	NO	4985269684			
568713	23/12/2014	ZSCR	551	030-1	NA	'054	5WK44822	#N/A	A2C32679900	6	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	4985269716			
