No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	E	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
630508	14/06/2015	ZSCR	551	040-5	NA	'050	A2C8730230093	NA	A2C8730230093	4	3011	050	 	1405	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	641.72	S1_CUSW UF RFHM_A.ADRIA	NO	4991017942
630509	14/06/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	1	3011	050	 	1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_A.ADRIAN	NO	4991017933
630514	14/06/2015	ZSCR	551	030-1	NA	'050	A2C7449340193	NA	A2C7449340193	1	3011	050	 	1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991017906
630516	14/06/2015	ZSCR	551	034-2	NA	'050	A2C73785403	NA	A2C73599005	2	3011	050	 	1342	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018446
630518	14/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	1	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991017915
630519	14/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	1	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991017915
630521	14/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	2	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991017915
630524	14/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	1	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991017915
630535	14/06/2015	ZSCR	551	040-2	NA	'050	A2C31228800	NA	A2C31229200	4	3011	050	 	1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	253.92	S1_TIPM MEDIUM_P.PABLO	NO	4991018130
630537	14/06/2015	ZSCR	551	040-2	NA	'050	A2C73785403	NA	A2C73599005	2	3011	050	 	1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018446
630538	14/06/2015	ZSCR	551	040-5	NA	'015	A2C31231400T	NA	A2C31231400T	1				1405	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991015903
630543	14/06/2015	MB1A	551	010-4	95000052	'050	NA	NA	A2C31229200	2				1104	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	QN410094714	ROH	NA	126.96	410094714_TIPM M	NO	4991013380
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C00030945	148	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	5.92	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C00030945	98	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	3.92	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C00030945	75	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	3	S1_SPDJB_A.ARTURO ARRIE	NO	4991018599
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40001843	1	3011	050	 	1351	"R LIN,182R,1%,TK100,125mW,0805"		ROH	NA	0.01	S1_SPDJB_A.ARTURO ARRIE	NO	4991018599
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40007141	3	3011	050	 	1351	"C CER,X7R,10nF,10%,16V,0603,-"		ROH	NA	0.03	S1_SPDJB_A.ARTURO ARRIE	NO	4991018599
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40007145	41	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.82	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40007145	10	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.2	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40010805	1	3011	050	 	1351	"T BIP/BCP53T1,TBD"		ROH	NA	0.31	S1_SPDJB_A.ARTURO ARRIE	NO	4991018599
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40012025	50	3011	050	 	1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	1	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40012025	1	3011	050	 	1351	"R LIN,61R9,1%,TK100,250mW,1206"		ROH	NA	0.02	S1_SPDJB_A.ARTURO ARRIE	NO	4991018599
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40012049	117	3011	050	 	1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	5.85	S1_SPDJB_A.ARTURO ARRIE	NO	Stock
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40012049	34	3011	050	 	1351	"R LIN,1K3,5%,TK200,330mW,1210"		ROH	NA	1.7	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40012149	7	3011	050	 	1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.07	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015015	371	3011	050	 	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	129.85	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015015	1	3011	050	 	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	0.35	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
630564	14/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015034	4	3011	050	 	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.48	S1_SPDJB_A.ARTURO ARRIE	NO	Stock
630566	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C00042519	21	3011	050	 	1351	"4,36V,160mOhm,PowerSSO-24,GENERAL PURPOS"		ROH	NA	125.79	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630566	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002186	1325	3011	050	 	1351	"R LIN,470K,5%,TK200,100mW,0603"		ROH	NA	13.25	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630566	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	57	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	53.01	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630566	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40014082	6	3011	050	 	1351	"IC VOLT REG/TLE7270G,TO263-5-1"		ROH	NA	45	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001176	102	3011	050	 	1351	"D SUP/SMBJ30C,5.59*3.81*2.26"		ROH	NA	58.14	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40002156	1	3011	050	 	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_TIPM MEDIUM_A.ARTURO	NO	4991018077
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	41	3011	050	 	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.41	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	64	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	1.92	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	19	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	17.67	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40007070	2	3011	050	 	1351	"C CER,C0G,100pF,10%,50V,C0603,-"		ROH	NA	0.04	S1_TIPM MEDIUM_A.ARTURO	NO	4991018077
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40009952	61	3011	050	 	1351	"D ZEN/MMSZ39T1,39V,500mW,SOD 123"		ROH	NA	7.32	S1_TIPM MEDIUM_A.ARTURO	NO	4991018441
630567	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889800T	NA	A2C40012133	26	3011	050	 	1351	"R LIN,34K,1%,TK100,100mW,0603"		ROH	NA	0.26	S1_TIPM MEDIUM_A.ARTURO	NO	4991018077
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40001176	1	3011	050	 	1351	"D SUP/SMBJ30C,5.59*3.81*2.26"		ROH	NA	0.57	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40001281	5	3011	050	 	1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	0.35	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40005523	3	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.09	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40006055	7	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	6.51	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40007070	7	3011	050	 	1351	"C CER,C0G,100pF,10%,50V,C0603,-"		ROH	NA	0.14	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40007536	3	3011	050	 	1351	"D REC/BAV99,70V,100mA,SOT-23,15ns"		ROH	NA	0.24	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40007578	1	3011	050	 	1351	"D REC/S2G-7/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	0.27	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40010544	1	3011	050	 	1351	"C CER,X7R,10nF,10%,50V,0603,-"		ROH	NA	0.02	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630568	14/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40012166	5	3011	050	 	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.05	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00000522	1	3011	050	 	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	0.07	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00010444	86	3011	050	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.86	S1_RFHM CUSW_J.JORGE AG	NO	4991018684
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018230	3	3011	050	 	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.57	S1_RFHM CUSW_J.JORGE AG	NO	4991018778
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00018862	13	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	16.64	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	6	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	7.68	S1_RFHM CUSW_J.JORGE AG	NO	4991018778
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00018862	1	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	1.28	S1_RFHM CUSW_J.JORGE AG	NO	4991018259
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00033460	6	3011	050	 	1351	"TA CAP,TA,3.3uF,10%,25V,SMD"		ROH	NA	3.84	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00040024	4	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	2.08	S1_RFHM CUSW_J.JORGE AG	NO	4991018759
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216780092	NA	A2C00040024	36	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	18.72	S1_RFHM CUSW_J.JORGE AG	NO	4991018710
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00040024	12	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	6.24	S1_RFHM CUSW_J.JORGE AG	NO	4991018669
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730230092	NA	A2C40002678	8	3011	050	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.56	S1_RFHM CUSW_J.JORGE AG	NO	4991018784
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C40002678	59	3011	050	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	4.13	S1_RFHM CUSW_J.JORGE AG	NO	4991018759
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	14	3011	050	 	1351	antenna		ROH	NA	25.34	S1_RFHM CUSW_J.JORGE AG	NO	Stock
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	38	3011	050	 	1351	antenna		ROH	NA	68.78	S1_RFHM CUSW_J.JORGE AG	NO	Stock
630573	14/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	8	3011	050	 	1351	antenna		ROH	NA	14.48	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
630574	14/06/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00000357	64	3011	050	 	1351	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"		ROH	NA	4.48	S1_IGNM CUSW_J.JORGE AG	NO	4991018284
630574	14/06/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00034103	27	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.62	S1_IGNM CUSW_J.JORGE AG	NO	4991018284
630574	14/06/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00047333	58	3011	050	 	1351	"1,SMD,OPTOCOUPLER/TCPT1300X01"		ROH	NA	215.76	S1_IGNM CUSW_J.JORGE AG	NO	4991018284
630574	14/06/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00060691	7	3011	050	 	1351	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	1.12	S1_IGNM CUSW_J.JORGE AG	NO	4991018284
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00061523	4	3011	050	 	1351	"Q QUARTZ/NX3225GA 16MHz,16MHz,3225_G"		ROH	NA	6.96	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00061523	5	3011	050	 	1351	"Q QUARTZ/NX3225GA 16MHz,16MHz,3225_G"		ROH	NA	8.7	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00062237	3	3011	050	 	1351	"IC SMART POW/TLE7237SL,PG-SSOP-24-5"		ROH	NA	23.52	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40000993	20	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	5.8	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40000993	40	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	11.6	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40003916	56	3011	050	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.56	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40006738	396	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	7.92	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40012033	26	3011	050	 	1351	"R LIN,3K74,1%,TK100,250mW,R1206"		ROH	NA	0.52	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
630576	14/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40020713	57	3011	050	 	1351	"R LIN,1K,5%,TK200,500mW,1210"		ROH	NA	2.85	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
630577	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00038706	2	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.62	S1_WK_WD RFHUB_J.JORGE	NO	4991018698
630577	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00040024	8	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	4.16	S1_WK_WD RFHUB_J.JORGE	NO	4991018691
630577	14/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	32	3011	050	 	1351	antenna		ROH	NA	57.92	S1_WK_WD RFHUB_J.JORGE	NO	Stock
630579	14/06/2015	ZSCR	551	035-1	0	'050	A2C7393640093	NA	A2C00006606	2	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4991018482
630579	14/06/2015	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00006606	89	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.89	S1_CUSW UF PASE_J.JORGE	NO	4991018735
630579	14/06/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	6	3011	050	 	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO	4991018748
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133310193	NA	A2C00002144	1	3011	050	 	1351	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4991018798
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133320193	NA	A2C00059361	4	3011	050	 	1351	"220nF,10%,50V,X7R,0603,,CER CAP/"		ROH	NA	0.48	S1_CUSW UF PASE_J.JORGE	NO	4991018802
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133310193	NA	A2C00059361	1	3011	050	 	1351	"220nF,10%,50V,X7R,0603,,CER CAP/"		ROH	NA	0.12	S1_CUSW UF PASE_J.JORGE	NO	4991018798
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133300193	NA	A2C00059361	1	3011	050	 	1351	"220nF,10%,50V,X7R,0603,,CER CAP/"		ROH	NA	0.12	S1_CUSW UF PASE_J.JORGE	NO	4991018793
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133320192	NA	A2C40002831	1	3011	050	 	1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	0.21	S1_CUSW UF PASE_J.JORGE	NO	4991018801
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133320193	NA	A2C40005330	1	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	S1_CUSW UF PASE_J.JORGE	NO	4991018802
630580	14/06/2015	ZSCR	551	035-1	0	'050	A2C9133300193	NA	A2C53331174	3	3011	050	 	1351	antenna		ROH	NA	5.43	S1_CUSW UF PASE_J.JORGE	NO	Stock
630586	14/06/2015	ZSCR	551	030-1	NA	'050	A2C31231300T	NA	A2C31229200	4	3011	050	 	1301	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	253.92	S1_TIPM MEDIUM_P.PABLO	NO	4991018149
630586	14/06/2015	ZSCR	551	030-1	NA	'050	A2C30850600	NA	A2C53428227	8	3011	050	 	1301	PIN	NA	ROH	NA	2.32	S1_TIPM MEDIUM_P.PABLO	NO	4991018321
630586	14/06/2015	ZSCR	551	030-1	NA	'050	A2C33278600	NA	A2C53428228	84	3011	050	 	1301	PIN	NA	ROH	NA	22.68	S1_TIPM MEDIUM_P.PABLO	NO	4991018298
630586	14/06/2015	ZSCR	551	030-1	NA	'050	A2C33278800	NA	A2C53428229	8	3011	050	 	1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	2.48	S1_TIPM MEDIUM_P.PABLO	NO	Stock
630588	14/06/2015	ZSCR	551	030-1	NA	'050	A2C32118700	NA	A2C32118900	4	3011	050	 	1301	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	NA	ROH	NA	182.24	S1_SPDJB_P.PABLO PALMER	NO	Stock
630607	14/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016382
630682	15/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	4	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO	4991017402
630689	15/06/2015	ZSCR	551	040-2	NA	'015	A2C73601801	NA	A2C73637100	4	3011	015	 	1402	"HOUSING, UPPER CBC"	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO	4991017402
630691	15/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637200	1	3011	015	 	1424	"COVER, LOWER CBC"	NA	ROH	NA	7.06	S1_CBC MY15_. (APROBAC	NO	4991017402
630711	15/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	5	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	122.05	S1_CBC MY15_. (APROBAC	NO	4991017402
630715	15/06/2015	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	8	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	195.28	S1_CBC MY15_. (APROBAC	NO	4991017052
630721	15/06/2015	ZSCR	551	040-3	NA	'015	A2C74493401	NA	A2C74493401	1				1403	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016744
630725	15/06/2015	ZSCR	551	040-3	NA	'015	A2C74493401	NA	A2C74493401	1				1403	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016744
630729	15/06/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	1				1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016800
630732	15/06/2015	ZSCR	551	042-4	NA	'015	A2C73789706	NA	A2C73789706	1				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4991016789
630733	15/06/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	1				1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016800
630735	15/06/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	2				1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	782.64	S1_CBC MY15_. (APROBAC	NO	4991016800
630744	15/06/2015	ZSCR	551	042-4	NA	'015	A2C73789706	NA	A2C73789706	3				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1158.78	S1_CBC MY15_. (APROBAC	NO	4991016789
630757	15/06/2015	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	2				1342	module assy BCU BUX LOG	NA	HALB	S.Real	481.84	S1_TIPM LOGIC_P.PABLO P	NO	4991016072
630760	15/06/2015	ZSCR	551	034-1	NA	'015	68163903AB	NA	A2C33278700	1				1341	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4991016061
630841	15/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
630869	15/06/2015	MB1A	551	93	NA	'015	NA	NA	A2C73658000	4				1093	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	852.88	S1_TIPM MEDIUM_P.PABLO	NO	4991012988
630892	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C00019459	100				1253	sticker identi spool unprin	VUG019952	ROH	NA	75	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
630892	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C80162800	1				1253	pcb assy RKE 433 w/oKG Var#1	VUG019952	HALB	S.Real/AutoBF	118.74	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
