No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	E	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
632727	19/06/2015	ZSCR	551	040-2	NA	'015	A2C7365810093	NA	A2C7365810093	1				1402	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_TIPM MEDIUM_P.PABLO	NO	4991015925
632807	20/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991016382
632808	20/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016382
632809	20/06/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4991015843
632851	20/06/2015	ZSCR	551	040-1	NA	'015	A2C31231400	NA	A2C31231400T	1				1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991015847
632858	20/06/2015	ZSCR	551	040-4	NA	'015	A2C74493401	NA	A2C7449340193	1				1404	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016450
632877	20/06/2015	ZSCR	551	034-2	NA	'015	A2C32292100	NA	A2C3229710093	3				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	74.43	S1_RKE FOB CUSW_A.ADRIA	NO	4991016278
632881	20/06/2015	ZSCR	551	034-2	NA	'015	A2C38136400	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	51	S1_PASE FOB CUSW_A.ADRI	NO	4991016296
632881	20/06/2015	ZSCR	551	034-2	NA	'015	A2C86023300	NA	A2C7395960192	1				1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	48.49	S1_PASE FOB CUSW_A.ADRI	NO	4991016319
632882	20/06/2015	ZSCR	551	034-2	NA	'015	A2C38136400	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	51	S1_PASE FOB CUSW_A.ADRI	NO	4991016296
632882	20/06/2015	ZSCR	551	034-2	NA	'015	A2C86022700	NA	A2C7395960192	1				1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	48.49	S1_PASE FOB CUSW_A.ADRI	NO	4991016319
632884	20/06/2015	ZSCR	551	030-1	NA	'015	A2C38136400	NA	A2C3813640092	2				1301	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	102	S1_PASE FOB CUSW_A.ADRI	NO	4991016164
632886	20/06/2015	ZSCR	551	034-2	NA	'015	A2C86022700	NA	A2C7395960192	1				1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	48.49	S1_PASE FOB CUSW_A.ADRI	NO	4991016319
632887	20/06/2015	ZSCR	551	030-1	NA	'015	A2C73753502	NA	A2C8393040092	1				1301	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	46.12	S1_PASE FOB CUSW_A.ADRI	NO	4991016181
632887	20/06/2015	ZSCR	551	030-1	NA	'015	A2C87408000	NA	A2C8393050092	1				1301	"""SUB FOBIK PCB T-ASM, NA/EU(P U L RS) B"""	NA	HALB	S.Real	48.56	S1_PASE FOB CUSW_A.ADRI	NO	4991016185
632891	20/06/2015	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	1				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410110110	HALB	S.Real	51	410110110_PASE F	NO	4991013254
632892	20/06/2015	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	2				1104	pcb topSMD CHR UF 4-BTN bottom	QN410110110	HALB	S.Real	96.98	410110110_PASE F	NO	4991013254
632892	20/06/2015	MB1A	551	010-4	95000021	'015	NA	NA	A2C8393040092	1				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410110110	HALB	S.Real	46.12	410110110_PASE F	NO	4991013254
632905	20/06/2015	ZSCR	551	040-2	NA	'015	A2C74493401	NA	A2C7449340193	2				1402	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991016428
632906	20/06/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016382
632908	20/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
632909	20/06/2015	ZSCR	551	040-2	NA	'050	A2C31231400	NA	A2C53428225	2	3011	050	 	1402	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_P.PABLO P	NO	4991018154
632910	20/06/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016771
632921	20/06/2015	ZSCR	551	040-1	NA	'015	A2C32293100	NA	A2C3229710093	2				1401	CUSW PCB ASSY BOT	NA	HALB	S.Real	49.62	S1_RKE FOB CUSW_A.ADRIA	NO	4991016422
632923	20/06/2015	ZSCR	551	035-1	NA	'050	A2C82167700	NA	A2C00048063	3	3011	050	 	1351	"TLE8263E,SBC,CAN/2LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	39.15	S1_WK_WD RFHUB_A.ADRIAN	NO	4991018688
632923	20/06/2015	ZSCR	551	035-1	NA	'050	A2C82167600	NA	A2C00428900	1	3011	050	 	1351	"ATIC164 D2, IC RF/-,TRANSMITTER,125KHz,T"	NA	ROH	NA	25.36	S1_WK_WD RFHUB_A.ADRIAN	NO	4991018662
632924	20/06/2015	ZSCR	551	035-1	NA	'050	A2C82167700	NA	A2C00048063	4	3011	050	 	1351	"TLE8263E,SBC,CAN/2LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	52.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4991018688
632925	20/06/2015	ZSCR	551	035-1	NA	'050	A2C32144600	NA	A2C00046612	22	3011	050	 	1351	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"	NA	ROH	NA	550.88	S1_SPDJB_P.PABLO PALMER	NO	Stock
632932	20/06/2015	ZSCR	551	040-4	NA	'015	A2C31231400	NA	A2C31231400T	3				1404	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	697.56	S1_TIPM LOGIC_P.PABLO P	NO	4991015890
633012	20/06/2015	ZSCR	551	040-3	NA	'050	A2C31231400T	NA	A2C31231400T	10	3011	050	 	1403	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	2325.2	S1_TIPM LOGIC_P.PABLO P	NO	4991017836
633015	20/06/2015	ZSCR	551	030-1	NA	'050	A2C7449340193	NA	A2C7449340193	2	3011	050	 	1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC_P.PABLO PALMER-C	NO	4991017906
633017	20/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C38081400	3				1104	"""SUB FOBIK PCB T-ASM, NA/EU(U L T)"""	QN410110110	HALB	S.Real/AutoBF	139.05	410110110_CUSW U	NO	4991013040
633017	20/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C38136400	49				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS)"""	QN410110110	HALB	S.Real/AutoBF	2510.76	410110110_CUSW U	NO	4991013040
633017	20/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C73959601	14				1104	pcb topSMD CHR UF 4-BTN	QN410110110	HALB	S.Real/AutoBF	684.04	410110110_CUSW U	NO	4991013040
633017	20/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C73959801	11				1104	pcb topSMD CHR UF 5-BTN	QN410110110	HALB	S.Real/AutoBF	566.06	410110110_CUSW U	NO	4991013040
633017	20/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C83930400	17				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L)"""	QN410110110	HALB	S.Real/AutoBF	787.95	410110110_CUSW U	NO	4991013040
633025	21/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	2	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.1	S1_CBC MY15_. (APROBAC	NO	4991017915
633027	21/06/2015	ZSCR	551	022-2	NA	'050	A2C81624600	NA	A2C82135400	4	3011	050	 	1222	pcb panel 4-up	NA	ROH	NA	135.8	S1_CUSW UF PASE_A.ADRIA	NO	Stock
633049	21/06/2015	ZSCR	551	030-1	NA	'050	A2C3808140092	NA	A2C3808140092	1	3011	050	 	1301	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	NA	HALB	S.Real	46.12	S1_PASE FOB CUSW_A.ADRI	NO	4991017867
633054	21/06/2015	ZSCR	551	030-1	NA	'050	A2C3813640092	NA	A2C3813640092	1	3011	050	 	1301	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	51	S1_CUSW UF PASE_A.ADRIA	NO	4991017881
633054	21/06/2015	ZSCR	551	030-1	NA	'050	A2C3813640092	NA	A2C3813640092	1	3011	050	 	1301	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	51	S1_CUSW UF PASE_A.ADRIA	NO	4991017881
633066	21/06/2015	ZSCR	551	030-1	NA	'050	A2C31231400	NA	A2C31231400	1	3011	050	 	1301	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991017965
633067	21/06/2015	ZSCR	551	030-1	NA	'050	A2C31231400T	NA	A2C31231400T	1	3011	050	 	1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991017852
633096	21/06/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016771
633097	21/06/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016771
633100	21/06/2015	ZSCR	551	034-2	NA	'015	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4991015843
633102	21/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C7395960192	6				1104	pcb topSMD CHR UF 4-BTN bottom	QN410110110	HALB	S.Real	290.94	410110110_CUSW U	NO	4991013040
633102	21/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C8393040092	1				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410110110	HALB	S.Real	46.12	410110110_CUSW U	NO	4991013040
633102	21/06/2015	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C8393100092	2				1104	"""SUB FOBIK PCB TOP-ASM, JP(U L) bottom"""	QN410110110	HALB	S.Real	87.36	410110110_CUSW U	NO	4991013040
633103	21/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC_P.PABLO PALMER-C	NO	4991016307
633116	21/06/2015	ZSCR	551	030-1	NA	'050	A2C7378970693	NA	A2C7378970693	1	3011	050	 	1301	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC_P.PABLO PALMER-C	NO	4991017894
633142	21/06/2015	ZSCR	551	042-4	NA	'015	A2C7449340193	NA	A2C7449340193	1				1424	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016477
633163	21/06/2015	ZSCR	551	040-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1402	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016428
633186	21/06/2015	ZSCR	551	034-2	NA	'015	A2C80836700	NA	A2C80836700	2				1342	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	475.34	S1_SPDJB_P.PABLO PALMER	NO	4991016665
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C00030945	52	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.08	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C00030945	47	3011	050	 	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	1.88	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40001999	12	3011	050	 	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	0.96	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40001999	2	3011	050	 	1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	0.16	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40002004	73	3011	050	 	1351	"R LIN,1K3,5%,TK200,750mW,2010"		ROH	NA	5.84	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40010597	1	3011	050	 	1351	"T BIP/-,SOT23"		ROH	NA	0.1	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40011996	6	3011	050	 	1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.42	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40012166	17	3011	050	 	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.17	S1_SPDJB_A.ARTURO ARRIE	NO	Stock
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40012166	5	3011	050	 	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.05	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40012693	2	3011	050	 	1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	1.18	S1_SPDJB_A.ARTURO ARRIE	NO	4991018625
633214	21/06/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40015015	8	3011	050	 	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	2.8	S1_SPDJB_A.ARTURO ARRIE	NO	4991018641
633217	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007039	25	3011	050	 	1351	"C CER,C0G,15pF,2%,50V,0603,-"		ROH	NA	0.75	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633217	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40010607	29	3011	050	 	1351	"IC VOLT REG/TLE4250G,SCT-595"		ROH	NA	40.6	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C00023271	9	3011	050	 	1351	"4,EQ ISO,konvex 1206,2K2,5%,63mW,NET RES"		ROH	NA	0.27	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	6	3011	050	 	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.06	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	4	3011	050	 	1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	0.04	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	1	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.03	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007578	1	3011	050	 	1351	"D REC/S2G-7/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	0.27	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40009952	17	3011	050	 	1351	"D ZEN/MMSZ39T1,39V,500mW,SOD 123"		ROH	NA	2.04	S1_TIPM MEDIUM_A.ARTURO	NO	4991018441
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40010561	118	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,-"		ROH	NA	9.44	S1_TIPM MEDIUM_A.ARTURO	NO	4991018441
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40010832	4	3011	050	 	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	0.4	S1_TIPM MEDIUM_A.ARTURO	NO	4991018441
633218	21/06/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40010832	15	3011	050	 	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	1.5	S1_TIPM MEDIUM_A.ARTURO	NO	4991018189
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40001281	2	3011	050	 	1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	0.14	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40002163	3	3011	050	 	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.03	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40002191	2	3011	050	 	1351	"R LIN,5K6,5%,TK200,100mW,0603"		ROH	NA	0.02	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40003098	2	3011	050	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.02	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40005518	17	3011	050	 	1351	"R NET,1K,5%,63mW,1206"		ROH	NA	0.51	S1_TIPM LOGIC_A.ARTURO	NO	Stock
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40005523	4	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.12	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40006055	23	3011	050	 	1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	21.39	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40007534	23	3011	050	 	1351	"D REC/SBAW56LT3,0V,0A,TBD,0s"		ROH	NA	1.61	S1_TIPM LOGIC_A.ARTURO	NO	Stock
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C40010832	1	3011	050	 	1351	"T BIP/SMBT1294,SOT23"		ROH	NA	0.1	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633219	21/06/2015	ZSCR	551	035-1	0	'050	A2C30889900T	NA	A2C53041498	6	3011	050	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.48	S1_TIPM LOGIC_A.ARTURO	NO	4991018101
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00002174	3	3011	050	 	1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	0.66	S1_RFHM CUSW_J.JORGE AG	NO	Stock
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8016300093	NA	A2C00018230	1	3011	050	 	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.19	S1_RFHM CUSW_J.JORGE AG	NO	4991018595
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	32	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	40.96	S1_RFHM CUSW_J.JORGE AG	NO	4991018778
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00018862	51	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	65.28	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216780092	NA	A2C00033344	2	3011	050	 	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.38	S1_RFHM CUSW_J.JORGE AG	NO	4991018710
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00033344	22	3011	050	 	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	4.18	S1_RFHM CUSW_J.JORGE AG	NO	4991018778
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00034103	36	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	2.16	S1_RFHM CUSW_J.JORGE AG	NO	4991018669
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00038706	30	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	9.3	S1_RFHM CUSW_J.JORGE AG	NO	4991018684
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C00038706	1	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.31	S1_RFHM CUSW_J.JORGE AG	NO	4991018715
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00038706	21	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	6.51	S1_RFHM CUSW_J.JORGE AG	NO	4991018778
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00038706	2	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.62	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216790093	NA	A2C00039707	1	3011	050	 	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	0.45	S1_RFHM CUSW_J.JORGE AG	NO	4991018726
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00039707	1	3011	050	 	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	0.45	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00040024	234	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	121.68	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C00040024	3	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	1.56	S1_RFHM CUSW_J.JORGE AG	NO	4991018251
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00040024	10	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	5.2	S1_RFHM CUSW_J.JORGE AG	NO	4991018259
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00040024	23	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	11.96	S1_RFHM CUSW_J.JORGE AG	NO	4991018759
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00040024	113	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	58.76	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40001444	1	3011	050	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn++ Open M"		ROH	NA	0.04	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40005330	3	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.03	S1_RFHM CUSW_J.JORGE AG	NO	4991018786
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40012005	1	3011	050	 	1351	"R LIN,330R,5%,TK200,250mW,1206"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO	Stock
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8216790093	NA	A2C53331174	4	3011	050	 	1351	antenna		ROH	NA	7.24	S1_RFHM CUSW_J.JORGE AG	NO	4991018726
633224	21/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	4	3011	050	 	1351	antenna		ROH	NA	7.24	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
633225	21/06/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	4	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	0.32	S1_RKE FOB CUSW_J.JORGE	NO	4991018277
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00000561	112	3011	050	 	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	8.96	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
633227	21/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00002044	178	3011	050	 	1351	"680pF,5%,100V,C0G,0805,TINNED,CER CAP/"		ROH	NA	17.8	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
