No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00045575	13	1351	"UPD76F0117GJ(A1),A1,LQFP144,FLASH,32bit,"		ROH	NA	446.29	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00050588	1	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	4.45	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00050686	9	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	44.82	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00054190	1	1351	"VND5E025LKTR-E/2,41V,25mOhm,PowerSSO-24,"		ROH	NA	7.28	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C40001102	8	1351	"IC SMART POW/SC33480BLPNAFR2,24 PQFN,5,4"		ROH	NA	207.36	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00006606	7	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.07	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00010444	130	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	1.3	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00020090	53	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	1.06	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00031578	80	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	2.4	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00040665	163	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	14.67	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175680	06/07/2012	ZSCR	551	035-1	0	A2C3217110093	NA	A2C00040667	26	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	2.34	S2_KEY FOB_ANTONIO ALAR	NO	4959425747
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	6577362015	1	1351	"220PF,5%,50V,NPO,0603,NISN,CER"		ROH	NA	0.02	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	6592312039	6	1351	"75V,200MA,QUADRO-MINIMELF,FAST"		ROH	NA	0.36	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175681	06/07/2012	ZSCR	551	035-1	0	6598037611	NA	9152246	1	1351	"68K,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	S2_NISSAN STEPS_ANTONIO	NO	4959425624
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	9152246	5	1351	"68K,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.05	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	9153071	41	1351	"1K5,5%,TK250,250MW,1206,FIX RE"		ROH	NA	0.82	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175681	06/07/2012	ZSCR	551	035-1	0	6598037611	NA	9165705	4	1351	"110K,1%,TK100,63MW,0603,FIX RE"		ROH	NA	0.04	S2_NISSAN STEPS_ANTONIO	NO	4959425624
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	A2C00000176	1	1351	"33V,500mW,MINIMELF_D,ZENER/BZT55C33GS08"		ROH	NA	0.1	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175681	06/07/2012	ZSCR	551	035-1	0	6598037612	NA	A2C00003833	3	1351	"5K23,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.24	S2_NISSAN STEPS_ANTONIO	NO	4959425645
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00000251	182	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	18.2	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00000430	1	1351	"40V,3A,1,SCHOTTKY,DO214AB,RECT DIODE/MBR"		ROH	NA	0.49	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00001085	14	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	8.12	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00001085	18	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	10.44	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00001085	197	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	114.26	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00001085	10	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	5.8	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00001085	27	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	15.66	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00002190	2	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.04	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00002190	13	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.26	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00003408	10	1351	"10K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.1	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00003422	1	1351	"1K2,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00003827	1	1351	"560R,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.01	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00003848	1	1351	"47R,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00003959	15	1351	"82K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.15	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00003959	9	1351	"82K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.09	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00003959	8	1351	"82K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.08	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00004349	381	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	3.81	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00004349	1	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00004349	336	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	3.36	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00004349	38	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.38	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00004349	97	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.97	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00007716	1	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	0.87	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00007716	16	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	13.92	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00011743	2	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	0.18	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00017618	2	1351	"10uF,20%,35V,SMD,AL,ELEC CAP/EEVHD1V100P"		ROH	NA	0.98	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00017618	1	1351	"10uF,20%,35V,SMD,AL,ELEC CAP/EEVHD1V100P"		ROH	NA	0.49	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00017618	1	1351	"10uF,20%,35V,SMD,AL,ELEC CAP/EEVHD1V100P"		ROH	NA	0.49	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00020280	1	1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/VJ"		ROH	NA	0.08	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00021545	257	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	43.69	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00021545	149	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	25.33	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00021545	183	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	31.11	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00021545	78	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	13.26	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00021545	227	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	38.59	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00023270	1	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.04	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00023270	4	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.16	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00024927	1	1351	"1,COUNT,SO16,LOGIC/MC14060BDR2. The lead"		ROH	NA	0.81	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00026743	40	1351	"3.3pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.6	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00030941	10	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.4	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00038646	39	1351	"22nH,500mA,SMD,COIL/LQW18AN22NG00"		ROH	NA	15.21	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00039707	4	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	1.92	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00039707	6	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	2.88	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00040898	1	1351	"1,41V,160mOhm,SO8,GENERAL PURPOSE,HIGH S"		ROH	NA	2.39	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00041109	19	1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	1.9	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00041109	14	1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	1.4	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53419998T	NA	A2C00042724	1	1351	"D SUP/PESD1CAN,SOT23"		ROH	NA	0.65	S4_PQ35_CHRISTIAN ORONA	NO	4959426175
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420002T	NA	A2C00045662	3	1351	"400W,30V,SMA/DO214AC,bidirectional SUP D"		ROH	NA	1.29	S4_PQ35_CHRISTIAN ORONA	NO	4959426220
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00046632	2	1351	"UPD76F0118GM(A1),A1,LQFP176,FLASH,32bit,"		ROH	NA	67.82	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00046632	3	1351	"UPD76F0118GM(A1),A1,LQFP176,FLASH,32bit,"		ROH	NA	101.73	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00048056	5	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	9.25	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00049966	1	1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	1.89	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00050570	10	1351	"2K7,1%,TK100,100mW,0603,LIN RES/D11/CRCW"		ROH	NA	0.1	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00050588	2	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	8.9	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C53041749	1	1351	"1K62,1%,TK50,100mW,0603,LIN RES/MCT0603-"		ROH	NA	0.05	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175682	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C53375402	5	1351	receiver DIVZZDIV RXI-35-3		ROH	NA	137.4	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00000251	3	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	0.3	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00003469	1	1351	"2K2,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.02	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00010195	34	1351	"70V,200mA,4,FAST,SOT363,RECT DIODE/BAW56"		ROH	NA	7.14	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00010195	19	1351	"70V,200mA,4,FAST,SOT363,RECT DIODE/BAW56"		ROH	NA	3.99	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00010195	20	1351	"70V,200mA,4,FAST,SOT363,RECT DIODE/BAW56"		ROH	NA	4.2	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175683	06/07/2012	ZSCR	551	035-1	0	A2C53419999T	NA	A2C00010195	58	1351	"70V,200mA,4,FAST,SOT363,RECT DIODE/BAW56"		ROH	NA	12.18	S4_PQ35_CHRISTIAN ORONA	NO	4959426196
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00024964	2	1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.18	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00024964	1	1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.09	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53419999T	NA	A2C00024964	9	1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.81	S4_PQ35_CHRISTIAN ORONA	NO	4959426196
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00033344	2	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.56	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00033344	8	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	2.24	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175683	06/07/2012	ZSCR	551	035-1	0	A2C53419999T	NA	A2C00038646	280	1351	"22nH,500mA,SMD,COIL/LQW18AN22NG00"		ROH	NA	109.2	S4_PQ35_CHRISTIAN ORONA	NO	4959426196
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00039708	47	1351	"1,PNP,RET,R<b>=47k,R<e-b>=47k,70mA,50V,S"		ROH	NA	4.23	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00041162	3	1351	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	1.17	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00041162	1	1351	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	0.39	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00041162	33	1351	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	12.87	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00044201	2	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.32	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00046632	1	1351	"UPD76F0118GM(A1),A1,LQFP176,FLASH,32bit,"		ROH	NA	33.91	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00049966	14	1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	26.46	S4_PQ35_CHRISTIAN ORONA	NO	4959426366
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C00050588	1	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	4.45	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00052545	1	1351	"L COIL/ACT45B/100uH,200mA,SMD"		ROH	NA	1.66	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420004T	NA	A2C00057295	12	1351	"TRANSCEIVER,CAN,LIN,HTSSOP32,BUS DRIVER"		ROH	NA	189.24	S4_PQ35_CHRISTIAN ORONA	NO	4959426326
175683	06/07/2012	ZSCR	551	035-1	0	A2C53420007T	NA	A2C53375402	12	1351	receiver DIVZZDIV RXI-35-3		ROH	NA	329.76	S4_PQ35_CHRISTIAN ORONA	NO	4959426407
175684	06/07/2012	ZSCR	551	035-1	0	A2C53361994T	NA	A2C00019938	1	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	0.13	S4_PQ25_CHRISTIAN ORONA	NO	4959426088
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40000731	11	1351	"IC VOLT REG/LM4050BEM3-4.1-T,SOT23-3"		ROH	NA	42.13	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40001102	8	1351	"IC SMART POW/SC33480BLPNAFR2,24 PQFN,5,4"		ROH	NA	207.36	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40001104	4	1351	IC MCU BLK/UPD70F3469M2GM(A1) (V850/E1-F		ROH	NA	218.12	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40001442	2	1351	"D REC/DSC,70V,200mA,SOT323,0s"		ROH	NA	0.18	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40001484	10	1351	"EM OTH POLY FUSE/-TBD-,16V,800mA"		ROH	NA	18.6	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40002593	233	1351	"Q QUARTZ/AT-51CD2 (Safety) 8 MHz,8MHz,1"		ROH	NA	1018.21	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080092	NA	A2C40004066	13	1351	"R LIN,220K,1%,TK100,100mW,0603"		ROH	NA	0.13	S1_GLOBAL A_LUIS LIZARR	NO	4959425772
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40004066	26	1351	"R LIN,220K,1%,TK100,100mW,0603"		ROH	NA	0.26	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40005594	6	1351	"C ELEC,TA,10uF,10%,16V"		ROH	NA	2.94	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40006675	49	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.49	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080092	NA	A2C40007609	2	1351	"D SUP/SS26/5BTNMA,SOT23"		ROH	NA	0.3	S1_GLOBAL A_LUIS LIZARR	NO	4959425772
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40013563	3	1351	"T BIP/BCR108S,SOT363"		ROH	NA	0.6	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
175685	06/07/2012	ZSCR	551	035-1	0	A2C3471080093	NA	A2C40014441	1	1351	"EX1-2U1 RELAY,TBD,SINGLE,12V"		ROH	NA	9.37	S1_GLOBAL A_LUIS LIZARR	NO	4959425784
