No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
589680	2/19/2015	ZSCR	551	030-1	NA	'063	A2C32522600H	NA	A2C86158100	1301	pcb	NA	ROH	NA	306.9	S5_FOB HONDA MY14_S.SAL	NO	4987124154	
589698	2/19/2015	ZSCR	551	040-3	NA	'063	A2C32522600	NA	A2C32522500	1403	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
589698	2/19/2015	ZSCR	551	040-3	NA	'063	5WK49521	NA	A2C53105128	1403	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
589698	2/19/2015	ZSCR	551	040-3	NA	'063	A2C80084800	NA	A2C81649900	1403	cover	NA	ROH	NA	2.32	S5_FOB HONDA MY14_S.SAL	NO	4987124241	
589701	2/19/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C86158100	1301	pcb	NA	ROH	NA	409.2	S5_FOB HONDA MY14_S.SAL	NO	4987124154	
589707	2/19/2015	ZSCR	551	034-2	NA	'063	A2C82035100	NA	A2C92854200	1342	pcb	NA	ROH	NA	232.2	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589712	2/19/2015	ZSCR	551	040-2	NA	'063	A2C80052600H	NA	A2C32882900	1402	multipoint connector 88P H 3SYS BK	NA	ROH	NA	116.67	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589717	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37668800	NA	A2C00715300	1301	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	31.2	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589717	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37668800	NA	A2C37961200	1301	antenna	NA	ROH	NA	10.56	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589720	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49829	NA	A2C53253118	1342	pcb panel 1-up	NA	ROH	NA	1563.2	S5_SMART FOB_E.ENRIQUE	NO	4987124534	
589736	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37667600	NA	A2C32882900	1301	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589737	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37667600	NA	A2C32882900	1301	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589740	2/19/2015	ZSCR	551	034-2	NA	'063	A2C37667600	NA	A2C32882900	1342	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589751	2/19/2015	ZSCR	551	034-9	NA	'063	A2C37668800	NA	A2C00715300	1349	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	31.2	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589751	2/19/2015	ZSCR	551	034-9	NA	'063	A2C37668800	NA	A2C37961200	1349	antenna	NA	ROH	NA	10.56	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589756	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37978000	NA	A2C00014547	1301	"pan head screw 3,0 x 6,00 case"	NA	ROH	NA	0.44	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589756	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37717300	NA	A2C53091792	1301	pin header 3P H 1R THP GN	NA	ROH	NA	11.68	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589756	2/19/2015	ZSCR	551	030-1	NA	'063	A2C37717300	NA	A2C80222000	1301	plug receptacle 1P H CI THP BK	NA	ROH	NA	29.98	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589760	2/19/2015	ZSCR	551	040-1	NA	'063	A2C37667600	NA	A2C32882900	1401	multipoint connector 88P H 3SYS BK	NA	ROH	NA	77.78	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589764	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37978000	NA	A2C00014547	1222	"pan head screw 3,0 x 6,00 case"	NA	ROH	NA	0.44	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589764	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37717300	NA	A2C53091792	1222	pin header 3P H 1R THP GN	NA	ROH	NA	11.68	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589764	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37717300	NA	A2C80222000	1222	plug receptacle 1P H CI THP BK	NA	ROH	NA	29.98	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C00715300	1222	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	93.6	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C32523100	NA	A2C32521700	1222	ring HONMY14IDGEBE	NA	ROH	NA	3.13	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37924401	1222	housing bottom	NA	ROH	NA	6.42	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37961200	1222	antenna	NA	ROH	NA	31.68	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37961601	1222	slide	NA	ROH	NA	1.49	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37961701	1222	symbol carrier BK	NA	ROH	NA	23.36	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	5WK49521	NA	A2C53105128	1222	Contact Spring positive	NA	ROH	NA	0.93	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	5WK49525	NA	A2C53285408	1222	"label D= 3,00mm white paper"	NA	ROH	NA	0.12	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37924100	NA	A2C81783700	1222	"compression spring D= 1,78x 0,27x 10,80"	NA	ROH	NA	0.33	S5_BIDIR FOB HONDA MY14	NO	4987125505	
589767	2/19/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C93518100	1222	housing Housing PCB 2	NA	ROH	NA	16.29	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589772	2/19/2015	ZSCR	551	022-2	NA	'063	5WK49210	NA	A2C53216753	1222	cover	NA	ROH	NA	10.74	S5_RXM_E.ENRIQUE GARCIA	NO	4987124482	
589772	2/19/2015	ZSCR	551	022-2	NA	'063	5WK49210	NA	A2C53216755	1222	housing	NA	ROH	NA	145.98	S5_RXM_E.ENRIQUE GARCIA	NO	4987124482	
589773	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49215	NA	A2C53216754	1342	housing	NA	ROH	NA	96.04	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589775	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C00010398	1342	"EM OTH BATTERY/CR1616,57mAh,3V"	NA	ROH	NA	46.05	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589775	2/19/2015	ZSCR	551	034-2	NA	'063	A2C31348400	NA	A2C30440400	1342	sealing 50 2-button	NA	ROH	NA	148.35	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589775	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53215555	1342	contact spring	NA	ROH	NA	6.45	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589775	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53380225	1342	housing cover	NA	ROH	NA	12.15	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589775	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53380226	1342	housing bottom	NA	ROH	NA	15.45	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589778	2/19/2015	ZSCR	551	034-2	NA	'063	A2C82728300	NA	A2C96467600	1342	housing	NA	ROH	NA	40.59	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589779	2/19/2015	ZSCR	551	040-1	NA	'063	A2C82728300	NA	A2C96467600	1401	housing	NA	ROH	NA	27.06	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589780	2/19/2015	ZSCR	551	040-1	NA	'063	A2C37978000	NA	A2C37980700	1401	housing bottom	NA	ROH	NA	14.3	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
589782	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53380225	1342	housing cover	NA	ROH	NA	5.67	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589783	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C00010398	1342	"EM OTH BATTERY/CR1616,57mAh,3V"	NA	ROH	NA	33.77	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589783	2/19/2015	ZSCR	551	034-2	NA	'063	A2C31348400	NA	A2C30440400	1342	sealing 50 2-button	NA	ROH	NA	59.34	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589783	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53215555	1342	contact spring	NA	ROH	NA	6.02	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589783	2/19/2015	ZSCR	551	034-2	NA	'063	5WK49308	NA	A2C53380226	1342	housing bottom	NA	ROH	NA	14.42	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
589785	2/19/2015	ZSCR	551	040-3	NA	'063	A2C37667600	NA	A2C32882900	1403	multipoint connector 88P H 3SYS BK	NA	ROH	NA	194.45	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589786	2/19/2015	ZSCR	551	040-1	NA	'063	A2C37667600	NA	A2C32882900	1401	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589787	2/19/2015	ZSCR	551	040-1	NA	'063	A2C37667600	NA	A2C32882900	1401	multipoint connector 88P H 3SYS BK	NA	ROH	NA	77.78	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589788	2/19/2015	ZSCR	551	040-1	NA	'063	A2C37667600	NA	A2C32882900	1401	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
589790	2/19/2015	ZSCR	551	040-1	NA	'063	A2C80084200	NA	A2C32517800	1401	cover	NA	ROH	NA	4.88	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
589790	2/19/2015	ZSCR	551	040-1	NA	'063	A2C32522600	NA	A2C32522500	1401	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
589953	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49215	NA	A2C53216753	1342	cover	NA	ROH	NA	3.58	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589953	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49215	NA	A2C53216754	1342	housing	NA	ROH	NA	24.01	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589967	2/20/2015	ZSCR	551	034-4	NA	'063	5WK49215	NA	A2C53216754	1344	housing	NA	ROH	NA	48.02	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589973	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49215	NA	A2C53216753	1342	cover	NA	ROH	NA	3.58	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589973	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49215	NA	A2C53216754	1342	housing	NA	ROH	NA	24.01	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589976	2/20/2015	ZSCR	551	034-9	NA	'063	5WK49215	NA	A2C53216753	1349	cover	NA	ROH	NA	3.58	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589976	2/20/2015	ZSCR	551	034-9	NA	'063	5WK49215	NA	A2C53216754	1349	housing	NA	ROH	NA	48.02	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	5WK49521	NA	A2C00004906	1341	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	9.78	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	A2C37668800	NA	A2C00715300	1341	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	405.6	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	A2C37668800	NA	A2C37961200	1341	antenna	NA	ROH	NA	126.72	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	A2C37668800	NA	A2C37961701	1341	symbol carrier BK	NA	ROH	NA	46.72	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	A2C37668800	NA	A2C37966100	1341	cover	NA	ROH	NA	40.5	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	5WK49521	NA	A2C53105128	1341	Contact Spring positive	NA	ROH	NA	2.17	S5_BIDIR FOB HONDA MY14	NO	4987123806	
589997	2/20/2015	ZSCR	551	034-1	NA	'063	A2C37668800	NA	A2C93518100	1341	housing Housing PCB 2	NA	ROH	NA	54.3	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590003	2/20/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522400	1301	cover	NA	ROH	NA	6.3	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590003	2/20/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	7.05	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590003	2/20/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.93	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590006	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522400	1342	cover	NA	ROH	NA	4.2	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590006	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522500	1342	housing	NA	ROH	NA	4.7	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590006	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C53105128	1342	Contact Spring positive	NA	ROH	NA	0.62	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590009	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600H	NA	A2C32522400	1342	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590009	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522500	1342	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590009	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C53105128	1342	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590032	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522400	1342	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590032	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522500	1342	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590032	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C53105128	1342	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590035	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522400	1342	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590035	2/20/2015	ZSCR	551	034-2	NA	'063	A2C32522600	NA	A2C32522500	1342	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590035	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C53105128	1342	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590078	2/20/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522400	1301	cover	NA	ROH	NA	4.2	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590078	2/20/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	4.7	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590078	2/20/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.62	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590093	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49309	NA	A2C31535000	1342	pcb HONDA KEY U	NA	ROH	NA	185.6	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
590115	2/20/2015	ZSCR	551	034-2	NA	'063	5WK49309	NA	A2C31535000	1342	pcb HONDA KEY U	NA	ROH	NA	185.6	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
590168	2/20/2015	ZSCR	551	040-1	NA	'063	A2C32522600	NA	A2C32522400	1401	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590168	2/20/2015	ZSCR	551	040-1	NA	'063	A2C32522600	NA	A2C32522500	1401	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590168	2/20/2015	ZSCR	551	040-1	NA	'063	5WK49521	NA	A2C53105128	1401	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590182	2/20/2015	ZSCR	551	040-3	NA	'063	5WK47832	NA	A2C53249345	1403	housing assy	NA	ROH	NA	30.16	S5_ACURA ECU_E.ENRIQUE	NO	4987123698	
590182	2/20/2015	ZSCR	551	040-3	NA	'063	5WK47832	NA	A2C53249431	1403	multipoint connector 73P H 3SYS BK	NA	ROH	NA	95.96	S5_ACURA ECU_E.ENRIQUE	NO	4987123698	
590386	2/21/2015	ZSCR	551	034-2	NA	'063	A2C37667600	NA	A2C32882900	1342	multipoint connector 88P H 3SYS BK	NA	ROH	NA	38.89	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
590390	2/21/2015	ZSCR	551	030-1	NA	'063	A2C80084600	NA	A2C32517200	1301	cover	NA	ROH	NA	2.44	S5_FOB HONDA MY14_S.SAL	NO	4987123930	
590390	2/21/2015	ZSCR	551	030-1	NA	'063	A2C80084300F	NA	A2C32517800	1301	cover	NA	ROH	NA	2.44	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
590390	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590390	2/21/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590396	2/21/2015	ZSCR	551	030-1	NA	'063	A2C80084600	NA	A2C32517200	1301	cover	NA	ROH	NA	2.44	S5_FOB HONDA MY14_S.SAL	NO	4987123930	
590396	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590396	2/21/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590458	2/21/2015	ZSCR	551	040-2	NA	'063	A2C30984500	NA	A2C53335101	1402	pin header 20P H 2R PF BK	NA	ROH	NA	27.44	S5_TG ECU_. (APROBACIO	NO	4987124550	
590458	2/21/2015	ZSCR	551	040-2	NA	'063	A2C30984500	NA	A2C53339918	1402	housing assy	NA	ROH	NA	28.84	S5_TG ECU_. (APROBACIO	NO	4987124550	
590460	2/21/2015	ZSCR	551	040-2	NA	'063	5WK49215	NA	A2C53216753	1402	cover	NA	ROH	NA	1.79	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
590460	2/21/2015	ZSCR	551	040-2	NA	'063	5WK49215	NA	A2C53216754	1402	housing	NA	ROH	NA	24.01	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
590463	2/21/2015	ZSCR	551	034-2	NA	'063	A2C82728300	NA	A2C96467600	1342	housing	NA	ROH	NA	54.12	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
590465	2/21/2015	ZSCR	551	034-2	NA	'063	A2C82728300	NA	A2C96467600	1342	housing	NA	ROH	NA	27.06	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
590466	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37978000	NA	A2C00014547	1222	"pan head screw 3,0 x 6,00 case"	NA	ROH	NA	0.88	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
590466	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37717300	NA	A2C53091792	1222	pin header 3P H 1R THP GN	NA	ROH	NA	23.36	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
590466	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37717300	NA	A2C80222000	1222	plug receptacle 1P H CI THP BK	NA	ROH	NA	59.96	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	5WK49521	NA	A2C00004906	1222	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.63	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C00715300	1222	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	31.2	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37961200	1222	antenna	NA	ROH	NA	10.56	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C37966100	1222	cover	NA	ROH	NA	4.5	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	5WK49521	NA	A2C53105128	1222	Contact Spring positive	NA	ROH	NA	0.31	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590468	2/21/2015	ZSCR	551	022-2	NA	'063	A2C37668800	NA	A2C93518100	1222	housing Housing PCB 2	NA	ROH	NA	5.43	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590470	2/21/2015	ZSCR	551	034-1	NA	'063	A2C37978000	NA	A2C37980700	1341	housing bottom	NA	ROH	NA	64.35	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
590470	2/21/2015	ZSCR	551	034-1	NA	'063	A2C37978000	NA	A2C83541900	1341	cover	NA	ROH	NA	6.05	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C00004906	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	40.75	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	A2C37668800	NA	A2C00715300	1342	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	343.2	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	A2C37668800	NA	A2C37961200	1342	antenna	NA	ROH	NA	116.16	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	A2C37668800	NA	A2C37966100	1342	cover	NA	ROH	NA	45	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	5WK49521	NA	A2C53105128	1342	Contact Spring positive	NA	ROH	NA	3.1	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590471	2/21/2015	ZSCR	551	034-2	NA	'063	A2C37668800	NA	A2C93518100	1342	housing Housing PCB 2	NA	ROH	NA	54.3	S5_BIDIR FOB HONDA MY14	NO	4987123806	
590476	2/21/2015	ZSCR	551	030-1	NA	'063	A2C80084200	NA	A2C32517800	1301	cover	NA	ROH	NA	9.76	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
590476	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	9.4	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590476	2/21/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	1.24	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522400	1301	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	A2C32522600	NA	A2C32522500	1301	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	5WK49521	NA	A2C53105128	1301	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590478	2/21/2015	ZSCR	551	030-1	NA	'063	A2C80084800	NA	A2C81649900	1301	cover	NA	ROH	NA	2.32	S5_FOB HONDA MY14_S.SAL	NO	4987124241	
590480	2/21/2015	ZSCR	551	040-1	NA	'063	A2C32522600H	NA	A2C32522400	1401	cover	NA	ROH	NA	2.1	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590480	2/21/2015	ZSCR	551	040-1	NA	'063	A2C32522600	NA	A2C32522500	1401	housing	NA	ROH	NA	2.35	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590480	2/21/2015	ZSCR	551	040-1	NA	'063	5WK49521	NA	A2C53105128	1401	Contact Spring positive	NA	ROH	NA	0.31	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
590481	2/21/2015	ZSCR	551	040-3	NA	'063	5WK49210	NA	A2C53216753	1403	cover	NA	ROH	NA	5.37	S5_RXM_E.ENRIQUE GARCIA	NO	4987124482	
590481	2/21/2015	ZSCR	551	040-3	NA	'063	5WK49215	NA	A2C53216754	1403	housing	NA	ROH	NA	72.03	S5_RXM_E.ENRIQUE GARCIA	NO	4987124515	
